,groupA,groupA_n,groupB,groupB_n,p value,p value corrected,h,sig. level
0,wt_c1,2,mut_c1,2,0.00022577679986864806,0.0005644419996716201,True,***
1,wt_c2,2,mut_c2,2,0.01668192193051958,0.020852402413149475,True,*
2,wt_c3,2,mut_c3,2,0.04271864493159508,0.04271864493159508,True,*
3,wt_c4,2,mut_c4,2,0.009098717724286772,0.015164529540477954,True,*
4,wt_c13,2,mut_c13,2,4.060032421606029e-06,2.0300162108030144e-05,True,***
