,groupA,groupA_n,groupB,groupB_n,p value,p value corrected,h,sig. level
0,+/+_breaks,2,-/-_breaks,2,0.018227925562829154,0.027341888344243732,True,*
1,+/+_severe_split,2,-/-_severe_split,2,0.0023475051511739186,0.007042515453521756,True,**
2,+/+_vesiculation,2,-/-_vesiculation,2,0.5149033491968354,0.5149033491968354,False,n.s.
