,groupA,groupA_n,groupB,groupB_n,p value,p value corrected,h,sig. level
0,letter_i,10,letter_ing,10,0.0002,0.0012000000000000001,True,**
1,letter_i,10,letter_ly,10,0.2066,0.3099,False,n.s.
2,letter_i,10,letter_l,10,0.823,0.823,False,n.s.
3,letter_ing,10,letter_ly,10,0.017200000000000104,0.03440000000000021,True,*
4,letter_ing,10,letter_l,10,0.0009999999999998899,0.0029999999999996696,True,**
5,letter_ly,10,letter_l,10,0.2854000000000001,0.3424800000000001,False,n.s.
