groupA,groupA_n,groupB,groupB_n,p value,p value corrected,h,sig. level
Mrei-INT,40,Mrei-HT,50,0.2603,0.3516999999999999,False,n.s.
Mrei-INT,40,Mrei-HM,64,0.0093,0.055799999999999995,False,n.s.
Mrei-HT,50,Mrei-HM,64,0.1019,0.2038,False,n.s.
Frei-INT,42,Frei-HT,73,0.3516999999999999,0.3516999999999999,False,n.s.
Frei-INT,42,Frei-HM,48,0.0835999999999999,0.2038,False,n.s.
Frei-HT,73,Frei-HM,48,0.3388,0.3516999999999999,False,n.s.
