groupA,groupA_n,groupB,groupB_n,p value,p value corrected,h,sig. level
Mrei-INT,40,Mrei-HT,51,0.9252,0.9252,False,n.s.
Mrei-INT,40,Mrei-HM,60,0.0219,0.06570000000000001,False,n.s.
Mrei-HT,51,Mrei-HM,60,0.013,0.06570000000000001,False,n.s.
Frei-INT,42,Frei-HT,72,0.8114,0.9252,False,n.s.
Frei-INT,42,Frei-HM,48,0.543,0.9252,False,n.s.
Frei-HT,72,Frei-HM,48,0.659,0.9252,False,n.s.
