groupA,groupA_n,groupB,groupB_n,p value,p value corrected,h,sig. level
Mrei-INT,40,Mrei-HT,50,0.4763,0.57156,False,n.s.
Mrei-INT,40,Mrei-HM,64,0.0219,0.13140000000000002,False,n.s.
Mrei-HT,50,Mrei-HM,64,0.113,0.3066,False,n.s.
Frei-INT,42,Frei-HT,73,0.4435,0.57156,False,n.s.
Frei-INT,42,Frei-HM,48,0.5764,0.5764,False,n.s.
Frei-HT,73,Frei-HM,48,0.1533,0.3066,False,n.s.
