groupA,groupA_n,groupB,groupB_n,p value,p value corrected,h,sig. level
Mrei-INT,40,Mrei-HT,51,0.5282,0.63384,False,n.s.
Mrei-INT,40,Mrei-HM,60,0.04,0.24000000000000002,False,n.s.
Mrei-HT,51,Mrei-HM,60,0.1106,0.2638499999999999,False,n.s.
Frei-INT,42,Frei-HT,72,0.17589999999999995,0.2638499999999999,False,n.s.
Frei-INT,42,Frei-HM,48,0.15480000000000005,0.2638499999999999,False,n.s.
Frei-HT,72,Frei-HM,48,0.9941,0.9941,False,n.s.
