groupA,groupA_n,groupB,groupB_n,p value,p value corrected,h,sig. level
Mrei-INT,36,Mrei-HT,39,0.1036,0.06215999999999999,False,n.s.
Mrei-INT,36,Mrei-HM,57,0.03390000000000004,0.02542500000000003,True,*
Mrei-HT,39,Mrei-HM,57,0.0006999999999999229,0.0006999999999999229,True,***
Frei-INT,40,Frei-HT,63,9.999999999998899e-05,0.00014999999999998348,True,***
Frei-INT,40,Frei-HM,41,9.999999999998899e-05,0.00014999999999998348,True,***
Frei-HT,63,Frei-HM,41,0.2704,0.1352,False,n.s.
