groupA,groupA_n,groupB,groupB_n,p value,p value corrected,h,sig. level
t,9,c,10,0.22199999999999998,0.37005000000000005,False,n.s.
t,9,m,15,0.9176,0.9176,False,n.s.
c,10,m,15,0.2467,0.37005000000000005,False,n.s.
