groupA,groupA_n,groupB,groupB_n,p value,p value corrected,h,sig. level
+/+_FALSE,292,-/-_MOCK,285,9.999999999998899e-05,0.00012,True,***
+/+_FALSE,292,-/-_TRUE,219,9.999999999998899e-05,0.00012,True,***
+/+_FALSE,292,-/-_FALSE,292,9.999999999998899e-05,0.00012,True,***
-/-_MOCK,285,-/-_TRUE,219,0.5507,0.5507,False,n.s.
-/-_MOCK,285,-/-_FALSE,292,0.0001,0.00012,True,***
-/-_TRUE,219,-/-_FALSE,292,0.0001,0.00012,True,***
