groupA,groupA_n,groupB,groupB_n,p value,p value corrected,h,sig. level
12V,54,15V,270,0.0062,0.009300000000000001,True,**
12V,54,3V,270,0.26435,0.31721999999999995,False,n.s.
12V,54,13V,162,0.0011,0.0024000000000001798,True,**
15V,270,3V,270,0.0012000000000000899,0.0024000000000001798,True,**
15V,270,13V,162,0.7064,0.7064,False,n.s.
3V,270,13V,162,0.0001,0.0006000000000000001,True,***
