mechanic,final_infection_rate
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,0.96
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,0.86
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,0.92
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,1.0
MK,0.9
MK,1.0
MK,1.0
MK,1.0
MK,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
CI+MK+ER+IE,1.0
