mechanic,replicate,time_to_fixation
MK+ER+IE,42,6.0
MK+ER+IE,43,7.0
MK+ER+IE,44,6.0
MK+ER+IE,45,5.0
MK+ER+IE,46,6.0
MK+ER+IE,47,5.0
MK+ER+IE,48,6.0
MK+ER+IE,49,5.0
MK+ER+IE,50,4.0
MK+ER+IE,51,6.0
MK+ER+IE,52,4.0
MK+ER+IE,53,6.0
MK+ER+IE,54,4.0
MK+ER+IE,55,5.0
MK+ER+IE,56,5.0
MK+ER+IE,57,4.0
MK+ER+IE,58,6.0
MK+ER+IE,59,7.0
MK+ER+IE,60,5.0
MK+ER+IE,61,8.0
MK+ER+IE,62,6.0
MK+ER+IE,63,5.0
MK+ER+IE,64,5.0
MK+ER+IE,65,4.0
MK+ER+IE,66,6.0
MK+ER+IE,67,5.0
MK+ER+IE,68,6.0
MK+ER+IE,69,4.0
MK+ER+IE,70,6.0
MK+ER+IE,71,5.0
MK+ER+IE,72,9.0
MK+ER+IE,73,5.0
MK+ER+IE,74,6.0
MK+ER+IE,75,4.0
MK+ER+IE,76,5.0
MK+ER+IE,77,5.0
MK+ER+IE,78,6.0
MK+ER+IE,79,4.0
MK+ER+IE,80,5.0
MK+ER+IE,81,6.0
MK+ER+IE,82,3.0
MK+ER+IE,83,6.0
MK+ER+IE,84,6.0
MK+ER+IE,85,4.0
MK+ER+IE,86,6.0
MK+ER+IE,87,4.0
MK+ER+IE,88,4.0
MK+ER+IE,89,6.0
MK+ER+IE,90,6.0
MK+ER+IE,91,5.0
MK+ER+IE,92,7.0
MK+ER+IE,93,7.0
MK+ER+IE,94,5.0
MK+ER+IE,95,4.0
MK+ER+IE,96,4.0
MK+ER+IE,97,6.0
MK+ER+IE,98,4.0
MK+ER+IE,99,5.0
MK+ER+IE,100,5.0
MK+ER+IE,101,6.0
MK+ER+IE,102,4.0
MK+ER+IE,103,6.0
MK+ER+IE,104,4.0
MK+ER+IE,105,4.0
MK+ER+IE,106,5.0
MK+ER+IE,107,4.0
MK+ER+IE,108,6.0
MK+ER+IE,109,4.0
MK+ER+IE,110,4.0
MK+ER+IE,111,5.0
MK+ER+IE,112,4.0
MK+ER+IE,113,7.0
MK+ER+IE,114,7.0
MK+ER+IE,115,4.0
MK+ER+IE,116,5.0
MK+ER+IE,117,7.0
MK+ER+IE,118,4.0
MK+ER+IE,119,5.0
MK+ER+IE,120,5.0
MK+ER+IE,121,4.0
MK+ER+IE,122,4.0
MK+ER+IE,123,5.0
MK+ER+IE,124,4.0
MK+ER+IE,125,5.0
MK+ER+IE,126,4.0
MK+ER+IE,127,6.0
MK+ER+IE,128,6.0
MK+ER+IE,129,6.0
MK+ER+IE,130,5.0
MK+ER+IE,131,5.0
MK+ER+IE,132,6.0
MK+ER+IE,133,4.0
MK+ER+IE,134,5.0
MK+ER+IE,135,6.0
MK+ER+IE,136,5.0
MK+ER+IE,137,6.0
MK+ER+IE,138,5.0
MK+ER+IE,139,5.0
MK+ER+IE,140,6.0
MK+ER+IE,141,5.0
MK+ER+IE,142,6.0
MK+ER+IE,143,5.0
MK+ER+IE,144,6.0
MK+ER+IE,145,5.0
MK+ER+IE,146,5.0
MK+ER+IE,147,7.0
MK+ER+IE,148,5.0
MK+ER+IE,149,5.0
MK+ER+IE,150,7.0
MK+ER+IE,151,6.0
MK+ER+IE,152,5.0
MK+ER+IE,153,5.0
MK+ER+IE,154,6.0
MK+ER+IE,155,5.0
MK+ER+IE,156,4.0
MK+ER+IE,157,5.0
MK+ER+IE,158,4.0
MK+ER+IE,159,5.0
MK+ER+IE,160,4.0
MK+ER+IE,161,5.0
MK+ER+IE,162,4.0
MK+ER+IE,163,7.0
MK+ER+IE,164,4.0
MK+ER+IE,165,5.0
MK+ER+IE,166,4.0
MK+ER+IE,167,5.0
MK+ER+IE,168,6.0
MK+ER+IE,169,5.0
MK+ER+IE,170,5.0
MK+ER+IE,171,5.0
MK+ER+IE,172,7.0
MK+ER+IE,173,5.0
MK+ER+IE,174,6.0
MK+ER+IE,175,6.0
MK+ER+IE,176,7.0
MK+ER+IE,177,7.0
MK+ER+IE,178,6.0
MK+ER+IE,179,6.0
MK+ER+IE,180,7.0
MK+ER+IE,181,5.0
MK+ER+IE,182,5.0
MK+ER+IE,183,4.0
MK+ER+IE,184,6.0
MK+ER+IE,185,4.0
MK+ER+IE,186,5.0
MK+ER+IE,187,5.0
MK+ER+IE,188,4.0
MK+ER+IE,189,6.0
MK+ER+IE,190,5.0
MK+ER+IE,191,4.0
MK+ER+IE,192,4.0
MK+ER+IE,193,5.0
MK+ER+IE,194,6.0
MK+ER+IE,195,5.0
MK+ER+IE,196,7.0
MK+ER+IE,197,6.0
MK+ER+IE,198,7.0
MK+ER+IE,199,6.0
CI,0,4.0
CI,1,4.0
CI,2,4.0
CI,3,5.0
CI,4,6.0
CI,5,4.0
CI,6,4.0
CI,7,4.0
CI,8,5.0
CI,9,6.0
CI,10,4.0
CI,11,6.0
CI,12,3.0
CI,13,3.0
CI,14,4.0
CI,15,4.0
CI,16,4.0
CI,17,4.0
CI,18,6.0
CI,19,5.0
CI,20,5.0
CI,21,5.0
CI,22,4.0
CI,23,5.0
CI,24,7.0
CI,25,4.0
CI,26,6.0
CI,27,3.0
CI,28,4.0
CI,29,4.0
CI,30,5.0
CI,31,3.0
CI,32,5.0
CI,33,5.0
CI,34,4.0
CI,35,4.0
CI,36,4.0
CI,37,4.0
CI,38,4.0
CI,39,4.0
CI,40,4.0
CI,41,5.0
CI,42,5.0
CI,43,6.0
CI,44,3.0
CI,45,4.0
CI,46,7.0
CI,47,4.0
CI,48,5.0
CI,49,6.0
CI,50,4.0
CI,51,5.0
CI,52,4.0
CI,53,4.0
CI,54,5.0
CI,55,4.0
CI,56,6.0
CI,57,4.0
CI,58,4.0
CI,59,4.0
CI,60,3.0
CI,61,3.0
CI,62,3.0
CI,63,4.0
CI,64,4.0
CI,65,4.0
CI,66,6.0
CI,67,4.0
CI,68,4.0
CI,69,5.0
CI,70,5.0
CI,71,5.0
CI,72,3.0
CI,73,4.0
CI,74,4.0
CI,75,5.0
CI,76,4.0
CI,77,4.0
CI,78,5.0
CI,79,3.0
CI,80,3.0
CI,81,3.0
CI,82,4.0
CI,83,3.0
CI,84,4.0
CI,85,5.0
CI,86,4.0
CI,87,6.0
CI,88,4.0
CI,89,5.0
CI,90,4.0
CI,91,5.0
CI,92,4.0
CI,93,5.0
CI,94,5.0
CI,95,4.0
CI,96,4.0
CI,97,3.0
CI,98,3.0
CI,99,6.0
CI,100,4.0
CI,101,4.0
CI,102,8.0
CI,103,4.0
CI,104,5.0
CI,105,3.0
CI,106,3.0
CI,107,4.0
CI,108,4.0
CI,109,4.0
CI,110,4.0
CI,111,6.0
CI,112,5.0
CI,113,5.0
CI,114,4.0
CI,115,6.0
CI,116,5.0
CI,117,5.0
CI,118,6.0
CI,119,4.0
CI,120,3.0
CI,121,4.0
CI,122,5.0
CI,123,3.0
CI,124,4.0
CI,125,5.0
CI,126,4.0
CI,127,4.0
CI,128,4.0
CI,129,4.0
CI,130,6.0
CI,131,5.0
CI,132,4.0
CI,133,4.0
CI,134,5.0
CI,135,3.0
CI,136,5.0
CI,137,4.0
CI,138,6.0
CI,139,5.0
CI,140,3.0
CI,141,3.0
CI,142,5.0
CI,143,3.0
CI,144,4.0
CI,145,4.0
CI,146,5.0
CI,147,4.0
CI,148,4.0
CI,149,4.0
CI,150,5.0
CI,151,4.0
CI,152,4.0
CI,153,5.0
CI,154,3.0
CI,155,4.0
CI,156,5.0
CI,157,5.0
CI,158,4.0
CI,159,4.0
CI,160,4.0
CI,161,5.0
CI,162,4.0
CI,163,4.0
CI,164,4.0
CI,165,3.0
CI,166,5.0
CI,167,5.0
CI,168,5.0
CI,169,4.0
CI,170,3.0
CI,171,6.0
CI,172,4.0
CI,173,4.0
CI,174,6.0
CI,175,4.0
CI,176,3.0
CI,177,4.0
CI,178,3.0
CI,179,4.0
CI,180,4.0
CI,181,6.0
CI,182,3.0
CI,183,4.0
CI,184,5.0
CI,185,5.0
CI,186,3.0
CI,187,4.0
CI,188,4.0
CI,189,6.0
CI,190,5.0
CI,191,3.0
CI,192,3.0
CI,193,5.0
CI,194,5.0
CI,195,5.0
CI,196,4.0
CI,197,5.0
CI,198,4.0
CI,199,4.0
CI+IE,0,3.0
CI+IE,1,3.0
CI+IE,2,5.0
CI+IE,3,5.0
CI+IE,4,4.0
CI+IE,5,4.0
CI+IE,6,5.0
CI+IE,7,4.0
CI+IE,8,3.0
CI+IE,9,4.0
CI+IE,10,3.0
CI+IE,11,3.0
CI+IE,12,4.0
CI+IE,13,4.0
CI+IE,14,5.0
CI+IE,15,4.0
CI+IE,16,4.0
CI+IE,17,4.0
CI+IE,18,3.0
CI+IE,19,3.0
CI+IE,20,3.0
CI+IE,21,4.0
CI+IE,22,4.0
CI+IE,23,4.0
CI+IE,24,4.0
CI+IE,25,5.0
CI+IE,26,4.0
CI+IE,27,4.0
CI+IE,28,5.0
CI+IE,29,4.0
CI+IE,30,4.0
CI+IE,31,5.0
CI+IE,32,4.0
CI+IE,33,5.0
CI+IE,34,5.0
CI+IE,35,3.0
CI+IE,36,4.0
CI+IE,37,3.0
CI+IE,38,3.0
CI+IE,39,4.0
CI+IE,40,4.0
CI+IE,41,3.0
CI+IE,42,4.0
CI+IE,43,3.0
CI+IE,44,4.0
CI+IE,45,4.0
CI+IE,46,4.0
CI+IE,47,4.0
CI+IE,48,3.0
CI+IE,49,4.0
CI+IE,50,4.0
CI+IE,51,4.0
CI+IE,52,5.0
CI+IE,53,4.0
CI+IE,54,3.0
CI+IE,55,3.0
CI+IE,56,4.0
CI+IE,57,4.0
CI+IE,58,3.0
CI+IE,59,4.0
CI+IE,60,4.0
CI+IE,61,4.0
CI+IE,62,4.0
CI+IE,63,4.0
CI+IE,64,4.0
CI+IE,65,4.0
CI+IE,66,4.0
CI+IE,67,3.0
CI+IE,68,4.0
CI+IE,69,4.0
CI+IE,70,4.0
CI+IE,71,5.0
CI+IE,72,5.0
CI+IE,73,3.0
CI+IE,74,4.0
CI+IE,75,5.0
CI+IE,76,4.0
CI+IE,77,3.0
CI+IE,78,4.0
CI+IE,79,4.0
CI+IE,80,4.0
CI+IE,81,4.0
CI+IE,82,4.0
CI+IE,83,3.0
CI+IE,84,5.0
CI+IE,85,5.0
CI+IE,86,4.0
CI+IE,87,3.0
CI+IE,88,4.0
CI+IE,89,4.0
CI+IE,90,4.0
CI+IE,91,3.0
CI+IE,92,3.0
CI+IE,93,5.0
CI+IE,94,3.0
CI+IE,95,4.0
CI+IE,96,4.0
CI+IE,97,3.0
CI+IE,98,4.0
CI+IE,99,5.0
CI+IE,100,5.0
CI+IE,101,3.0
CI+IE,102,4.0
CI+IE,103,3.0
CI+IE,104,5.0
CI+IE,105,4.0
CI+IE,106,4.0
CI+IE,107,4.0
CI+IE,108,4.0
CI+IE,109,5.0
CI+IE,110,5.0
CI+IE,111,3.0
CI+IE,112,5.0
CI+IE,113,6.0
CI+IE,114,4.0
CI+IE,115,3.0
CI+IE,116,4.0
CI+IE,117,3.0
CI+IE,118,3.0
CI+IE,119,3.0
CI+IE,120,4.0
CI+IE,121,4.0
CI+IE,122,3.0
CI+IE,123,3.0
CI+IE,124,5.0
CI+IE,125,3.0
CI+IE,126,4.0
CI+IE,127,4.0
CI+IE,128,4.0
CI+IE,129,4.0
CI+IE,130,5.0
CI+IE,131,4.0
CI+IE,132,4.0
CI+IE,133,3.0
CI+IE,134,4.0
CI+IE,135,5.0
CI+IE,136,4.0
CI+IE,137,4.0
CI+IE,138,4.0
CI+IE,139,4.0
CI+IE,140,3.0
CI+IE,141,3.0
CI+IE,142,3.0
CI+IE,143,3.0
CI+IE,144,3.0
CI+IE,145,4.0
CI+IE,146,4.0
CI+IE,147,4.0
CI+IE,148,4.0
CI+IE,149,3.0
CI+IE,150,5.0
CI+IE,151,4.0
CI+IE,152,3.0
CI+IE,153,3.0
CI+IE,154,3.0
CI+IE,155,4.0
CI+IE,156,3.0
CI+IE,157,4.0
CI+IE,158,3.0
CI+IE,159,4.0
CI+IE,160,4.0
CI+IE,161,4.0
CI+IE,162,4.0
CI+IE,163,4.0
CI+IE,164,4.0
CI+IE,165,3.0
CI+IE,166,5.0
CI+IE,167,4.0
CI+IE,168,5.0
CI+IE,169,3.0
CI+IE,170,3.0
CI+IE,171,3.0
CI+IE,172,4.0
CI+IE,173,4.0
CI+IE,174,4.0
CI+IE,175,3.0
CI+IE,176,4.0
CI+IE,177,5.0
CI+IE,178,4.0
CI+IE,179,4.0
CI+IE,180,4.0
CI+IE,181,4.0
CI+IE,182,3.0
CI+IE,183,3.0
CI+IE,184,3.0
CI+IE,185,3.0
CI+IE,186,3.0
CI+IE,187,4.0
CI+IE,188,4.0
CI+IE,189,4.0
CI+IE,190,5.0
CI+IE,191,4.0
CI+IE,192,3.0
CI+IE,193,4.0
CI+IE,194,5.0
CI+IE,195,4.0
CI+IE,196,4.0
CI+IE,197,5.0
CI+IE,198,4.0
CI+IE,199,5.0
CI+ER,0,5.0
CI+ER,1,3.0
CI+ER,2,4.0
CI+ER,3,4.0
CI+ER,4,5.0
CI+ER,5,4.0
CI+ER,6,5.0
CI+ER,7,4.0
CI+ER,8,4.0
CI+ER,9,4.0
CI+ER,10,3.0
CI+ER,11,4.0
CI+ER,12,4.0
CI+ER,13,3.0
CI+ER,14,4.0
CI+ER,15,4.0
CI+ER,16,3.0
CI+ER,17,3.0
CI+ER,18,4.0
CI+ER,19,3.0
CI+ER,20,3.0
CI+ER,21,3.0
CI+ER,22,4.0
CI+ER,23,4.0
CI+ER,24,4.0
CI+ER,25,4.0
CI+ER,26,3.0
CI+ER,27,4.0
CI+ER,28,4.0
CI+ER,29,5.0
CI+ER,30,3.0
CI+ER,31,3.0
CI+ER,32,4.0
CI+ER,33,4.0
CI+ER,34,3.0
CI+ER,35,4.0
CI+ER,36,4.0
CI+ER,37,4.0
CI+ER,38,3.0
CI+ER,39,4.0
CI+ER,40,3.0
CI+ER,41,3.0
CI+ER,42,4.0
CI+ER,43,5.0
CI+ER,44,4.0
CI+ER,45,4.0
CI+ER,46,3.0
CI+ER,47,4.0
CI+ER,48,3.0
CI+ER,49,4.0
CI+ER,50,4.0
CI+ER,51,4.0
CI+ER,52,4.0
CI+ER,53,4.0
CI+ER,54,4.0
CI+ER,55,4.0
CI+ER,56,4.0
CI+ER,57,4.0
CI+ER,58,4.0
CI+ER,59,4.0
CI+ER,60,3.0
CI+ER,61,3.0
CI+ER,62,4.0
CI+ER,63,3.0
CI+ER,64,4.0
CI+ER,65,4.0
CI+ER,66,4.0
CI+ER,67,4.0
CI+ER,68,4.0
CI+ER,69,3.0
CI+ER,70,5.0
CI+ER,71,5.0
CI+ER,72,4.0
CI+ER,73,5.0
CI+ER,74,5.0
CI+ER,75,4.0
CI+ER,76,3.0
CI+ER,77,4.0
CI+ER,78,4.0
CI+ER,79,4.0
CI+ER,80,4.0
CI+ER,81,3.0
CI+ER,82,5.0
CI+ER,83,3.0
CI+ER,84,4.0
CI+ER,85,3.0
CI+ER,86,3.0
CI+ER,87,4.0
CI+ER,88,3.0
CI+ER,89,5.0
CI+ER,90,3.0
CI+ER,91,4.0
CI+ER,92,3.0
CI+ER,93,4.0
CI+ER,94,4.0
CI+ER,95,3.0
CI+ER,96,3.0
CI+ER,97,3.0
CI+ER,98,4.0
CI+ER,99,4.0
CI+ER,100,4.0
CI+ER,101,3.0
CI+ER,102,4.0
CI+ER,103,5.0
CI+ER,104,5.0
CI+ER,105,4.0
CI+ER,106,4.0
CI+ER,107,3.0
CI+ER,108,4.0
CI+ER,109,4.0
CI+ER,110,3.0
CI+ER,111,4.0
CI+ER,112,4.0
CI+ER,113,4.0
CI+ER,114,4.0
CI+ER,115,5.0
CI+ER,116,4.0
CI+ER,117,4.0
CI+ER,118,4.0
CI+ER,119,3.0
CI+ER,120,4.0
CI+ER,121,3.0
CI+ER,122,3.0
CI+ER,123,3.0
CI+ER,124,6.0
CI+ER,125,3.0
CI+ER,126,5.0
CI+ER,127,3.0
CI+ER,128,3.0
CI+ER,129,3.0
CI+ER,130,4.0
CI+ER,131,3.0
CI+ER,132,3.0
CI+ER,133,4.0
CI+ER,134,3.0
CI+ER,135,3.0
CI+ER,136,3.0
CI+ER,137,5.0
CI+ER,138,3.0
CI+ER,139,3.0
CI+ER,140,5.0
CI+ER,141,4.0
CI+ER,142,3.0
CI+ER,143,5.0
CI+ER,144,3.0
CI+ER,145,3.0
CI+ER,146,4.0
CI+ER,147,4.0
CI+ER,148,4.0
CI+ER,149,4.0
CI+ER,150,4.0
CI+ER,151,4.0
CI+ER,152,4.0
CI+ER,153,4.0
CI+ER,154,3.0
CI+ER,155,4.0
CI+ER,156,3.0
CI+ER,157,4.0
CI+ER,158,3.0
CI+ER,159,4.0
CI+ER,160,3.0
CI+ER,161,4.0
CI+ER,162,4.0
CI+ER,163,4.0
CI+ER,164,3.0
CI+ER,165,3.0
CI+ER,166,4.0
CI+ER,167,4.0
CI+ER,168,4.0
CI+ER,169,4.0
CI+ER,170,3.0
CI+ER,171,4.0
CI+ER,172,4.0
CI+ER,173,3.0
CI+ER,174,5.0
CI+ER,175,4.0
CI+ER,176,3.0
CI+ER,177,3.0
CI+ER,178,3.0
CI+ER,179,6.0
CI+ER,180,4.0
CI+ER,181,4.0
CI+ER,182,5.0
CI+ER,183,3.0
CI+ER,184,5.0
CI+ER,185,3.0
CI+ER,186,5.0
CI+ER,187,4.0
CI+ER,188,4.0
CI+ER,189,3.0
CI+ER,190,4.0
CI+ER,191,4.0
CI+ER,192,4.0
CI+ER,193,6.0
CI+ER,194,3.0
CI+ER,195,4.0
CI+ER,196,4.0
CI+ER,197,5.0
CI+ER,198,3.0
CI+ER,199,4.0
CI+ER+IE,0,4.0
CI+ER+IE,1,3.0
CI+ER+IE,2,5.0
CI+ER+IE,3,5.0
CI+ER+IE,4,3.0
CI+ER+IE,5,4.0
CI+ER+IE,6,3.0
CI+ER+IE,7,3.0
CI+ER+IE,8,3.0
CI+ER+IE,9,4.0
CI+ER+IE,10,3.0
CI+ER+IE,11,3.0
CI+ER+IE,12,3.0
CI+ER+IE,13,4.0
CI+ER+IE,14,3.0
CI+ER+IE,15,3.0
CI+ER+IE,16,3.0
CI+ER+IE,17,3.0
CI+ER+IE,18,3.0
CI+ER+IE,19,3.0
CI+ER+IE,20,3.0
CI+ER+IE,21,4.0
CI+ER+IE,22,4.0
CI+ER+IE,23,3.0
CI+ER+IE,24,4.0
CI+ER+IE,25,3.0
CI+ER+IE,26,4.0
CI+ER+IE,27,4.0
CI+ER+IE,28,4.0
CI+ER+IE,29,3.0
CI+ER+IE,30,3.0
CI+ER+IE,31,3.0
CI+ER+IE,32,3.0
CI+ER+IE,33,4.0
CI+ER+IE,34,4.0
CI+ER+IE,35,3.0
CI+ER+IE,36,3.0
CI+ER+IE,37,3.0
CI+ER+IE,38,3.0
CI+ER+IE,39,4.0
CI+ER+IE,40,3.0
CI+ER+IE,41,4.0
CI+ER+IE,42,3.0
CI+ER+IE,43,4.0
CI+ER+IE,44,3.0
CI+ER+IE,45,3.0
CI+ER+IE,46,4.0
CI+ER+IE,47,3.0
CI+ER+IE,48,3.0
CI+ER+IE,49,4.0
CI+ER+IE,50,3.0
CI+ER+IE,51,4.0
CI+ER+IE,52,4.0
CI+ER+IE,53,2.0
CI+ER+IE,54,4.0
CI+ER+IE,55,3.0
CI+ER+IE,56,4.0
CI+ER+IE,57,4.0
CI+ER+IE,58,3.0
CI+ER+IE,59,4.0
CI+ER+IE,60,3.0
CI+ER+IE,61,3.0
CI+ER+IE,62,4.0
CI+ER+IE,63,3.0
CI+ER+IE,64,3.0
CI+ER+IE,65,4.0
CI+ER+IE,66,3.0
CI+ER+IE,67,3.0
CI+ER+IE,68,3.0
CI+ER+IE,69,4.0
CI+ER+IE,70,4.0
CI+ER+IE,71,3.0
CI+ER+IE,72,3.0
CI+ER+IE,73,4.0
CI+ER+IE,74,3.0
CI+ER+IE,75,4.0
CI+ER+IE,76,3.0
CI+ER+IE,77,4.0
CI+ER+IE,78,3.0
CI+ER+IE,79,4.0
CI+ER+IE,80,3.0
CI+ER+IE,81,4.0
CI+ER+IE,82,3.0
CI+ER+IE,83,3.0
CI+ER+IE,84,3.0
CI+ER+IE,85,4.0
CI+ER+IE,86,3.0
CI+ER+IE,87,3.0
CI+ER+IE,88,3.0
CI+ER+IE,89,4.0
CI+ER+IE,90,5.0
CI+ER+IE,91,3.0
CI+ER+IE,92,3.0
CI+ER+IE,93,3.0
CI+ER+IE,94,4.0
CI+ER+IE,95,3.0
CI+ER+IE,96,3.0
CI+ER+IE,97,3.0
CI+ER+IE,98,4.0
CI+ER+IE,99,3.0
CI+ER+IE,100,4.0
CI+ER+IE,101,3.0
CI+ER+IE,102,3.0
CI+ER+IE,103,4.0
CI+ER+IE,104,3.0
CI+ER+IE,105,4.0
CI+ER+IE,106,4.0
CI+ER+IE,107,3.0
CI+ER+IE,108,4.0
CI+ER+IE,109,4.0
CI+ER+IE,110,4.0
CI+ER+IE,111,3.0
CI+ER+IE,112,3.0
CI+ER+IE,113,3.0
CI+ER+IE,114,3.0
CI+ER+IE,115,3.0
CI+ER+IE,116,3.0
CI+ER+IE,117,3.0
CI+ER+IE,118,4.0
CI+ER+IE,119,3.0
CI+ER+IE,120,5.0
CI+ER+IE,121,4.0
CI+ER+IE,122,4.0
CI+ER+IE,123,4.0
CI+ER+IE,124,3.0
CI+ER+IE,125,4.0
CI+ER+IE,126,4.0
CI+ER+IE,127,4.0
CI+ER+IE,128,3.0
CI+ER+IE,129,3.0
CI+ER+IE,130,4.0
CI+ER+IE,131,3.0
CI+ER+IE,132,4.0
CI+ER+IE,133,4.0
CI+ER+IE,134,3.0
CI+ER+IE,135,3.0
CI+ER+IE,136,3.0
CI+ER+IE,137,3.0
CI+ER+IE,138,3.0
CI+ER+IE,139,4.0
CI+ER+IE,140,2.0
CI+ER+IE,141,5.0
CI+ER+IE,142,5.0
CI+ER+IE,143,3.0
CI+ER+IE,144,3.0
CI+ER+IE,145,3.0
CI+ER+IE,146,3.0
CI+ER+IE,147,4.0
CI+ER+IE,148,3.0
CI+ER+IE,149,4.0
CI+ER+IE,150,3.0
CI+ER+IE,151,4.0
CI+ER+IE,152,3.0
CI+ER+IE,153,3.0
CI+ER+IE,154,3.0
CI+ER+IE,155,4.0
CI+ER+IE,156,4.0
CI+ER+IE,157,4.0
CI+ER+IE,158,3.0
CI+ER+IE,159,4.0
CI+ER+IE,160,4.0
CI+ER+IE,161,4.0
CI+ER+IE,162,3.0
CI+ER+IE,163,3.0
CI+ER+IE,164,3.0
CI+ER+IE,165,4.0
CI+ER+IE,166,3.0
CI+ER+IE,167,4.0
CI+ER+IE,168,3.0
CI+ER+IE,169,3.0
CI+ER+IE,170,3.0
CI+ER+IE,171,3.0
CI+ER+IE,172,3.0
CI+ER+IE,173,3.0
CI+ER+IE,174,3.0
CI+ER+IE,175,3.0
CI+ER+IE,176,3.0
CI+ER+IE,177,3.0
CI+ER+IE,178,3.0
CI+ER+IE,179,4.0
CI+ER+IE,180,3.0
CI+ER+IE,181,3.0
CI+ER+IE,182,3.0
CI+ER+IE,183,4.0
CI+ER+IE,184,3.0
CI+ER+IE,185,3.0
CI+ER+IE,186,4.0
CI+ER+IE,187,3.0
CI+ER+IE,188,3.0
CI+ER+IE,189,3.0
CI+ER+IE,190,3.0
CI+ER+IE,191,4.0
CI+ER+IE,192,3.0
CI+ER+IE,193,4.0
CI+ER+IE,194,4.0
CI+ER+IE,195,3.0
CI+ER+IE,196,3.0
CI+ER+IE,197,3.0
CI+ER+IE,198,3.0
CI+ER+IE,199,4.0
CI+MK,0,5.0
CI+MK,1,5.0
CI+MK,2,5.0
CI+MK,3,7.0
CI+MK,4,6.0
CI+MK,5,5.0
CI+MK,6,3.0
CI+MK,7,6.0
CI+MK,8,6.0
CI+MK,9,4.0
CI+MK,10,4.0
CI+MK,11,5.0
CI+MK,12,5.0
CI+MK,13,5.0
CI+MK,14,5.0
CI+MK,15,7.0
CI+MK,16,4.0
CI+MK,17,4.0
CI+MK,18,5.0
CI+MK,19,5.0
CI+MK,20,4.0
CI+MK,21,4.0
CI+MK,22,4.0
CI+MK,23,6.0
CI+MK,24,4.0
CI+MK,25,6.0
CI+MK,26,5.0
CI+MK,27,5.0
CI+MK,28,7.0
CI+MK,29,5.0
CI+MK,30,6.0
CI+MK,31,3.0
CI+MK,32,6.0
CI+MK,33,5.0
CI+MK,34,5.0
CI+MK,35,3.0
CI+MK,36,3.0
CI+MK,37,5.0
CI+MK,38,5.0
CI+MK,39,4.0
CI+MK,40,4.0
CI+MK,41,5.0
CI+MK,42,5.0
CI+MK,43,5.0
CI+MK,44,5.0
CI+MK,45,4.0
CI+MK,46,6.0
CI+MK,47,4.0
CI+MK,48,5.0
CI+MK,49,4.0
CI+MK,50,5.0
CI+MK,51,4.0
CI+MK,52,4.0
CI+MK,53,4.0
CI+MK,54,5.0
CI+MK,55,6.0
CI+MK,56,5.0
CI+MK,57,4.0
CI+MK,58,6.0
CI+MK,59,6.0
CI+MK,60,6.0
CI+MK,61,5.0
CI+MK,62,5.0
CI+MK,63,5.0
CI+MK,64,5.0
CI+MK,65,3.0
CI+MK,66,5.0
CI+MK,67,5.0
CI+MK,68,5.0
CI+MK,69,4.0
CI+MK,70,4.0
CI+MK,71,4.0
CI+MK,72,4.0
CI+MK,73,3.0
CI+MK,74,6.0
CI+MK,75,5.0
CI+MK,76,3.0
CI+MK,77,7.0
CI+MK,78,5.0
CI+MK,79,4.0
CI+MK,80,5.0
CI+MK,81,4.0
CI+MK,82,7.0
CI+MK,83,4.0
CI+MK,84,5.0
CI+MK,85,4.0
CI+MK,86,4.0
CI+MK,87,5.0
CI+MK,88,5.0
CI+MK,89,5.0
CI+MK,90,3.0
CI+MK,91,6.0
CI+MK,92,4.0
CI+MK,93,4.0
CI+MK,94,5.0
CI+MK,95,5.0
CI+MK,96,5.0
CI+MK,97,5.0
CI+MK,98,4.0
CI+MK,99,5.0
CI+MK,100,4.0
CI+MK,101,5.0
CI+MK,102,6.0
CI+MK,103,5.0
CI+MK,104,4.0
CI+MK,105,5.0
CI+MK,106,4.0
CI+MK,107,3.0
CI+MK,108,5.0
CI+MK,109,5.0
CI+MK,110,7.0
CI+MK,111,4.0
CI+MK,112,3.0
CI+MK,113,6.0
CI+MK,114,4.0
CI+MK,115,5.0
CI+MK,116,5.0
CI+MK,117,5.0
CI+MK,118,5.0
CI+MK,119,5.0
CI+MK,120,4.0
CI+MK,121,5.0
CI+MK,122,4.0
CI+MK,123,6.0
CI+MK,124,4.0
CI+MK,125,7.0
CI+MK,126,4.0
CI+MK,127,4.0
CI+MK,128,4.0
CI+MK,129,4.0
CI+MK,130,5.0
CI+MK,131,6.0
CI+MK,132,5.0
CI+MK,133,4.0
CI+MK,134,5.0
CI+MK,135,5.0
CI+MK,136,5.0
CI+MK,137,5.0
CI+MK,138,5.0
CI+MK,139,7.0
CI+MK,140,4.0
CI+MK,141,4.0
CI+MK,142,5.0
CI+MK,143,4.0
CI+MK,144,5.0
CI+MK,145,5.0
CI+MK,146,5.0
CI+MK,147,6.0
CI+MK,148,5.0
CI+MK,149,5.0
CI+MK,150,4.0
CI+MK,151,4.0
CI+MK,152,5.0
CI+MK,153,4.0
CI+MK,154,3.0
CI+MK,155,4.0
CI+MK,156,7.0
CI+MK,157,5.0
CI+MK,158,5.0
CI+MK,159,5.0
CI+MK,160,4.0
CI+MK,161,5.0
CI+MK,162,5.0
CI+MK,163,5.0
CI+MK,164,4.0
CI+MK,165,6.0
CI+MK,166,4.0
