mechanic,replicate,final_infection_rate
CI+MK,91,1.0
CI+MK,92,1.0
CI+MK,93,1.0
CI+MK,94,1.0
CI+MK,95,1.0
CI+MK,96,1.0
CI+MK,97,1.0
CI+MK,98,1.0
CI+MK,99,1.0
CI+MK,100,1.0
CI+MK,101,1.0
CI+MK,102,1.0
CI+MK,103,1.0
CI+MK,104,1.0
CI+MK,105,1.0
CI+MK,106,1.0
CI+MK,107,1.0
CI+MK,108,1.0
CI+MK,109,1.0
CI+MK,110,1.0
CI+MK,111,1.0
CI+MK,112,1.0
CI+MK,113,1.0
CI+MK,114,1.0
CI+MK,115,1.0
CI+MK,116,1.0
CI+MK,117,1.0
CI+MK,118,1.0
CI+MK,119,1.0
CI+MK,120,1.0
CI+MK,121,1.0
CI+MK,122,1.0
CI+MK,123,1.0
CI+MK,124,1.0
CI+MK,125,1.0
CI+MK,126,1.0
CI+MK,127,1.0
CI+MK,128,1.0
CI+MK,129,1.0
CI+MK,130,1.0
CI+MK,131,1.0
CI+MK,132,1.0
CI+MK,133,1.0
CI+MK,134,1.0
CI+MK,135,1.0
CI+MK,136,1.0
CI+MK,137,1.0
CI+MK,138,1.0
CI+MK,139,1.0
CI+MK,140,1.0
CI+MK,141,1.0
CI+MK,142,1.0
CI+MK,143,1.0
CI+MK,144,1.0
CI+MK,145,1.0
CI+MK,146,1.0
CI+MK,147,1.0
CI+MK,148,1.0
CI+MK,149,1.0
CI+MK,150,1.0
CI+MK,151,1.0
CI+MK,152,1.0
CI+MK,153,1.0
CI+MK,154,1.0
CI+MK,155,1.0
CI+MK,156,1.0
CI+MK,157,1.0
CI+MK,158,1.0
CI+MK,159,1.0
CI+MK,160,1.0
CI+MK,161,1.0
CI+MK,162,1.0
CI+MK,163,1.0
CI+MK,164,1.0
CI+MK,165,1.0
CI+MK,166,1.0
CI+MK,167,1.0
CI+MK,168,1.0
CI+MK,169,1.0
CI+MK,170,1.0
CI+MK,171,1.0
CI+MK,172,1.0
CI+MK,173,1.0
CI+MK,174,1.0
CI+MK,175,1.0
CI+MK,176,1.0
CI+MK,177,1.0
CI+MK,178,1.0
CI+MK,179,1.0
CI+MK,180,1.0
CI+MK,181,1.0
CI+MK,182,1.0
CI+MK,183,1.0
CI+MK,184,1.0
CI+MK,185,1.0
CI+MK,186,1.0
CI+MK,187,1.0
CI+MK,188,1.0
CI+MK,189,1.0
CI+MK,190,1.0
CI+MK,191,1.0
CI+MK,192,1.0
CI+MK,193,1.0
CI+MK,194,1.0
CI+MK,195,1.0
CI+MK,196,1.0
CI+MK,197,1.0
CI+MK,198,1.0
CI+MK,199,1.0
CI+MK+IE,0,1.0
CI+MK+IE,1,1.0
CI+MK+IE,2,1.0
CI+MK+IE,3,1.0
CI+MK+IE,4,1.0
CI+MK+IE,5,1.0
CI+MK+IE,6,1.0
CI+MK+IE,7,1.0
CI+MK+IE,8,1.0
CI+MK+IE,9,1.0
CI+MK+IE,10,1.0
CI+MK+IE,11,1.0
CI+MK+IE,12,1.0
CI+MK+IE,13,1.0
CI+MK+IE,14,1.0
CI+MK+IE,15,1.0
CI+MK+IE,16,1.0
CI+MK+IE,17,1.0
CI+MK+IE,18,1.0
CI+MK+IE,19,1.0
CI+MK+IE,20,1.0
CI+MK+IE,21,1.0
CI+MK+IE,22,1.0
CI+MK+IE,23,1.0
CI+MK+IE,24,1.0
CI+MK+IE,25,1.0
CI+MK+IE,26,1.0
CI+MK+IE,27,1.0
CI+MK+IE,28,1.0
CI+MK+IE,29,1.0
CI+MK+IE,30,1.0
CI+MK+IE,31,1.0
CI+MK+IE,32,1.0
CI+MK+IE,33,1.0
CI+MK+IE,34,1.0
CI+MK+IE,35,1.0
CI+MK+IE,36,1.0
CI+MK+IE,37,1.0
CI+MK+IE,38,1.0
CI+MK+IE,39,1.0
CI+MK+IE,40,1.0
CI+MK+IE,41,1.0
CI+MK+IE,42,1.0
CI+MK+IE,43,1.0
CI+MK+IE,44,1.0
CI+MK+IE,45,1.0
CI+MK+IE,46,1.0
CI+MK+IE,47,1.0
CI+MK+IE,48,1.0
CI+MK+IE,49,1.0
CI+MK+IE,50,1.0
CI+MK+IE,51,1.0
CI+MK+IE,52,1.0
CI+MK+IE,53,1.0
CI+MK+IE,54,1.0
CI+MK+IE,55,1.0
CI+MK+IE,56,1.0
CI+MK+IE,57,1.0
CI+MK+IE,58,1.0
CI+MK+IE,59,1.0
CI+MK+IE,60,1.0
CI+MK+IE,61,1.0
CI+MK+IE,62,1.0
CI+MK+IE,63,1.0
CI+MK+IE,64,1.0
CI+MK+IE,65,1.0
CI+MK+IE,66,1.0
CI+MK+IE,67,1.0
CI+MK+IE,68,1.0
CI+MK+IE,69,1.0
CI+MK+IE,70,1.0
CI+MK+IE,71,1.0
CI+MK+IE,72,1.0
CI+MK+IE,73,1.0
CI+MK+IE,74,1.0
CI+MK+IE,75,1.0
CI+MK+IE,76,1.0
CI+MK+IE,77,1.0
CI+MK+IE,78,1.0
CI+MK+IE,79,1.0
CI+MK+IE,80,1.0
CI+MK+IE,81,1.0
CI+MK+IE,82,1.0
CI+MK+IE,83,1.0
CI+MK+IE,84,1.0
CI+MK+IE,85,1.0
CI+MK+IE,86,1.0
CI+MK+IE,87,1.0
CI+MK+IE,88,1.0
CI+MK+IE,89,1.0
CI+MK+IE,90,1.0
CI+MK+IE,91,1.0
CI+MK+IE,92,1.0
CI+MK+IE,93,1.0
CI+MK+IE,94,1.0
CI+MK+IE,95,1.0
CI+MK+IE,96,1.0
CI+MK+IE,97,1.0
CI+MK+IE,98,1.0
CI+MK+IE,99,1.0
CI+MK+IE,100,1.0
CI+MK+IE,101,1.0
CI+MK+IE,102,1.0
CI+MK+IE,103,1.0
CI+MK+IE,104,1.0
CI+MK+IE,105,1.0
CI+MK+IE,106,1.0
CI+MK+IE,107,1.0
CI+MK+IE,108,1.0
CI+MK+IE,109,1.0
CI+MK+IE,110,1.0
CI+MK+IE,111,1.0
CI+MK+IE,112,1.0
CI+MK+IE,113,1.0
CI+MK+IE,114,1.0
CI+MK+IE,115,1.0
CI+MK+IE,116,1.0
CI+MK+IE,117,1.0
CI+MK+IE,118,1.0
CI+MK+IE,119,1.0
CI+MK+IE,120,1.0
CI+MK+IE,121,1.0
CI+MK+IE,122,1.0
CI+MK+IE,123,1.0
CI+MK+IE,124,1.0
CI+MK+IE,125,1.0
CI+MK+IE,126,1.0
CI+MK+IE,127,1.0
CI+MK+IE,128,1.0
CI+MK+IE,129,1.0
CI+MK+IE,130,1.0
CI+MK+IE,131,1.0
CI+MK+IE,132,1.0
CI+MK+IE,133,1.0
CI+MK+IE,134,1.0
CI+MK+IE,135,1.0
CI+MK+IE,136,1.0
CI+MK+IE,137,1.0
CI+MK+IE,138,1.0
CI+MK+IE,139,1.0
CI+MK+IE,140,1.0
CI+MK+IE,141,1.0
CI+MK+IE,142,1.0
CI+MK+IE,143,1.0
CI+MK+IE,144,1.0
CI+MK+IE,145,1.0
CI+MK+IE,146,1.0
CI+MK+IE,147,1.0
CI+MK+IE,148,1.0
CI+MK+IE,149,1.0
CI+MK+IE,150,1.0
CI+MK+IE,151,1.0
CI+MK+IE,152,1.0
CI+MK+IE,153,1.0
CI+MK+IE,154,1.0
CI+MK+IE,155,1.0
CI+MK+IE,156,1.0
CI+MK+IE,157,1.0
CI+MK+IE,158,1.0
CI+MK+IE,159,1.0
CI+MK+IE,160,1.0
CI+MK+IE,161,1.0
CI+MK+IE,162,1.0
CI+MK+IE,163,1.0
CI+MK+IE,164,1.0
CI+MK+IE,165,1.0
CI+MK+IE,166,1.0
CI+MK+IE,167,1.0
CI+MK+IE,168,1.0
CI+MK+IE,169,1.0
CI+MK+IE,170,1.0
CI+MK+IE,171,1.0
CI+MK+IE,172,1.0
CI+MK+IE,173,1.0
CI+MK+IE,174,1.0
CI+MK+IE,175,1.0
CI+MK+IE,176,1.0
CI+MK+IE,177,1.0
CI+MK+IE,178,1.0
CI+MK+IE,179,1.0
CI+MK+IE,180,1.0
CI+MK+IE,181,1.0
CI+MK+IE,182,1.0
CI+MK+IE,183,1.0
CI+MK+IE,184,1.0
CI+MK+IE,185,1.0
CI+MK+IE,186,1.0
CI+MK+IE,187,1.0
CI+MK+IE,188,1.0
CI+MK+IE,189,1.0
CI+MK+IE,190,1.0
CI+MK+IE,191,1.0
CI+MK+IE,192,1.0
CI+MK+IE,193,1.0
CI+MK+IE,194,1.0
CI+MK+IE,195,1.0
CI+MK+IE,196,1.0
CI+MK+IE,197,1.0
CI+MK+IE,198,1.0
CI+MK+IE,199,1.0
CI+MK+ER,0,1.0
CI+MK+ER,1,1.0
CI+MK+ER,2,1.0
CI+MK+ER,3,1.0
CI+MK+ER,4,1.0
CI+MK+ER,5,1.0
CI+MK+ER,6,1.0
CI+MK+ER,7,1.0
CI+MK+ER,8,1.0
CI+MK+ER,9,1.0
CI+MK+ER,10,1.0
CI+MK+ER,11,1.0
CI+MK+ER,12,1.0
CI+MK+ER,13,1.0
CI+MK+ER,14,1.0
CI+MK+ER,15,1.0
CI+MK+ER,16,1.0
CI+MK+ER,17,1.0
CI+MK+ER,18,1.0
CI+MK+ER,19,1.0
CI+MK+ER,20,1.0
CI+MK+ER,21,1.0
CI+MK+ER,22,1.0
CI+MK+ER,23,1.0
CI+MK+ER,24,1.0
CI+MK+ER,25,1.0
CI+MK+ER,26,1.0
CI+MK+ER,27,1.0
CI+MK+ER,28,1.0
CI+MK+ER,29,1.0
CI+MK+ER,30,1.0
CI+MK+ER,31,1.0
CI+MK+ER,32,1.0
CI+MK+ER,33,1.0
CI+MK+ER,34,1.0
CI+MK+ER,35,1.0
CI+MK+ER,36,1.0
CI+MK+ER,37,1.0
CI+MK+ER,38,1.0
CI+MK+ER,39,1.0
CI+MK+ER,40,1.0
CI+MK+ER,41,1.0
CI+MK+ER,42,1.0
CI+MK+ER,43,1.0
CI+MK+ER,44,1.0
CI+MK+ER,45,1.0
CI+MK+ER,46,1.0
CI+MK+ER,47,1.0
CI+MK+ER,48,1.0
CI+MK+ER,49,1.0
CI+MK+ER,50,1.0
CI+MK+ER,51,1.0
CI+MK+ER,52,1.0
CI+MK+ER,53,1.0
CI+MK+ER,54,1.0
CI+MK+ER,55,1.0
CI+MK+ER,56,1.0
CI+MK+ER,57,1.0
CI+MK+ER,58,1.0
CI+MK+ER,59,1.0
CI+MK+ER,60,1.0
CI+MK+ER,61,1.0
CI+MK+ER,62,1.0
CI+MK+ER,63,1.0
CI+MK+ER,64,1.0
CI+MK+ER,65,1.0
CI+MK+ER,66,1.0
CI+MK+ER,67,1.0
CI+MK+ER,68,1.0
CI+MK+ER,69,1.0
CI+MK+ER,70,1.0
CI+MK+ER,71,1.0
CI+MK+ER,72,1.0
CI+MK+ER,73,1.0
CI+MK+ER,74,1.0
CI+MK+ER,75,1.0
CI+MK+ER,76,1.0
CI+MK+ER,77,1.0
CI+MK+ER,78,1.0
CI+MK+ER,79,1.0
CI+MK+ER,80,1.0
CI+MK+ER,81,1.0
CI+MK+ER,82,1.0
CI+MK+ER,83,1.0
CI+MK+ER,84,1.0
CI+MK+ER,85,1.0
CI+MK+ER,86,1.0
CI+MK+ER,87,1.0
CI+MK+ER,88,1.0
CI+MK+ER,89,1.0
CI+MK+ER,90,1.0
CI+MK+ER,91,1.0
CI+MK+ER,92,1.0
CI+MK+ER,93,1.0
CI+MK+ER,94,1.0
CI+MK+ER,95,1.0
CI+MK+ER,96,1.0
CI+MK+ER,97,1.0
CI+MK+ER,98,1.0
CI+MK+ER,99,1.0
CI+MK+ER,100,1.0
CI+MK+ER,101,1.0
CI+MK+ER,102,1.0
CI+MK+ER,103,1.0
CI+MK+ER,104,1.0
CI+MK+ER,105,1.0
CI+MK+ER,106,1.0
CI+MK+ER,107,1.0
CI+MK+ER,108,1.0
CI+MK+ER,109,1.0
CI+MK+ER,110,1.0
CI+MK+ER,111,1.0
CI+MK+ER,112,1.0
CI+MK+ER,113,1.0
CI+MK+ER,114,1.0
CI+MK+ER,115,1.0
CI+MK+ER,116,1.0
CI+MK+ER,117,1.0
CI+MK+ER,118,1.0
CI+MK+ER,119,1.0
CI+MK+ER,120,1.0
CI+MK+ER,121,1.0
CI+MK+ER,122,1.0
CI+MK+ER,123,1.0
CI+MK+ER,124,1.0
CI+MK+ER,125,1.0
CI+MK+ER,126,1.0
CI+MK+ER,127,1.0
CI+MK+ER,128,1.0
CI+MK+ER,129,1.0
CI+MK+ER,130,1.0
CI+MK+ER,131,1.0
CI+MK+ER,132,1.0
CI+MK+ER,133,1.0
CI+MK+ER,134,1.0
CI+MK+ER,135,1.0
CI+MK+ER,136,1.0
CI+MK+ER,137,1.0
CI+MK+ER,138,1.0
CI+MK+ER,139,1.0
CI+MK+ER,140,1.0
CI+MK+ER,141,1.0
CI+MK+ER,142,1.0
CI+MK+ER,143,1.0
CI+MK+ER,144,1.0
CI+MK+ER,145,1.0
CI+MK+ER,146,1.0
CI+MK+ER,147,1.0
CI+MK+ER,148,1.0
CI+MK+ER,149,1.0
CI+MK+ER,150,1.0
CI+MK+ER,151,1.0
CI+MK+ER,152,1.0
CI+MK+ER,153,1.0
CI+MK+ER,154,1.0
CI+MK+ER,155,1.0
CI+MK+ER,156,1.0
CI+MK+ER,157,1.0
CI+MK+ER,158,1.0
CI+MK+ER,159,1.0
CI+MK+ER,160,1.0
CI+MK+ER,161,1.0
CI+MK+ER,162,1.0
CI+MK+ER,163,1.0
CI+MK+ER,164,1.0
CI+MK+ER,165,1.0
CI+MK+ER,166,1.0
CI+MK+ER,167,1.0
CI+MK+ER,168,1.0
CI+MK+ER,169,1.0
CI+MK+ER,170,1.0
CI+MK+ER,171,1.0
CI+MK+ER,172,1.0
CI+MK+ER,173,1.0
CI+MK+ER,174,1.0
CI+MK+ER,175,1.0
CI+MK+ER,176,1.0
CI+MK+ER,177,1.0
CI+MK+ER,178,1.0
CI+MK+ER,179,1.0
CI+MK+ER,180,1.0
CI+MK+ER,181,1.0
CI+MK+ER,182,1.0
CI+MK+ER,183,1.0
CI+MK+ER,184,1.0
CI+MK+ER,185,1.0
CI+MK+ER,186,1.0
CI+MK+ER,187,1.0
CI+MK+ER,188,1.0
CI+MK+ER,189,1.0
CI+MK+ER,190,1.0
CI+MK+ER,191,1.0
CI+MK+ER,192,1.0
CI+MK+ER,193,1.0
CI+MK+ER,194,1.0
CI+MK+ER,195,1.0
CI+MK+ER,196,1.0
CI+MK+ER,197,1.0
CI+MK+ER,198,1.0
CI+MK+ER,199,1.0
CI+MK+ER+IE,0,1.0
CI+MK+ER+IE,1,1.0
CI+MK+ER+IE,2,1.0
CI+MK+ER+IE,3,1.0
CI+MK+ER+IE,4,1.0
CI+MK+ER+IE,5,1.0
CI+MK+ER+IE,6,1.0
CI+MK+ER+IE,7,1.0
CI+MK+ER+IE,8,1.0
CI+MK+ER+IE,9,1.0
CI+MK+ER+IE,10,1.0
CI+MK+ER+IE,11,1.0
CI+MK+ER+IE,12,1.0
CI+MK+ER+IE,13,1.0
CI+MK+ER+IE,14,1.0
CI+MK+ER+IE,15,1.0
CI+MK+ER+IE,16,1.0
CI+MK+ER+IE,17,1.0
CI+MK+ER+IE,18,1.0
CI+MK+ER+IE,19,1.0
CI+MK+ER+IE,20,1.0
CI+MK+ER+IE,21,1.0
CI+MK+ER+IE,22,1.0
CI+MK+ER+IE,23,1.0
CI+MK+ER+IE,24,1.0
CI+MK+ER+IE,25,1.0
CI+MK+ER+IE,26,1.0
CI+MK+ER+IE,27,1.0
CI+MK+ER+IE,28,1.0
CI+MK+ER+IE,29,1.0
CI+MK+ER+IE,30,1.0
CI+MK+ER+IE,31,1.0
CI+MK+ER+IE,32,1.0
CI+MK+ER+IE,33,1.0
CI+MK+ER+IE,34,1.0
CI+MK+ER+IE,35,1.0
CI+MK+ER+IE,36,1.0
CI+MK+ER+IE,37,1.0
CI+MK+ER+IE,38,1.0
CI+MK+ER+IE,39,1.0
CI+MK+ER+IE,40,1.0
CI+MK+ER+IE,41,1.0
CI+MK+ER+IE,42,1.0
CI+MK+ER+IE,43,1.0
CI+MK+ER+IE,44,1.0
CI+MK+ER+IE,45,1.0
CI+MK+ER+IE,46,1.0
CI+MK+ER+IE,47,1.0
CI+MK+ER+IE,48,1.0
CI+MK+ER+IE,49,1.0
CI+MK+ER+IE,50,1.0
CI+MK+ER+IE,51,1.0
CI+MK+ER+IE,52,1.0
CI+MK+ER+IE,53,1.0
CI+MK+ER+IE,54,1.0
CI+MK+ER+IE,55,1.0
CI+MK+ER+IE,56,1.0
CI+MK+ER+IE,57,1.0
CI+MK+ER+IE,58,1.0
CI+MK+ER+IE,59,1.0
CI+MK+ER+IE,60,1.0
CI+MK+ER+IE,61,1.0
CI+MK+ER+IE,62,1.0
CI+MK+ER+IE,63,1.0
CI+MK+ER+IE,64,1.0
CI+MK+ER+IE,65,1.0
CI+MK+ER+IE,66,1.0
CI+MK+ER+IE,67,1.0
CI+MK+ER+IE,68,1.0
CI+MK+ER+IE,69,1.0
CI+MK+ER+IE,70,1.0
CI+MK+ER+IE,71,1.0
CI+MK+ER+IE,72,1.0
CI+MK+ER+IE,73,1.0
CI+MK+ER+IE,74,1.0
CI+MK+ER+IE,75,1.0
CI+MK+ER+IE,76,1.0
CI+MK+ER+IE,77,1.0
CI+MK+ER+IE,78,1.0
CI+MK+ER+IE,79,1.0
CI+MK+ER+IE,80,1.0
CI+MK+ER+IE,81,1.0
CI+MK+ER+IE,82,1.0
CI+MK+ER+IE,83,1.0
CI+MK+ER+IE,84,1.0
CI+MK+ER+IE,85,1.0
CI+MK+ER+IE,86,1.0
CI+MK+ER+IE,87,1.0
CI+MK+ER+IE,88,1.0
CI+MK+ER+IE,89,1.0
CI+MK+ER+IE,90,1.0
CI+MK+ER+IE,91,1.0
CI+MK+ER+IE,92,1.0
CI+MK+ER+IE,93,1.0
CI+MK+ER+IE,94,1.0
CI+MK+ER+IE,95,1.0
CI+MK+ER+IE,96,1.0
CI+MK+ER+IE,97,1.0
CI+MK+ER+IE,98,1.0
CI+MK+ER+IE,99,1.0
CI+MK+ER+IE,100,1.0
CI+MK+ER+IE,101,1.0
CI+MK+ER+IE,102,1.0
CI+MK+ER+IE,103,1.0
CI+MK+ER+IE,104,1.0
CI+MK+ER+IE,105,1.0
CI+MK+ER+IE,106,1.0
CI+MK+ER+IE,107,1.0
CI+MK+ER+IE,108,1.0
CI+MK+ER+IE,109,1.0
CI+MK+ER+IE,110,1.0
CI+MK+ER+IE,111,1.0
CI+MK+ER+IE,112,1.0
CI+MK+ER+IE,113,1.0
CI+MK+ER+IE,114,1.0
CI+MK+ER+IE,115,1.0
CI+MK+ER+IE,116,1.0
CI+MK+ER+IE,117,1.0
CI+MK+ER+IE,118,1.0
CI+MK+ER+IE,119,1.0
CI+MK+ER+IE,120,1.0
CI+MK+ER+IE,121,1.0
CI+MK+ER+IE,122,1.0
CI+MK+ER+IE,123,1.0
CI+MK+ER+IE,124,1.0
CI+MK+ER+IE,125,1.0
CI+MK+ER+IE,126,1.0
CI+MK+ER+IE,127,1.0
CI+MK+ER+IE,128,1.0
CI+MK+ER+IE,129,1.0
CI+MK+ER+IE,130,1.0
CI+MK+ER+IE,131,1.0
CI+MK+ER+IE,132,1.0
CI+MK+ER+IE,133,1.0
CI+MK+ER+IE,134,1.0
CI+MK+ER+IE,135,1.0
CI+MK+ER+IE,136,1.0
CI+MK+ER+IE,137,1.0
CI+MK+ER+IE,138,1.0
CI+MK+ER+IE,139,1.0
CI+MK+ER+IE,140,1.0
CI+MK+ER+IE,141,1.0
CI+MK+ER+IE,142,1.0
CI+MK+ER+IE,143,1.0
CI+MK+ER+IE,144,1.0
CI+MK+ER+IE,145,1.0
CI+MK+ER+IE,146,1.0
CI+MK+ER+IE,147,1.0
CI+MK+ER+IE,148,1.0
CI+MK+ER+IE,149,1.0
CI+MK+ER+IE,150,1.0
CI+MK+ER+IE,151,1.0
CI+MK+ER+IE,152,1.0
CI+MK+ER+IE,153,1.0
CI+MK+ER+IE,154,1.0
CI+MK+ER+IE,155,1.0
CI+MK+ER+IE,156,1.0
CI+MK+ER+IE,157,1.0
CI+MK+ER+IE,158,1.0
CI+MK+ER+IE,159,1.0
CI+MK+ER+IE,160,1.0
CI+MK+ER+IE,161,1.0
CI+MK+ER+IE,162,1.0
CI+MK+ER+IE,163,1.0
CI+MK+ER+IE,164,1.0
CI+MK+ER+IE,165,1.0
CI+MK+ER+IE,166,1.0
CI+MK+ER+IE,167,1.0
CI+MK+ER+IE,168,1.0
CI+MK+ER+IE,169,1.0
CI+MK+ER+IE,170,1.0
CI+MK+ER+IE,171,1.0
CI+MK+ER+IE,172,1.0
CI+MK+ER+IE,173,1.0
CI+MK+ER+IE,174,1.0
CI+MK+ER+IE,175,1.0
CI+MK+ER+IE,176,1.0
CI+MK+ER+IE,177,1.0
CI+MK+ER+IE,178,1.0
CI+MK+ER+IE,179,1.0
CI+MK+ER+IE,180,1.0
CI+MK+ER+IE,181,1.0
CI+MK+ER+IE,182,1.0
CI+MK+ER+IE,183,1.0
CI+MK+ER+IE,184,1.0
CI+MK+ER+IE,185,1.0
CI+MK+ER+IE,186,1.0
CI+MK+ER+IE,187,1.0
CI+MK+ER+IE,188,1.0
CI+MK+ER+IE,189,1.0
CI+MK+ER+IE,190,1.0
CI+MK+ER+IE,191,1.0
CI+MK+ER+IE,192,1.0
CI+MK+ER+IE,193,1.0
CI+MK+ER+IE,194,1.0
CI+MK+ER+IE,195,1.0
CI+MK+ER+IE,196,1.0
CI+MK+ER+IE,197,1.0
CI+MK+ER+IE,198,1.0
CI+MK+ER+IE,199,1.0
