mechanic,replicate,final_population_size
MK+ER+IE,78,20000
MK+ER+IE,79,20000
MK+ER+IE,80,20000
MK+ER+IE,81,20000
MK+ER+IE,82,20000
MK+ER+IE,83,20000
MK+ER+IE,84,19998
MK+ER+IE,85,20000
MK+ER+IE,86,19999
MK+ER+IE,87,20000
MK+ER+IE,88,20000
MK+ER+IE,89,19998
MK+ER+IE,90,20000
MK+ER+IE,91,20000
MK+ER+IE,92,20000
MK+ER+IE,93,20000
MK+ER+IE,94,20000
MK+ER+IE,95,20000
MK+ER+IE,96,20000
MK+ER+IE,97,20000
MK+ER+IE,98,20000
MK+ER+IE,99,20000
MK+ER+IE,100,20000
MK+ER+IE,101,20000
MK+ER+IE,102,20000
MK+ER+IE,103,20000
MK+ER+IE,104,20000
MK+ER+IE,105,20000
MK+ER+IE,106,20000
MK+ER+IE,107,20000
MK+ER+IE,108,20000
MK+ER+IE,109,20000
MK+ER+IE,110,20000
MK+ER+IE,111,20000
MK+ER+IE,112,20000
MK+ER+IE,113,20000
MK+ER+IE,114,20000
MK+ER+IE,115,20000
MK+ER+IE,116,20000
MK+ER+IE,117,20000
MK+ER+IE,118,19995
MK+ER+IE,119,20000
MK+ER+IE,120,20000
MK+ER+IE,121,20000
MK+ER+IE,122,20000
MK+ER+IE,123,19998
MK+ER+IE,124,20000
MK+ER+IE,125,20000
MK+ER+IE,126,20000
MK+ER+IE,127,20000
MK+ER+IE,128,19999
MK+ER+IE,129,20000
MK+ER+IE,130,20000
MK+ER+IE,131,20000
MK+ER+IE,132,20000
MK+ER+IE,133,20000
MK+ER+IE,134,20000
MK+ER+IE,135,20000
MK+ER+IE,136,20000
MK+ER+IE,137,19999
MK+ER+IE,138,20000
MK+ER+IE,139,20000
MK+ER+IE,140,20000
MK+ER+IE,141,20000
MK+ER+IE,142,20000
MK+ER+IE,143,19998
MK+ER+IE,144,20000
MK+ER+IE,145,20000
MK+ER+IE,146,20000
MK+ER+IE,147,20000
MK+ER+IE,148,19997
MK+ER+IE,149,19999
MK+ER+IE,150,19998
MK+ER+IE,151,20000
MK+ER+IE,152,20000
MK+ER+IE,153,20000
MK+ER+IE,154,20000
MK+ER+IE,155,20000
MK+ER+IE,156,20000
MK+ER+IE,157,20000
MK+ER+IE,158,20000
MK+ER+IE,159,20000
MK+ER+IE,160,20000
MK+ER+IE,161,20000
MK+ER+IE,162,20000
MK+ER+IE,163,19999
MK+ER+IE,164,20000
MK+ER+IE,165,20000
MK+ER+IE,166,20000
MK+ER+IE,167,20000
MK+ER+IE,168,20000
MK+ER+IE,169,20000
MK+ER+IE,170,20000
MK+ER+IE,171,20000
MK+ER+IE,172,20000
MK+ER+IE,173,19999
MK+ER+IE,174,20000
MK+ER+IE,175,19997
MK+ER+IE,176,20000
MK+ER+IE,177,20000
MK+ER+IE,178,20000
MK+ER+IE,179,20000
MK+ER+IE,180,20000
MK+ER+IE,181,20000
MK+ER+IE,182,19999
MK+ER+IE,183,20000
MK+ER+IE,184,20000
MK+ER+IE,185,20000
MK+ER+IE,186,20000
MK+ER+IE,187,20000
MK+ER+IE,188,20000
MK+ER+IE,189,20000
MK+ER+IE,190,19997
MK+ER+IE,191,20000
MK+ER+IE,192,20000
MK+ER+IE,193,20000
MK+ER+IE,194,19999
MK+ER+IE,195,20000
MK+ER+IE,196,20000
MK+ER+IE,197,20000
MK+ER+IE,198,20000
MK+ER+IE,199,20000
CI,0,19549
CI,1,19422
CI,2,19421
CI,3,19515
CI,4,19645
CI,5,19395
CI,6,19407
CI,7,19570
CI,8,19505
CI,9,19340
CI,10,19719
CI,11,19486
CI,12,19382
CI,13,19267
CI,14,19620
CI,15,19562
CI,16,19487
CI,17,19485
CI,18,19323
CI,19,19510
CI,20,19518
CI,21,19509
CI,22,19492
CI,23,19669
CI,24,19608
CI,25,19636
CI,26,19443
CI,27,19389
CI,28,19602
CI,29,19401
CI,30,19231
CI,31,19511
CI,32,19459
CI,33,19542
CI,34,19649
CI,35,19614
CI,36,19493
CI,37,19547
CI,38,19400
CI,39,19493
CI,40,19306
CI,41,19645
CI,42,19678
CI,43,19396
CI,44,19490
CI,45,19672
CI,46,19471
CI,47,19415
CI,48,19401
CI,49,19285
CI,50,19168
CI,51,19613
CI,52,19543
CI,53,19443
CI,54,19596
CI,55,19406
CI,56,19373
CI,57,19521
CI,58,19353
CI,59,19503
CI,60,19414
CI,61,19592
CI,62,19662
CI,63,19393
CI,64,19251
CI,65,19639
CI,66,19525
CI,67,19432
CI,68,19429
CI,69,19620
CI,70,19386
CI,71,19620
CI,72,19302
CI,73,19478
CI,74,19510
CI,75,19577
CI,76,19538
CI,77,19247
CI,78,19378
CI,79,19519
CI,80,19510
CI,81,19573
CI,82,19642
CI,83,19350
CI,84,19521
CI,85,19526
CI,86,19382
CI,87,19280
CI,88,19477
CI,89,19482
CI,90,19462
CI,91,19351
CI,92,19598
CI,93,19630
CI,94,19381
CI,95,19616
CI,96,19482
CI,97,19563
CI,98,19439
CI,99,19724
CI,100,19558
CI,101,19426
CI,102,19742
CI,103,19512
CI,104,19584
CI,105,19543
CI,106,19556
CI,107,19403
CI,108,19557
CI,109,19343
CI,110,19528
CI,111,19496
CI,112,19456
CI,113,19569
CI,114,19609
CI,115,19481
CI,116,19380
CI,117,19504
CI,118,19643
CI,119,19381
CI,120,19567
CI,121,19474
CI,122,19296
CI,123,19542
CI,124,19377
CI,125,19529
CI,126,19634
CI,127,19423
CI,128,19382
CI,129,19523
CI,130,19333
CI,131,19480
CI,132,19506
CI,133,19475
CI,134,19788
CI,135,19391
CI,136,19542
CI,137,19564
CI,138,19518
CI,139,19567
CI,140,19487
CI,141,19478
CI,142,19555
CI,143,19653
CI,144,19616
CI,145,19521
CI,146,19499
CI,147,19470
CI,148,19483
CI,149,19526
CI,150,19205
CI,151,19420
CI,152,19544
CI,153,19674
CI,154,19500
CI,155,19494
CI,156,19410
CI,157,19533
CI,158,19615
CI,159,19563
CI,160,19311
CI,161,19635
CI,162,19346
CI,163,19622
CI,164,19275
CI,165,19579
CI,166,19534
CI,167,19570
CI,168,19316
CI,169,19523
CI,170,19663
CI,171,19437
CI,172,19603
CI,173,19527
CI,174,19576
CI,175,19674
CI,176,19320
CI,177,19486
CI,178,19453
CI,179,19326
CI,180,19316
CI,181,19411
CI,182,19372
CI,183,19609
CI,184,19456
CI,185,19543
CI,186,19641
CI,187,19531
CI,188,19388
CI,189,19416
CI,190,19584
CI,191,19457
CI,192,19564
CI,193,19498
CI,194,19545
CI,195,19584
CI,196,19367
CI,197,19515
CI,198,19457
CI,199,19357
CI+IE,0,19928
CI+IE,1,19953
CI+IE,2,19958
CI+IE,3,19991
CI+IE,4,19887
CI+IE,5,19931
CI+IE,6,19973
CI+IE,7,19912
CI+IE,8,19922
CI+IE,9,19811
CI+IE,10,19923
CI+IE,11,19900
CI+IE,12,19931
CI+IE,13,19937
CI+IE,14,19919
CI+IE,15,19869
CI+IE,16,19893
CI+IE,17,19907
CI+IE,18,19990
CI+IE,19,19887
CI+IE,20,19888
CI+IE,21,19876
CI+IE,22,19812
CI+IE,23,19991
CI+IE,24,19881
CI+IE,25,19977
CI+IE,26,19878
CI+IE,27,19925
CI+IE,28,19936
CI+IE,29,19883
CI+IE,30,19764
CI+IE,31,19845
CI+IE,32,19958
CI+IE,33,19941
CI+IE,34,19994
CI+IE,35,19689
CI+IE,36,19987
CI+IE,37,19913
CI+IE,38,19896
CI+IE,39,19952
CI+IE,40,19884
CI+IE,41,19859
CI+IE,42,19875
CI+IE,43,19959
CI+IE,44,19974
CI+IE,45,19930
CI+IE,46,19865
CI+IE,47,19942
CI+IE,48,19937
CI+IE,49,19911
CI+IE,50,19674
CI+IE,51,19895
CI+IE,52,19963
CI+IE,53,19989
CI+IE,54,19894
CI+IE,55,19970
CI+IE,56,19924
CI+IE,57,19913
CI+IE,58,19935
CI+IE,59,19983
CI+IE,60,19902
CI+IE,61,19985
CI+IE,62,19885
CI+IE,63,19968
CI+IE,64,19753
CI+IE,65,19942
CI+IE,66,19954
CI+IE,67,19974
CI+IE,68,19666
CI+IE,69,19952
CI+IE,70,19973
CI+IE,71,19861
CI+IE,72,19950
CI+IE,73,19952
CI+IE,74,19921
CI+IE,75,19982
CI+IE,76,19716
CI+IE,77,19954
CI+IE,78,19882
CI+IE,79,19880
CI+IE,80,19782
CI+IE,81,19833
CI+IE,82,19883
CI+IE,83,19944
CI+IE,84,19852
CI+IE,85,19970
CI+IE,86,19957
CI+IE,87,19875
CI+IE,88,19881
CI+IE,89,19787
CI+IE,90,19966
CI+IE,91,19962
CI+IE,92,19943
CI+IE,93,19926
CI+IE,94,19982
CI+IE,95,19913
CI+IE,96,19810
CI+IE,97,19888
CI+IE,98,19927
CI+IE,99,19853
CI+IE,100,19876
CI+IE,101,19815
CI+IE,102,19675
CI+IE,103,19994
CI+IE,104,19809
CI+IE,105,19954
CI+IE,106,19957
CI+IE,107,19853
CI+IE,108,19947
CI+IE,109,19886
CI+IE,110,19921
CI+IE,111,19755
CI+IE,112,19924
CI+IE,113,19965
CI+IE,114,19956
CI+IE,115,19982
CI+IE,116,19876
CI+IE,117,19900
CI+IE,118,19785
CI+IE,119,19835
CI+IE,120,19969
CI+IE,121,19904
CI+IE,122,19979
CI+IE,123,19842
CI+IE,124,19874
CI+IE,125,19980
CI+IE,126,19783
CI+IE,127,19822
CI+IE,128,19903
CI+IE,129,19975
CI+IE,130,19688
CI+IE,131,19976
CI+IE,132,19926
CI+IE,133,19960
CI+IE,134,19912
CI+IE,135,20000
CI+IE,136,19962
CI+IE,137,19980
CI+IE,138,19970
CI+IE,139,19876
CI+IE,140,19835
CI+IE,141,19836
CI+IE,142,19779
CI+IE,143,19846
CI+IE,144,19999
CI+IE,145,19831
CI+IE,146,19835
CI+IE,147,19976
CI+IE,148,19964
CI+IE,149,19882
CI+IE,150,19919
CI+IE,151,19941
CI+IE,152,19991
CI+IE,153,19892
CI+IE,154,19804
CI+IE,155,19913
CI+IE,156,19947
CI+IE,157,19998
CI+IE,158,19926
CI+IE,159,19833
CI+IE,160,19984
CI+IE,161,19988
CI+IE,162,19890
CI+IE,163,19770
CI+IE,164,19986
CI+IE,165,19926
CI+IE,166,19881
CI+IE,167,19944
CI+IE,168,19955
CI+IE,169,19901
CI+IE,170,19984
CI+IE,171,19841
CI+IE,172,19804
CI+IE,173,19918
CI+IE,174,19959
CI+IE,175,19833
CI+IE,176,19835
CI+IE,177,19955
CI+IE,178,19913
CI+IE,179,19941
CI+IE,180,19994
CI+IE,181,19696
CI+IE,182,19912
CI+IE,183,19778
CI+IE,184,19926
CI+IE,185,19762
CI+IE,186,19954
CI+IE,187,19632
CI+IE,188,19943
CI+IE,189,19846
CI+IE,190,19871
CI+IE,191,19788
CI+IE,192,19970
CI+IE,193,19963
CI+IE,194,19989
CI+IE,195,19845
CI+IE,196,19954
CI+IE,197,19954
CI+IE,198,19993
CI+IE,199,19938
CI+ER,0,19582
CI+ER,1,19663
CI+ER,2,19394
CI+ER,3,19452
CI+ER,4,19336
CI+ER,5,19672
CI+ER,6,19655
CI+ER,7,19606
CI+ER,8,19635
CI+ER,9,19690
CI+ER,10,19502
CI+ER,11,19491
CI+ER,12,19574
CI+ER,13,19715
CI+ER,14,19630
CI+ER,15,19562
CI+ER,16,19526
CI+ER,17,19489
CI+ER,18,19298
CI+ER,19,19530
CI+ER,20,19627
CI+ER,21,19484
CI+ER,22,19405
CI+ER,23,19538
CI+ER,24,19585
CI+ER,25,19590
CI+ER,26,19538
CI+ER,27,19565
CI+ER,28,19761
CI+ER,29,19645
CI+ER,30,19553
CI+ER,31,19491
CI+ER,32,19489
CI+ER,33,19504
CI+ER,34,19593
CI+ER,35,19394
CI+ER,36,19617
CI+ER,37,19531
CI+ER,38,19601
CI+ER,39,19462
CI+ER,40,19585
CI+ER,41,19644
CI+ER,42,19413
CI+ER,43,19444
CI+ER,44,19649
CI+ER,45,19650
CI+ER,46,19472
CI+ER,47,19498
CI+ER,48,19643
CI+ER,49,19342
CI+ER,50,19534
CI+ER,51,19615
CI+ER,52,19570
CI+ER,53,19400
CI+ER,54,19381
CI+ER,55,19293
CI+ER,56,19547
CI+ER,57,19473
CI+ER,58,19579
CI+ER,59,19547
CI+ER,60,19510
CI+ER,61,19550
CI+ER,62,19425
CI+ER,63,19521
CI+ER,64,19557
CI+ER,65,19517
CI+ER,66,19490
CI+ER,67,19613
CI+ER,68,19538
CI+ER,69,19568
CI+ER,70,19466
CI+ER,71,19406
CI+ER,72,19575
CI+ER,73,19606
CI+ER,74,19466
CI+ER,75,19674
CI+ER,76,19539
CI+ER,77,19715
CI+ER,78,19616
CI+ER,79,19300
CI+ER,80,19661
CI+ER,81,19539
CI+ER,82,19603
CI+ER,83,19445
CI+ER,84,19539
CI+ER,85,19396
CI+ER,86,19644
CI+ER,87,19276
CI+ER,88,19674
CI+ER,89,19446
CI+ER,90,19582
CI+ER,91,19644
CI+ER,92,19591
CI+ER,93,19566
CI+ER,94,19593
CI+ER,95,19478
CI+ER,96,19602
CI+ER,97,19457
CI+ER,98,19679
CI+ER,99,19663
CI+ER,100,19611
CI+ER,101,19592
CI+ER,102,19600
CI+ER,103,19625
CI+ER,104,19519
CI+ER,105,19622
CI+ER,106,19608
CI+ER,107,19545
CI+ER,108,19464
CI+ER,109,19503
CI+ER,110,19604
CI+ER,111,19374
CI+ER,112,19478
CI+ER,113,19574
CI+ER,114,19511
CI+ER,115,19294
CI+ER,116,19477
CI+ER,117,19611
CI+ER,118,19590
CI+ER,119,19702
CI+ER,120,19340
CI+ER,121,19463
CI+ER,122,19700
CI+ER,123,19469
CI+ER,124,19461
CI+ER,125,19602
CI+ER,126,19618
CI+ER,127,19447
CI+ER,128,19627
CI+ER,129,19548
CI+ER,130,19660
CI+ER,131,19694
CI+ER,132,19576
CI+ER,133,19540
CI+ER,134,19630
CI+ER,135,19615
CI+ER,136,19445
CI+ER,137,19680
CI+ER,138,19361
CI+ER,139,19583
CI+ER,140,19689
CI+ER,141,19299
CI+ER,142,19580
CI+ER,143,19431
CI+ER,144,19661
CI+ER,145,19459
CI+ER,146,19523
CI+ER,147,19601
CI+ER,148,19495
CI+ER,149,19350
CI+ER,150,19537
CI+ER,151,19658
CI+ER,152,19531
CI+ER,153,19483
CI+ER,154,19549
CI+ER,155,19651
CI+ER,156,19611
CI+ER,157,19363
CI+ER,158,19538
CI+ER,159,19461
CI+ER,160,19526
CI+ER,161,19595
CI+ER,162,19486
CI+ER,163,19698
CI+ER,164,19603
CI+ER,165,19563
CI+ER,166,19427
CI+ER,167,19518
CI+ER,168,19518
CI+ER,169,19516
CI+ER,170,19753
CI+ER,171,19526
CI+ER,172,19604
CI+ER,173,19540
CI+ER,174,19397
CI+ER,175,19558
CI+ER,176,19690
CI+ER,177,19396
CI+ER,178,19567
CI+ER,179,19481
CI+ER,180,19495
CI+ER,181,19570
CI+ER,182,19602
CI+ER,183,19584
CI+ER,184,19522
CI+ER,185,19645
CI+ER,186,19580
CI+ER,187,19454
CI+ER,188,19622
CI+ER,189,19564
CI+ER,190,19356
CI+ER,191,19504
CI+ER,192,19424
CI+ER,193,19357
CI+ER,194,19506
CI+ER,195,19476
CI+ER,196,19402
CI+ER,197,19574
CI+ER,198,19630
CI+ER,199,19564
CI+ER+IE,0,19917
CI+ER+IE,1,19984
CI+ER+IE,2,19989
CI+ER+IE,3,19955
CI+ER+IE,4,19945
CI+ER+IE,5,19995
CI+ER+IE,6,19966
CI+ER+IE,7,19940
CI+ER+IE,8,19980
CI+ER+IE,9,19944
CI+ER+IE,10,19959
CI+ER+IE,11,19925
CI+ER+IE,12,19892
CI+ER+IE,13,19928
CI+ER+IE,14,19908
CI+ER+IE,15,19800
CI+ER+IE,16,19969
CI+ER+IE,17,19970
CI+ER+IE,18,19910
CI+ER+IE,19,19997
CI+ER+IE,20,19752
CI+ER+IE,21,19892
CI+ER+IE,22,19986
CI+ER+IE,23,19988
CI+ER+IE,24,19787
CI+ER+IE,25,19961
CI+ER+IE,26,20000
CI+ER+IE,27,19817
CI+ER+IE,28,19955
CI+ER+IE,29,19982
CI+ER+IE,30,19961
CI+ER+IE,31,19944
CI+ER+IE,32,19974
CI+ER+IE,33,19966
CI+ER+IE,34,19985
CI+ER+IE,35,19980
CI+ER+IE,36,19831
CI+ER+IE,37,19993
CI+ER+IE,38,19822
CI+ER+IE,39,19868
CI+ER+IE,40,19987
CI+ER+IE,41,19806
CI+ER+IE,42,19950
CI+ER+IE,43,19870
CI+ER+IE,44,19979
CI+ER+IE,45,19782
CI+ER+IE,46,19988
CI+ER+IE,47,19979
CI+ER+IE,48,19825
CI+ER+IE,49,19870
CI+ER+IE,50,19953
CI+ER+IE,51,19969
CI+ER+IE,52,19980
CI+ER+IE,53,19907
CI+ER+IE,54,19994
CI+ER+IE,55,19935
CI+ER+IE,56,19950
CI+ER+IE,57,19844
CI+ER+IE,58,19985
CI+ER+IE,59,19862
CI+ER+IE,60,19966
CI+ER+IE,61,19974
CI+ER+IE,62,19992
CI+ER+IE,63,19998
CI+ER+IE,64,19864
CI+ER+IE,65,19963
CI+ER+IE,66,19928
CI+ER+IE,67,19906
CI+ER+IE,68,19971
CI+ER+IE,69,19912
CI+ER+IE,70,19992
CI+ER+IE,71,19851
CI+ER+IE,72,19879
CI+ER+IE,73,19943
CI+ER+IE,74,19937
CI+ER+IE,75,19950
CI+ER+IE,76,19966
CI+ER+IE,77,19934
CI+ER+IE,78,19931
CI+ER+IE,79,19911
CI+ER+IE,80,19947
CI+ER+IE,81,19949
CI+ER+IE,82,19990
CI+ER+IE,83,19911
CI+ER+IE,84,19994
CI+ER+IE,85,19924
CI+ER+IE,86,19955
CI+ER+IE,87,19889
CI+ER+IE,88,19993
CI+ER+IE,89,19900
CI+ER+IE,90,19860
CI+ER+IE,91,19879
CI+ER+IE,92,19920
CI+ER+IE,93,19820
CI+ER+IE,94,19882
CI+ER+IE,95,19938
CI+ER+IE,96,19839
CI+ER+IE,97,19935
CI+ER+IE,98,19999
CI+ER+IE,99,19919
CI+ER+IE,100,19898
CI+ER+IE,101,19874
CI+ER+IE,102,19930
CI+ER+IE,103,19981
CI+ER+IE,104,19811
CI+ER+IE,105,19962
CI+ER+IE,106,19877
CI+ER+IE,107,19994
CI+ER+IE,108,19880
CI+ER+IE,109,19980
CI+ER+IE,110,19967
CI+ER+IE,111,19937
CI+ER+IE,112,19804
CI+ER+IE,113,19906
CI+ER+IE,114,19970
CI+ER+IE,115,19984
CI+ER+IE,116,19817
CI+ER+IE,117,19909
CI+ER+IE,118,19988
CI+ER+IE,119,19929
CI+ER+IE,120,19874
CI+ER+IE,121,19847
CI+ER+IE,122,19920
CI+ER+IE,123,19888
CI+ER+IE,124,19904
CI+ER+IE,125,19939
CI+ER+IE,126,19972
CI+ER+IE,127,20000
CI+ER+IE,128,19686
CI+ER+IE,129,19944
CI+ER+IE,130,19945
CI+ER+IE,131,19925
CI+ER+IE,132,19944
CI+ER+IE,133,19925
CI+ER+IE,134,19907
CI+ER+IE,135,19980
CI+ER+IE,136,19988
CI+ER+IE,137,19909
CI+ER+IE,138,19896
CI+ER+IE,139,19962
CI+ER+IE,140,19873
CI+ER+IE,141,19995
CI+ER+IE,142,19973
CI+ER+IE,143,19941
CI+ER+IE,144,19966
CI+ER+IE,145,19944
CI+ER+IE,146,19907
CI+ER+IE,147,19986
CI+ER+IE,148,19954
CI+ER+IE,149,19991
CI+ER+IE,150,19929
CI+ER+IE,151,19910
CI+ER+IE,152,19896
CI+ER+IE,153,19964
CI+ER+IE,154,19927
CI+ER+IE,155,19973
CI+ER+IE,156,19943
CI+ER+IE,157,19918
CI+ER+IE,158,19936
CI+ER+IE,159,19899
CI+ER+IE,160,19928
CI+ER+IE,161,19974
CI+ER+IE,162,19950
CI+ER+IE,163,19953
CI+ER+IE,164,19872
CI+ER+IE,165,19977
CI+ER+IE,166,19847
CI+ER+IE,167,19959
CI+ER+IE,168,19950
CI+ER+IE,169,19986
CI+ER+IE,170,19933
CI+ER+IE,171,19963
CI+ER+IE,172,19921
CI+ER+IE,173,19974
CI+ER+IE,174,19916
CI+ER+IE,175,19931
CI+ER+IE,176,19986
CI+ER+IE,177,19985
CI+ER+IE,178,19914
CI+ER+IE,179,19937
CI+ER+IE,180,19958
CI+ER+IE,181,19959
CI+ER+IE,182,19926
CI+ER+IE,183,19954
CI+ER+IE,184,19979
CI+ER+IE,185,19963
CI+ER+IE,186,19982
CI+ER+IE,187,19992
CI+ER+IE,188,19989
CI+ER+IE,189,19978
CI+ER+IE,190,19976
CI+ER+IE,191,19965
CI+ER+IE,192,19996
CI+ER+IE,193,19925
CI+ER+IE,194,19929
CI+ER+IE,195,19980
CI+ER+IE,196,19997
CI+ER+IE,197,19895
CI+ER+IE,198,19968
CI+ER+IE,199,19996
CI+MK,0,20000
CI+MK,1,20000
CI+MK,2,19993
CI+MK,3,19996
CI+MK,4,20000
CI+MK,5,20000
CI+MK,6,20000
CI+MK,7,19997
CI+MK,8,19998
CI+MK,9,20000
CI+MK,10,20000
CI+MK,11,19997
CI+MK,12,19998
CI+MK,13,19999
CI+MK,14,20000
CI+MK,15,20000
CI+MK,16,20000
CI+MK,17,20000
CI+MK,18,20000
CI+MK,19,20000
CI+MK,20,19997
CI+MK,21,20000
CI+MK,22,20000
CI+MK,23,20000
CI+MK,24,20000
CI+MK,25,19999
CI+MK,26,20000
CI+MK,27,20000
CI+MK,28,20000
CI+MK,29,20000
CI+MK,30,20000
CI+MK,31,20000
CI+MK,32,20000
CI+MK,33,20000
CI+MK,34,20000
CI+MK,35,20000
CI+MK,36,20000
CI+MK,37,20000
CI+MK,38,20000
CI+MK,39,19998
CI+MK,40,20000
CI+MK,41,20000
CI+MK,42,20000
CI+MK,43,20000
CI+MK,44,20000
CI+MK,45,20000
CI+MK,46,20000
CI+MK,47,20000
CI+MK,48,20000
CI+MK,49,20000
CI+MK,50,20000
CI+MK,51,19999
CI+MK,52,19998
CI+MK,53,20000
CI+MK,54,20000
CI+MK,55,20000
CI+MK,56,20000
CI+MK,57,19998
CI+MK,58,19999
CI+MK,59,19999
CI+MK,60,20000
CI+MK,61,19997
CI+MK,62,19998
CI+MK,63,20000
CI+MK,64,20000
CI+MK,65,19998
CI+MK,66,20000
CI+MK,67,19998
CI+MK,68,20000
CI+MK,69,20000
CI+MK,70,20000
CI+MK,71,20000
CI+MK,72,20000
CI+MK,73,19999
CI+MK,74,20000
CI+MK,75,20000
CI+MK,76,19995
CI+MK,77,20000
CI+MK,78,19997
CI+MK,79,20000
CI+MK,80,19994
CI+MK,81,20000
CI+MK,82,19994
CI+MK,83,20000
CI+MK,84,20000
CI+MK,85,20000
CI+MK,86,20000
CI+MK,87,20000
CI+MK,88,20000
CI+MK,89,19998
CI+MK,90,20000
CI+MK,91,20000
CI+MK,92,20000
CI+MK,93,20000
CI+MK,94,19998
CI+MK,95,20000
CI+MK,96,19998
CI+MK,97,20000
CI+MK,98,20000
CI+MK,99,20000
CI+MK,100,19997
CI+MK,101,20000
CI+MK,102,20000
CI+MK,103,19998
CI+MK,104,20000
CI+MK,105,20000
CI+MK,106,19999
CI+MK,107,20000
CI+MK,108,19994
CI+MK,109,20000
CI+MK,110,20000
CI+MK,111,20000
CI+MK,112,20000
CI+MK,113,20000
CI+MK,114,19999
CI+MK,115,19998
CI+MK,116,20000
CI+MK,117,20000
CI+MK,118,19999
CI+MK,119,20000
CI+MK,120,19994
CI+MK,121,19998
CI+MK,122,19998
CI+MK,123,20000
CI+MK,124,20000
CI+MK,125,20000
CI+MK,126,20000
CI+MK,127,20000
CI+MK,128,19998
CI+MK,129,20000
CI+MK,130,19994
CI+MK,131,19999
CI+MK,132,20000
CI+MK,133,20000
CI+MK,134,20000
CI+MK,135,20000
CI+MK,136,20000
CI+MK,137,20000
CI+MK,138,19991
CI+MK,139,19996
CI+MK,140,19999
CI+MK,141,19995
CI+MK,142,20000
CI+MK,143,20000
CI+MK,144,20000
CI+MK,145,20000
CI+MK,146,20000
CI+MK,147,20000
CI+MK,148,20000
CI+MK,149,20000
CI+MK,150,20000
CI+MK,151,20000
CI+MK,152,20000
CI+MK,153,20000
CI+MK,154,20000
CI+MK,155,20000
CI+MK,156,20000
CI+MK,157,19998
CI+MK,158,20000
CI+MK,159,20000
CI+MK,160,20000
CI+MK,161,19997
CI+MK,162,20000
CI+MK,163,20000
CI+MK,164,19999
CI+MK,165,20000
CI+MK,166,20000
CI+MK,167,20000
CI+MK,168,20000
CI+MK,169,20000
CI+MK,170,19999
CI+MK,171,20000
CI+MK,172,20000
CI+MK,173,20000
CI+MK,174,19999
CI+MK,175,20000
CI+MK,176,20000
CI+MK,177,20000
CI+MK,178,19997
CI+MK,179,19999
CI+MK,180,20000
CI+MK,181,19996
CI+MK,182,20000
CI+MK,183,20000
CI+MK,184,20000
CI+MK,185,19999
CI+MK,186,20000
CI+MK,187,20000
CI+MK,188,20000
CI+MK,189,19999
CI+MK,190,20000
CI+MK,191,19999
CI+MK,192,20000
CI+MK,193,19997
CI+MK,194,19999
CI+MK,195,20000
CI+MK,196,20000
CI+MK,197,20000
CI+MK,198,20000
CI+MK,199,19999
CI+MK+IE,0,20000
CI+MK+IE,1,20000
CI+MK+IE,2,20000
CI+MK+IE,3,20000
CI+MK+IE,4,20000
CI+MK+IE,5,20000
CI+MK+IE,6,20000
CI+MK+IE,7,20000
CI+MK+IE,8,20000
CI+MK+IE,9,20000
CI+MK+IE,10,20000
CI+MK+IE,11,20000
CI+MK+IE,12,20000
CI+MK+IE,13,20000
CI+MK+IE,14,20000
CI+MK+IE,15,20000
CI+MK+IE,16,20000
CI+MK+IE,17,20000
CI+MK+IE,18,20000
CI+MK+IE,19,20000
CI+MK+IE,20,20000
CI+MK+IE,21,20000
CI+MK+IE,22,19998
CI+MK+IE,23,20000
CI+MK+IE,24,20000
CI+MK+IE,25,20000
CI+MK+IE,26,20000
CI+MK+IE,27,20000
CI+MK+IE,28,20000
CI+MK+IE,29,20000
CI+MK+IE,30,20000
CI+MK+IE,31,20000
CI+MK+IE,32,20000
CI+MK+IE,33,20000
CI+MK+IE,34,20000
CI+MK+IE,35,19999
CI+MK+IE,36,20000
CI+MK+IE,37,20000
CI+MK+IE,38,19998
CI+MK+IE,39,20000
CI+MK+IE,40,20000
CI+MK+IE,41,20000
CI+MK+IE,42,20000
CI+MK+IE,43,20000
CI+MK+IE,44,20000
CI+MK+IE,45,20000
CI+MK+IE,46,20000
CI+MK+IE,47,20000
CI+MK+IE,48,20000
CI+MK+IE,49,20000
CI+MK+IE,50,20000
CI+MK+IE,51,20000
CI+MK+IE,52,20000
CI+MK+IE,53,20000
CI+MK+IE,54,20000
CI+MK+IE,55,20000
CI+MK+IE,56,20000
CI+MK+IE,57,20000
CI+MK+IE,58,20000
CI+MK+IE,59,20000
CI+MK+IE,60,19999
CI+MK+IE,61,20000
CI+MK+IE,62,20000
CI+MK+IE,63,20000
CI+MK+IE,64,19995
CI+MK+IE,65,20000
CI+MK+IE,66,20000
CI+MK+IE,67,20000
CI+MK+IE,68,20000
CI+MK+IE,69,20000
CI+MK+IE,70,20000
CI+MK+IE,71,19999
CI+MK+IE,72,20000
CI+MK+IE,73,20000
CI+MK+IE,74,20000
CI+MK+IE,75,20000
CI+MK+IE,76,20000
CI+MK+IE,77,19999
CI+MK+IE,78,20000
CI+MK+IE,79,20000
CI+MK+IE,80,20000
CI+MK+IE,81,20000
CI+MK+IE,82,20000
CI+MK+IE,83,20000
CI+MK+IE,84,20000
CI+MK+IE,85,20000
CI+MK+IE,86,20000
CI+MK+IE,87,20000
CI+MK+IE,88,20000
CI+MK+IE,89,20000
CI+MK+IE,90,20000
