mechanic,final_infection_rate
CI+MK+ER+IE,0.98845
CI+MK+ER+IE,0.97805
CI+MK+ER+IE,0.98235
CI+MK+ER+IE,0.99315
CI+MK+ER+IE,0.9791
CI+MK+ER+IE,0.97825
CI+MK+ER+IE,0.96635
CI+MK+ER+IE,0.9712
CI+MK+ER+IE,0.984648
CI+MK+ER+IE,0.98425
CI+MK+ER+IE,0.981
CI+MK+ER+IE,0.9839
CI+MK+ER+IE,0.9604
CI+MK+ER+IE,0.9937
CI+MK+ER+IE,0.99685
CI+MK+ER+IE,0.9924
CI+MK+ER+IE,0.99645
CI+MK+ER+IE,0.97255
CI+MK+ER+IE,0.9803
CI+MK+ER+IE,0.99005
CI+MK+ER+IE,0.97855
CI+MK+ER+IE,0.98625
CI+MK+ER+IE,0.98275
CI+MK+ER+IE,0.99175
CI+MK+ER+IE,0.97445
CI+MK+ER+IE,0.9888
CI+MK+ER+IE,0.97315
CI+MK+ER+IE,0.978399
CI+MK+ER+IE,0.9883
CI+MK+ER+IE,0.98695
CI+MK+ER+IE,0.99105
CI+MK+ER+IE,0.9618
CI+MK+ER+IE,0.98245
CI+MK+ER+IE,0.97905
CI+MK+ER+IE,0.9943
CI+MK+ER+IE,0.9894
CI+MK+ER+IE,0.9843
CI+MK+ER+IE,0.98345
CI+MK+ER+IE,0.9924
CI+MK+ER+IE,0.9722
CI+MK+ER+IE,0.98105
CI+MK+ER+IE,0.9896
CI+MK+ER+IE,0.96805
CI+MK+ER+IE,0.98665
CI+MK+ER+IE,0.97315
CI+MK+ER+IE,0.98685
CI+MK+ER+IE,0.9776
CI+MK+ER+IE,0.9937
CI+MK+ER+IE,0.96905
CI+MK+ER+IE,0.97915
CI+MK+ER+IE,0.967798
CI+MK+ER+IE,0.9798
CI+MK+ER+IE,0.9892
CI+MK+ER+IE,0.99535
CI+MK+ER+IE,0.98625
