mechanic,final_infected_count
CI+MK+ER+IE,19596
CI+MK+ER+IE,19779
CI+MK+ER+IE,19818
CI+MK+ER+IE,19596
CI+MK+ER+IE,19847
CI+MK+ER+IE,19616
CI+MK+ER+IE,19675
CI+MK+ER+IE,19834
CI+MK+ER+IE,19545
CI+MK+ER+IE,19559
CI+MK+ER+IE,19136
CI+MK+ER+IE,19819
CI+MK+ER+IE,19837
CI+MK+ER+IE,19794
CI+MK+ER+IE,19789
CI+MK+ER+IE,19903
CI+MK+ER+IE,19787
CI+MK+ER+IE,19582
CI+MK+ER+IE,19610
CI+MK+ER+IE,19769
CI+MK+ER+IE,19561
CI+MK+ER+IE,19647
CI+MK+ER+IE,19863
CI+MK+ER+IE,19582
CI+MK+ER+IE,19565
CI+MK+ER+IE,19327
CI+MK+ER+IE,19424
CI+MK+ER+IE,19690
CI+MK+ER+IE,19685
CI+MK+ER+IE,19620
CI+MK+ER+IE,19678
CI+MK+ER+IE,19208
CI+MK+ER+IE,19874
CI+MK+ER+IE,19937
CI+MK+ER+IE,19847
CI+MK+ER+IE,19929
CI+MK+ER+IE,19451
CI+MK+ER+IE,19606
CI+MK+ER+IE,19801
CI+MK+ER+IE,19571
CI+MK+ER+IE,19725
CI+MK+ER+IE,19655
CI+MK+ER+IE,19835
CI+MK+ER+IE,19489
CI+MK+ER+IE,19776
CI+MK+ER+IE,19463
CI+MK+ER+IE,19567
CI+MK+ER+IE,19766
CI+MK+ER+IE,19739
CI+MK+ER+IE,19821
CI+MK+ER+IE,19236
CI+MK+ER+IE,19649
CI+MK+ER+IE,19581
CI+MK+ER+IE,19886
CI+MK+ER+IE,19788
CI+MK+ER+IE,19686
CI+MK+ER+IE,19669
CI+MK+ER+IE,19848
CI+MK+ER+IE,19444
CI+MK+ER+IE,19621
CI+MK+ER+IE,19792
CI+MK+ER+IE,19361
CI+MK+ER+IE,19733
CI+MK+ER+IE,19463
CI+MK+ER+IE,19737
CI+MK+ER+IE,19552
CI+MK+ER+IE,19874
CI+MK+ER+IE,19381
CI+MK+ER+IE,19583
CI+MK+ER+IE,19355
CI+MK+ER+IE,19596
CI+MK+ER+IE,19784
CI+MK+ER+IE,19907
CI+MK+ER+IE,19725
