mechanic,final_infected_count
CI+ER,19522
CI+ER,18869
CI+ER,18138
CI+ER,19041
CI+ER,19310
CI+ER,17222
CI+ER,19105
CI+ER,17167
CI+ER,18124
CI+ER,18966
CI+ER,14446
CI+ER,18464
CI+ER,17454
CI+ER,19237
CI+ER,17468
CI+ER,18143
CI+ER,19033
CI+ER,17843
CI+ER,17183
CI+ER,18367
CI+ER,19163
CI+ER,18454
CI+ER,17650
CI+ER,18690
CI+ER,18954
CI+ER,18921
CI+ER,16489
CI+ER,18103
CI+ER,17321
CI+ER,18343
CI+ER,18965
CI+ER,17702
CI+ER,19526
CI+ER,18245
CI+ER,18348
CI+ER,17101
CI+ER,18285
CI+ER,18104
CI+ER,17343
CI+ER,19575
CI+ER,17629
CI+ER,18378
CI+ER,17600
CI+ER,16835
CI+ER,18521
CI+ER,19307
CI+ER,17024
CI+ER,17530
CI+ER,18186
CI+ER,18353
CI+ER,18444
CI+ER,18106
CI+ER,18873
CI+ER,18382
CI+ER,19280
CI+ER,17949
CI+ER,16654
CI+ER,18641
CI+ER,18148
CI+ER,16153
CI+ER,17712
CI+ER,16394
CI+ER,16202
CI+ER,17750
CI+ER,17597
CI+ER,16033
CI+ER,17974
CI+ER,18823
CI+ER,18384
MK+ER+IE,18252
MK+ER+IE,18401
MK+ER+IE,18606
MK+ER+IE,18289
MK+ER+IE,18511
MK+ER+IE,17825
MK+ER+IE,18656
MK+ER+IE,18441
MK+ER+IE,18578
MK+ER+IE,18986
MK+ER+IE,18951
MK+ER+IE,18611
MK+ER+IE,18469
MK+ER+IE,18373
MK+ER+IE,17960
MK+ER+IE,18398
MK+ER+IE,18268
MK+ER+IE,16650
MK+ER+IE,17862
MK+ER+IE,18201
MK+ER+IE,18284
MK+ER+IE,18069
MK+ER+IE,18775
MK+ER+IE,18668
MK+ER+IE,18291
MK+ER+IE,18252
MK+ER+IE,18384
MK+ER+IE,18066
MK+ER+IE,17499
MK+ER+IE,18076
MK+ER+IE,18811
MK+ER+IE,18277
MK+ER+IE,17379
MK+ER+IE,18759
MK+ER+IE,18316
MK+ER+IE,19240
MK+ER+IE,17879
MK+ER+IE,18388
MK+ER+IE,18193
MK+ER+IE,17744
MK+ER+IE,18332
MK+ER+IE,16757
MK+ER+IE,19030
MK+ER+IE,18707
MK+ER+IE,18087
MK+ER+IE,18825
MK+ER+IE,18983
MK+ER+IE,18236
MK+ER+IE,18846
MK+ER+IE,17998
MK+ER+IE,17911
MK+ER+IE,18499
MK+ER+IE,18316
MK+ER+IE,18562
MK+ER+IE,18400
MK+ER+IE,17386
MK+ER+IE,18628
MK+ER+IE,17649
MK+ER+IE,17711
MK+ER+IE,18167
MK+ER+IE,18313
MK+ER+IE,18747
MK+ER+IE,18645
MK+ER+IE,18542
MK+ER+IE,18205
MK+ER+IE,18553
MK+ER+IE,18987
MK+ER+IE,18138
MK+ER+IE,18345
MK+ER+IE,18179
MK+ER+IE,17503
MK+ER+IE,17983
MK+ER+IE,17627
MK+ER+IE,18345
MK+ER+IE,18524
MK+ER+IE,18487
MK+ER+IE,17941
MK+ER+IE,18731
MK+ER+IE,18528
MK+ER+IE,18403
MK+ER+IE,18919
MK+ER+IE,17861
MK+ER+IE,18091
MK+ER+IE,18259
MK+ER+IE,18300
MK+ER+IE,17888
MK+ER+IE,18360
MK+ER+IE,18438
MK+ER+IE,18072
MK+ER+IE,18135
MK+ER+IE,18292
MK+ER+IE,18364
MK+ER+IE,18376
MK+ER+IE,18493
MK+ER+IE,18039
MK+ER+IE,18478
MK+ER+IE,18309
MK+ER+IE,18416
MK+ER+IE,18157
MK+ER+IE,18853
MK+ER+IE,18424
MK+ER+IE,17515
MK+ER+IE,17520
MK+ER+IE,18400
MK+ER+IE,17913
MK+ER+IE,18243
MK+ER+IE,18061
MK+ER+IE,19015
MK+ER+IE,18329
MK+ER+IE,18963
MK+ER+IE,18782
MK+ER+IE,18078
MK+ER+IE,18340
MK+ER+IE,17840
