mechanic,time_to_fixation
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
None,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
ER+IE,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
MK+ER,
