genotype,sex,animalNo,expType,birthDate,fps,traceLenFrame,traceLenSec,inZoneFraction,inZoneDuration,inZoneMedDiverg_Deg,path2_inZoneBendability,path2_midLineUniform_mm,path2_midLineUniform_pix,path2_head_mm,path2_tail_mm,path2_probDensity,path2_smr,path2_s2r,path2_seq,path2_csv,path2_mat,path2_anaMat,avi,latency_to_m_cell,latency_to_others,m_cell_spikes,median_spike_instFreq_Hz,other_spikes,path2_spike_train_df,path2_trace_mm
rei-INT,M,12,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_12_ID#1233/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_12_ID#1233/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_12_ID#1233/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie12/rei_cstIntWM12_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie12/rei_cstIntWM12_06-2020.S2R,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie40/IntM12_box.csv,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie12/rei_cstIntWM12_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie12/rei_cstIntWM12_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie12/rei_cstIntWM12_06-2020.avi,,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_12_ID#1233/trace_mm.csv
rei-INT,M,17,c-start,08-2019,923.0,4614,4.998916576381365,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_17_ID#1234/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_17_ID#1234/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_17_ID#1234/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie17/rei_cstIntWM17_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie17/rei_cstIntWM17_06-2020.S2R,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie42a/IntM17I_box.csv,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie17/rei_cstIntWM17_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie17/rei_cstIntWM17_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie17/rei_cstIntWM17_06-2020.avi,1.1217689999999998,0.13629599999999997,76.0,351.61744022502666,601.0,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_17_ID#1234/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_17_ID#1234/trace_mm.csv
rei-INT,M,11,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_11_ID#1235/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie11/rei_cstIntWM11_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie11/rei_cstIntWM11_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie11/rei_cstIntWM11_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie11/rei_cstIntWM11_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie11/rei_cstIntWM11_06-2020.avi,1.130535,0.012402000000000024,52.0,384.4675124951502,545.0,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_11_ID#1235/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_11_ID#1235/trace_mm.csv
rei-INT,M,70,c-start,08-2019,922.0,4615,5.005422993492408,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_70_ID#1236/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie7/rei_cstIntWM7_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie7/rei_cstIntWM7_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie7/rei_cstIntWM7_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie7/rei_cstIntWM7_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie7/rei_cstIntWM7_06-2020.avi,,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_70_ID#1236/trace_mm.csv
rei-INT,M,40,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_40_ID#1237/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie4/rei_cstIntWM4_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie4/rei_cstIntWM4_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie4/rei_cstIntWM4_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie4/rei_cstIntWM4_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie4/rei_cstIntWM4_06-2020.avi,,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_40_ID#1237/trace_mm.csv
rei-INT,M,35,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_35_ID#1238/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie35/rei_cstIntWM35_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie35/rei_cstIntWM35_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie35/rei_cstIntWM35_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie35/rei_cstIntWM35_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie35/rei_cstIntWM35_06-2020.avi,,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_35_ID#1238/trace_mm.csv
rei-INT,M,29,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_29_ID#1239/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie29/rei_cstIntWM29_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie29/rei_cstIntWM29_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie29/rei_cstIntWM29_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie29/rei_cstIntWM29_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie29/rei_cstIntWM29_06-2020.avi,,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_29_ID#1239/trace_mm.csv
rei-INT,M,15,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_15_ID#1240/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie15/rei_cstIntWM15_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie15/rei_cstIntWM15_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie15/rei_cstIntWM15_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie15/rei_cstIntWM15_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie15/rei_cstIntWM15_06-2020.avi,1.118376,0.004040999999999961,52.0,408.4967320261058,1366.0,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_15_ID#1240/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_15_ID#1240/trace_mm.csv
rei-INT,M,22,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_22_ID#1241/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie22/rei_cstIntWM22_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie22/rei_cstIntWM22_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie22/rei_cstIntWM22_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie22/rei_cstIntWM22_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie22/rei_cstIntWM22_06-2020.avi,1.1224710000000002,0.44955900000000004,37.0,498.2561036373018,608.0,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_22_ID#1241/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_22_ID#1241/trace_mm.csv
rei-INT,M,23,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_23_ID#1242/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie23/rei_cstIntWM23_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie23/rei_cstIntWM23_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie23/rei_cstIntWM23_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie23/rei_cstIntWM23_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie23/rei_cstIntWM23_06-2020.avi,,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_23_ID#1242/trace_mm.csv
rei-INT,M,16,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_16_ID#1243/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie16/rei_cstIntWM16_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie16/rei_cstIntWM16_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie16/rei_cstIntWM16_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie16/rei_cstIntWM16_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie16/rei_cstIntWM16_06-2020.avi,1.152846,0.005642999999999843,82.0,555.5555555554797,1265.0,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_16_ID#1243/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_16_ID#1243/trace_mm.csv
rei-INT,M,50,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_50_ID#1244/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie5/rei_cstIntWM5_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie5/rei_cstIntWM5_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie5/rei_cstIntWM5_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie5/rei_cstIntWM5_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie5/rei_cstIntWM5_06-2020.avi,,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_50_ID#1244/trace_mm.csv
rei-INT,M,27,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_27_ID#1245/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie27/rei_cstIntWM27_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie27/rei_cstIntWM27_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie27/rei_cstIntWM27_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie27/rei_cstIntWM27_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie27/rei_cstIntWM27_06-2020.avi,,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_27_ID#1245/trace_mm.csv
rei-INT,M,19,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_19_ID#1246/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie19/rei_cstIntWM19_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie19/rei_cstIntWM19_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie19/rei_cstIntWM19_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie19/rei_cstIntWM19_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie19/rei_cstIntWM19_06-2020.avi,1.1305259999999997,0.00469799999999998,36.0,356.6979049294214,1772.0,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_19_ID#1246/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_19_ID#1246/trace_mm.csv
rei-INT,M,31,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_31_ID#1247/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie31/rei_cstIntWM31_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie31/rei_cstIntWM31_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie31/rei_cstIntWM31_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie31/rei_cstIntWM31_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie31/rei_cstIntWM31_06-2020.avi,1.1399309999999998,0.0036450000000001204,42.0,384.4675124951502,1611.0,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_31_ID#1247/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_31_ID#1247/trace_mm.csv
rei-INT,M,9,c-start,08-2019,924.0,4619,4.998917748917749,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_9_ID#1248/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_9_ID#1248/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_9_ID#1248/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie39/IntM9.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie39/IntM9.S2R,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie39/IntM9_box.csv,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie39/C_START_rei_11_2018_IntM9_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie39/C_START_rei_11_2018_IntM9_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie39/IntM9.avi,0.02421899999999999,0.023930999999999925,15.0,544.6623093682069,430.0,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_9_ID#1248/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_9_ID#1248/trace_mm.csv
rei-INT,M,21,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_21_ID#1249/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie21/rei_cstIntWM21_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie21/rei_cstIntWM21_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie21/rei_cstIntWM21_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie21/rei_cstIntWM21_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie21/rei_cstIntWM21_06-2020.avi,1.1285910000000003,0.005157000000000078,33.0,443.5590969455851,2135.0,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_21_ID#1249/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_21_ID#1249/trace_mm.csv
rei-INT,M,80,c-start,08-2019,922.0,4613,5.003253796095445,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_80_ID#1250/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie8/rei_cstIntWM8_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie8/rei_cstIntWM8_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie8/rei_cstIntWM8_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie8/rei_cstIntWM8_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie8/rei_cstIntWM8_06-2020.avi,,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_80_ID#1250/trace_mm.csv
rei-INT,M,24,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_24_ID#1251/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie24/rei_cstIntWM24_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie24/rei_cstIntWM24_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie24/rei_cstIntWM24_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie24/rei_cstIntWM24_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie24/rei_cstIntWM24_06-2020.avi,,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_24_ID#1251/trace_mm.csv
rei-INT,M,32,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_32_ID#1252/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie32/rei_cstIntWM32_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie32/rei_cstIntWM32_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie32/rei_cstIntWM32_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie32/rei_cstIntWM32_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie32/rei_cstIntWM32_06-2020.avi,,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_32_ID#1252/trace_mm.csv
rei-INT,M,14,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_14_ID#1253/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie14/rei_cstIntWM14_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie14/rei_cstIntWM14_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie14/rei_cstIntWM14_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie14/rei_cstIntWM14_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Male/movie14/rei_cstIntWM14_06-2020.avi,1.1252969999999998,0.17810100000000006,50.0,597.3715651133588,1169.0,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_14_ID#1253/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_M_14_ID#1253/trace_mm.csv
rei-INT,F,33,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_33_ID#1254/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie33b/rei_cstIntWF33II_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie33b/rei_cstIntWF33II_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie33b/rei_cstIntWF33II_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie33b/rei_cstIntWF33II_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie33b/rei_cstIntWF33II_06-2020.avi,1.1189790000000002,0.008658000000000055,75.0,284.1716396703748,1028.0,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_33_ID#1254/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_33_ID#1254/trace_mm.csv
rei-INT,F,2,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_2_ID#1255/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_2_ID#1255/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_2_ID#1255/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie2a/rei_cstIntWF2I_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie2a/rei_cstIntWF2I_06-2020.S2R,,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie38/IntF2_box.csv,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie2a/rei_cstIntWF2I_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie2a/rei_cstIntWF2I_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie2a/rei_cstIntWF2I_06-2020.avi,1.093311,0.003483000000000014,13.0,1122.3344556675406,5358.0,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_2_ID#1255/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_2_ID#1255/trace_mm.csv
rei-INT,F,34,c-start,08-2019,923.0,4615,5.0,,,,,,,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie34/rei_cstIntWF34_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie34/rei_cstIntWF34_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie34/rei_cstIntWF34_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie34/rei_cstIntWF34_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie34/rei_cstIntWF34_06-2020.avi,1.131525,0.007586999999999899,33.0,315.65656565655974,1020.0,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_34_ID#1256/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_34_ID#1256/trace_mm.csv
rei-INT,F,18,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_18_ID#1257/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie18a/rei_cstIntWF18I_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie18a/rei_cstIntWF18I_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie18a/rei_cstIntWF18I_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie18a/rei_cstIntWF18I_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie18a/rei_cstIntWF18I_06-2020.avi,0.718569,0.004886999999999864,28.0,340.8316291752142,1966.0,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_18_ID#1257/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_18_ID#1257/trace_mm.csv
rei-INT,F,26,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_26_ID#1258/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie26a/rei_cstIntWF26I_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie26a/rei_cstIntWF26I_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie26a/rei_cstIntWF26I_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie26a/rei_cstIntWF26I_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie26a/rei_cstIntWF26I_06-2020.avi,1.147428,0.005913000000000057,20.0,332.6679973386735,1797.0,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_26_ID#1258/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_26_ID#1258/trace_mm.csv
rei-INT,F,15,c-start,08-2019,923.0,4613,4.99783315276273,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_15_ID#1259/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_15_ID#1259/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_15_ID#1259/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie15b/rei_cstIntWF15II_06-2020.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie15b/rei_cstIntWF15II_06-2020.S2R,,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie49/IntF15II_box.csv,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie15b/rei_cstIntWF15II_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie15b/rei_cstIntWF15II_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie15b/rei_cstIntWF15II_06-2020.avi,1.1181150000000002,0.00454499999999991,55.0,427.3504273503852,1527.0,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_15_ID#1259/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_15_ID#1259/trace_mm.csv
rei-INT,F,1,c-start,08-2019,924.0,4620,5.0,,,,,,,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_1_ID#1260/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_1_ID#1260/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie37/IntF1.smr,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie37/IntF1.S2R,,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie37/IntF1_box.csv,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie37/C_START_rei_11_2018_IntF1_result.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie37/C_START_rei_11_2018_IntF1_result_ana.mat,/home/bgeurten/cstart_experiments/rei/IntWild/Female/movie37/IntF1.avi,0.02535299999999996,0.0041040000000001076,4.0,509.6839959225807,3063.0,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_1_ID#1260/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-INT_08-2019_F_1_ID#1260/trace_mm.csv
