genotype,sex,animalNo,expType,birthDate,fps,traceLenFrame,traceLenSec,inZoneFraction,inZoneDuration,inZoneMedDiverg_Deg,path2_inZoneBendability,path2_midLineUniform_mm,path2_midLineUniform_pix,path2_head_mm,path2_tail_mm,path2_probDensity,path2_smr,path2_s2r,path2_seq,path2_csv,path2_mat,path2_anaMat,avi,latency_to_m_cell,latency_to_others,m_cell_spikes,median_spike_instFreq_Hz,other_spikes,path2_spike_train_df,path2_trace_mm
rei-HT,M,24,c-start,08-2019,924.0,4620,5.0,,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_24_ID#1018/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_24_ID#1018/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie50/HtM24.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie50/HtM24.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie50/HtM24_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie50/C_START_rei_11_2018_HtM24_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie50/C_START_rei_11_2018_HtM24_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie50/HtM24.avi,0.02934899999999996,0.03424499999999997,10.0,624.2197253432806,434.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_24_ID#1018/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_24_ID#1018/trace_mm.csv
rei-HT,M,11,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_11_ID#1019/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_11_ID#1019/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_11_ID#1019/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie22/rei_cstHtM11_06-2020.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie22/rei_cstHtM11_06-2020.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie38/HtM11_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie22/rei_cstHtM11_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie22/rei_cstHtM11_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie22/rei_cstHtM11_06-2020.avi,,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_11_ID#1019/trace_mm.csv
rei-HT,M,1,c-start,08-2019,924.0,4620,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_1_ID#1020/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_1_ID#1020/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_1_ID#1020/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie30/HtM1.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie30/HtM1.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie30/HtM1_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie30/C_START_rei_11_2018_HtM1_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie30/C_START_rei_11_2018_HtM1_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie30/HtM1.avi,0.03034800000000004,0.028557000000000055,42.0,559.7572599247213,784.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_1_ID#1020/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_1_ID#1020/trace_mm.csv
rei-HT,M,6,c-start,08-2019,924.0,4620,5.0,,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_6_ID#1021/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_6_ID#1021/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie34/HtM6.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie34/HtM6.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie34/HtM6_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie34/C_START_rei_11_2018_HtM6_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie34/C_START_rei_11_2018_HtM6_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie34/HtM6.avi,0.023633999999999933,0.0068309999999999205,8.0,575.7052389177147,3091.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_6_ID#1021/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_6_ID#1021/trace_mm.csv
rei-HT,M,70,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_70_ID#1022/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie18/rei_cstHtM7_06-2020.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie18/rei_cstHtM7_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie18/rei_cstHtM7_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie18/rei_cstHtM7_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie18/rei_cstHtM7_06-2020.avi,,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_70_ID#1022/trace_mm.csv
rei-HT,M,15,c-start,08-2019,924.0,4620,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_15_ID#1023/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_15_ID#1023/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_15_ID#1023/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie42/HtM15.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie42/HtM15.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie42/HtM15_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie42/C_START_rei_11_2018_HtM15_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie42/C_START_rei_11_2018_HtM15_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie42/HtM15.avi,0.021474000000000437,0.004590000000000316,9.0,487.3294346978693,3289.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_15_ID#1023/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_15_ID#1023/trace_mm.csv
rei-HT,M,17,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_17_ID#1024/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_17_ID#1024/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_17_ID#1024/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie28/rei_cstHtM17_06-2020.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie28/rei_cstHtM17_06-2020.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie44/HtM17_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie28/rei_cstHtM17_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie28/rei_cstHtM17_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie28/rei_cstHtM17_06-2020.avi,1.130841,0.008280000000000065,33.0,358.42293906809135,1512.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_17_ID#1024/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_17_ID#1024/trace_mm.csv
rei-HT,M,10,c-start,08-2019,923.0,4613,4.99783315276273,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_10_ID#1025/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_10_ID#1025/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_10_ID#1025/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie21/rei_cstHtM10_06-2020.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie21/rei_cstHtM10_06-2020.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie37b/HtM10II_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie21/rei_cstHtM10_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie21/rei_cstHtM10_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie21/rei_cstHtM10_06-2020.avi,1.117107,0.003591000000000122,45.0,387.82355855529323,1795.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_10_ID#1025/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_10_ID#1025/trace_mm.csv
rei-HT,M,23,c-start,08-2019,924.0,4620,5.0,,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_23_ID#1026/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_23_ID#1026/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie49/HtM23.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie49/HtM23.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie49/HtM23_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie49/C_START_rei_11_2018_HtM23_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie49/C_START_rei_11_2018_HtM23_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie49/HtM23.avi,0.02944800000000003,0.028683000000000014,15.0,454.4440727110874,283.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_23_ID#1026/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_23_ID#1026/trace_mm.csv
rei-HT,M,21,c-start,08-2019,923.0,4614,4.998916576381365,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_21_ID#1027/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_21_ID#1027/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_21_ID#1027/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie2/rei_cstHtM2_11-2019R.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie2/rei_cstHtM2_11-2019R.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie48/HtM21_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie2/rei_cstHtM2_11_2019R_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie2/rei_cstHtM2_11_2019R_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie2/rei_cstHtM2_11-2019R.avi,,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_21_ID#1027/trace_mm.csv
rei-HT,M,31,c-start,08-2019,924.0,4620,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_31_ID#1028/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_31_ID#1028/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_31_ID#1028/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie55/HtM31.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie55/HtM31.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie55/HtM31_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie55/C_START_rei_11_2018_HtM31_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie55/C_START_rei_11_2018_HtM31_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie55/HtM31.avi,0.02771100000000004,0.012824999999999975,44.0,440.91710758378656,1074.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_31_ID#1028/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_31_ID#1028/trace_mm.csv
rei-HT,M,27,c-start,08-2019,924.0,4620,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_27_ID#1029/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_27_ID#1029/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_27_ID#1029/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie51/HtM27.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie51/HtM27.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie51/HtM27_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie51/C_START_rei_11_2018_HtM27_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie51/C_START_rei_11_2018_HtM27_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie51/HtM27.avi,0.025136999999999965,0.0038610000000000033,22.0,470.80979284363866,1483.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_27_ID#1029/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_27_ID#1029/trace_mm.csv
rei-HT,M,20,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_20_ID#1030/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_20_ID#1030/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_20_ID#1030/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie13/rei_cstHtM2_06-2020.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie13/rei_cstHtM2_06-2020.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie47/HtM20_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie13/rei_cstHtM2_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie13/rei_cstHtM2_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie13/rei_cstHtM2_06-2020.avi,1.383327,0.0034920000000000506,13.0,371.60906726130264,1829.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_20_ID#1030/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_20_ID#1030/trace_mm.csv
rei-HT,M,14,c-start,08-2019,924.0,4620,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_14_ID#1031/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_14_ID#1031/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_14_ID#1031/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie41/HtM14II.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie41/HtM14II.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie41/HtM14II_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie41/C_START_rei_11_2018_HtM14_II_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie41/C_START_rei_11_2018_HtM14_II_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie41/HtM14II.avi,0.024255000000000138,0.006327000000000194,4.0,481.0004810004431,3281.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_14_ID#1031/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_14_ID#1031/trace_mm.csv
rei-HT,M,91,c-start,08-2019,923.0,4614,4.998916576381365,,,,,,,,,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie9/rei_cstHtM9_11-2019R.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie9/rei_cstHtM9_11-2019R.S2R,,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie9/rei_cstHtM9_11_2019R_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie9/rei_cstHtM9_11_2019R_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie9/rei_cstHtM9_11-2019R.avi,,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_91_ID#1032/trace_mm.csv
rei-HT,M,4,c-start,08-2019,924.0,4619,4.998917748917749,,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_4_ID#1033/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_4_ID#1033/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie33/Htm4II.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie33/HtM4II.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie33/HtM4II_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie33/C_START_rei_11_2018_HtM4_II_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie33/C_START_rei_11_2018_HtM4_II_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie33/HtM4II.avi,0.025173,0.027630000000000043,19.0,418.6178515680259,145.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_4_ID#1033/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_4_ID#1033/trace_mm.csv
rei-HT,M,61,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_61_ID#1034/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie6/rei_cstHtM6_11-2019R.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie6/rei_cstHtM6_11-2019R.S2R,,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie6/rei_cstHtM6_11_2019R_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie6/rei_cstHtM6_11_2019R_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie6/rei_cstHtM6_11-2019R.avi,1.130706,0.0037799999999998946,15.0,453.5147392290224,2318.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_61_ID#1034/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_61_ID#1034/trace_mm.csv
rei-HT,M,30,c-start,08-2019,922.0,4613,5.003253796095445,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_30_ID#1035/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_30_ID#1035/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_30_ID#1035/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie14/rei_cstHtM3_06-2020.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie14/rei_cstHtM3_06-2020.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie54/HtM30_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie14/rei_cstHtM3_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie14/rei_cstHtM3_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie14/rei_cstHtM3_06-2020.avi,0.41710500000000006,0.012969000000000008,45.0,293.94473838919106,1114.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_30_ID#1035/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_30_ID#1035/trace_mm.csv
rei-HT,M,13,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_13_ID#1036/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_13_ID#1036/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_13_ID#1036/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie24/rei_cstHtM13_06-2020.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie24/rei_cstHtM13_06-2020.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie40/HtM13_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie24/rei_cstHtM13_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie24/rei_cstHtM13_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie24/rei_cstHtM13_06-2020.avi,2.577492,0.004670999999999981,42.0,369.76332686092155,1568.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_13_ID#1036/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_13_ID#1036/trace_mm.csv
rei-HT,M,71,c-start,08-2019,923.0,4613,4.99783315276273,,,,,,,,,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie7/rei_cstHtM7_11-2019R.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie7/rei_cstHtM7_11-2019R.S2R,,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie7/rei_cstHtM7_11_2019R_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie7/rei_cstHtM7_11_2019R_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie7/rei_cstHtM7_11-2019R.avi,,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_71_ID#1037/trace_mm.csv
rei-HT,M,18,c-start,08-2019,923.0,4615,5.0,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_18_ID#1038/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_18_ID#1038/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_18_ID#1038/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie29/rei_cstHtM18_06-2020.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie29/rei_cstHtM18_06-2020.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie45/HtM18_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie29/rei_cstHtM18_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie29/rei_cstHtM18_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie29/rei_cstHtM18_06-2020.avi,1.132164,0.004904999999999937,12.0,367.917586460588,1946.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_18_ID#1038/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_18_ID#1038/trace_mm.csv
rei-HT,M,41,c-start,08-2019,923.0,4614,4.998916576381365,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_41_ID#1039/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie4/rei_cstHtM4_11-2019R.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie4/rei_cstHtM4_11-2019R.S2R,,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie4/rei_cstHtM4_11_2019R_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie4/rei_cstHtM4_11_2019R_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie4/rei_cstHtM4_11-2019R.avi,1.1227409999999998,0.0042120000000001045,52.0,376.6478342748479,1733.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_41_ID#1039/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_41_ID#1039/trace_mm.csv
rei-HT,M,7,c-start,08-2019,924.0,4619,4.998917748917749,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_7_ID#1040/midLineUniform_pix.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_7_ID#1040/head_mm.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_7_ID#1040/tail_mm.csv,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie35/HtM7.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie35/HtM7.S2R,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie35/HtM7_box.csv,/home/bgeurten/cstart_experiments/rei/Heterozygous/Female/movie71/C_START_rei_11_2018_HtM7_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Female/movie71/C_START_rei_11_2018_HtM7_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie35/HtM7.avi,0.02633400000000008,0.007713000000000081,29.0,100.9817388679241,283.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_7_ID#1040/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_7_ID#1040/trace_mm.csv
rei-HT,M,40,c-start,08-2019,924.0,4619,4.998917748917749,,,,,,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_40_ID#1041/midLineUniform_pix.csv,,,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie15/rei_cstHtM4_06-2020.smr,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie15/rei_cstHtM4_06-2020.S2R,,,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie15/rei_cstHtM4_06_2020_result.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie15/rei_cstHtM4_06_2020_result_ana.mat,/home/bgeurten/cstart_experiments/rei/Heterozygous/Male/movie15/rei_cstHtM4_06-2020.avi,1.1360699999999997,0.009962999999999944,50.0,340.8316291752142,1425.0,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_40_ID#1041/spike_train_df.csv,/home/bgeurten/fishDataBase/cst_rei-HT_08-2019_M_40_ID#1041/trace_mm.csv
