,genotype,light_condition,activity_norm_sum,activity_freq,activity_bout_dur_sec,distance_walked_mm,max_speed_mmPs,avg_speed_mmPs,sex
52,3V,dark,0.03402329586751387,0.008496972953385357,8.008333333333335,2644.2340106032398,1.4545247775512935,0.7987035527192992,male
53,3V,dark,0.08171255656838917,0.02140903969627487,7.633463035019455,4996.366538996214,1.190115586117653,0.7353017924700768,male
54,3V,dark,0.014301155213455206,0.0038319681946639844,7.464130434782609,1835.1504204318442,1.2970933117077632,0.7247476322420601,female
55,3V,dark,0.053324753056723545,0.011579208240397692,9.21043165467626,4192.760625535753,1.554999047034007,0.8881785876198597,female
56,3V,dark,0.049117918408233735,0.01334941093901964,7.3696875,5806.177030122851,1.30150213494333,0.7084799867934802,female
57,3V,dark,0.07923010760749816,0.01990957388097157,7.958995815899581,5668.721657534157,1.5617265709223807,0.7999589523924462,male
58,3V,dark,0.06726145477340364,0.02074261044502896,6.485341365461847,4706.3659172564385,1.3760749936204837,0.7467840029318042,male
59,3V,dark,0.028868882127408776,0.006622640684256234,8.71823899371069,3103.1557494744247,1.0009855857491505,0.6559690196319401,male
60,3V,dark,0.052275126986011236,0.012849589000585209,8.118506493506494,3732.5403998510424,1.2859402022062925,0.7501493931867346,female
61,3V,dark,0.11821205362256362,0.023241720137201122,10.172401433691757,7169.502016457991,1.5560813734534886,0.8596490433444696,female
62,3V,dark,0.06596400032488425,0.016077605686307585,8.205699481865285,4998.523197608683,1.5703959509458163,0.8661289617929445,female
63,3V,dark,0.11532766451951493,0.028031680380531103,8.228380386329867,7488.544656284125,1.6781474111839623,0.8205227436534134,male
64,3V,dark,0.07500869481913736,0.018722496777189793,8.021158129175946,4664.942509438892,1.5440714201520243,0.8076331645223344,male
65,3V,dark,0.03267794181656118,0.010079742425094395,6.483884297520661,2867.991132849182,1.1699239538951003,0.7028428413760688,male
66,3V,dark,0.02409974779818023,0.006122818745821801,7.872108843537414,3618.5292915973573,1.1272236842221541,0.726738409809821,female
67,3V,dark,0.0,0.0,,284.0448972195621,,,female
68,3V,dark,0.0,0.0,,378.2771730208259,,,female
69,3V,dark,0.111177059839099,0.027906724895922497,7.96776119402985,6737.85656012757,1.6704263876101328,0.8381571125061904,male
70,3V,dark,0.07567095888756298,0.01982627022456583,7.633403361344539,5055.784364643279,1.4893386836510758,0.8036000407341349,male
71,3V,dark,0.05020503112432863,0.015244569122250199,6.586612021857924,3581.2813003538354,1.1386743955820218,0.6929623235399335,male
72,3V,dark,0.04004198504282849,0.008372017468776749,9.565671641791043,2931.7653579957855,1.173758359902878,0.735333297506641,female
73,3V,dark,0.19724014986327787,0.048566031684545714,8.122555746140653,11931.325583711701,1.5858398313853697,0.8593671068154702,female
74,3V,dark,0.05697761839011519,0.01520291729404733,7.495616438356165,4321.418344924234,1.5123032367617335,0.786053444971993,female
75,3V,dark,0.00019784618396362962,4.1651828202869395e-05,9.5,334.5131792606126,0.7606434579446657,0.6697738075798928,male
76,3V,dark,0.04832445108096907,0.01449483621459855,6.667816091954023,3342.784093308206,1.3880555257127245,0.7538128700075954,male
77,3V,dark,0.08373891801045877,0.02811498403693684,5.956888888888888,5917.6618104613235,1.2383659352613132,0.6774557168060062,male
78,3V,dark,,,,,,,female
79,3V,dark,0.08991171895012402,0.023137590566693948,7.7682882882882875,6071.3925121935745,1.5438501876420667,0.8139724659612539,female
80,3V,dark,0.1669197015229991,0.03825720420433554,8.730392156862745,11807.625551520245,1.7060180964768952,0.8970345585346735,female
81,3V,dark,0.06311918045862829,0.014744747183815765,8.561581920903956,4810.856322688937,1.268262688934441,0.7562787770420072,male
82,3V,dark,0.07704546921825767,0.019493055598942877,7.90491452991453,4934.411710625432,1.4474068645944547,0.8058145691622133,male
83,3V,dark,0.008490725179154926,0.0019576359255348615,8.674468085106382,777.143330966578,1.0745579845254984,0.7472548823182831,male
84,3V,dark,0.0012332029256676305,0.00035019961377985456,7.042857142857143,643.4298522303744,1.117831906810929,0.7010623293381056,female
85,3V,dark,0.16648652250968926,0.04529636317062047,7.352161913523459,10286.51496453509,1.5916065717774543,0.8203512578646842,female
86,3V,dark,0.0674801268714687,0.016202561170916195,8.329562982005141,4685.8048858741495,1.5024006519366804,0.8315138656252092,female
87,3V,dark,0.09391862482324005,0.021929687548810736,8.552851711026616,5671.425406212587,1.5965788772437266,0.8811496182453004,male
88,3V,dark,0.10906322955780337,0.028156635865139713,7.7468934911242595,7708.283842780969,1.4451938251871053,0.7849787508695054,male
89,3V,dark,0.05470967634446895,0.012932892656990947,8.447096774193549,3661.0573128151896,1.1856720557989757,0.7267647296002773,male
90,3V,dark,0.0,0.0,,492.260360830076,,,female
91,3V,dark,0.0996790726636969,0.021159128727057653,9.421850393700788,5704.772730031246,1.5365329329813073,0.8855004578924852,female
92,3V,dark,0.09598247291069223,0.02070095861682609,9.273239436619718,7058.1757259350325,1.5249709439297257,0.8167576330119337,female
93,3V,dark,0.2034025378458924,0.048295294801227066,8.425280414150128,12047.489688933083,1.5756097482926994,0.8556648253122913,male
94,3V,dark,0.0,0.0,,180.96766917333744,,,male
95,3V,dark,0.07235130817979428,0.02065930678862322,7.004233870967742,4907.137928168237,1.2628008972549392,0.7057435370033152,male
96,15V,dark,0.0148575690343401,0.005534942844679184,5.36864406779661,1318.5373698716726,0.9281412162578055,0.6067940831520774,female
97,15V,dark,0.06465595420715606,0.018813923533082685,6.8732026143790845,5583.395679654432,1.3883712325765576,0.7630279622660543,female
98,15V,dark,0.0873049054538859,0.031786923093476305,5.493133462282398,10705.20548481032,1.3991382364917708,0.6958591439164782,female
99,15V,dark,0.14374206479736604,0.03910344891189735,7.351886792452831,10966.7436307187,1.5011522389364345,0.8197061422131151,male
100,15V,dark,0.08761385959033603,0.021795868929666055,8.039492242595205,6614.358320022849,1.3343633941788389,0.7972149580131956,male
101,15V,dark,0.017699115044247787,0.009882754593234806,3.5818181818181816,512.5374091305014,0.8445337312058064,0.5737739463592989,male
102,15V,dark,0.026479069351735558,0.008373200114778698,6.324719101123594,1190.832054252279,1.0268705916983238,0.6640945096539822,female
103,15V,dark,0.002823625615218374,0.0007685426279854039,7.348,1623.8860988065314,0.9176900602074272,0.6550735486763375,female
104,15V,dark,0.04320439237482746,0.014018217534453767,6.164035087719298,4102.825273238515,1.3810760352037712,0.7416199323879569,female
105,15V,dark,0.046676667968065515,0.012819291034796537,7.282254196642686,4380.0915877241205,1.306293552323029,0.7444073963494366,male
106,15V,dark,0.06761945458066777,0.020289525378814663,6.665454545454545,6390.063715170202,1.324059740405097,0.7336135408592637,male
107,15V,dark,0.017833089648979405,0.007751848739173316,4.600990099009901,1886.9194708015739,0.8610399194678313,0.599576886299616,male
108,15V,dark,,,,,,,female
109,15V,dark,0.07282863651315284,0.021734385519427222,6.701697312588401,6952.544793230645,1.4337755415491824,0.7701923541058685,female
110,15V,dark,0.3126323814676705,0.07468697258762155,8.367970358172087,23732.464352113,1.5775600702340231,0.8636535412100288,female
111,15V,dark,0.17611461737336723,0.0456668029548927,7.7112457912457915,14984.391598455086,1.5752552650366745,0.7869305508957118,male
112,15V,dark,0.10540869559871008,0.029358328389042426,7.180837696335077,8907.025996290575,1.6226021002499533,0.7948069569318978,male
113,15V,dark,0.08264753712829435,0.024193721928980515,6.832147395171537,8008.962124594153,1.0168570872490366,0.6647873967954595,male
114,15V,dark,0.015695607045460823,0.004025526574395283,7.798039215686274,948.1006399894852,1.1246664107724016,0.6735471740181072,female
115,15V,dark,0.14913415987531164,0.047864834870930954,6.231470777135517,12917.993372939169,1.4193763122512182,0.7238364615025505,female
116,15V,dark,0.17090543544088216,0.04207002345592101,8.126535087719299,13242.64889426961,1.4970163583770009,0.8148321888266974,female
117,15V,dark,0.12140206768708633,0.027682905460034248,8.766444444444444,9761.303887678336,1.5534344778746048,0.8745516267882602,male
118,15V,dark,0.07550931319956593,0.022349219621815544,6.757221458046767,6939.32987021464,1.5303404046219813,0.7553668159163591,male
119,15V,dark,0.0839725046189412,0.025377277576078036,6.614303030303029,8666.034547447016,1.1693179245783223,0.6779094516903144,male
120,15V,dark,0.028084129675431183,0.007967741879730306,7.020869565217391,2897.8618645537586,1.221019911914409,0.7051717826567324,female
121,15V,dark,0.15565754970165174,0.04835670215284161,6.437889383343928,13065.715354974633,1.4879622151245924,0.7675688691617543,female
122,15V,dark,0.05635108256914578,0.015478448527626034,7.284493041749503,4618.591430045292,1.580226646466222,0.7870724412017072,female
123,15V,dark,0.03973672803735732,0.012511873983602375,6.351842751842751,3792.7678675650427,1.4048180633027443,0.7517130645143815,male
124,15V,dark,0.10893784334641905,0.023963159140584892,9.094993581514762,8484.350271409883,1.4744550394055325,0.8543502743806727,male
125,15V,dark,0.016500610222846622,0.005349056690778411,6.169540229885057,2496.0177447673123,1.118399606811023,0.6715110843304065,male
126,15V,dark,0.011680341391522403,0.003959437759838104,5.9,621.8576178948786,0.9311919328303868,0.6316545555440207,female
127,15V,dark,0.07099028254701176,0.016769600142641512,8.468256880733946,5988.489492868116,1.5423679698875117,0.8774767670583795,female
128,15V,dark,0.1227992781847638,0.03071096341429674,7.997097097097097,9293.988145238636,1.4927406668274215,0.8222662296280555,female
129,15V,dark,0.12360932211466041,0.03086467193989382,8.009760956175299,9721.978777764178,1.401113602771464,0.8219907505047511,male
130,15V,dark,0.09506411182602655,0.027237150735802712,6.980474040632054,7516.50954466097,1.3934814771466086,0.7674204229531659,male
131,15V,dark,0.05157074742307657,0.017215354866873048,5.991250000000001,5691.579997909583,1.0294225741756549,0.6411192402782697,male
132,15V,dark,,,,,,,female
133,15V,dark,0.10326753583714274,0.02566932377471249,8.045988023952095,9975.756010062194,1.5997393447318027,0.8164995552085617,female
134,15V,dark,0.08910944354439564,0.019444128488030718,9.168987341772151,7191.111111476798,1.504851518271406,0.8468900332830888,female
135,15V,dark,0.047568177416528586,0.013895250713976102,6.846681415929203,4029.3982756443743,1.383006619741784,0.7717508944796667,male
136,15V,dark,0.04254805697052793,0.011574251977460183,7.343882978723404,3599.918337351725,1.3870192766224696,0.8020867922379404,male
137,15V,dark,0.03937243883169224,0.012819291034796537,6.142685851318944,6312.313849320909,1.191605153597072,0.6875229348484173,male
138,15V,dark,0.0,0.0,,29.00481965067447,,,female
139,15V,dark,0.07876178560120016,0.022241623653897587,7.081604426002766,7205.469920646129,1.531674208335989,0.7695520816804974,female
140,15V,dark,0.09708999019339606,0.03129505581156564,6.204813359528488,8856.068174045402,1.614289962194314,0.7584080457975475,female
141,15V,dark,0.05100202587836737,0.014679164194521213,6.938574423480084,4673.97219073483,1.471645071286454,0.7824106319014582,male
142,15V,dark,0.10206707225222954,0.023056278839562117,8.853733333333334,7662.717653172136,1.4148140275776484,0.8368116250245133,male
143,15V,dark,0.015115696407216923,0.005057010492143957,5.954878048780487,2624.682613854881,1.0275405636452022,0.6447079979053963,male
144,15V,dark,0.007296543710093424,0.0018598731597246774,7.7700000000000005,1311.007020167181,1.1877218884188578,0.6922026173662258,female
145,15V,dark,0.06866774672523986,0.013142078938550406,10.446370023419204,6083.17580180095,1.5671562176239642,0.8979820566900396,female
146,15V,dark,0.26122917633749476,0.05990021242518238,8.722638603696097,19512.21422883552,1.7001613588665618,0.9255524938477834,female
147,15V,dark,0.13573077644324621,0.03169469797811805,8.564888457807955,11330.922983190136,1.6264418243686543,0.8393932979587999,male
148,15V,dark,0.13801488513361881,0.037135979784254716,7.43294701986755,11119.496320969289,1.629436918873954,0.8216315143871673,male
149,15V,dark,0.019571706564276294,0.005871665677808485,6.666492146596858,2932.990861100566,1.0760406947581098,0.6636079683389627,male
150,3V,dark,0.0091314335382132,0.0022350530825107095,8.171111111111111,1811.0419513389852,1.0502127626223012,0.6613717186330137,female
151,3V,dark,0.02685047903932024,0.005098192222655742,10.533333333333333,4166.880559890711,1.465076939000293,0.7429790443159445,female
152,3V,dark,0.029067851169152007,0.0052674217664653135,11.036842105263158,4568.8107934001855,1.5498372792988415,0.8111657382005871,female
153,3V,dark,0.04422478029306579,0.006776799933464146,13.05181818181818,4272.651178145523,1.5835497236611096,0.8958719953285639,male
154,3V,dark,0.08249675791730456,0.015925479843640743,10.360348162475821,7361.295669802011,1.4602634071498848,0.8285754719220939,male
155,3V,dark,0.019601893807545043,0.004127687232200889,9.49776119402985,2403.739708157163,1.288059767726426,0.780822123250814,male
156,3V,dark,0.05555505785740948,0.012064203060843598,9.20990099009901,3415.1669671865666,1.287082114480068,0.7405213459587,female
157,3V,dark,0.04242584794709167,0.009518323542911005,8.914563106796116,7780.757860108272,1.5253620806317763,0.7541341717645912,female
158,3V,dark,0.09274358745306296,0.013384179868591688,13.858294930875577,8795.784613824171,1.7297812641814256,0.9192941870748202,female
159,3V,dark,0.027079476461401505,0.00649956720891334,8.332701421800948,3609.104823184626,1.4690015805071561,0.7953477687289898,male
160,3V,dark,0.07299691655603027,0.01256788351296987,11.616421568627452,6352.525980443545,1.637798050454784,0.9071247570416211,male
161,3V,dark,0.12290650788419065,0.023379959770451302,10.513833992094861,9311.666562385746,1.3704983132461832,0.7953985199421763,male
162,3V,dark,0.027808619068823908,0.005739448815001731,9.690344827586205,3607.168954348175,1.2415194392165296,0.7353857085108557,female
163,3V,dark,0.0743060710886313,0.01210582897205186,12.276081424936386,7732.368922715938,1.6469128890355955,0.8472196124537864,female
164,3V,dark,0.0843372751719613,0.016033292569854946,10.50596153846154,7674.326130115982,1.634854236586154,0.8900336411834808,female
165,3V,dark,0.1455872251160527,0.021516339788748663,13.526934097421202,11619.271706332951,1.760951356912674,0.9969974129209269,male
166,3V,dark,0.053698438563688056,0.012783508965398276,8.401204819277108,5278.084255068738,1.6801730640590338,0.8552814174184541,male
167,3V,dark,0.050750530592631155,0.01164377443113385,8.717195767195768,5492.311076723319,1.5901384301078414,0.7653528896281006,male
168,3V,dark,0.03411966670853745,0.008508143868023281,8.020472440944882,4140.397885244182,1.3402063099805521,0.7265289347108906,female
169,3V,dark,0.07731866669541673,0.016972803469721565,9.110889292196008,8384.222633989364,1.557786065811598,0.8312958662934963,female
170,3V,dark,0.14360809149912054,0.03647150509646158,7.87508445945946,12987.115824760642,1.5290655942952114,0.7911057934189901,female
171,3V,dark,0.09802641103755887,0.018851825269454805,10.39967320261438,8247.81942560918,1.6949579685120677,0.9424446449478188,male
172,3V,dark,0.06751386933713656,0.012721901693275873,10.613801452784504,6509.938558773837,1.7009115390457885,0.8485368897809664,male
173,3V,dark,0.02918952553159375,0.0074544799268105606,7.831404958677685,3301.863350626969,1.3074105592124812,0.7352181792125753,male
174,3V,dark,0.034452232949786186,0.00927566900321827,7.42851711026616,4438.434683819541,1.2918020047200902,0.7114144063678393,female
175,3V,dark,0.3173760230657627,0.07064813930636372,8.9849978194505,23847.919812217493,1.655280417737043,0.8299692100028391,female
176,3V,dark,0.17553914064016116,0.03810409780770522,9.213662085691189,13632.789124288724,1.6323403217163965,0.8897642105328749,female
177,3V,dark,0.09856855503223601,0.024242461580164923,8.131893265565438,8276.101523689942,1.6084982343021605,0.8441564955852319,male
178,3V,dark,0.056339850355936014,0.010565647168991828,10.66472303206997,5427.077307797701,1.6413925002319616,0.8541927230960329,male
179,3V,dark,0.043319153392866495,0.010781272621420233,8.036,4773.311523684024,1.2610278858671096,0.7341902066007469,male
180,3V,dark,0.12353798242344527,0.026275501560204167,9.403282532239157,11950.594865851037,1.4111789159588775,0.7522286930417026,female
181,3V,dark,0.09447783216330856,0.01992995253159683,9.480989180834621,9767.955012249517,1.5310213231367367,0.7609051190235729,female
182,3V,dark,0.1243496582336579,0.03217439786592409,7.727298850574712,10729.546065136059,1.5371210175742687,0.809680261140883,female
183,3V,dark,0.16189004950144315,0.03470029602294255,9.330284191829486,13933.85194872951,1.6359729918242958,0.8724320714308953,male
184,3V,dark,0.0876440455031312,0.02136232160844266,8.205772005772006,7710.389097587211,1.6165144445458424,0.8244773677847537,male
185,3V,dark,0.08566953243160823,0.02418085430804252,7.085732484076433,7503.982176908617,1.2723052613618393,0.7258328255892295,male
186,3V,dark,0.21275917409290993,0.04086102323518268,10.417269984917043,17295.10257707284,1.4829575073241226,0.8092441307610347,female
187,3V,dark,0.08171742592495618,0.016464543474711754,9.933333333333332,7854.59130972968,1.5928891247677561,0.8330755099839893,female
188,3V,dark,0.020282654164497576,0.00415849086826209,9.754814814814816,4257.332086863502,1.426976789393017,0.7286825540800517,female
189,3V,dark,0.05345508983880457,0.013091545326010283,8.166352941176472,5528.5430243045585,1.5655378850127906,0.8111069419135377,male
190,3V,dark,0.0656394680828125,0.01809713618595539,7.2458262350936975,6490.3305387507535,1.5677599384380259,0.7976939721751382,male
191,3V,dark,0.04755311316947852,0.011428148978705446,8.322102425876011,5668.291178156118,1.3046264378530936,0.7567704468759174,male
192,3V,dark,0.021864420876240232,0.005020992677975708,8.709202453987729,4174.598242684776,1.2693267320961366,0.7117079780301975,female
193,3V,dark,0.04600369027560013,0.008224570828340577,11.18689138576779,6720.832510556507,1.7072199965477504,0.9010678452708872,female
194,3V,dark,0.19116274485040213,0.03758043599466481,10.173524590163934,16184.726823317942,1.6740132898240137,0.8710812740117307,female
195,3V,dark,0.27356247131411393,0.03813490144376642,14.347092084006466,21198.9178808185,1.8288099793002355,1.0330874294527441,male
196,3V,dark,0.2226024759962666,0.046744517722872005,9.525049439683587,17352.54754992406,1.840369971599153,0.8703774328296535,male
197,3V,dark,0.056322908356102354,0.012691098057214674,8.875970873786407,4722.205136581968,1.3739492860814915,0.8019004798429894,male
198,3V,dark,0.049267335516284344,0.010319218080502223,9.548656716417911,6263.996470879323,1.266659351996754,0.743063337589669,female
199,3V,dark,0.07204970474714835,0.012198239880235462,11.813131313131313,7450.595953988482,1.6861474077687282,0.8281566807298784,female
200,3V,dark,0.10572732005285904,0.018266556184291995,11.576053962900506,10489.736034712867,1.8025849499525484,0.9589042426152811,female
201,3V,dark,0.05505379855038089,0.011797792611439853,9.332898172323759,5209.860827108217,1.6867555698921601,0.8798560656820724,male
202,3V,dark,0.11254108434959663,0.02193218887557487,10.262640449438202,9274.701096540672,1.7540893558788255,0.8779800947244439,male
203,3V,dark,0.02690697609945878,0.00649956720891334,8.27962085308057,3953.022558679494,1.2303183283242822,0.7160465218850659,male
204,3V,dark,0.0,0.0,,132.41222972909577,,,female
205,3V,dark,0.05944563249496918,0.01835695766544918,6.4766323024054975,5759.717612995124,1.3795170371395384,0.7149400866009008,female
206,3V,dark,0.0,0.0,,176.2982140856505,,,female
207,3V,dark,0.0,0.0,,1490.7725529906775,,,male
208,3V,dark,0.044525084688026344,0.010030090270812439,8.878301886792453,4304.446617792946,1.4456165111106847,0.7894239014664451,male
209,3V,dark,0.09004213899560316,0.026715366224459542,6.740850059031877,8463.015318047093,1.3343745457651517,0.7186518805124434,male
210,3V,dark,0.045039205667316416,0.016653734789273483,5.408901515151515,6283.4467336571315,1.075799464434801,0.6257370156797092,female
211,3V,dark,0.03596796679346215,0.012364136434460615,5.818112244897959,5140.588339529074,1.446800852269743,0.6735745771564875,female
212,3V,dark,0.13069396869854846,0.02991679440838238,8.738818565400845,10081.291374785835,1.493254746201139,0.8322263829039808,female
213,3V,dark,0.1641638752736196,0.0447884534105461,7.330633802816902,13194.874147605899,1.3692807505412674,0.7757417002984384,male
214,3V,dark,0.004278558947282098,0.001766305204922945,4.844642857142857,1994.2139952043653,0.8144788511788668,0.5867112128752217,male
215,3V,dark,0.0,0.0,,2237.2540015623767,,,male
216,3V,dark,0.0278681957823155,0.0064343975322193,8.662254901960784,5434.357009109521,1.3637281942503163,0.762339738993272,female
217,3V,dark,0.09705058571942242,0.021731862253426947,8.931640058055152,8198.723281853097,1.685044956543006,0.8769540098656858,female
218,3V,dark,0.08540716489089911,0.02237845612308624,7.62425952045134,7948.546076075188,1.5973656165949348,0.8365883528002335,female
219,3V,dark,0.019459321360307338,0.005472392018823767,7.072254335260116,2971.6700417971965,1.4701985363316328,0.7819940427013821,male
220,3V,dark,0.06976432441980028,0.01718993458362509,8.116880733944953,6352.43994886676,1.4914226179631929,0.7859116537407318,male
221,3V,dark,0.09259539625164803,0.026936154375074912,6.875175644028102,8035.2447612172755,1.406550603589104,0.7426234191781544,male
222,3V,dark,0.12668508670666087,0.0244286318073718,10.367829457364342,9500.576949622187,1.4479529459187959,0.830065692112963,female
223,3V,dark,0.12494716854967418,0.025343325574206897,9.85093399750934,10427.088533096143,1.6463700165222226,0.8990703124593813,female
224,3V,dark,0.09408729332652044,0.027093860196943032,6.945285215366705,10356.170950742073,1.6653971430505863,0.7809361442156436,female
225,3V,dark,0.12892766349362553,0.025611425471382704,10.067980295566501,10591.883380307945,1.6990410670435987,0.8735852605681307,male
226,3V,dark,0.07684689287989756,0.017978463692965692,8.548771929824563,7113.784000205063,1.6917523294096593,0.8247605481983555,male
227,3V,dark,0.02805586571033856,0.0072229266415599,7.7685589519650655,3057.202124361068,1.1772586291913216,0.7382555257202805,male
228,3V,dark,0.13892778965828304,0.02904941238810772,9.564929424538546,10862.766734785802,1.4362436458831191,0.8609892441564958,female
229,3V,dark,0.0,0.0,,1887.280728445003,,,female
230,3V,dark,0.07972187001255339,0.016133305577108684,9.87866927592955,8540.311553237905,1.6601643208017798,0.9057778767515436,female
231,3V,dark,0.16420803290374267,0.03379635762633813,9.713071895424838,13990.081619810944,1.577465549152822,0.8015027180694495,male
232,3V,dark,0.07571141096244709,0.01618061732366912,9.358284600389863,6687.8287458547775,1.5800146286207173,0.8496053272238567,male
233,3V,dark,0.014783343741917577,0.003280281094856898,9.01346153846154,2109.7413604175217,1.185407189274375,0.7199762711515791,male
234,3V,dark,0.1288046529525684,0.030184894305558187,8.534378265412748,10489.838024313703,1.453893147526299,0.806546387153914,female
235,3V,dark,0.14265753234546408,0.027898159888470445,10.224434389140272,12230.248887120662,1.8159179204096416,0.9324557080330463,female
236,3V,dark,0.14652605615588904,0.040420002144799176,7.250507416081184,11249.678765386981,1.6609876565916315,0.8340111193517564,female
