Timestamp,sex,age,factorial framing,letter_i,tumor,k_position,framing,Steve,letter_ing,Linda,letter_ly,letter_l,Group,microframingID,framingID
27/06/2018 08:30:35,female,24.0,0.0,,10,There are more words having the letter K at the beginning than at the third position,Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,21,21,1,9->1,positive
27/06/2018 08:31:10,male,23.0,1001.0,,20,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller. (Bankkauffrau),9,6,1,9->1,positive
27/06/2018 08:31:42,Prefer not to say,25.0,100000.0,,20,There are more words having the letter K at the beginning than at the third position,Find a better Program ,farmer,,Linda is a bank teller and is active in the feminist movement.,21,21,1,9->1,positive
27/06/2018 08:33:21,female,25.0,1000.0,,90,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,21,13,1,9->1,positive
27/06/2018 08:33:41,male,24.0,362880.0,,100,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller. (Bankkauffrau),6,13,1,9->1,positive
27/06/2018 08:34:07,male,24.0,8703536.0,,90,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,9,1.5,1,9->1,positive
27/06/2018 08:34:19,male,46.0,10000.0,,50,"More words have the letter k at the third position, than at the beginning","only 600 people in the US, a program would be to expensive",farmer,,Linda is a bank teller. (Bankkauffrau),13,3.5,1,9->1,positive
27/06/2018 08:37:11,Prefer not to say,25.0,40000.0,,90,There are more words having the letter K at the beginning than at the third position,Program B: either no one is saved (67% probability) or everyone is saved (33% probability),farmer,,Linda is a bank teller and is active in the feminist movement.,21,9,1,9->1,positive
27/06/2018 08:37:30,male,24.0,8000.0,,90,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,13,13,1,9->1,positive
24/04/2019 08:28:32,female,24.0,362880.0,,50,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,21,13,1,9->1,positive
24/04/2019 08:28:49,female,22.0,1300.0,,30,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,21,6,1,9->1,positive
24/04/2019 08:28:49,female,23.0,250.0,,90,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller. (Bankkauffrau),13,9,1,9->1,positive
24/04/2019 08:29:06,female,24.0,0.0,,90,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller. (Bankkauffrau),21,21,1,9->1,positive
24/04/2019 08:29:08,female,22.0,55.0,,100,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,21,1.5,1,9->1,positive
24/04/2019 08:29:16,female,,0.0,,90,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),farmer,,Linda is a bank teller. (Bankkauffrau),21,6,1,9->1,positive
24/04/2019 08:29:54,female,,25678.0,,90,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,13,6,1,9->1,positive
24/04/2019 08:30:04,female,22.0,7654321.0,,90,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller. (Bankkauffrau),13,6,1,9->1,positive
24/04/2019 08:30:10,female,22.0,0.0,,90,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,9,6,1,9->1,positive
24/04/2019 08:30:46,female,23.0,12048.0,,90,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller. (Bankkauffrau),13,1.5,1,9->1,positive
24/04/2019 08:30:21,female,24.0,1000.0,,10,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,21,21,1,9->1,positive
24/04/2019 08:31:31,female,25.0,12356.0,,100,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,21,13,1,9->1,positive
03/05/2019 10:37:07,female,23.0,337.0,,10,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,9,6,1,9->1,positive
03/05/2019 10:37:13,female,23.0,337.0,,10,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,9,6,1,9->1,positive
03/05/2019 10:37:22,male,22.0,1000.0,,90,There are more words having the letter K at the beginning than at the third position,Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,21,6,1,9->1,positive
03/05/2019 10:37:30,male,18.0,5500.0,,20,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,librarian,,Linda is a bank teller. (Bankkauffrau),13,9,1,9->1,positive
03/05/2019 10:37:36,male,20.0,386000.0,,100,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,21,9,1,9->1,positive
03/05/2019 10:38:03,male,18.0,370000.0,,70,"More words have the letter k at the third position, than at the beginning",Investigate in finding a better programm,farmer,,Linda is a bank teller and is active in the feminist movement.,21,21,1,9->1,positive
03/05/2019 10:38:49,male,19.0,14000.0,,40,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,21,3.5,1,9->1,positive
03/05/2019 10:39:06,male,21.0,1230.0,,50,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,9,9,1,9->1,positive
03/05/2019 10:39:06,male,19.0,50000.0,,100,There are more words having the letter K at the beginning than at the third position,Program B: either no one is saved (67% probability) or everyone is saved (33% probability),farmer,,Linda is a bank teller and is active in the feminist movement.,21,9,1,9->1,positive
03/05/2019 10:39:11,male,25.0,3200000.0,,40,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,21,9,1,9->1,positive
03/05/2019 10:39:33,female,23.0,709.0,,90,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,9,13,1,9->1,positive
03/05/2019 10:40:27,male,21.0,362880.0,,100,There are more words having the letter K at the beginning than at the third position,Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,6,6,1,9->1,positive
03/05/2019 10:41:29,female,23.0,362970.0,,10,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,9,3.5,1,9->1,positive
03/05/2019 10:41:37,female,22.0,100000000.0,,90,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,6,1.5,1,9->1,positive
03/05/2019 10:42:12,male,20.0,10000.0,,90,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,farmer,,Linda is a bank teller and is active in the feminist movement.,6,13,1,9->1,positive
03/05/2019 10:50:32,female,23.0,337.0,,10,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,9,6,1,9->1,positive
03/05/2019 13:44:08,male,21.0,1000.0,,90,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller. (Bankkauffrau),21,9,1,9->1,positive
03/05/2019 13:48:53,male,21.0,30000.0,,30,There are more words having the letter K at the beginning than at the third position,Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller. (Bankkauffrau),9,21,1,9->1,positive
08/05/2019 18:58:35,male,22.0,900.0,,10,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,21,13,1,9->1,positive
08/05/2019 19:14:34,female,20.0,900.0,,90,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,farmer,,Linda is a bank teller and is active in the feminist movement.,21,21,1,9->1,positive
08/05/2019 19:16:42,female,21.0,5050.0,,60,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,13,9,1,9->1,positive
08/05/2019 19:16:42,male,18.0,5050.0,,90,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,21,9,1,9->1,positive
08/05/2019 19:17:08,female,21.0,54.0,,90,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,21,9,1,9->1,positive
08/05/2019 19:17:10,male,20.0,362880.0,,90,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,21,9,1,9->1,positive
08/05/2019 19:17:27,male,18.0,638.0,,70,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,9,9,1,9->1,positive
08/05/2019 19:18:43,female,28.0,10000.0,,90,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,21,21,1,9->1,positive
08/05/2019 19:19:10,female,19.0,362880.0,,10,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,9,9,1,9->1,positive
08/05/2019 19:19:17,male,21.0,360000.0,,50,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,21,9,1,9->1,positive
08/05/2019 19:22:34,female,18.0,350000.0,,30,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),farmer,,Linda is a bank teller. (Bankkauffrau),13,9,1,9->1,positive
22/06/2020 08:26:27,male,22.0,580.0,,10,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,21,9,1,9->1,positive
22/06/2020 08:29:11,female,24.0,300.0,,90,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,13,6,1,9->1,positive
22/06/2020 08:29:14,female,21.0,400000.0,,20,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller. (Bankkauffrau),9,6,1,9->1,positive
22/06/2020 08:30:29,male,22.0,10000000.0,,90,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,13,9,1,9->1,positive
22/06/2020 08:30:55,male,25.0,360000.0,,90,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller. (Bankkauffrau),6,9,1,9->1,positive
22/06/2020 08:31:04,female,22.0,30432.0,,10,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),farmer,,Linda is a bank teller and is active in the feminist movement.,13,21,1,9->1,positive
22/06/2020 08:31:05,female,22.0,4050.0,,50,"More words have the letter k at the third position, than at the beginning",Both are same,librarian,,Linda is a bank teller and is active in the feminist movement.,13,21,1,9->1,positive
29/06/2020 08:27:52,female,23.0,2300.0,,30,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,13,13,1,9->1,positive
29/06/2020 08:27:57,female,23.0,0.0,,40,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,21,13,1,9->1,positive
29/06/2020 08:28:02,female,24.0,100.0,,100,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,21,13,1,9->1,positive
29/06/2020 08:28:11,female,,999.0,,90,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,21,21,1,9->1,positive
29/06/2020 08:28:51,female,27.0,362880.0,,90,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,13,13,1,9->1,positive
29/06/2020 08:29:49,female,26.0,362.88,,90,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,13,9,1,9->1,positive
17/12/2020 08:26:15,female,23.0,189654.0,,100,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,13,6,1,9->1,positive
17/12/2020 08:26:31,female,22.0,550.0,,10,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,farmer,,Linda is a bank teller and is active in the feminist movement.,21,13,1,9->1,positive
17/12/2020 08:26:31,male,29.0,6040000.0,,10,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,9,21,1,9->1,positive
17/12/2020 08:26:37,female,23.0,50.0,,90,There are more words having the letter K at the beginning than at the third position,Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,6,6,1,9->1,positive
17/12/2020 08:26:58,female,26.0,300000.0,,90,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller. (Bankkauffrau),9,21,1,9->1,positive
17/12/2020 08:27:01,female,23.0,1500.0,,90,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,farmer,,Linda is a bank teller. (Bankkauffrau),21,21,1,9->1,positive
17/12/2020 08:27:14,female,23.0,300000.0,,100,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,13,9,1,9->1,positive
17/12/2020 08:27:16,female,27.0,157809.0,,70,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,13,13,1,9->1,positive
17/12/2020 08:27:19,female,22.0,2561.0,,90,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),farmer,,Linda is a bank teller. (Bankkauffrau),21,9,1,9->1,positive
17/12/2020 08:27:35,female,,360.0,,100,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,librarian,,Linda is a bank teller. (Bankkauffrau),9,6,1,9->1,positive
17/12/2020 08:27:39,female,22.0,999.0,,90,There are more words having the letter K at the beginning than at the third position,Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller. (Bankkauffrau),21,9,1,9->1,positive
17/12/2020 08:27:41,male,25.0,150000.0,,100,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller. (Bankkauffrau),21,13,1,9->1,positive
17/12/2020 08:28:08,female,26.0,362880.0,,90,There are more words having the letter K at the beginning than at the third position,Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,21,6,1,9->1,positive
17/12/2020 08:28:44,female,23.0,200.0,,50,"More words have the letter k at the third position, than at the beginning",All people will be saved,farmer,,Linda is a bank teller. (Bankkauffrau),3.5,6,1,9->1,positive
17/12/2020 08:29:03,male,28.0,700000.0,,10,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,farmer,,Linda is a bank teller. (Bankkauffrau),13,21,1,9->1,positive
17/12/2020 08:30:24,male,23.0,100000.0,,50,There are more words having the letter K at the beginning than at the third position,I deny the virus until I'm not elected again. Then I deny that too. (,librarian,,Linda is a bank teller. (Bankkauffrau),9,6,1,9->1,positive
17/12/2020 08:30:27,male,24.0,1000.0,,10,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller. (Bankkauffrau),9,9,1,9->1,positive
21/06/2021 09:23:30,female,23.0,250000.0,,90,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,farmer,,Linda is a bank teller. (Bankkauffrau),21,6,1,9->1,positive
21/06/2021 09:23:36,female,22.0,1000.0,,10,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,9,9,1,9->1,positive
21/06/2021 09:24:27,male,24.0,100073.0,,10,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),farmer,,Linda is a bank teller. (Bankkauffrau),21,21,1,9->1,positive
21/06/2021 09:24:52,female,,124563.0,,90,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller. (Bankkauffrau),13,9,1,9->1,positive
21/06/2021 09:25:04,female,26.0,362880.0,,90,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,6,3.5,1,9->1,positive
21/06/2021 09:25:13,male,23.0,10000000.0,,90,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),farmer,,Linda is a bank teller. (Bankkauffrau),21,21,1,9->1,positive
21/06/2021 09:25:21,female,24.0,890.0,,50,There are more words having the letter K at the beginning than at the third position,Save all of them with a drug,librarian,,Linda is a bank teller and is active in the feminist movement.,21,21,1,9->1,positive
21/06/2021 09:25:27,male,27.0,50000.0,,80,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller. (Bankkauffrau),21,9,1,9->1,positive
21/06/2021 09:25:49,male,24.0,999999.0,,50,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,3.5,9,1,9->1,positive
22/12/2021 08:34:00,female,28.0,544320.0,,50,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,21,21,1,9->1,positive
22/12/2021 08:34:20,female,25.0,500.0,,10,There are more words having the letter K at the beginning than at the third position,,librarian,,Linda is a bank teller. (Bankkauffrau),21,21,1,9->1,positive
22/12/2021 08:34:59,female,23.0,10000.0,,100,There are more words having the letter K at the beginning than at the third position,Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller. (Bankkauffrau),13,13,1,9->1,positive
22/12/2021 08:34:59,male,21.0,32.0,,100,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller. (Bankkauffrau),9,9,1,9->1,positive
22/12/2021 08:37:03,female,22.0,1000000.0,,90,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,librarian,,Linda is a bank teller. (Bankkauffrau),21,13,1,9->1,positive
22/12/2021 08:38:07,female,29.0,0.0,,50,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,farmer,,Linda is a bank teller. (Bankkauffrau),21,13,1,9->1,positive
22/12/2021 08:38:15,male,24.0,0.0,,90,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,3.5,9,1,9->1,positive
22/12/2021 08:40:36,female,25.0,362880.0,,100,There are more words having the letter K at the beginning than at the third position,Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,13,13,1,9->1,positive
25/08/2022 23:14:14,male,21.0,100000071.0,,90,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,6,6,1,9->1,positive
25/08/2022 23:16:58,female,22.0,0.0,,90,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller. (Bankkauffrau),1.5,1.5,1,9->1,positive
04/10/2022 04:21:40,,,300000.0,,10,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,librarian,,Linda is a bank teller. (Bankkauffrau),21,1.5,1,9->1,positive
04/10/2022 04:40:35,female,21.0,3810240.0,,100,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,13,13,1,9->1,positive
04/10/2022 05:05:06,female,,362880.0,,80,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,6,6,1,9->1,positive
04/10/2022 05:42:48,male,21.0,30000.0,,100,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,librarian,,Linda is a bank teller. (Bankkauffrau),13,6,1,9->1,positive
04/10/2022 07:06:26,female,20.0,987654.0,,90,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,farmer,,Linda is a bank teller and is active in the feminist movement.,13,6,1,9->1,positive
04/10/2022 09:36:25,male,20.0,20200.0,,100,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,21,13,1,9->1,positive
04/10/2022 09:58:29,female,21.0,400000.0,,90,"More words have the letter k at the third position, than at the beginning",Program B: either no one is saved (67% probability) or everyone is saved (33% probability),farmer,,Linda is a bank teller and is active in the feminist movement.,3.5,0.0,1,9->1,positive
04/10/2022 10:12:28,female,20.0,0.0,,90,"More words have the letter k at the third position, than at the beginning",Program A: 200 people will be saved.,librarian,,Linda is a bank teller and is active in the feminist movement.,9,13,1,9->1,positive
04/10/2022 22:45:06,female,20.0,1000.0,,90,There are more words having the letter K at the beginning than at the third position,Program B: either no one is saved (67% probability) or everyone is saved (33% probability),librarian,,Linda is a bank teller and is active in the feminist movement.,3.5,9,1,9->1,positive
04/10/2022 22:49:22,male,19.0,4500.0,,10,There are more words having the letter K at the beginning than at the third position,Program A: 200 people will be saved.,farmer,,Linda is a bank teller and is active in the feminist movement.,6,1.5,1,9->1,positive
