,genotype,light_condition,activity_norm_sum,activity_freq,activity_bout_dur_sec,distance_walked_mm,max_speed_mmPs,avg_speed_mmPs,sex
0,3V,dark,0.0009954669832737267,0.0004370342853396849,4.555555555555555,645.5699821467492,0.8428125942240643,0.5872910900317606,female
1,3V,dark,0.10713657407407408,0.032407407407407406,6.6118571428571435,12703.755122185852,1.2496549566059054,0.6942686708694719,female
2,3V,dark,0.0,0.0,,407.5593225536895,,,female
3,3V,dark,0.0,0.0,,2406.674357200863,,,male
4,3V,dark,0.0873287037037037,0.01990740740740741,8.773488372093023,10355.56623701171,1.3454380959808068,0.7678490910553294,male
5,3V,dark,0.0039560185185185184,0.000925925925925926,8.544999999999998,1071.276831447938,1.0485040677278776,0.7016901381185091,male
6,3V,dark,0.0948287037037037,0.022430555555555554,8.455314757481942,11744.946499766555,1.5595947924376223,0.766196360785178,female
7,3V,dark,0.10346527777777778,0.029375,7.044444444444445,13753.427370335748,1.5313785453157511,0.7354354049108888,female
8,3V,dark,0.03167013888888889,0.007199074074074074,8.798392282958199,4431.757679815395,1.6357389310805803,0.8208082053501442,female
9,3V,dark,0.08110185185185186,0.026180555555555554,6.195579133510169,10333.325281392015,1.381385582089233,0.7235245186662436,male
10,3V,dark,0.16137847222222224,0.044398148148148145,7.269603753910323,17518.486000700366,1.359349125682532,0.7511352008968767,male
11,3V,dark,0.16403703703703704,0.05164351851851852,6.352666965486329,20019.811475850274,1.2636613234898806,0.7112495051976254,male
12,3V,dark,0.1179826388888889,0.036967592592592594,6.383030682529744,14302.161449610901,1.4687047297129194,0.7406968945665819,female
13,3V,dark,0.23515625,0.06495370370370371,7.2407341411261585,24140.49176614105,1.5036080457539702,0.7958236901633724,female
14,3V,dark,0.1557673611111111,0.05032407407407408,6.190570377184912,18393.76217561102,1.391310293895152,0.7192563175716233,female
15,3V,dark,0.16730092592592594,0.05092592592592592,6.570363636363636,18095.239329567263,1.4348091593776005,0.7491106429554476,male
16,3V,dark,0.2040925925925926,0.05703703703703704,7.156493506493506,21763.344377418853,1.468062101592693,0.7985598695234152,male
17,3V,dark,0.011694444444444445,0.0029861111111111113,7.832558139534885,1769.6410313397446,1.3534330163544745,0.7961290749986119,male
18,3V,dark,0.06584606481481481,0.016574074074074074,7.945670391061453,9068.156627823999,1.4086997415589786,0.757967240817404,female
19,3V,dark,0.11847337962962963,0.02872685185185185,8.248267526188556,14692.42890275438,1.534842537111295,0.7873095589745588,female
20,3V,dark,0.16960532407407408,0.04990740740740741,6.796799628942486,18321.57994489936,1.5151034035720525,0.7845068464264119,female
21,3V,dark,0.04247337962962963,0.015370370370370371,5.526656626506024,7620.417307711346,1.2902061102715034,0.6869993365201844,male
22,3V,dark,0.12242476851851852,0.03340277777777778,7.33021483021483,13482.146291618148,1.4658072708353416,0.795287057741999,male
23,3V,dark,0.11412731481481482,0.028564814814814814,7.990761750405185,12102.782825346862,1.2553374567179327,0.7401858733199489,male
24,3V,dark,0.06733564814814814,0.016435185185185185,8.194084507042252,7538.965332475429,1.3597995272382704,0.7872481593666467,female
25,3V,dark,0.0,0.0,,1251.1312800192204,,,female
26,3V,dark,0.11105092592592593,0.03263888888888889,6.804822695035461,12826.420896701344,1.2897026639936084,0.7149899188488651,female
27,3V,dark,0.09520717592592592,0.026782407407407408,7.1096802074330165,11725.581869167574,1.4338596225829026,0.7582414770490049,male
28,3V,dark,0.16113773148148147,0.04247685185185185,7.58708446866485,18134.842892786346,1.4799119433319128,0.7950352517007373,male
29,3V,dark,0.12224189814814815,0.028078703703703703,8.707089859851608,13084.051467607966,1.3000884537717847,0.7657926469829043,male
30,3V,dark,0.15615162037037036,0.041226851851851855,7.575238629983155,17349.3300701922,1.428617437455357,0.7529685305548555,female
31,3V,dark,0.12302083333333333,0.02511574074074074,9.7963133640553,13150.217296994333,1.5494394099353992,0.896009071803559,female
32,3V,dark,0.16763078703703704,0.042708333333333334,7.850027100271002,17848.496078910102,1.5655065056680872,0.8099613138255599,female
33,3V,dark,0.1890023148148148,0.045439814814814815,8.318797758532858,19891.981312224925,1.6433415845004378,0.8728073716090549,male
34,3V,dark,0.17456712962962964,0.04800925925925926,7.272227579556412,18795.267311224863,1.535909650725006,0.7944020426675024,male
35,3V,dark,0.08286805555555556,0.023958333333333335,6.917681159420289,10484.149888994194,1.2492815279783884,0.7190034356728287,male
36,3V,dark,0.08942013888888889,0.026157407407407407,6.837079646017699,10800.988324518072,1.3757254892362891,0.7415936977199663,female
37,3V,dark,0.08469791666666666,0.017314814814814814,9.783288770053476,9019.619215175802,1.5639902315198855,0.8574825308802356,female
38,3V,dark,0.11272453703703704,0.029074074074074075,7.754299363057326,13629.372781257889,1.6342592748764753,0.8097296772684535,female
