genotype,sex,animalNo,expType,birthDate,median_curv_amp,mean_curv_amp,max_curv_amp
sufge1-HT,M,20,c-start,08-2019,2.010929688332731,2.315959494738447,5.754174702693733
sufge1-HT,M,16,c-start,08-2019,1.7397042316580182,1.7289965410395043,3.4030069848061895
sufge1-HT,M,33,c-start,08-2019,2.323906102459455,2.390960850293476,5.429883384561934
sufge1-HT,M,23,c-start,08-2019,2.5966809417937484,2.5879906740782728,4.724430414743904
sufge1-HT,M,39,c-start,08-2019,1.698635510641462,1.6414206527369062,2.674666135524353
sufge1-HT,M,26,c-start,08-2019,2.4575990729129975,2.4979684171766143,4.569740043377798
sufge1-HT,M,9,c-start,08-2019,1.7070752053379175,2.1255245666017037,3.5897271939755093
sufge1-HT,M,21,c-start,08-2019,2.169135312978642,2.246169195413371,5.802607654764264
sufge1-HT,M,29,c-start,08-2019,2.2270386269961966,2.284376346036209,4.204185720297095
sufge1-HT,M,24,c-start,08-2019,1.794325270357756,1.9523902759862486,4.490135747865768
sufge1-HT,M,40,c-start,08-2019,2.1504382395753927,2.351744653841755,4.665610797641553
sufge1-HT,M,18,c-start,08-2019,2.51539909480778,2.5453442206852896,4.858598468487343
sufge1-HT,F,18,c-start,08-2019,2.4622347850129955,2.716859186805715,6.402052460795106
sufge1-HT,F,5,c-start,08-2019,1.8717524156445493,1.956369966590439,5.051314508181474
sufge1-HT,F,20,c-start,08-2019,2.2961579099200433,2.450461989096255,5.054020182029758
sufge1-HT,F,11,c-start,08-2019,2.3425473983865386,2.296232046475983,4.781529463568143
sufge1-HT,F,1,c-start,08-2019,1.9035663830237213,2.0858402255911663,4.769563281086848
sufge1-HT,F,3,c-start,08-2019,,,
sufge1-HT,F,2,c-start,08-2019,,,
sufge1-HT,F,15,c-start,08-2019,,,
sufge1-HT,F,10,c-start,08-2019,,,
sufge1-HT,F,7,c-start,08-2019,,,
sufge1-HT,F,13,c-start,08-2019,,,
sufge1-HT,F,8,c-start,08-2019,,,
sufge1-HT,F,17,c-start,08-2019,,,
sufge1-HT,F,26,c-start,08-2019,,,
sufge1-HT,F,14,c-start,08-2019,,,
sufge1-HT,F,6,c-start,08-2019,,,
sufge1-HT,F,21,c-start,08-2019,,,
sufge1-HT,F,23,c-start,08-2019,,,
sufge1-HT,F,9,c-start,08-2019,,,
sufge1-HT,F,19,c-start,08-2019,,,
sufge1-HT,F,22,c-start,08-2019,,,
sufge1-HT,F,16,c-start,08-2019,,,
sufge1-HM,M,1,c-start,08-2019,,,
sufge1-HM,M,3,c-start,08-2019,,,
sufge1-HM,M,2,c-start,08-2019,,,
sufge1-HM,M,10,c-start,08-2019,,,
sufge1-HM,M,7,c-start,08-2019,,,
sufge1-HM,M,8,c-start,08-2019,,,
sufge1-HM,M,4,c-start,08-2019,,,
sufge1-HM,M,6,c-start,08-2019,,,
sufge1-HM,M,9,c-start,08-2019,,,
sufge1-HM,F,1,c-start,08-2019,,,
sufge1-HM,F,3,c-start,08-2019,,,
sufge1-HM,F,2,c-start,08-2019,,,
sufge1-HM,F,6,c-start,08-2019,,,
sufge1-HM,F,4,c-start,08-2019,,,
sufge1-HM,F,5,c-start,08-2019,,,
sufge1-INT,M,24,c-start,08-2019,,,
sufge1-INT,M,12,c-start,08-2019,,,
sufge1-INT,M,2,c-start,08-2019,,,
sufge1-INT,M,4,c-start,08-2019,,,
sufge1-INT,M,3,c-start,08-2019,,,
sufge1-INT,M,34,c-start,08-2019,,,
sufge1-INT,M,15,c-start,08-2019,,,
sufge1-INT,M,11,c-start,08-2019,,,
sufge1-INT,M,7,c-start,08-2019,,,
sufge1-INT,M,8,c-start,08-2019,,,
sufge1-INT,M,5,c-start,08-2019,,,
sufge1-INT,M,17,c-start,08-2019,,,
sufge1-INT,M,29,c-start,08-2019,,,
sufge1-INT,M,30,c-start,08-2019,,,
sufge1-INT,M,20,c-start,08-2019,,,
sufge1-INT,M,14,c-start,08-2019,,,
sufge1-INT,M,6,c-start,08-2019,,,
sufge1-INT,M,25,c-start,08-2019,,,
sufge1-INT,M,13,c-start,08-2019,,,
sufge1-INT,M,28,c-start,08-2019,,,
sufge1-INT,M,10,c-start,08-2019,,,
sufge1-INT,M,23,c-start,08-2019,,,
sufge1-INT,M,31,c-start,08-2019,,,
sufge1-INT,M,26,c-start,08-2019,,,
sufge1-INT,M,16,c-start,08-2019,,,
sufge1-INT,F,3,c-start,08-2019,,,
sufge1-INT,F,1,c-start,08-2019,,,
sufge1-INT,F,11,c-start,08-2019,,,
sufge1-INT,F,5,c-start,08-2019,,,
sufge1-INT,F,9,c-start,08-2019,,,
sufge1-INT,F,13,c-start,08-2019,,,
sufge1-INT,F,10,c-start,08-2019,,,
sufge1-INT,F,7,c-start,08-2019,,,
sufge1-INT,F,6,c-start,08-2019,,,
sufge1-INT,F,8,c-start,08-2019,,,
