genotype,sex,animalNo,expType,birthDate,median_curv_amp,mean_curv_amp,max_curv_amp
rei-INT,M,11,c-start,08-2019,1.798491701599933,1.7309801003994663,2.798794629391618
rei-INT,M,70,c-start,08-2019,1.7116507958255087,1.7646499211971893,4.0457102552188395
rei-INT,M,40,c-start,08-2019,1.6979771569261524,1.8190312218932367,4.062674805533824
rei-INT,M,35,c-start,08-2019,1.529663370167776,1.5761152211985376,3.0940564195084503
rei-INT,M,29,c-start,08-2019,1.6518352754802241,1.7548561131629503,3.9457923644352806
rei-INT,M,15,c-start,08-2019,1.3287565515373683,1.3363362753022285,2.860543095460648
rei-INT,M,22,c-start,08-2019,1.8546502167740626,1.8741898599975368,3.8384984592765568
rei-INT,M,23,c-start,08-2019,1.7637719311579516,1.861776442632175,3.3113904233699647
rei-INT,M,16,c-start,08-2019,1.8362318693231274,2.0839329717007846,4.353163067378926
rei-INT,M,50,c-start,08-2019,1.8289918881402336,2.1275652681841306,4.709268794384587
rei-INT,M,27,c-start,08-2019,1.8142051072635355,1.8928322360980805,4.3736224757307225
rei-INT,M,19,c-start,08-2019,1.393847009455893,1.5959697229040537,3.2908179317142165
rei-INT,M,31,c-start,08-2019,1.6222706264732842,1.65689110901246,3.0028958201119074
rei-INT,M,9,c-start,08-2019,1.8189569513801271,1.7202175309454184,2.8654512936658394
rei-INT,M,21,c-start,08-2019,1.2427480726042084,1.5419021586374564,3.4848040637950963
rei-INT,M,80,c-start,08-2019,1.4166635879285394,1.6619954702186812,3.360457241458649
rei-INT,M,24,c-start,08-2019,1.1765254579277213,1.288432645399782,2.7636741152337416
rei-INT,M,32,c-start,08-2019,2.274512883947412,2.3345037778605193,4.16299660760548
rei-INT,M,14,c-start,08-2019,2.549186010020088,2.5915817006399284,5.83942618526431
rei-INT,F,33,c-start,08-2019,1.5906276239198225,1.6645275546883223,4.222112081810664
rei-INT,F,2,c-start,08-2019,1.7628394078712515,1.9873801409047624,3.6353869606831686
rei-INT,F,34,c-start,08-2019,1.6585144122466469,1.669211419925473,3.0103332860763956
rei-INT,F,18,c-start,08-2019,2.4704832862580757,2.506526667438356,5.001432085806429
rei-INT,F,26,c-start,08-2019,1.9933670633246605,2.1282583118069094,5.489820918054087
