genotype,sex,animalNo,expType,birthDate,median_curv_amp,mean_curv_amp,max_curv_amp
rei-HT,M,80,counter current,11-2018,1.1687518974103566,1.246672090192918,2.650297194947713
rei-HT,M,50,counter current,11-2018,1.254284347517081,1.3726515512940267,4.03586574704933
rei-HT,M,81,counter current,11-2018,1.69100571765021,1.8266191901002167,5.297500309166531
rei-HT,M,90,counter current,11-2018,1.4739662154546251,1.6366118061676982,4.128784880275713
rei-HT,M,41,counter current,11-2018,1.8227710160352923,1.8986189445478092,4.522469201024446
rei-HT,M,71,counter current,11-2018,1.363554953218358,1.641527368859901,3.552563409439722
rei-HT,M,60,counter current,11-2018,1.2005258537072039,1.3235121023001817,2.954231251980541
rei-HM,F,50,counter current,11-2018,1.5409795276354883,1.7311631970776613,3.8040432458231117
rei-HM,F,91,counter current,11-2018,1.4303679399915572,1.5214317136212183,3.368211427523412
rei-HM,F,31,counter current,11-2018,1.3682686336304926,1.4732588689995765,3.4435787776447686
rei-HM,F,22,counter current,11-2018,1.4355195218323489,1.5236062874932756,3.1852784510218823
rei-HM,F,35,counter current,11-2018,1.2625919203772789,1.4130432047633537,3.7553298112498075
rei-HM,F,26,counter current,11-2018,1.118545195761814,1.3470750585259668,3.9940708074492366
rei-HM,F,10,counter current,11-2018,1.2536382296511313,1.3465388858656167,3.427750810636794
rei-HM,F,12,counter current,11-2018,0.8703376380916243,0.9254865031593786,2.8652013758617465
rei-HM,F,16,counter current,11-2018,1.0834006125349638,1.208615350856418,3.365446152893004
rei-HM,F,11,counter current,11-2018,1.583337225053095,1.7442910274939871,3.6926492383710174
rei-HM,F,80,counter current,11-2018,1.3974432311352296,1.712252367531868,4.522517371440861
rei-HM,F,90,counter current,11-2018,1.2620668764675096,1.4049705451390104,3.4830160303733146
rei-HM,F,15,counter current,11-2018,1.3795886215821176,1.5018675898627065,3.770641540023144
rei-HM,F,29,counter current,11-2018,1.2808646425618113,1.469563750160585,3.5351105313227107
rei-HM,F,21,counter current,11-2018,1.1589018767528136,1.3288320028314184,3.2409245775379785
rei-HM,F,13,counter current,11-2018,1.563354285748488,1.6726009819134786,3.898052585149026
rei-HM,F,40,counter current,11-2018,1.6322085407817997,1.750948207999038,3.7488213693785903
rei-HM,F,19,counter current,11-2018,1.322660981394388,1.5705730322451448,3.6987212097538618
rei-HM,F,25,counter current,11-2018,1.2598453020519782,1.3467224280617522,3.0674222933261985
rei-HM,F,17,counter current,11-2018,1.2102293604114533,1.32078317834331,3.86037030513818
rei-HM,F,14,counter current,11-2018,1.3816342956846122,1.5306068347276556,3.4097516681384326
rei-HM,F,28,counter current,11-2018,1.0639626071065993,1.1574178519338116,2.531076080713423
rei-HM,F,71,counter current,11-2018,1.5072796534282888,1.6348600570519929,4.341894042944368
rei-HM,F,70,counter current,11-2018,1.3421356371976814,1.4638888703012307,4.056755907479285
rei-HM,F,18,counter current,11-2018,1.4157462883089202,1.6295980820514515,4.324232097227102
rei-HM,F,37,counter current,11-2018,1.1302808984775854,1.2506419217981684,2.974553473283666
rei-HM,F,24,counter current,11-2018,1.48317988353628,1.7541885379098028,4.499819591345274
rei-HM,F,33,counter current,11-2018,1.6782480702377685,1.7917248919717261,3.974422577507264
rei-HM,F,20,counter current,11-2018,1.4142801667498726,1.4720718572403155,3.040558505485623
rei-HM,F,34,counter current,11-2018,1.5065214598125714,1.631983284222427,3.2855870692179825
rei-HM,F,27,counter current,11-2018,1.3007889339197205,1.4620465310049873,3.5299690038073854
rei-HM,F,23,counter current,11-2018,1.4409611760755703,1.5211618046524074,3.4076173855318674
rei-HM,F,60,counter current,11-2018,1.5959657308150228,1.680463265172866,3.4740830897607857
rei-HM,F,41,counter current,11-2018,1.2979299034971994,1.5230237893043124,3.57130047003734
rei-HM,M,30,counter current,11-2018,2.058629767300996,2.1588470937023043,5.4710742505731975
rei-HM,M,14,counter current,11-2018,1.7589700758772933,1.7953739211503532,3.6030973672419897
rei-HM,M,27,counter current,11-2018,1.323023386527809,1.469901360918194,3.4405969603242808
rei-HM,M,40,counter current,11-2018,1.4834792149581064,1.5922443634122643,3.8719396879300785
rei-HM,M,31,counter current,11-2018,1.3558373451496766,1.4896849931299443,3.625926627136605
rei-HM,M,48,counter current,11-2018,2.300081571778638,2.3611630337962652,5.342888134265317
rei-HM,M,55,counter current,11-2018,1.2998839133675812,1.4467981874879017,3.597245352490254
rei-HM,M,21,counter current,11-2018,1.2956526736400946,1.4711685860687096,3.561957935349101
rei-HM,M,10,counter current,11-2018,1.3829205112794156,1.498697634130746,3.4346931536813456
rei-HM,M,61,counter current,11-2018,2.13533824524499,2.1542924086986854,4.872773980047695
rei-HM,M,17,counter current,11-2018,1.2486819949595038,1.3677243879008953,3.0675422538300214
rei-HM,M,44,counter current,11-2018,1.3833395211060873,1.5524306887341295,3.300201903854285
rei-HM,M,60,counter current,11-2018,1.336896782112032,1.507015497859541,4.398004217957233
rei-HM,M,53,counter current,11-2018,1.3417833252653049,1.50318026366879,3.535797951653093
rei-HM,M,20,counter current,11-2018,1.3321786611181803,1.5364524902980081,3.8885631580036106
rei-HM,M,34,counter current,11-2018,1.4411372886429812,1.5510573002366157,4.447632296267387
rei-HM,M,71,counter current,11-2018,1.3028223703938329,1.4688929371564345,3.6444044657570602
rei-HM,M,16,counter current,11-2018,1.2610902696520379,1.3804071237674942,4.094671575429574
rei-HM,M,49,counter current,11-2018,1.5099792843550954,1.701664218828775,4.1017317338035735
rei-HM,M,37,counter current,11-2018,1.7762089581348146,1.9201939744125227,4.272012922745681
rei-HM,M,26,counter current,11-2018,1.542857521603826,1.669326244097251,4.108579956484711
rei-HM,M,24,counter current,11-2018,1.2626212278453899,1.3997972269645687,3.3842258992917538
rei-HM,M,41,counter current,11-2018,1.3925006477795072,1.5377042228424151,3.4759374220783865
rei-HM,M,45,counter current,11-2018,1.4337468321046176,1.6056772465233842,4.350287080806153
rei-HM,M,12,counter current,11-2018,1.3371253406040593,1.4717905190154648,3.3676042078492108
rei-HM,M,81,counter current,11-2018,1.5219785232242546,1.6722732083058063,4.186137261104939
rei-HM,M,15,counter current,11-2018,1.2519670212683125,1.377391619545551,3.643659045679051
rei-HM,M,33,counter current,11-2018,1.155996186046004,1.464293071486729,3.514140471063663
rei-HM,M,19,counter current,11-2018,1.4044083267537837,1.594845437136201,4.2735498953153375
rei-HM,M,54,counter current,11-2018,1.359318554107312,1.4821294053799108,3.8040675408830458
rei-HM,M,50,counter current,11-2018,1.4295192421677243,1.4957737261445692,3.387947513555697
rei-HM,M,80,counter current,11-2018,1.3414791865670543,1.508887153009896,3.5891919252043882
rei-HM,M,57,counter current,11-2018,1.515207951400643,1.7034254724740931,4.002418948155658
rei-HM,M,42,counter current,11-2018,1.392737638241711,1.5159448899248917,3.1969847911415856
rei-HM,M,29,counter current,11-2018,1.4315496949901385,1.5554125225439357,3.203916163175263
rei-HM,M,23,counter current,11-2018,1.3984849311688714,1.5555329123799917,3.765544208724853
rei-HM,M,25,counter current,11-2018,1.2881302673730066,1.407379260629069,3.085702800923986
rei-HM,M,47,counter current,11-2018,1.183200522183267,1.2911601730246913,3.0423989079481215
rei-HM,M,56,counter current,11-2018,1.7765550894545128,1.8656083611261494,3.9661344234575893
rei-HM,M,39,counter current,11-2018,1.1822387428819883,1.3577412738134045,3.7398411231840347
rei-HM,M,32,counter current,11-2018,1.608302425382996,1.7424324259298323,4.287727982383804
rei-HM,M,28,counter current,11-2018,1.7347978031160827,1.7821439858610042,3.765387136120534
rei-HM,M,13,counter current,11-2018,1.5424265988124448,1.6365946297038223,4.040316432024277
rei-HM,M,43,counter current,11-2018,1.414319975855657,1.4929890324738877,2.8411257728577057
rei-HM,M,18,counter current,11-2018,1.6056500101277997,1.6930279543613442,3.8833357229926393
rei-HM,M,91,counter current,11-2018,,,
rei-HM,M,22,counter current,11-2018,,,
rei-HM,M,90,counter current,11-2018,,,
