,genotype,light_condition,activity_norm_sum,activity_freq,activity_bout_dur_sec,distance_walked_mm,max_speed_mmPs,avg_speed_mmPs,sex
0,15V,dark,0.06190355193526477,0.022868423495839216,21.626709401709405,4482.426224124394,0.980530739408929,0.6184696703942008,female
1,15V,dark,0.3046099537037037,0.07842592592592593,7.7680932703659975,29943.057260852507,1.5553603232348312,0.809708406892583,female
2,15V,dark,0.0,0.0,,9607.81254515189,,,female
3,15V,dark,0.0,0.0,,837.6613913728175,,,male
4,15V,dark,0.1563263888888889,0.04069444444444444,7.682935153583618,15531.583118922586,1.5037471603774741,0.7692269071197262,male
5,15V,dark,0.11982291666666667,0.037870370370370374,6.328056234718827,14047.292977933514,1.3481800742415073,0.7073991181676577,male
6,15V,dark,0.19111111111111112,0.044189814814814814,8.649554740701937,22212.597288587716,1.4302665616187995,0.7856621760593766,female
7,15V,dark,0.06327314814814815,0.014004629629629629,9.03603305785124,8843.48588628002,1.5773853084661633,0.8180446159565701,female
8,15V,dark,0.00016782407407407406,9.259259259259259e-05,3.6249999999999996,2146.0335708918315,0.5707757590572986,0.526664594585786,female
9,15V,dark,0.012261574074074074,0.0023148148148148147,10.594,1968.570270808724,1.2046586327918516,0.7584965648782013,male
10,15V,dark,0.37432291666666667,0.08210648148148147,9.117987031294051,35317.94360267877,1.5222343431492347,0.8401794326385053,male
11,15V,dark,0.19296180555555556,0.04842592592592593,7.969359464627152,19179.49624280501,1.3338173646152023,0.7721987155520083,male
12,15V,dark,0.20425925925925925,0.04951388888888889,8.250584385226741,22672.19799464751,1.4795803147967312,0.7872362714851705,female
13,15V,dark,0.04779050925925926,0.00962962962962963,9.925721153846155,8166.80096663367,1.412307715976705,0.761299971515474,female
14,15V,dark,0.010354166666666666,0.0019444444444444444,10.650000000000002,2490.112232919431,1.4959611074131038,0.8480481692065466,female
15,15V,dark,0.1174826388888889,0.028310185185185185,8.299672935404743,12594.153510569708,1.67099127042281,0.8329253510299633,male
16,15V,dark,0.23518634259259258,0.05990740740740741,7.851661514683152,25092.38558652903,1.6030264788986952,0.8018485573795624,male
17,15V,dark,0.17917592592592593,0.04358796296296296,8.221348911311736,19026.911836770058,1.495668346973214,0.7858455333976581,male
18,15V,dark,0.12469328703703704,0.030324074074074073,8.224045801526717,13313.598488870894,1.3764688032376273,0.7837199584549503,female
19,15V,dark,0.18627662037037038,0.03553240740740741,10.484885993485342,19657.78392095201,1.5767052134200439,0.8842828390281396,female
20,15V,dark,0.024688657407407406,0.008078703703703704,6.112034383954154,3712.3513441833447,1.4456239708555165,0.761005253445495,female
21,15V,dark,0.23791550925925925,0.062175925925925926,7.652978406552494,25197.66839624078,1.5567845538711294,0.7974523248203742,male
22,15V,dark,0.16772569444444443,0.03833333333333333,8.75090579710145,17343.100223437486,1.6659256310036232,0.8623262587066192,male
23,15V,dark,0.11919560185185185,0.026782407407407408,8.901037165082109,13273.608677223521,1.414074619344074,0.7625741490497282,male
24,15V,dark,0.10162037037037037,0.024050925925925927,8.450433108758421,15629.652532588865,1.2161943649062612,0.6870541124943151,female
25,15V,dark,0.2258287037037037,0.05851851851851852,7.718196202531646,24219.617364663674,1.5639989933604548,0.7572283983910062,female
26,15V,dark,0.0337662037037037,0.008472222222222223,7.971038251366121,7671.206265901757,1.3460148745095448,0.7463930501361226,female
27,15V,dark,0.08259837962962963,0.02020833333333333,8.174684994272623,9032.847318036465,1.4822832731210345,0.7959195908012581,male
28,15V,dark,0.16738310185185185,0.045625,7.337341451040081,17767.284210381964,1.6084487959746052,0.7951819823401216,male
29,15V,dark,0.1493136574074074,0.043055555555555555,6.935860215053764,17113.823964812073,1.3607603132116488,0.718502036568797,male
30,15V,dark,0.13315162037037037,0.03585648148148148,7.426920593931568,15622.47637034975,1.3576047920224086,0.7296125032187282,female
31,15V,dark,0.20376967592592593,0.04826388888888889,8.443980815347722,22257.787243685736,1.5735259523207916,0.7965451337123203,female
32,15V,dark,0.11438078703703704,0.02712962962962963,8.43216723549488,15690.3108963944,1.5388317831980645,0.8047134102826932,female
33,15V,dark,0.11172569444444444,0.028935185185185185,7.722479999999999,12920.473272393983,1.2736479982625126,0.7273387451836081,male
34,15V,dark,0.16643981481481482,0.04310185185185185,7.7230934479054785,17380.93476590767,1.5191707717179201,0.7994831870762493,male
35,15V,dark,0.18031597222222223,0.045648148148148146,7.90025354969574,17759.306638851558,1.3927103319701257,0.7555526571799064,male
36,15V,dark,0.19226273148148149,0.04909722222222222,7.831918906176332,22111.016477357833,1.3663980072608017,0.7308221779567837,female
37,15V,dark,0.06536226851851852,0.011620370370370371,11.2496015936255,8925.695168349404,1.6497196452546055,0.9252342443950733,female
38,15V,dark,0.014018518518518519,0.002916666666666667,9.612698412698412,5840.028702144567,1.3656061220199862,0.6827025135006647,female
39,15V,dark,0.2955833333333333,0.09148148148148148,6.462145748987854,31194.989415049447,1.5760532128196927,0.7821367846329023,male
40,15V,dark,0.22251851851851853,0.0675,6.593141289437586,22674.61647019114,1.6264465348260257,0.7764281656972507,male
41,15V,dark,0.12596875,0.03305555555555555,7.621638655462186,13989.89998367626,1.3691351680493993,0.7336805116718962,male
42,15V,dark,0.1771851851851852,0.04451388888888889,7.960894435777431,20017.06063975293,1.366832243342243,0.7569681135291906,female
43,15V,dark,0.0072280092592592595,0.001412037037037037,10.237704918032787,2058.280436870107,1.387262751511058,0.8209024608796569,female
44,15V,dark,0.18467939814814816,0.047314814814814816,7.806409001956947,20173.588621529598,1.4657165873194709,0.786923635332245,female
45,15V,dark,0.21103935185185185,0.04428240740740741,9.531521170935703,21515.232227904256,1.6677452894181752,0.8581262583861352,male
46,15V,dark,0.1874363425925926,0.03337962962962963,11.230582524271844,18925.76244991435,1.6844136646564625,0.9416812435840438,male
47,15V,dark,0.10710185185185185,0.031157407407407408,6.874888558692421,11468.435513873783,1.4407615874274797,0.7088989148361322,male
48,15V,dark,0.06216435185185185,0.021064814814814814,5.9021978021978025,8980.333015366547,1.14875907236596,0.662738073155415,female
49,15V,dark,0.07170833333333333,0.015370370370370371,9.330722891566266,11827.308812036741,1.406261414858979,0.7405683421449936,female
50,15V,dark,0.0,0.0,,1521.8670027539742,,,female
51,15V,dark,0.0,0.0,,5301.020714306529,,,male
52,15V,dark,0.22124537037037037,0.05407407407407407,8.183047945205479,21036.390963245576,1.465560851522737,0.829424842449353,male
53,15V,dark,0.23078125,0.06627314814814815,6.9645476772616135,22211.709700752257,1.2236827458899242,0.7331902328955072,male
54,3V,dark,0.057254305804373386,0.024391614954650663,19.81583166332665,5904.105827562853,0.9483517653780243,0.5923500114017685,female
55,3V,dark,0.07957085120673234,0.021904420901872407,7.265277777777779,9153.44238678342,1.3621897321008354,0.7426704406664264,female
56,3V,dark,0.0,0.0,,1399.9867572526543,,,female
57,3V,dark,0.0,0.0,,2509.635038729545,,,male
58,3V,dark,0.0994392842683666,0.03203755578489671,6.207669831994157,11766.805966396036,1.3257584522399184,0.7199555031513586,male
59,3V,dark,0.017835955545258606,0.0068568326113767255,5.202389078498293,3436.1345709785423,0.9585025406335936,0.6154846967944064,male
60,3V,dark,0.23806431381359244,0.05705446384483433,8.345159967186218,27041.654336219137,1.5586078106614452,0.7887726576454877,female
61,3V,dark,0.07475351675945623,0.024829690787272034,6.0213006597549485,10290.058633849963,1.421127715626351,0.7264843032452866,female
62,3V,dark,0.19417005412919397,0.05025613663116559,7.726129482999534,20935.444867483533,1.6483827936762316,0.8350284131926987,female
63,3V,dark,0.15395227363676572,0.042474918736002586,7.249090909090909,15100.68133179939,1.2711134992157238,0.76837899010203,male
64,3V,dark,0.04960321639274439,0.015702848744825196,6.317734724292101,7610.694388048482,1.474509921454178,0.7315134169748547,male
65,3V,dark,0.08029046759854064,0.024607370275981665,6.528353948620361,10586.694444056191,1.3625811770822294,0.7216998162799251,male
