genotype,sex,animalNo,expType,birthDate,thrust_mean_m/s,slip_mean_m/s,yaw_mean_m/s,thrust_median_m/s,slip_median_m/s,yaw_median_m/s,cruising_thrust_mean_m/s,cruising_slip_mean_m/s,cruising_yaw_mean_m/s,cruising_thrust_median_m/s,cruising_slip_median_m/s,cruising_yaw_median_m/s,activity_duration_s,activity_fraction,sec_to_first_stop,torque
rei-HT,M,42,free swimming,11-2018,0.02738702735797317,0.013484820352135054,116.95200705614056,0.0107588469269216,0.0030076535172744,15.320869862705422,0.05940143597203419,0.030710736682114874,280.5815256786901,0.052654498632087904,0.013037243904136499,120.91667773430714,11.701733400000018,0.39284753966119923,25.50192960000004,0.0005693627836780835
rei-HT,M,8,free swimming,11-2018,0.04553602622568621,0.01737717988576933,128.2974240359285,0.0393973023805295,0.0038839094550804,28.72026628273261,0.05030718249138084,0.019738689875976007,146.40742262162232,0.0446418934562791,0.004542413377552,34.52111342647868,25.847762399999976,0.8554997355896351,30.20165839999997,0.0014215349141777247
rei-HT,M,15,free swimming,11-2018,0.05829792693239317,0.016072117654480675,109.54412922346941,0.0321824230004208,0.0028346629620122996,15.358760523764659,0.09836942498394588,0.026826090821247397,186.36677196129574,0.0782294766788993,0.007126956494458,48.6512236876024,16.983641200000037,0.5660723212797867,18.51851840000004,0.0018572028260942
rei-HT,M,21,free swimming,11-2018,0.05172899351951646,0.01745099215263783,149.06450172071504,0.04769246823151145,0.00515994835164305,47.48176526209136,0.05363711617134083,0.018221613225206802,156.3646286259794,0.0491681965525656,0.00543942138516975,52.04838265207741,28.290565800000056,0.9428428595234127,29.95059900000006,0.0011483969594964119
rei-HT,M,30,free swimming,11-2018,0.12350219575575856,0.02472306185081054,212.27934609827344,0.11793624893048779,0.0084101052819152,66.72096306802757,0.12351867816485819,0.024724097471774654,212.2981154053497,0.1179493062506463,0.0084070533597607,66.69586623533519,29.989001000000048,0.9996667222129645,29.989001000000048,0.0019599170127706502
rei-HT,M,32,free swimming,11-2018,0.09381894065395663,0.024526391283578055,200.0024416506854,0.06276351232995706,0.0057928249365134,44.541939914961404,0.11973545481141934,0.03126301333522084,257.4674533522577,0.0857315223759959,0.012978038205976001,118.54159909023565,23.052305,0.7682052991168139,23.762376,0.0011089235734906221
rei-HT,M,4,free swimming,11-2018,0.046308755395597534,0.025937695159050797,200.73472110916862,0.0418033119050492,0.0061428160506854,48.052610937077134,0.04902233831993314,0.028095969829698853,218.59830996764998,0.0447920479703067,0.00677617545122325,53.3133968202435,27.098889999999994,0.906300053390283,29.888598999999992,0.0009457871807782998
rei-HT,M,17,free swimming,11-2018,0.10976284185921302,0.029514497937273353,229.64659776022262,0.10587113639831805,0.012153130182518651,94.93571289483498,0.11050230048237022,0.02971425029107035,231.3128689491013,0.1063250300323657,0.0122988491972795,96.62424314022928,29.73476660000003,0.9916680553241126,29.95961360000003,0.0012999453782296174
rei-HT,M,33,free swimming,11-2018,0.08032439317238489,0.017387945393662573,147.12120985226878,0.0671311740653242,0.00465402014629045,36.067757710554815,0.08728528906682714,0.018975196824685688,161.36729102182255,0.0739641582684148,0.0051988451092929,44.63453203471772,27.0322965,0.9010164972504583,29.992000500000003,0.0019914720519603737
rei-HT,M,91,free swimming,11-2018,0.09421726706703316,0.038978004708685586,297.1937813364651,0.0843728296253311,0.0287648468653883,206.0659961035853,0.09680173583562299,0.03984090284824549,305.04689320041933,0.0866824998111681,0.029675335899578,216.1244975946346,29.132669200000063,0.971004832527912,29.992600400000065,0.0005853474708195578
rei-HT,M,10,free swimming,11-2018,0.13898816718047274,0.03749726646755307,266.64120652583534,0.12556745272969694,0.01475697914876785,117.47105816407668,0.13910615676991903,0.037526365157021145,266.8625586461668,0.12565163792673056,0.01477267008616385,118.05884559094439,29.956213800000025,0.9988335277453758,29.971206900000023,0.0013351809117999735
rei-HT,M,26,free swimming,11-2018,0.06214353952680088,0.023568344394041874,180.1646446634276,0.0478417694648182,0.0044600061780526,35.37983939708056,0.07691546533405091,0.029491962476056042,227.09704272423974,0.0626359948007109,0.0072310613836448,59.673968130809385,23.552807099999974,0.785047974413646,25.27998629999997,0.00132802379159329
rei-HT,M,20,free swimming,11-2018,0.05048401259456441,0.020871832149925208,128.75175550749918,0.049415735116599496,0.00572712968061195,38.59542834646845,0.05122121108296278,0.02111948876212561,130.79909341390086,0.05002343069093605,0.0056936387744333,39.06865392374357,29.356456999999978,0.9781703049491751,30.00159889999998,0.0014373440639535813
rei-HT,M,16,free swimming,11-2018,0.09690970881572472,0.029829192115337872,193.75308861416315,0.08511453316760625,0.008206631739604849,52.66969320524594,0.09703342597990108,0.029858755467128333,193.98594561676873,0.08530655079570715,0.00819387194401655,52.66969320524594,29.936223000000023,0.9981669721713048,29.981202300000025,0.0019159097762827548
rei-HT,M,31,free swimming,11-2018,0.0414217852118658,0.014480496115071238,100.45114144152207,0.03677631927092945,0.0039323034217479,22.732787845521486,0.04588801576833047,0.016299780202637365,115.9966698545187,0.041097466185039955,0.0042974746385104,29.899478164503535,25.13490999999999,0.8381936343942676,29.93202999999999,0.0017410677166437363
rei-HT,M,14,free swimming,11-2018,0.03268966778083461,0.01657538248616731,140.01112908354403,0.006165588090727149,0.00279156832656975,9.003958780942867,0.07400757661601394,0.03737289048921333,330.14534196777913,0.0663278451140986,0.016356353727578,156.7136964046142,12.3890504,0.4130978170304949,18.1962616,0.0005862705017570764
rei-HT,M,28,free swimming,11-2018,0.03628403285630164,0.009384731313428794,72.00220796730082,0.0336971807826766,0.0027674697780099497,24.118474347278607,0.042833148648996726,0.011453879308249504,88.13660336274249,0.0390503566503684,0.0035769673900577998,30.928305018585434,22.60316400000003,0.7532077987002166,29.969195100000043,0.0014422823332744003
rei-HT,M,9,free swimming,11-2018,0.032407065218828315,0.012914854115623106,93.85028292786916,0.03001172913189315,0.0029442738809274003,21.303965655540935,0.04067856715433662,0.017873623099057746,131.47371050204356,0.038460945274685146,0.0045299413568651,35.4296988702032,20.34730880000001,0.6795572743032404,29.602619200000014,0.0012450589064772585
rei-HT,M,51,free swimming,11-2018,0.10763987182386389,0.026591240168997336,175.34071738881474,0.0949903282963411,0.0069815251620315,46.2022365542083,0.10953568580648913,0.02709290847578106,178.71826204607666,0.09635596544314795,0.007267066907383549,48.321310981140186,29.421168000000016,0.9798366938843526,30.016596400000015,0.0024046282488208726
rei-HT,M,80,free swimming,11-2018,0.04198442056554835,0.022028768793453484,167.6632095255474,0.0044000940223258,0.00146117295607115,4.82894474230946,0.11800780852071331,0.06328722847731545,490.84425572988863,0.11487376474474126,0.04983131574587725,379.32834732819174,10.087072,0.336610564905849,10.23688,0.0004952629071662241
rei-HT,M,60,free swimming,11-2018,0.10602255597440899,0.0331571160642765,233.48922350652055,0.08559580697796054,0.00722355613452595,49.40826015863422,0.15440505086029171,0.047098666641170385,342.1239481040139,0.1307527859535459,0.02386041592410055,181.20179434326076,20.320406400000042,0.677220463256124,20.315406300000042,0.0010395917289931465
rei-HT,M,1,free swimming,11-2018,0.04774518145995175,0.01946433864310058,159.03009939044307,0.0411926880467103,0.0040103668836621,27.77050136388226,0.05315185209361776,0.022307934013920522,183.94729078901892,0.0455095625642612,0.0046760865202102,37.7485653287124,25.34864759999999,0.8552968097994347,29.613316199999986,0.0014020588127202568
rei-HT,M,11,free swimming,11-2018,0.08209358404530799,0.01756328491662083,138.32521184444434,0.0739675511323717,0.0039371998500848,34.32800105863976,0.08306955292859731,0.01773497771077457,139.91794560284694,0.07462301318338035,0.0039252499938610495,34.98818866800768,29.780220800000002,0.985978835978836,30.195721600000002,0.0023893826460970446
rei-HT,M,39,free swimming,11-2018,0.04903116566786354,0.014530144202776821,119.0403999658285,0.0448214012942798,0.0037855384516444,29.465376468376547,0.052835439074946235,0.015973839801645507,131.5828278861214,0.04762350255913615,0.00421845727945665,35.56858812836339,26.701344000000034,0.8900453696290366,29.98797120000004,0.0015907549397077558
rei-HT,M,5,free swimming,11-2018,0.07228155254501883,0.019650157959224212,133.59713271172626,0.06328519466044755,0.004578075791110249,37.07504623232927,0.07371227150599613,0.020075878438108964,136.64534043010374,0.06421015244030309,0.0046687323016178,37.94608733316585,29.322089999999985,0.9733810091378625,30.115980599999986,0.0019525379719475054
rei-HT,M,23,free swimming,11-2018,0.07897560695761334,0.020388732351130562,133.79346915209982,0.06954613120395935,0.00441912938054035,20.11943799759024,0.08772215282086972,0.022810530915282536,150.28786705933268,0.0774270196173464,0.005361976023602,26.178267779556563,26.492880400000054,0.8830194967505416,29.892608400000064,0.003171105166014291
rei-HT,M,27,free swimming,11-2018,0.07691537541813938,0.02544323431138826,235.88276828167008,0.0665053236140711,0.0080416717348545,69.06040772540223,0.08019643900454575,0.026528820884153387,247.13602792998768,0.0694164756689617,0.0086076929480615,76.30919708697093,28.325625300000034,0.9487007768550764,29.849282400000035,0.0011283924711311998
rei-HT,M,81,free swimming,11-2018,0.10207126943483699,0.0386951009662708,269.55577126333196,0.09050596768010674,0.02075914734573525,133.0572849914006,0.10924245160683345,0.041448635732925704,289.6451953456461,0.09643777168113014,0.0239610266747821,165.31716355625576,27.805560000000046,0.9265122479586736,29.98099500000005,0.0008003576062198619
rei-HT,M,40,free swimming,11-2018,0.034609328364270615,0.010306344175099524,80.02036684953163,0.01730964322431745,0.00224183361031425,8.350741064245426,0.0690505755507643,0.020799217272994025,171.9567829646888,0.0557981972937616,0.0036340220203107,22.57958681296941,13.065,0.435427428761873,29.705,0.002630343519392235
rei-HT,M,6,free swimming,11-2018,0.026480428593620195,0.009658230759476395,72.63294857295071,0.0237592534355481,0.00270021904290485,20.41102224014246,0.035383190598300224,0.015254490862839499,118.74586762649415,0.034281533936519906,0.005797332543565,53.7435130755366,16.563738000000033,0.5594292636963252,29.353207500000057,0.000834886393840303
rei-HT,M,50,free swimming,11-2018,0.13679384399935213,0.047843142572207786,329.70841299165636,0.1257557333101072,0.02635140966990845,163.4084910739375,0.13683388923290427,0.047851830820784515,329.801519099778,0.12577454222513473,0.02635646803459245,163.5882105473513,29.970806400000054,0.9995000833194467,29.975803200000055,0.0009658158611134172
rei-HT,M,70,free swimming,11-2018,0.0837401291236061,0.031888756116318105,208.4691329206889,0.014521703537506751,0.00325287479686595,14.02684454798191,0.16837380481428874,0.06471264247307268,426.73720870439274,0.1630329240441357,0.0498635958213296,349.5643663198507,14.442977699999991,0.4814197633727712,14.627951799999991,0.0006975930347352574
rei-HT,M,41,free swimming,11-2018,0.09250876450430597,0.03357732369178888,232.09493080002807,0.07219411081638535,0.0104403661734534,72.18773063763138,0.09423235594353581,0.03429110286336699,237.1774123777418,0.073939100310837,0.0111617563825364,77.90133612795671,29.282384600000018,0.9761706382269622,29.98220260000002,0.0012308243388915317
rei-HT,M,36,free swimming,11-2018,0.05390301218050825,0.02015229818414381,164.25313733054588,0.0447413069343109,0.0041518241443658,27.550697192680214,0.07172146929699214,0.027378624451436847,225.26841209985105,0.0620786470091595,0.0076027298183579,62.491639273787314,21.52069569999998,0.7208087841456883,29.848321399999975,0.0012074894539462764
rei-HT,M,7,free swimming,11-2018,0.05747715245386227,0.02315664666417246,176.12453252449933,0.05237533256803945,0.00592013973900585,61.34183491788292,0.060762108560316754,0.024879912703479466,189.6640690480858,0.0557523003546343,0.0064792236014666,72.44007243516037,28.118943599999966,0.9204233633869071,30.542026899999964,0.0009490267054489143
rei-HT,M,37,free swimming,11-2018,0.00974248273769201,0.004774738337086694,40.37743013884422,0.0026061358597676,0.0008899953549133,8.936339438847085,0.03990201118366071,0.022592362793830794,196.64525694334665,0.03735398527738,0.007013313030086,55.89385915489231,4.893956800000008,0.16143083421330517,30.280107200000046,0.0008565351737822149
rei-HT,M,71,free swimming,11-2018,0.08521184865958065,0.02580345752092792,176.84995982294112,0.08106370240648639,0.0074712619880976,46.753318149546885,0.08558742157919809,0.025924165232867072,177.71460502286845,0.0812739817477772,0.0075141756234881,47.17457740623985,29.8279825,0.9940009998333611,29.997999500000002,0.00206557018825241
rei-HT,M,34,free swimming,11-2018,0.10300582796643164,0.029524128672158482,259.913599845469,0.0916611784293787,0.0123931938777278,95.7912719803886,0.10307769084844905,0.029546216791547994,260.1174938939326,0.09175646465371676,0.0124137520218365,95.93646620723284,31.094537400000057,0.9989730423620026,31.118511600000055,0.0010989515586758158
rei-HT,M,3,free swimming,11-2018,0.03917509357418387,0.016959109908350985,114.6303108767737,0.03398986514595065,0.00307553182786105,19.469842049687713,0.052554266176673956,0.023910965849462437,164.35004929523748,0.0475497288368887,0.0048060122995359,38.90379202617567,20.38848629999998,0.6774963532687972,30.085887299999968,0.0013937940841953086
rei-HT,M,24,free swimming,11-2018,0.024333308521221,0.009269909295474004,70.0740943876553,0.0059219797121426495,0.00179002979859445,7.063543433673658,0.09246125018141454,0.03581163899704697,295.0810634476666,0.0802709725286679,0.0134006892913942,129.36766033358538,6.473085800000013,0.21711143891645435,29.79058820000006,0.0007663741103460515
rei-HM,F,50,free swimming,11-2018,0.05332490367049065,0.015873213909938743,112.24639691358863,0.04905617069406505,0.00549215857900825,33.663305877371386,0.05600601817844037,0.016737334680283857,119.22015678282352,0.0513023303090148,0.0057946072208253,38.66818230630997,27.840544800000046,0.9280119980003333,29.945208000000047,0.0015692128989899731
rei-HM,F,91,free swimming,11-2018,0.038738185330563904,0.021314356567321658,151.3449824586827,0.030008943247558498,0.01393155582647535,50.56515371884416,0.05026626466517994,0.0267654122962851,201.87263040786527,0.041459440861549,0.0200661173173315,91.30900304462556,21.603271600000046,0.7200466588901849,29.992600400000065,0.0007455916689493039
rei-HM,F,31,free swimming,11-2018,0.05984832920318082,0.013780573397403236,94.3762672371802,0.04794973575702905,0.0047821079021549,33.29154311218758,0.06953412197283412,0.016003485425054018,110.62003396492071,0.0580299977498375,0.0059076413865526,42.51154512019184,24.625985000000025,0.8206965505749042,29.95119800000003,0.0017039063754760153
rei-HM,F,22,free swimming,11-2018,0.029699564962512335,0.020108952723935307,140.3387656755372,0.02475779175417305,0.012336413182090451,49.35557479360284,0.03767658773144951,0.025072270550606523,186.66363810750053,0.0353588422559847,0.0183003990355824,96.91265587334216,21.11795610000003,0.7037160473254458,29.999199300000043,0.0006577474737719505
rei-HM,F,35,free swimming,11-2018,0.0445909926458658,0.021915797900434252,137.75233105902714,0.03627209083926165,0.01181201653836495,53.800481370206924,0.05733497232649516,0.028495392550821896,180.51732759585286,0.0475654936034107,0.0213383339805432,90.5239605055442,22.285483799999948,0.7420429928345276,29.982558599999933,0.0008365253655719966
rei-HM,F,26,free swimming,11-2018,0.0816112435518075,0.025086542372625018,177.621898536791,0.07862009677492945,0.0099411790371306,72.01270761862588,0.08201547917316886,0.025228305624302654,178.66225731579655,0.0789092687349669,0.0100410708681702,73.10520797466324,29.804403899999944,0.9933344442592901,29.994400099999943,0.001260380712465313
rei-HM,F,6,free swimming,11-2018,0.0797326265818227,0.019930059497234445,133.87509305491236,0.07615816398883879,0.0054282835659957,39.66306357272931,0.08007750336363724,0.019995307654179457,134.3992723682641,0.0764742096359063,0.0054178077239613,39.703709372123086,29.651919300000042,0.9941137123745819,29.819511900000045,0.0021163906415817683
rei-HM,F,10,free swimming,11-2018,0.05386157332829689,0.013030214957459504,87.80362803710776,0.051435375415481294,0.00365658288996505,28.34860665008705,0.05468317392912995,0.01319806418361929,89.30953863882642,0.05206225194147205,0.0036837261261826997,28.882716460020674,29.247125600000043,0.9751708048658557,29.981802200000043,0.002031781928942576
rei-HM,F,12,free swimming,11-2018,0.045921585905778474,0.014492475725027881,75.7104867545621,0.04117915843867255,0.0074715675634412,34.71159126452221,0.05436768144385568,0.016012387924948593,86.9517566178652,0.04934237051861655,0.007342792955591549,39.34305837652232,23.857154999999956,0.7948675220796534,30.003998499999945,0.0016228333063134134
rei-HM,F,51,free swimming,11-2018,0.10452045456371989,0.03205551772178296,242.23524607631435,0.0967658896837663,0.01539948095024795,106.77580472730028,0.10648429908200142,0.032518890950402175,246.5015454252517,0.0983788944189033,0.0157037541031856,112.05687497530904,29.369712499999945,0.9790034994167639,29.989600899999942,0.0011020134636665119
rei-HM,F,16,free swimming,11-2018,0.04683771012770212,0.02043872249793686,135.17044701211552,0.0475562779934098,0.00618072097302115,41.01311139809383,0.048188528440732514,0.021242693851865235,140.97286478664273,0.0485529051873162,0.0065977204285841,44.80616762710241,28.52241389999996,0.9503416097317113,30.00279869999996,0.0012556063436916923
rei-HM,F,11,free swimming,11-2018,0.08233891519926667,0.021853263889153984,170.59331781691313,0.0107085379767153,0.0014730639406799,6.520215918237682,0.17379757172741409,0.046670299425084286,367.21911598877364,0.16391341925010622,0.02835291081105435,202.38776787258388,13.76605439999998,0.45859023496083984,13.96614239999998,0.0010623490534764617
rei-HM,F,2,free swimming,11-2018,0.045714773108591324,0.014773535526625895,91.76461593561667,0.0412233000658507,0.0039703921073409,21.2817190703376,0.05052508307306702,0.016547144140014604,103.99966540086778,0.04591909218979785,0.00421479860551025,23.307899186089998,25.081957600000013,0.849418761827521,29.488463200000016,0.0021665875974823754
rei-HM,F,80,free swimming,11-2018,0.02809389269549609,0.007942078402739076,51.1175884266394,0.02534645779592945,0.00260338842494595,19.492588904680467,0.036839796604065674,0.011394129860620134,73.55213033066867,0.0333753556066208,0.0034212096607583,27.12277717574807,17.223966500000017,0.5740709881686386,29.90320570000003,0.0014836686652873747
rei-HM,F,90,free swimming,11-2018,0.047513719997943744,0.014523515319918044,89.13767851943597,0.04508344716867785,0.00391369611876275,23.392121808831234,0.05172114309067619,0.015943551906663748,99.04139932571721,0.0484483882867176,0.0041996394813263,26.768393814427327,26.213461000000038,0.8740209965005833,29.971806600000043,0.0020805184690353045
rei-HM,F,61,free swimming,11-2018,0.044657232908611205,0.021435984403932067,124.43819054167254,0.039659347680189305,0.016547871786016202,65.59560638034867,0.050373923426869055,0.023208116495785382,140.6192700126375,0.045358891159630696,0.01904096663242625,84.18639049643843,25.437964800000053,0.847858690218297,29.98260120000006,0.0007664901933726573
rei-HM,F,15,free swimming,11-2018,0.07530972685740157,0.02298000715829999,150.0815741521705,0.059249115501519,0.00703753189325235,35.55038011977558,0.08269649055358136,0.025060929149343256,165.32349957150873,0.0642172709586821,0.0079936234426383,44.56475222963263,26.773028100000012,0.8930178303616064,29.550748500000015,0.0018814151990836656
rei-HM,F,29,free swimming,11-2018,0.06207842245647592,0.03335370185706757,186.59319577124265,0.0542364326777927,0.025693444935111602,108.92506750639086,0.06471520619222844,0.03437329599543811,194.18020160009866,0.0567780551683829,0.0274013078509553,118.72254082298925,28.473291500000027,0.9490084985835694,29.99320030000003,0.0007258493192759321
rei-HM,F,21,free swimming,11-2018,0.07264540132984051,0.0151105353871051,108.11878364674325,0.06809681437329454,0.00513703513106855,35.78306237268407,0.07419271369626064,0.015388669832420637,110.44698621424668,0.06888811984279465,0.00515178025084245,36.961215781082046,29.16116640000003,0.9718380269955007,29.99119960000003,0.0019763618389279794
rei-HM,F,13,free swimming,11-2018,0.08019208286515495,0.02441059440777993,163.92550234015337,0.07496304245378395,0.01031152010991925,73.22279385383243,0.0921471025032136,0.027488933582008414,187.02724674577365,0.08738194535020635,0.0136714527389073,99.10839544664896,25.648973999999974,0.8548575237460423,29.99380019999997,0.0011421640273215307
rei-HM,F,40,free swimming,11-2018,0.049653891322414136,0.015388156110863423,89.70507403026429,0.0481813509746801,0.0038872850257247,23.187124880672627,0.05378944610438853,0.016815604258389398,98.82419778432207,0.052191430343634104,0.00438651499106725,27.382113438532585,26.647203200000003,0.8885185802366272,29.980602400000002,0.0020164173613600907
rei-HM,F,32,free swimming,11-2018,0.03697144173512036,0.027195040404857925,142.88958186115013,0.03566619288263265,0.02105944801318895,64.35104554582267,0.041778310275329834,0.030206195212067743,164.30298538804863,0.0414232946527878,0.0250137708826549,83.22344682702578,25.057480499999954,0.8353607732044659,29.881032999999945,0.0008056123330127228
rei-HM,F,19,free swimming,11-2018,0.023646394233442645,0.006837055251761208,44.79649376229234,0.005026165373043651,0.0015534725543738,7.9098104604554464,0.07501181037504656,0.01922691758885729,134.92706277599584,0.0561444948254718,0.0067900061431871,60.92026535967534,8.113539299999985,0.27045492417930345,20.90623619999996,0.001544059288818238
rei-HM,F,36,free swimming,11-2018,0.08274377307268525,0.024658839389845047,175.39891661603636,0.07505821235871071,0.0160862638471954,99.70193299648145,0.08802978432340479,0.02565120646960311,185.20099973046433,0.08111561065730749,0.017420740558264,116.08020236128311,27.937764800000057,0.9311781369771704,29.992600400000065,0.0009251467697420417
rei-HM,F,25,free swimming,11-2018,0.12556784710414687,0.033934081413601824,263.56171729452467,0.11763868930168414,0.01828500642134885,147.31969745912465,0.12571128757558814,0.03395876568492717,263.8453870958165,0.1177082555763253,0.018293827612152952,148.20001028454044,29.950412799999956,0.9985002499583403,29.985401599999957,0.000998133292276849
rei-HM,F,17,free swimming,11-2018,0.07517258488496702,0.023802005416177024,175.944944813157,0.05632738363665145,0.0108466771550711,77.68734849987027,0.08348703925989866,0.0264688540896651,197.7100191886037,0.0646477889341216,0.0134069981297874,100.90139911275172,26.254494000000015,0.8753541076487252,29.98300200000002,0.0009708286989213675
rei-HM,F,3,free swimming,11-2018,0.08178561229100456,0.02722679872163559,223.52545814796736,0.06577775183685085,0.00737442475359785,57.60906307554592,0.09104114491316308,0.030270152175507457,250.27038935854236,0.07359914980030549,0.00886821465497995,80.93915980900235,26.65132920000004,0.8828280153581358,30.180591900000042,0.0012757593071179687
rei-HM,F,14,free swimming,11-2018,0.033357111502358136,0.017945919307963073,102.51781294105243,0.0275710419355253,0.012066556267744,53.64437372211342,0.04310022120927684,0.02079769966118441,129.9786457616225,0.04048290272324865,0.0130730888405216,76.7481445561657,21.127738800000007,0.7045492417930345,29.74773630000001,0.0008297555342529044
rei-HM,F,28,free swimming,11-2018,0.15556100300907694,0.04677136372124921,344.04921432699746,0.15336814786613168,0.0321096139317795,213.05594204914087,0.15609082918908604,0.046896895698619226,345.15089862868143,0.1536878218674875,0.0322729305530658,214.39332727830447,29.884619799999943,0.9961673054490918,29.989600899999942,0.0009374889250968134
rei-HM,F,71,free swimming,11-2018,0.0566325630358953,0.03212810261740908,229.3175525128871,0.0501374353213409,0.02593668207243205,117.15647680389907,0.060254441784514674,0.03345817065640348,244.96491322203826,0.054481730548307,0.0281881866189177,134.5957475419425,27.71446449999994,0.9240126645559074,29.983601899999936,0.0006782598223122752
rei-HM,F,70,free swimming,11-2018,0.09128523824934794,0.025945373796847842,180.645717192677,0.0497702206636324,0.00346961044687375,21.571799695379923,0.16035296482587746,0.0456451460266732,321.1636489343894,0.1452249070939704,0.0264734163328176,187.2590625860994,16.67665749999996,0.5560739876687218,16.68665249999996,0.0010325111016036392
rei-HM,F,4,free swimming,11-2018,0.05392290204994937,0.017679478012695704,134.48427112634943,0.0481623873726306,0.0034894345344789,26.570561046582952,0.05741626236368437,0.019085342263846575,145.87821961178926,0.0515546730535785,0.0036739878045918,30.698751180466388,27.394845999999948,0.909440466719703,30.10277799999994,0.001914227090736338
rei-HM,F,18,free swimming,11-2018,0.09873026300880093,0.023157267324887244,177.27675310683995,0.07687560715803035,0.0106364319067273,84.65254910522529,0.10553992221273882,0.02446059959795658,188.69729713904525,0.0852807878818688,0.0116036981043713,97.9880846338866,27.74389800000002,0.9250124979170138,29.98300200000002,0.0011575881453017123
rei-HM,F,37,free swimming,11-2018,0.037916263951781236,0.026877194499233592,152.6973313120514,0.03213595268869545,0.022956220239074253,83.78150542873755,0.042986415021751,0.029592653038871753,173.91199295457258,0.0385488854058369,0.0270773278507657,105.44388939667895,25.0975095,0.8363606065655724,29.997999500000002,0.0007059961833343701
rei-HM,F,24,free swimming,11-2018,0.04922669401441291,0.019450353261910542,122.92444698075971,0.04472492648899065,0.01261535530890925,66.61600398625751,0.05559442100042568,0.02082503852305592,135.643913642836,0.0519929761719565,0.0135095586109774,79.04566572407248,25.768243199999937,0.8590962147740537,29.954582399999925,0.0009763151663079183
rei-HM,F,33,free swimming,11-2018,0.12610832040807002,0.027106831907577088,216.04762243625837,0.12330798803088565,0.011865655532706701,97.04443996590113,0.12610832040807002,0.027106831907577088,216.04762243625837,0.12330798803088565,0.011865655532706701,97.04443996590113,30.016800000000067,0.9998333611064822,30.011797200000068,0.0015126471294948786
rei-HM,F,20,free swimming,11-2018,0.05165414602028767,0.016130642832380457,105.93019363544127,0.0489920979959765,0.00645082390265195,39.37381164298586,0.05473820297047253,0.01688836119563859,112.09733304342119,0.0513212463520991,0.0064524059805123,42.03588851896711,27.63891810000001,0.9213464422596234,29.98840110000001,0.001541131130820888
rei-HM,F,30,free swimming,11-2018,0.05214045836070102,0.027776677762406346,181.555107678519,0.05106326468305885,0.02092166144473205,78.64970846553092,0.053514043272079835,0.02828342145852524,186.3902101641136,0.05195794656586405,0.021646035010692802,81.9400141766323,28.918843199999973,0.963839360106649,29.99380019999997,0.000945727473036332
rei-HM,F,8,free swimming,11-2018,0.09133383460935621,0.023069599474228722,195.04329562233085,0.07303180510130845,0.004523370282979651,40.83457815195857,0.13070387992164098,0.03298241298964946,280.6918990166585,0.1137738441188605,0.0127717090996431,106.952137993801,20.542407800000035,0.6870239208873447,22.99982480000004,0.0013243061662071335
rei-HM,F,5,free swimming,11-2018,0.04031854675373306,0.011917754282116543,90.90653491285255,0.028503340572510798,0.0019029344466496,10.369922416913369,0.05889237753315846,0.01848715321534295,145.03192685133018,0.0488913343312403,0.0031800400492619,24.136222293918763,17.98486099999997,0.600746766235498,29.90557019999995,0.0022366090615286347
rei-HM,F,34,free swimming,11-2018,0.07619896759469641,0.03004261058371252,229.71302838278254,0.0480894915459137,0.02054668962311145,91.3566809743827,0.08976947636135628,0.03455895951663035,269.2499712698839,0.0589910905891361,0.0263374663415561,133.0002584627323,24.918020999999953,0.830694884185969,28.766942999999944,0.0008057094848800399
rei-HM,F,27,free swimming,11-2018,0.051895618324623194,0.02259241909164823,182.34883714226467,0.04715195221289155,0.0066147954709959,40.86830590506452,0.06674487037731718,0.029755621127328845,242.25140293021374,0.06101111632269445,0.0147194419782299,102.83017852268017,22.351340999999977,0.7448758540243293,29.996799699999972,0.0008734819838084136
rei-HM,F,23,free swimming,11-2018,0.07123617768648094,0.016944274465117787,122.51947867977394,0.06795175665934025,0.0055116131957764,39.401574755814295,0.07367571085610476,0.017395521857992462,126.73867896447742,0.0698152272361236,0.0055235662870066,41.82712378071756,28.78751330000002,0.9596733877687053,29.82724290000002,0.0017824328825557943
rei-HM,F,81,free swimming,11-2018,0.08365943759879024,0.031860429313728456,278.058520123584,0.0834537522743773,0.01756102068229615,156.69476531227247,0.10108754448818116,0.038737279773560965,338.42329607250235,0.09733999627228415,0.02723002982985255,225.25704730749112,24.536377799999965,0.8175304115980669,24.656408999999968,0.0005749539070905349
rei-HM,F,9,free swimming,11-2018,0.026292326608560602,0.012541555471380562,83.47775316888622,0.023357023111300952,0.0042942247412162,20.550217958831944,0.034468701276796194,0.017363075660456924,122.72574304925998,0.0332117742396303,0.0052823987934782005,42.8150329462369,18.379776600000024,0.6105263157894737,30.096783900000037,0.0011577948934473072
rei-HM,F,60,free swimming,11-2018,0.12572516065779063,0.03480502593794923,254.5868076615188,0.1094731621982208,0.013078350614561099,71.34269965200666,0.16279704934497238,0.04486474319768815,330.6494968899008,0.1462500844648395,0.0246641638490671,159.60844954723223,22.994940000000007,0.7665389101816364,23.104915800000008,0.001199828280727644
rei-HM,F,1,free swimming,11-2018,0.03469540538308719,0.011075593921621659,90.77771767803802,0.0106404709110779,0.0022512003828662,11.84187951677984,0.07298450061830535,0.02326832179486812,198.22469032132005,0.0560727387449028,0.0083983012252775,65.57928257726698,12.828945599999983,0.4306373861810391,19.702164899999975,0.0013222067688087539
