genotype,sex,animalNo,expType,birthDate,thrust_mean_m/s,slip_mean_m/s,yaw_mean_m/s,thrust_median_m/s,slip_median_m/s,yaw_median_m/s,cruising_thrust_mean_m/s,cruising_slip_mean_m/s,cruising_yaw_mean_m/s,cruising_thrust_median_m/s,cruising_slip_median_m/s,cruising_yaw_median_m/s,activity_duration_s,activity_fraction,sec_to_first_stop,torque
rei-HM,M,3,free swimming,11-2018,0.09367792515857849,0.02449954277168011,181.42792650596465,0.0847476187353379,0.0070541488138219,46.48779329335184,0.09536681587568058,0.024984637311841355,185.19476648288503,0.0859594005913995,0.0073340480102919,48.671536172845364,29.676165599999962,0.9773206751054853,30.35681159999996,0.0019604167343438856
rei-HM,M,46,free swimming,11-2018,0.0711686306132169,0.02659894116825854,174.95948066567738,0.05266752437981445,0.0117935884255497,80.33765188628195,0.07640754117110338,0.028393325721709824,188.21235261012026,0.0567423466544143,0.0135362421477203,95.378377347663,27.405802500000007,0.9140143309448425,29.959014000000007,0.0009097519282814518
rei-HM,M,55,free swimming,11-2018,0.09979225882550388,0.029861479829337925,220.81015004185514,0.0938680673190966,0.0108303641754272,87.81015536494579,0.11481894941398035,0.03423251204990968,255.02570405709412,0.1083051346931177,0.0157273341270088,122.93605642339573,25.23882919999996,0.8575474841719427,28.75471039999995,0.001039626038041899
rei-HM,M,38,free swimming,11-2018,0.178334952652883,0.037301846207113194,282.87830020671987,0.17627696494330147,0.0192870833984217,126.69389509539997,0.17839311840636493,0.0373103151992756,282.95845885745416,0.17631075899686066,0.0192957458073183,126.72366519307161,29.99,0.9995000833194467,29.995,0.001700597890111113
rei-HM,M,34,free swimming,11-2018,0.10222995043905521,0.0217942363791388,172.83676003879307,0.09809557987869905,0.00957147303042645,62.628809753243786,0.10252649865698996,0.021850559446255968,173.3326976322508,0.0983038624434864,0.00958737668233385,62.97386950791406,29.87804400000002,0.9961673054490918,29.97800400000002,0.001830218482082498
rei-HM,M,27,free swimming,11-2018,0.0701179536611154,0.027516436415927464,170.36538389508289,0.05724127301249775,0.012365603901734499,74.28081277359499,0.07812808614509419,0.030150615111039867,190.59162629015154,0.0659170071664361,0.013589386147275399,93.83876179475124,26.310506199999942,0.8761873021163139,29.998380499999936,0.0009549426459331324
rei-HM,M,2,free swimming,11-2018,0.047189743604975715,0.025612248551725798,156.0009556784726,0.04191862568271295,0.01461494319564375,57.304036462667796,0.05495276547621637,0.028850906402319645,183.58863794393613,0.0504575958493742,0.0174492061997095,79.7613147438625,24.52101299999996,0.8158628935831008,30.03534599999995,0.000938479567140037
rei-HM,M,42,free swimming,11-2018,0.041921757712753964,0.025012170874971113,144.56348124067443,0.035545010188211795,0.01638459097165485,66.36518765424029,0.046361794625832446,0.02742512414093749,162.66919838371422,0.04106926995062065,0.019795539772875598,83.35775723315955,25.724158000000024,0.8565239126812197,30.01819060000003,0.0007906939145668728
rei-HM,M,17,free swimming,11-2018,0.158794537054945,0.03172210403589013,241.12333824737382,0.15177535517656604,0.0163533675417048,129.06602408836534,0.158794537054945,0.03172210403589013,241.12333824737382,0.15177535517656604,0.0163533675417048,129.06602408836534,29.96519999999996,0.9998333611064822,29.96020579999996,0.0013976496812424615
rei-HM,M,81,free swimming,11-2018,0.11387851324713918,0.03219704105641211,258.4958212972348,0.1059739035057877,0.0154233822309137,120.9426944246502,0.11486352546522675,0.032502051876342274,261.0739378859462,0.1068879131752517,0.0157157894062403,123.47803019663957,29.67559350000006,0.9894964988329443,29.980599600000062,0.0010791744909882828
rei-HM,M,90,free swimming,11-2018,0.03430575874361241,0.013443314715129285,91.23047567355117,0.03299879203132555,0.00421727588934275,31.94726185829495,0.037599060041189646,0.015300761813713693,104.88667630623151,0.036585864717248506,0.0050604309841752,40.14389579729141,24.724559400000008,0.8241959673387769,29.73345720000001,0.0011393387108211334
rei-HM,M,6,free swimming,11-2018,0.06463546127308366,0.02800658449605619,186.20695666401818,0.0550121228277038,0.0107728493292526,54.343969913824175,0.07594379513711087,0.032292808853321746,219.8453753891902,0.0669153283364036,0.0128000585194953,78.64328247457308,24.968504400000043,0.8285600636435959,30.126824000000052,0.0011266973408626689
rei-INT,F,60,motivated swimming,11-2018,0.06658264480282788,0.014580340004295577,109.53334262419156,0.0636509311670787,0.00365054840171825,28.091386360111414,0.07051390777753348,0.015292337542998125,115.48997469981654,0.06591806877440184,0.0038141664523547,30.18081084440496,28.09449439999999,0.9361773037827029,29.99979919999999,0.0024860690704349426
rei-INT,F,29,motivated swimming,11-2018,0.11439498887742623,0.02276263169268045,192.58533444746905,0.09986159397360185,0.0073018412090351,49.035926476199165,0.1221878302580307,0.02428189724674623,205.89965384200454,0.1060589227466062,0.0083502851032658,56.879863176209255,27.943882199999972,0.9313447758706882,29.99380019999997,0.0023995133031212068
rei-INT,F,13,motivated swimming,11-2018,0.04986917410650037,0.01693533920171922,121.21891572844167,0.045618006129041946,0.0057173223843242,42.17712839838299,0.05220596203455363,0.017725890927870764,127.3967694772847,0.047423784185536846,0.005916206506985801,43.90693104379437,27.97671279999998,0.932177970338277,29.98719519999998,0.0013462874423857615
rei-INT,F,4,motivated swimming,11-2018,0.06875651315289771,0.030971585262609253,233.51602902805683,0.0651209006598464,0.0145991017767042,91.99298983085669,0.0732411802038076,0.0326880256612871,249.0263986422026,0.06929106681350905,0.016078034097718748,107.63040692495451,28.508592000000046,0.9274193548387096,30.73170240000005,0.0009636785214080501
rei-INT,F,17,motivated swimming,11-2018,0.08928352903219666,0.027305079776776604,198.74811056643924,0.0212122711082408,0.0025161470566706498,17.0911418993569,0.1692147036600333,0.051831761083988626,377.8078210922917,0.14751717696477018,0.0376191515311804,245.60564746720672,15.67626800000001,0.5222462922846193,15.76130200000001,0.0008363916508720684
rei-INT,F,8,motivated swimming,11-2018,0.05781248850948133,0.015181322401957426,135.74432287027247,0.0520462963740549,0.0033755394820977,27.1928150301477,0.05853855768799078,0.015394153919605785,137.8201900198575,0.0524880917791934,0.0034009834074133,27.279075258419997,30.205202300000035,0.9803997923156802,30.80106820000004,0.0021550635921091773
rei-INT,F,20,motivated swimming,11-2018,0.09212652193434565,0.04272828266362223,396.9436354989173,0.02427180879036895,0.01134361225968575,45.29225194078208,0.1608229650822131,0.072558522994561,695.8236044773789,0.1390946801349957,0.046475192386375305,304.39564574728166,16.889324399999982,0.5629061823029495,25.658973599999975,0.000653197244603546
rei-INT,F,25,motivated swimming,11-2018,0.14944464374317248,0.030714105431236323,249.22428140604524,0.1292179701477679,0.015104823952008649,134.54325664203708,0.14959467773865198,0.03074465125983541,249.47095378602293,0.1292752422823207,0.0151241723252516,134.8803426706013,29.96679789999997,0.9986668888518581,29.996799699999972,0.0012678222632365153
rei-INT,F,36,motivated swimming,11-2018,0.061776812472507873,0.02591901909534094,414.9743799991392,0.00990543502956215,0.0030836640159416003,13.044566462713192,0.1369677052947553,0.05822244083397443,960.2095869958548,0.1160066754615917,0.0480635916716442,557.4578031287274,12.844486199999988,0.42809531744709217,12.874484999999988,0.00035807053862281
rei-INT,F,21,motivated swimming,11-2018,0.03158105397679211,0.00928923571813032,101.99506373672685,0.0041256359345143,0.0012908871614055,4.330926187885442,0.15560206223468537,0.04593129873693362,548.7461127867301,0.1083904644547206,0.03137122590679235,199.2425167695693,5.549543999999995,0.17990654205607476,5.6336279999999945,0.0009760941017496127
rei-INT,F,32,motivated swimming,11-2018,0.06884696001545065,0.016736040189953245,107.69050987705121,0.0642110386569246,0.0034387263500817496,20.05169389785806,0.07009225976491217,0.01704202452949221,109.99969777056918,0.06531670922174,0.0034693365262469,20.63492803919189,29.22967599999999,0.9740043326112314,29.979795999999993,0.003305038563707283
rei-INT,F,90,motivated swimming,11-2018,0.09363541421767069,0.030652142485049876,224.1311185657417,0.068717824832117,0.00750851332624875,59.980658057949654,0.09796388142464098,0.03215714160526162,235.78921001262157,0.07270778485857425,0.00837884530194815,69.06801400076574,28.35773120000006,0.9451758040326612,29.992600400000065,0.0014457926119688597
rei-INT,F,10,motivated swimming,11-2018,0.05533106890988387,0.01731482627916691,175.86434812576792,0.0452424101213459,0.0044374467088124,41.54853353388432,0.06089000068670851,0.01927194765684482,197.2883956880624,0.05056448062063465,0.00506747895584945,54.263321084306426,26.911843200000046,0.8763342879458474,30.62961120000005,0.0012220435105324504
rei-INT,F,26,motivated swimming,11-2018,0.022867375312669216,0.005264201875255323,39.326769198062216,0.00293729960504855,0.00060253672917455,2.4006519507338453,0.12495943982736633,0.028769530590713122,228.89588990603406,0.0887081476037258,0.0065564051250724,56.725634457234264,4.790383199999991,0.15964005999000166,9.455756399999983,0.0017839071670314394
rei-INT,F,35,motivated swimming,11-2018,0.05411267197485182,0.01785561341855127,130.4712814776521,0.04404582579720775,0.0082957148107369,50.129522542411564,0.0593512380311924,0.019195753013309485,144.41756391029548,0.049125760415191844,0.0087452641240899,58.4417763898152,26.431057200000026,0.8808531911348109,29.98619940000003,0.0010367126246233452
rei-INT,F,11,motivated swimming,11-2018,0.1263058450252726,0.03196318590672998,279.6415815326246,0.12106426739665616,0.0118913374283354,98.16793925635068,0.12643931418825083,0.03199447810147282,279.92409967403967,0.1211818574276059,0.0118988555596179,98.3128006628057,29.96080489999998,0.9986668888518581,29.98080209999998,0.001424257594498242
rei-INT,F,22,motivated swimming,11-2018,0.056010591022876775,0.019640585706974672,152.1545391608743,0.04548949511044575,0.0068923465856659,49.31995065601269,0.06195125172009269,0.021458303041021143,170.6085368750171,0.0504359060657777,0.0075668201225022,59.65779175369335,26.818659000000025,0.8717982056949681,30.73446320000003,0.0011049857057388404
rei-INT,F,31,motivated swimming,11-2018,0.16548008223697308,0.039620045040765266,294.39273252443513,0.14164831005955403,0.017938341166618903,137.5141959947996,0.19200466365636407,0.04596568535122836,342.5726684908669,0.1601906069879944,0.026072361019815,209.49117892354252,25.670241599999947,0.8558573571071488,26.794814099999943,0.001033636711492802
rei-INT,F,14,motivated swimming,11-2018,0.039472308328002824,0.011986749497569456,108.52931304229641,0.0217473767864284,0.0018973741538143,9.56373438597069,0.0719828589434703,0.02212614588130079,206.78182527854733,0.0631960290263654,0.0064484047991093,50.24431788562112,15.880426100000019,0.5098870056497176,31.13699260000004,0.001596238035562355
rei-INT,F,50,motivated swimming,11-2018,0.09598334869890164,0.030199573524180172,277.5580107187598,0.0840538797755548,0.0175563581018831,166.02259435866813,0.097251160159692,0.030645249323694137,281.8992886893833,0.08526671738852895,0.018235737487553798,174.17367866447222,29.495280000000047,0.9831694717547076,29.98520160000005,0.0006983265024089259
rei-INT,F,3,motivated swimming,11-2018,0.13032644317220402,0.0347575752354189,281.9747384356131,0.1072280842821336,0.0155304463129729,120.79938695898562,0.16374689670710957,0.04348238822907244,355.1407320127375,0.13994954275434263,0.025086538744675098,216.5045559787808,24.25539359999999,0.7889669529013791,30.719231999999987,0.0009318169218385289
rei-INT,F,1,motivated swimming,11-2018,0.06686532742635484,0.023296792097947435,189.32973383246866,0.0537328169792601,0.0080828853917359,51.4805659235833,0.07615693596934367,0.026188607501622718,217.74051882586164,0.0641268468335066,0.00920098465752105,65.25419520140474,26.281728200000014,0.8511796733212341,30.868822400000017,0.0012714375153551917
rei-INT,F,18,motivated swimming,11-2018,0.061242250368537685,0.03770616487362843,690.5661614567878,0.023301617166774,0.014128946033146302,143.34569935894024,0.09677402605796047,0.05999902723419597,1116.6392343827376,0.0633854788976963,0.0460471580709234,591.456285865354,18.478152,0.6158973504415931,19.2030795,0.0002116344303671919
rei-INT,F,15,motivated swimming,11-2018,0.061463862051015394,0.018031461686750697,129.76568399271648,0.045327829370743,0.0033508203399084,22.27339732354494,0.07880247319957394,0.023142814814863306,169.7541815043409,0.0610189619454614,0.0053344091858811005,37.353594640165966,22.83314159999998,0.745559038662487,30.613530599999972,0.0020633286491722434
rei-INT,F,23,motivated swimming,11-2018,0.04168421102483081,0.017514027976047706,145.92944948811572,0.0353852284210414,0.0021842551232914,16.08901892424086,0.06294708983832097,0.02707637858463942,227.7574541498667,0.057834838725977805,0.0054588007253536,53.86222583510225,20.97783039999997,0.6289549376797698,33.34147929999995,0.0013005515882673993
rei-INT,F,30,motivated swimming,11-2018,0.06477371183679877,0.012841366822647355,99.89805404148103,0.001968634780366,0.00054147218121335,2.692539650738013,0.184134598377449,0.03645046948648896,285.7417802996849,0.1777417023988211,0.0206526656339985,144.54819056584256,10.352514800000025,0.34510914847525415,10.477484800000024,0.001651403416199971
rei-INT,F,27,motivated swimming,11-2018,0.13407284389384455,0.03331165809356231,250.76279704376097,0.09677912774719805,0.0130766505872377,84.6505775662763,0.19047097398064464,0.04716833842294588,356.7870330823088,0.1684591434114374,0.0354667831685924,254.8279145869856,20.891656800000035,0.6966161026837806,21.206606400000034,0.0009072639830954001
rei-INT,F,34,motivated swimming,11-2018,0.10132748494103476,0.030578900987483334,227.8496380466018,0.0917283718479659,0.0112180062228065,85.004069170696,0.10807978698625655,0.03256973523265106,243.71311922174564,0.0980290914608613,0.0134883367475024,109.6774577497854,27.92611700000003,0.9306782202966172,29.99619980000003,0.0012320335910826104
rei-INT,F,80,motivated swimming,11-2018,0.10516599155831402,0.045679907961824945,358.48470753781135,0.07668786620173795,0.02047298802575035,113.9857858646451,0.14150772584356422,0.06137951351309587,485.31291902728117,0.1205482253442209,0.0428550733796176,271.65869082750334,21.883249200000044,0.7293784369271789,29.992600400000065,0.0007007743371322223
rei-INT,F,19,motivated swimming,11-2018,0.09897024988944067,0.030258544483074412,317.7625709209976,0.08250234473898571,0.0158721735400354,135.08192575871192,0.1262533250420336,0.03827625049878671,406.9881341917483,0.1088236430685875,0.0262028236536491,237.8007433434277,23.869966300000023,0.7717912187540474,30.919998300000028,0.0006338156169484447
rei-INT,F,38,motivated swimming,11-2018,0.06093548949271498,0.012226296020347653,87.86478198201203,0.052800046727861705,0.00259185242092845,17.527163685901282,0.0636085233704106,0.012790545267249659,92.46216019392608,0.0542848553292436,0.00268116143498285,19.123637578539388,28.20153699999995,0.9401766372271289,29.971005999999946,0.003078030148952751
rei-INT,F,2,motivated swimming,11-2018,0.03448710202751759,0.011965948325524616,88.20253234705186,0.01181979039152915,0.0019659229429987,10.786904987334365,0.0721210167239701,0.025145266620912394,192.92816274016494,0.0551332285690915,0.0060419510157263,53.05511901738669,13.646908800000018,0.43081005939593076,31.66931520000004,0.0014482878978783072
rei-INT,F,40,motivated swimming,11-2018,0.1007004948249959,0.033407830024202625,290.5838124579073,0.08482802071373721,0.0144516186615673,108.8719593064809,0.13712815683195087,0.045482398189300104,399.1682564830642,0.1200945132099738,0.0331189244606114,272.08467496611775,21.67719339999995,0.7227128811864689,22.11703499999995,0.0006804650560842793
rei-INT,F,24,motivated swimming,11-2018,0.03375434044327163,0.019457094570495305,119.04018583946635,0.0323943784408675,0.009737496717804401,57.2256157369452,0.036673337336779195,0.021782582033535378,135.6127402913156,0.0351729175365153,0.012029880711472301,80.8542304030766,25.28,0.8425262456257291,29.975,0.0006476835245255576
rei-INT,F,16,motivated swimming,11-2018,0.0778802018640256,0.031902272099456126,200.95435644992298,0.020795837820358,0.004487346084901,23.96576720038297,0.14532958576131394,0.06001201450696561,380.6929490998646,0.1295202023168704,0.0470598922567389,266.12122497066366,15.70971149999997,0.5234127645392435,30.003998499999945,0.0007088514941591184
rei-INT,F,9,motivated swimming,11-2018,0.03066508251279376,0.011398251186725581,163.13654350626095,0.0020408864039269,0.0005458875672080001,2.1883180104964595,0.1370398111474365,0.05192686365260395,769.3800699000828,0.140010884073096,0.0386486869930225,517.9687479282791,6.408621600000013,0.20937214462863857,6.5764284000000135,0.0004029908110257267
rei-INT,F,12,motivated swimming,11-2018,0.0458322495654103,0.015446313000716848,119.85271728253906,0.04222097055542645,0.0054671255362648,41.02701138513112,0.048726296036827745,0.016300643434391533,128.80610394353008,0.0447517112213586,0.0055340865511895,46.06601059965332,27.292094099999964,0.9093484419263456,30.00279869999996,0.001147152235044222
rei-INT,F,5,motivated swimming,11-2018,0.046179239394022194,0.02025020355843985,147.87217227709692,0.035178011644608945,0.0050218408460976,26.235121700429076,0.06253846327003107,0.02772622211162212,209.97050545985883,0.0519499640035272,0.010584406540479,62.36317918759937,21.111776800000033,0.6863866857365752,30.73785120000005,0.0012155313239342487
rei-INT,F,28,motivated swimming,11-2018,0.05477330047738143,0.026502489469648675,226.93221676806584,0.00868805845985465,0.00291749130147345,10.849995032548776,0.1119558411363113,0.054735352342670164,475.687816778504,0.0946314075349202,0.0442413494212072,393.8483049615144,14.149809299999992,0.47142142976170637,14.47992149999999,0.0004315556258418559
rei-INT,F,70,motivated swimming,11-2018,0.06439064430121733,0.02365434964464188,144.41077392409213,0.00838560620984685,0.00124983789396035,4.04373369226505,0.1494265809268243,0.05630646360050644,347.04231782091017,0.1424383813803765,0.0386543947104817,228.96535437280363,12.363516199999978,0.41209798366938843,12.568491599999978,0.0008655952245135107
rei-INT,F,33,motivated swimming,11-2018,0.1829560368724202,0.04596884982263991,398.82009420181413,0.1671335076044351,0.03415417500539175,276.9569749181529,0.18317325401784132,0.04601113603492559,399.2845167888487,0.16733909892495236,0.0342038094464139,277.8491229953943,29.946218400000024,0.9985002499583403,29.981202300000025,0.000827770191014602
rei-INT,F,37,motivated swimming,11-2018,0.04095894841550385,0.018139105062188843,112.1088477483825,0.03223971357168795,0.00759287315002695,34.63640467114146,0.04998706040985512,0.022678294524330508,144.35795380086526,0.0428102708361392,0.0122504128219494,59.94985021382604,22.091160000000013,0.7365439093484419,29.93302200000002,0.0011683521935857075
rei-INT,M,60,motivated swimming,11-2018,0.09464479888016192,0.029073527218973966,239.89408898650117,0.0097217069292301,0.0019000265403222,8.475388721981858,0.2004025331330239,0.06201039926078923,515.2582422506615,0.1747278828456045,0.04428622285197985,324.2364686086603,13.81391920000002,0.4605899016830528,14.003835600000022,0.0008153467330117535
rei-INT,M,29,motivated swimming,11-2018,0.12000719079727704,0.02979243664633561,191.39235987466023,0.10574354170024611,0.0056295146484102,33.847086854234476,0.12430162198027599,0.03087267668358343,198.96184533450185,0.1100248856904158,0.0061672082058062,38.07601447989555,28.77348600000002,0.9593401099816697,29.80807200000002,0.0029679945786184234
rei-INT,M,8,motivated swimming,11-2018,0.038513594938962795,0.014738798821752382,104.6390086274914,0.0134857119202397,0.0019279643294528,7.886007478731472,0.08155354979512348,0.03299230206772535,238.0072163455428,0.06811413004927941,0.008442180480241201,60.38902423139092,13.013071400000015,0.4249151214416297,28.325625300000034,0.0015264499098945035
rei-INT,M,12,motivated swimming,11-2018,0.10385963245899275,0.03630821430538738,438.4125785671055,0.0844170103018301,0.0202143348489312,148.24934210419656,0.13908541362527435,0.04853184687219004,587.0408516227549,0.1258009549842294,0.0334297781444292,283.005815014954,22.316338899999977,0.743709381769705,22.56135359999998,0.0005645267841102515
rei-INT,M,20,motivated swimming,11-2018,0.032479880443795676,0.010508052923495902,65.1446944185992,0.016736671292725602,0.0017856497695364001,9.255935266764936,0.061922859033152214,0.021216213165942147,135.35201255831214,0.0514678089783013,0.0056778757651578,40.385165518091526,13.346986999999995,0.44509248458590234,27.57344599999999,0.0015949507629015273
rei-INT,M,13,motivated swimming,11-2018,0.040035778577428204,0.0162901013650467,115.23988805003435,0.0286129081999568,0.0026860881164878,13.439691555686295,0.05956600125290348,0.025769482178581726,187.35783459247745,0.046386020595814,0.0080778759094223,43.87910092580114,17.819275599999987,0.5937343776037327,29.97719279999998,0.0013829316937552895
rei-INT,M,25,motivated swimming,11-2018,0.1281709266413183,0.03099246530397996,229.82678291530695,0.09894936549028255,0.00743672693530875,47.834622637682855,0.1827611611677307,0.044212116395421844,328.69514320969574,0.1521230829122881,0.0225307142633215,166.76157621895413,20.86416539999998,0.6953841026495584,21.08415659999998,0.0013349636187596039
rei-INT,M,2,motivated swimming,11-2018,0.02818109771394411,0.006701884058820873,55.28364076752573,0.0011831729031895,0.0003976785917046,2.0586452591828674,0.09622336753516429,0.022875201686665837,191.45393432714658,0.0728160629503583,0.005484268187843,40.01259412262925,8.76202810000001,0.2813302516692347,31.12899440000004,0.002159562438189516
rei-INT,M,21,motivated swimming,11-2018,0.04904851367410863,0.017405267685449557,135.23163617713618,0.0387808485776695,0.00413946502091845,21.924844251907416,0.0612662495637469,0.021991180105387205,175.26567875712416,0.04764012477140285,0.0074391221240969994,49.94630615907454,22.68273919999997,0.7562072987835361,29.985401599999957,0.0015573771532313122
rei-INT,M,32,motivated swimming,11-2018,0.03111382696847933,0.011241271562507553,76.65428290754525,0.0068650286954491,0.00175363940495135,6.9492020708651125,0.08054469754094405,0.02955359514760994,212.03545973385593,0.0501794806267961,0.0051819147348625,41.31460487324148,10.211731199999985,0.3404432594567572,29.915423999999955,0.0017030077086027783
rei-INT,M,17,motivated swimming,11-2018,0.03645413391794037,0.010749406908681635,71.98683191729403,0.02915044914081315,0.0022494367659072,13.220930458044222,0.049591282812379865,0.01547654948436972,106.12950677074348,0.04236161733995,0.0034678234489368,25.46810986559649,18.954620899999963,0.6317280453257791,29.98940019999994,0.0020942583677969603
