,genotype,activity_ratio,speed_ratio
289,3V,0.9479001584786053,0.6055267614319759
290,3V,0.8754008245533669,0.4679961344882031
291,3V,1.0,0.6468401748454067
292,3V,0.36348408710217756,0.5089117369880153
293,3V,1.0,0.5135851595922729
294,3V,0.9649184975194898,0.819902336218689
295,3V,1.0,0.5749070734906856
296,3V,0.8821705426356589,0.43987824663646896
297,3V,0.8946082271808413,0.5646060423909244
298,3V,,0.5199865414509417
299,3V,1.0,0.5342771987306805
300,3V,1.0,0.7353941819306464
301,3V,,0.3571600579383506
302,3V,,0.40337443514575366
303,3V,1.0,0.4864427892388179
304,3V,,0.4866157867887242
305,3V,1.0,0.6205394234537791
306,3V,1.0,0.822530581579056
307,3V,0.8519429414658141,0.2578924746369153
308,3V,0.8256772673733804,0.4751179223096161
309,3V,0.8580931263858093,0.49080335521596147
310,3V,0.8712018140589569,0.4476338744113756
311,3V,0.8883495145631068,0.4358868252836515
312,3V,1.0,0.3634994710369107
313,3V,1.0,0.43608487676944563
314,3V,1.0,0.5335607940021343
315,3V,0.9068582020389249,0.5398087661233678
316,3V,1.0,0.8644215213450985
317,3V,0.8310104529616724,0.6257439950940966
318,3V,1.0,0.640851900818002
319,3V,0.9835497835497835,0.41611369995391145
320,3V,,0.48144303602174765
321,3V,1.0,0.5460268252978453
322,3V,0.8627803950106605,0.3580735824769604
323,3V,,0.44126277766298827
324,15V,0.441340782122905,0.47924896044378346
325,15V,1.0,0.9130720398314032
326,15V,1.0,0.7735563148358071
327,15V,1.0,0.9133193948276114
328,15V,,0.5112601367122587
329,15V,1.0,0.9139806521074976
330,15V,1.0,0.8183877351987261
331,15V,1.0,0.834190694721261
332,15V,1.0,0.9126714840596142
333,15V,1.0,0.9854994797725527
334,15V,1.0,0.9811085923821672
335,15V,1.0,0.9883346518537901
336,15V,1.0,0.8158346577952102
337,15V,1.0,0.8259434579049849
338,15V,0.9594907407407407,0.5754205192421615
339,15V,1.0,0.9826987786862924
340,15V,1.0,0.9850683921804091
341,15V,1.0,0.9877324554556288
342,15V,0.9418744971842317,0.607668332095014
343,15V,0.9629061925199265,0.6386276064416823
344,15V,1.0,0.5570639305680121
345,15V,1.0,0.9630244212275572
346,15V,1.0,0.9803895822631947
347,15V,1.0,0.9936959587619221
348,15V,1.0,0.886489151508579
349,15V,1.0,0.47400422277237964
350,15V,1.0,0.8251773410279406
351,15V,1.0,0.9535093443225156
352,15V,1.0,0.983565708513543
353,15V,1.0,0.9836748845638057
354,15V,0.9025906735751295,0.5684677791243264
355,15V,1.0,0.8610453910533128
356,15V,1.0,0.688360737810138
357,15V,1.0,0.9756408218902097
358,15V,0.9654388358344702,0.8435680357082904
359,15V,1.0,0.9919792408070169
360,15V,1.0,0.7143784801471775
361,15V,1.0,0.8462384660144241
362,15V,1.0,0.6130244048836964
363,15V,1.0,0.9613121594253138
364,15V,1.0,0.9820801170357947
365,15V,1.0,0.9828562790806004
366,15V,1.0,0.6617945606906923
367,15V,1.0,0.9434328307469211
368,15V,0.9328590484659849,0.6217406540478286
369,15V,0.8432553221572641,0.33710465678992674
370,15V,1.0,0.9787670560332492
371,15V,0.9882108183079057,0.8589338256447772
372,15V,1.0,0.8215691758826928
373,15V,1.0,0.8727095892883245
374,15V,1.0,0.6578151989116735
375,15V,1.0,0.8498485784128459
376,15V,1.0,0.788414676532236
377,15V,1.0,0.7763635729908724
378,3V,1.0,0.6898782397364456
379,3V,0.9962162162162163,0.4542920541644384
380,3V,1.0,0.5730938330658502
381,3V,1.0,0.5864679653708516
382,3V,1.0,0.7551919278792691
383,3V,1.0,0.7458501402498446
384,3V,1.0,0.9178565010319558
385,3V,1.0,0.6128448351792382
386,3V,1.0,0.6429214389481197
387,3V,0.8308135349172067,0.19599640096926735
388,3V,1.0,0.7230531341343632
389,3V,0.884518551347345,0.4905836715068205
390,3V,1.0,0.8911570583310378
391,3V,1.0,0.6097626747380723
392,3V,1.0,0.5732792082108428
393,3V,0.9268523132825167,0.6315010839854266
394,3V,1.0,0.9851200920086818
395,3V,0.9508387474369491,0.6509488318333982
396,3V,1.0,0.8192369297422064
397,3V,0.9184418548544482,0.7030881730520004
398,3V,1.0,0.4674617707539962
399,3V,0.8800177612081623,0.49611786841976774
400,3V,1.0,0.8899531506988937
401,3V,0.9460093896713615,0.676467626132788
402,3V,1.0,0.47493349545568797
403,3V,1.0,0.5610939341278756
404,3V,1.0,0.5463035510611745
405,3V,,0.5272086874319869
406,3V,1.0,0.8297731516331185
407,3V,1.0,0.8670832203001846
408,3V,1.0,0.693817341745324
409,3V,1.0,0.9834712430052364
410,3V,1.0,0.5353710052437015
411,3V,0.8782327586206896,0.49970994019229986
412,3V,0.883752342005247,0.42453324324924513
413,3V,1.0,0.7775826129709542
414,3V,0.7948243992606284,0.4954478252297999
415,3V,1.0,0.4806801653147032
416,3V,0.832115033107679,0.3593350099985716
417,3V,1.0,0.5337894005746588
418,3V,0.9606854838709677,0.5597370476212788
419,3V,1.0,0.8204126053054793
420,3V,0.9809619238476954,0.713372755331362
421,3V,0.9608355091383812,0.6395653718205793
422,3V,1.0,0.5392340767244392
423,3V,1.0,0.4268615698794996
424,3V,0.8656207271270235,0.35017208332398725
425,3V,0.9837031900138696,0.7682201173772478
426,3V,0.953125,0.5983646198858237
427,3V,0.9346846846846847,0.5022036249238728
428,3V,,0.49715172029326815
429,3V,1.0,0.5147014372729255
430,3V,1.0,0.663326755615098
431,3V,1.0,0.711620858957407
432,3V,,0.4585744282085246
433,3V,1.0,0.6375454984947776
434,3V,,0.4253290610973566
435,3V,,0.49039558819275353
436,3V,1.0,0.8594878515581637
437,3V,1.0,0.9123207068215425
438,3V,1.0,0.6585089761078362
439,3V,1.0,0.6922083986553427
440,3V,0.9034294779174493,0.5262908362189656
441,3V,0.7241025641025641,0.24953294544669383
442,3V,0.9245991983967936,0.5670325300468897
443,3V,1.0,0.7225285825887433
444,3V,1.0,0.7675089545677847
445,3V,1.0,0.6852405150138121
446,3V,0.9564838990426457,0.567569857740505
447,3V,0.9278096428436534,0.7532278014365885
448,3V,0.962962962962963,0.3956097128677013
449,3V,1.0,0.570292083428704
450,3V,0.9880255455029271,0.7230389537545081
451,3V,1.0,0.8002511856034986
452,3V,0.884754326051685,0.4235068431338561
453,3V,0.8938176022743849,0.603969134925009
454,3V,0.9273094856068033,0.4844692011554057
455,3V,0.8550773487845191,0.40210051515869394
456,3V,0.9856410256410256,0.7407423798908939
457,3V,0.7992082129094412,0.2517639631342778
458,3V,1.0,0.48338927561593104
459,3V,1.0,0.7134929039867071
460,3V,1.0,0.6819128424406482
461,3V,0.9830287206266319,0.5653984333163384
462,3V,0.9563046192259675,0.45049008609393654
463,3V,0.8875399941883142,0.5365615791039303
464,3V,1.0,0.6649201140714878
465,3V,0.9021372328458943,0.5792549935783402
466,3V,1.0,0.8002802662845292
467,3V,0.9372404006105195,0.699521203776015
468,3V,1.0,0.8846333548363055
469,3V,1.0,0.6946107231572515
470,3V,1.0,0.6999360508190342
471,3V,1.0,0.6704738974075867
472,3V,1.0,0.9182779041204441
473,3V,0.9619835411366214,0.7719410364282147
474,3V,,0.5297625571849989
475,3V,1.0,0.5468850607581871
476,3V,,0.4954021229850567
477,3V,1.0,0.5686532955927148
478,3V,1.0,0.822359632219401
479,3V,1.0,0.9002004120512566
480,3V,,0.38567923198498655
481,3V,,0.5027333071603362
482,3V,,0.543444483809864
483,3V,,0.47180091733127594
484,3V,1.0,0.6689654456054048
485,3V,1.0,0.5170883672934545
486,3V,0.7563218390804598,0.349742013061931
487,3V,,0.5515721354702889
488,3V,,0.408409460752811
489,3V,1.0,0.5548526058262024
490,3V,0.957663451232583,0.51099256701983
491,3V,1.0,0.5632156568373698
492,3V,0.8913040400948327,0.5801177677517122
493,3V,0.9159687325516471,0.49009253999744395
494,3V,1.0,0.7951088532217867
495,3V,0.8606610499027868,0.45392111076771924
496,3V,0.9162548547001734,0.5921701475511256
497,3V,0.863700504333546,0.4809204222093407
498,3V,1.0,0.7051577118231409
499,3V,0.892897397663419,0.39007989440000496
500,3V,1.0,0.8308542855991374
501,3V,1.0,0.5549977166343558
502,3V,1.0,0.5407979318713463
503,3V,0.8747832556666139,0.3447594053712494
504,3V,1.0,0.635182177828853
505,3V,1.0,0.5114738655564409
506,3V,,0.46115440525968154
507,3V,0.7483443708609272,0.24873957655192933
508,3V,0.9685245901639344,0.5335316855115289
509,3V,1.0,0.5838886761474275
510,3V,1.0,0.9243337453025768
511,3V,1.0,0.7684997469482675
512,3V,1.0,0.6114191366335291
513,3V,0.8915470494417863,0.6265061037845789
514,3V,0.9861728395061728,0.7484414996625683
515,3V,1.0,0.9110620644627441
516,3V,1.0,0.8196132423789905
517,3V,0.8758723828514456,0.4389597794754554
518,3V,0.8478038815117467,0.3216658082270512
519,3V,1.0,0.734398432258188
520,3V,,0.5209717693304015
521,3V,0.9822274881516588,0.6056630157737197
522,3V,0.9832689832689833,0.7342618079562032
523,3V,1.0,0.4991049681202586
524,3V,0.9440661478599222,0.650888788732993
525,3V,,0.5123756507450901
526,3V,0.7770154373927959,0.5918871357918825
527,3V,,0.571993479899007
528,3V,0.909780111436738,0.633138011446733
529,3V,1.0,0.7761126940847305
530,3V,0.6966710025019902,0.07157758080950533
531,3V,0.9533678756476683,0.5990717996605657
532,3V,1.0,0.8234771176837505
533,3V,1.0,0.8586513498208919
534,3V,0.0,0.5927390819619272
535,3V,1.0,0.7858476532279661
536,3V,,0.48452919867362126
537,3V,,0.4169460986568234
538,3V,1.0,0.525605740270697
539,3V,,0.42306899696274325
540,3V,1.0,0.91024178014387
541,3V,1.0,0.8813002262156343
542,3V,,0.33464742544106135
543,3V,1.0,0.5462091953440033
544,3V,1.0,0.8927219913170676
545,3V,1.0,0.7021780667462751
546,3V,1.0,0.9103091498551741
547,3V,1.0,0.8395599054268643
548,3V,0.9807524059492564,0.5143590256494565
549,3V,0.921875,0.671649504521349
550,3V,1.0,0.6715390526558278
551,3V,0.9266968325791856,0.4569330893299449
552,3V,1.0,0.8686953774635833
553,3V,1.0,0.6009428982848024
554,3V,0.8633058652447891,0.4938773953716783
555,3V,1.0,0.5025697203422
556,3V,,0.5285961474433964
557,3V,1.0,0.5964756381834521
558,3V,1.0,0.7405330214192176
559,3V,1.0,0.4522571758332795
560,3V,1.0,0.4398185884251044
561,3V,,0.5580800468577207
562,3V,0.9112806101967081,0.4701049094390607
563,3V,1.0,0.9732561433800218
564,3V,1.0,0.726758092816643
565,3V,0.8372365339578455,0.3964747499854875
566,3V,,0.5573745525822047
567,3V,1.0,0.5796036042360053
568,3V,,0.4266800668468038
569,3V,1.0,0.8450374288733209
570,3V,1.0,0.7635211097860882
571,3V,1.0,0.6137543327263766
572,3V,0.8049286948787662,0.47690759912699837
573,3V,0.8983169705469846,0.5424392703541872
574,3V,0.947015570934256,0.6314725970376696
575,3V,0.8701923076923077,0.45840066989294154
576,3V,0.7576628352490422,0.6276323914468935
577,3V,0.8424472873726605,0.4496960460188536
578,3V,0.8055555555555556,0.43712201552224805
579,3V,1.0,0.4054019570407196
580,3V,0.7913385826771653,0.4899955182107725
581,3V,0.9224517474862566,0.529808990998889
582,3V,1.0,0.8770122142645838
583,3V,1.0,0.8482007006493038
584,3V,1.0,0.47189391904485734
585,3V,0.6869922776050547,0.4520370850776061
586,3V,0.9028374892519346,0.36390937235059856
587,3V,1.0,0.7223302200022926
588,3V,0.7754137115839244,0.4450340369299064
589,3V,0.9719101123595506,0.6451445317937881
590,3V,,0.4354187543199167
591,3V,,0.38161798174533473
592,3V,,0.522157208615962
593,3V,1.0,0.3893738538537296
594,15V,1.0,0.5133822403289717
595,15V,1.0,0.8223317870866771
596,15V,1.0,0.3445570630878172
597,15V,1.0,0.45994925796491604
598,15V,0.9603848330503678,0.7444066549280577
599,15V,1.0,0.9776008209718684
600,15V,0.8813252392204152,0.45253538315836683
601,15V,0.96,0.4507236468349052
602,15V,0.951735817104149,0.4809819849030331
603,15V,1.0,0.9956202138061816
604,15V,0.9509990485252141,0.7063559693103421
605,15V,1.0,0.9422259206811787
606,15V,0.9495601173020528,0.5628458744602843
607,15V,1.0,0.47489883007925104
608,15V,,0.5725993026876053
609,15V,0.9308681672025724,0.5861594501997363
610,15V,0.9435499832567136,0.5774875491138057
611,15V,1.0,0.9657826912810331
612,15V,1.0,0.6977324604082551
613,15V,0.9567224295485165,0.7100057481538651
614,15V,0.8693693693693694,0.5492910215396832
615,15V,0.9056917783193676,0.5467515465676254
616,15V,1.0,0.7156840952903925
617,15V,1.0,0.9734996461879996
618,15V,0.8989169675090253,0.510698487285824
619,15V,0.8734567901234568,0.5110442232258159
620,15V,,0.48717875949745615
621,15V,0.9787906137184115,0.7339781071781861
622,15V,1.0,0.9782842821255362
623,15V,1.0,0.9901929413999091
624,15V,1.0,0.7798595699085439
625,15V,0.9744645799011532,0.7922497411247733
626,15V,0.9127125093733561,0.5994314292677811
627,15V,0.975768065772393,0.8537669780181247
628,15V,1.0,0.9806758458539162
629,15V,1.0,0.9574625812394538
630,15V,1.0,0.7400337639078298
631,15V,1.0,0.6736845685877585
632,15V,0.959755156490508,0.7661635770326416
633,15V,1.0,0.8862734230395174
634,15V,0.979957805907173,0.9118403990171715
635,15V,1.0,0.9160812050545983
636,15V,1.0,0.8397138479712614
637,15V,1.0,0.5849603479895318
638,15V,0.8695652173913043,0.4397331899311816
639,15V,0.9649272882805817,0.8336839463890631
640,15V,0.8903331738499398,0.6078545349513667
641,15V,1.0,0.9486870182549214
642,15V,1.0,0.9127049225174182
643,15V,1.0,0.74593675966209
644,15V,,0.4754444846460041
645,15V,,0.49728545412922964
646,15V,1.0,0.9906541634303012
647,15V,1.0,0.9805073138837108
648,12V,1.0,0.526549415769196
649,12V,0.7338129496402878,0.38346826531696077
650,12V,1.0,0.4727898552293155
651,12V,,0.5238539596868419
652,12V,0.9144444444444444,0.5291362323480528
653,12V,1.0,0.898139546016598
654,12V,1.0,0.46820898912245146
655,12V,0.7832125603864735,0.29929069852616036
656,12V,0.9523998413328044,0.4777915105847407
657,12V,1.0,0.5188945134951976
658,12V,0.9340413638904416,0.6181701770109642
659,12V,1.0,0.8560288982272347
660,12V,1.0,0.45989312032264723
661,12V,0.8442924776433456,0.33948263624529784
662,12V,0.9502487562189055,0.48778650662682205
663,12V,1.0,0.4665907103234389
664,12V,1.0,0.48764170740764967
665,12V,0.9814540059347181,0.8931741555701442
666,12V,0.8660933660933661,0.4196969534009868
667,12V,0.7196467991169978,0.4769766333126171
668,12V,0.9165355636892913,0.5016713583790827
669,12V,0.9761176488070085,0.8778555841597833
670,12V,1.0,0.8487901570470778
671,12V,1.0,0.7905388973025901
672,12V,1.0,0.5162354527741779
673,12V,0.8602794411177646,0.49967836871178495
674,12V,1.0,0.5506595915314679
675,12V,0.8038131635332331,0.46073875941727993
676,12V,0.905398144636751,0.5022582687319799
677,12V,1.0,0.87757237493434
678,12V,1.0,0.6876193875000334
679,12V,0.9189497716894977,0.4167055481776
680,12V,0.9419611418744116,0.6920559494319372
681,12V,1.0,0.5445682174315967
682,12V,0.8825829959514171,0.47112148407451626
683,12V,1.0,0.8317637275481182
684,12V,1.0,0.5462693377560558
685,12V,0.6959311634333841,0.4830225821466678
686,12V,0.8949843260188088,0.4963921200522614
687,12V,1.0,0.9443336681715249
688,12V,0.9659006671608599,0.6540684306446478
689,12V,0.8639112903225806,0.4041367100555393
690,12V,1.0,0.5153812465562926
691,12V,0.9092558983666061,0.4985755368640194
692,12V,1.0,0.654817394267077
693,12V,0.9137931034482758,0.5933258715958476
694,12V,1.0,0.6448576941047695
695,12V,0.9231601665651026,0.7030729485024734
696,12V,1.0,0.557471904760555
697,12V,0.6885057471264369,0.2330249792270177
698,12V,,0.49391219186224217
699,12V,,0.4733892610799214
700,12V,1.0,0.8187512861220687
701,12V,1.0,0.5474479955441184
702,13V,1.0,0.737159252903741
703,13V,0.8569182389937107,0.430169653140713
704,13V,,0.4793756347825384
705,13V,1.0,0.5018887632497522
706,13V,0.864563862928349,0.37727058957942483
707,13V,1.0,0.916347309448053
708,13V,0.8855690743878022,0.47001484684816586
709,13V,0.9356881282074924,0.8566922056066644
710,13V,0.9601170698940853,0.721374471990659
711,13V,1.0,0.9727553780399532
712,13V,0.9524630603300708,0.7817909495907602
713,13V,1.0,0.9278691942774933
714,13V,0.9630297565374211,0.8116942448103186
715,13V,0.9091147577759817,0.6219779197116222
716,13V,0.8353219973840117,0.37693250061608685
717,13V,0.9332140400090178,0.7336823535283228
