,genotype,light_condition,activity_norm_sum,activity_freq,activity_bout_dur_sec,distance_walked_mm,max_speed_mmPs,avg_speed_mmPs,sex
426,3V,dark,0.0040312199352294745,0.001300830634561444,6.197916666666667,1512.3464311051955,0.9317421722348365,0.6457544937987783,female
427,3V,dark,0.15446279759888346,0.042778357430317486,7.217870722433459,14444.075485066725,1.8128372958777388,0.8455748276719577,female
428,3V,dark,0.0,0.0,,207.58919935705237,,,female
429,3V,dark,0.0,0.0,,923.0549140923896,,,male
430,3V,dark,0.2964579465846421,0.07661350424802504,7.739051998585073,25268.07254740127,1.7474272216480524,0.8786687348681781,male
431,3V,dark,0.0,0.0,,309.9260265852345,,,male
432,15V,dark,0.0010186599990739454,0.0005556327267676066,3.6666666666666665,184.13569528238946,0.5880395559475943,0.5389706575055265,female
433,15V,dark,0.017189255258746736,0.0052306287188618366,6.572538860103627,3710.1024347460675,1.1548139726864641,0.681147312632448,female
434,15V,dark,0.0,0.0,,889.3948542352958,,,female
435,15V,dark,0.0,0.0,,870.619158645551,,,male
436,15V,dark,0.0,0.0,,313.7210137473157,,,male
437,15V,dark,0.02894465824705946,0.013984497804759065,4.1395348837209305,6187.124124010358,0.9393152223613996,0.5864329080583626,male
438,15V,dark,0.029061195728765785,0.009417854626267007,6.142939481268011,6461.779901735918,1.158121163729286,0.6505819427114246,female
439,15V,dark,0.03209523551412,0.009431405496232859,6.806034482758621,5373.615687569656,1.1456003258027678,0.708898721051144,female
440,15V,dark,0.02900428207490921,0.00636890888395035,9.108085106382978,4605.890664786384,1.4431201368655702,0.7904673764869621,female
441,15V,dark,0.16712152420185375,0.04588324570437422,7.284642646190194,14261.876063996546,1.3986001336391913,0.7808737658495447,male
442,15V,dark,0.023201799555531467,0.006721231503062496,6.9040322580645155,2665.702737541384,1.3341683864645932,0.7903090089207827,male
443,15V,dark,0.0823147596075668,0.02458127811805518,6.697353914002205,7967.8681742934505,1.3004156598298713,0.7394662695838766,male
444,15V,dark,0.020732831047753267,0.006721231503062496,6.169354838709677,4961.070818342628,1.1381340040137646,0.663586180175116,female
445,15V,dark,0.008470648815653965,0.002113935714672882,8.014102564102563,2470.5542420265897,1.332423471999507,0.7657961427891689,female
446,15V,dark,0.09937394980757765,0.023551412000650442,8.438895281933256,9912.757300340441,1.6190541564876497,0.8293701584008012,female
447,15V,dark,0.07701094910293241,0.01775163965526587,8.676488549618321,7575.381151362167,1.4872366974738087,0.8037232534055402,male
448,15V,dark,0.19459049270963197,0.04544961786546696,8.562909958258796,15704.434549737223,1.4503735616079751,0.8513375883711369,male
449,15V,dark,0.05980405442029378,0.015095669141958914,7.923339317773787,5415.182113204005,1.2647815228697321,0.7662240542464704,male
450,15V,dark,0.025331996314163368,0.00742587674128679,6.822627737226278,3879.5875221182678,1.1516656014964373,0.6934205256157124,female
451,15V,dark,0.07377635644208358,0.02894465824705946,5.097752808988764,12611.13326991208,1.362972956175451,0.6869703878334066,female
452,15V,dark,0.03326467559217302,0.00861835329828175,7.719496855345913,4539.95749712694,1.4389807309483102,0.7582203525670378,female
453,15V,dark,0.046180009756626374,0.01468914304298336,6.2876383763837635,4925.273256650764,1.343506571066138,0.7358881641106116,male
454,15V,dark,0.12754349829259037,0.029296980866171607,8.706938020351528,10964.337639621568,1.5915161053525435,0.8669249276095669,male
455,15V,dark,0.07491462951921514,0.017724537915334165,8.453211009174312,6599.542020110679,1.263966659671493,0.7612832337563238,male
456,15V,dark,0.018941406038267657,0.006558621063472275,5.77603305785124,2963.8639172999933,1.0944764760839456,0.6823262586265098,female
457,15V,dark,0.04831156160225487,0.012548105588378773,7.7002159827213825,5546.167703975569,1.5001774947254125,0.7828061221514351,female
458,15V,dark,0.035202449997289824,0.009485608976096266,7.422285714285715,5211.218227205415,1.3686517646342942,0.7307007237802678,female
459,15V,dark,0.09236679494823567,0.020272101468914304,9.112700534759359,8487.319305001914,1.4798196524593543,0.8268514014660346,male
460,15V,dark,0.054418938695864276,0.013632175185646918,7.983896620278331,4988.691507174795,1.4989518804253208,0.8462429943622006,male
461,15V,dark,0.020333080383760638,0.005908179305111388,6.88302752293578,2130.1819570453195,1.1724464487820168,0.7388255064554695,male
462,15V,dark,0.02832402840262345,0.006965147162447829,8.133073929961089,4428.43049322764,1.1897481351731838,0.7122237671717406,female
463,15V,dark,0.07701907962491192,0.015746110900319802,9.782616179001721,9640.965259742381,1.3874103571308138,0.7488268876681894,female
464,15V,dark,0.12034392107973332,0.028809149547400943,8.35456255879586,10915.855019328068,1.6020314882215763,0.8509124462261609,female
465,15V,dark,0.09924250636890888,0.024554176378123474,8.08355408388521,8977.549825683924,1.5277378061380988,0.8596911293492963,male
466,15V,dark,0.1355791641823405,0.03317252967640522,8.174183006535948,11757.724359043932,1.444935246093021,0.8407812589712422,male
467,15V,dark,0.03533660360995176,0.009079082877120712,7.784179104477611,3249.9848047939236,1.1048725856553394,0.7365085866866835,male
468,15V,dark,0.12781722586590058,0.032102010949102935,7.960304054054054,11135.353470037733,1.219043926607091,0.7478920252671276,female
469,15V,dark,0.03232017995555315,0.007398775001355087,8.736630036630038,5042.835612740378,1.5108640250032976,0.7537717955966622,female
470,15V,dark,0.042339693208303976,0.008225378069272047,10.306930693069306,4753.59321813061,1.6354464545236056,0.8701538315255716,female
471,15V,dark,0.09928044880481326,0.024405116808499105,8.131444444444444,8932.570206997145,1.452000355519598,0.8324344217680503,male
472,15V,dark,0.04273808878530001,0.015149872621822321,5.642039355992845,4700.79190307236,1.2190535096809991,0.7061001350491828,male
473,15V,dark,0.03889370697598786,0.010515475093501002,7.397422680412371,4170.360876976527,1.125246486295257,0.707476635479828,male
474,15V,dark,0.08068187977668166,0.0187273022928072,8.616497829232996,7171.967846775998,1.2555240976943196,0.7864745726655816,female
475,15V,dark,0.0515176974361754,0.015326033931378394,6.726017699115044,6379.810445797603,1.372447769149903,0.7015876192585275,female
476,15V,dark,0.11529622201745351,0.03048945742316657,7.563022222222222,10718.47095002486,1.4717455350253217,0.8136484185889239,female
477,15V,dark,0.12292807198222126,0.022440240663450593,10.956038647342993,11104.006737099016,1.5424691167745723,0.859379699814337,male
478,15V,dark,0.05133747086562957,0.01191121469998374,8.61002277904328,4959.179421588086,1.3588339572037174,0.8395433924034676,male
479,15V,dark,0.1155171011978969,0.03677706108732181,6.28201915991157,11150.907471617433,1.1291269840671485,0.6701028275101234,male
480,15V,dark,0.04404574773700472,0.011707951650495962,7.524074074074075,5639.859492000648,1.2885494230431782,0.7111687542381707,female
481,15V,dark,0.03050571846712559,0.008509946338554935,7.169426751592356,4028.3189524717727,1.3368706131500283,0.7280737740047492,female
482,15V,dark,0.0,0.0,,943.2598129254948,,,female
483,15V,dark,0.0,0.0,,3047.869122372387,,,male
484,15V,dark,0.0970377798254648,0.019011870562090086,10.206562054208273,8313.692893340634,1.2979417916297418,0.8099426846592997,male
485,15V,dark,0.10635806818797766,0.03341644533579056,6.365612327656123,9273.620160076307,1.0705278846310595,0.6806772800617498,male
486,3V,dark,0.01893273094228526,0.008517414409243246,4.445652173913044,876.809481129924,0.864417717474464,0.6075380622005473,female
487,3V,dark,0.10170584736128219,0.02682959548287174,7.581616161616161,9775.521950265867,1.3061896568737643,0.7581534572701142,female
488,3V,dark,0.0,0.0,,213.2617385580942,,,female
489,3V,dark,0.0,0.0,,248.67992532981515,,,male
490,3V,dark,0.10451225626363501,0.030894727570834293,6.765701754385965,9078.285114162283,1.3950908258585437,0.7601903120334103,male
491,3V,dark,0.017166899280478057,0.007804983807368664,4.398958333333334,4038.1224279245394,0.9545399237602981,0.5886822382865461,male
492,3V,dark,0.06449951896367159,0.018916245477580997,6.819484240687679,8978.09823646857,1.55827489813773,0.7362621829083243,female
493,3V,dark,0.04347755389639426,0.013712922939335221,6.3411067193675885,8569.549821389342,1.484032750525237,0.704421408464701,female
494,3V,dark,0.10547161885662408,0.027913657366630984,7.556990291262136,11007.912986035877,1.6086567940135263,0.8229555948425565,female
495,3V,dark,0.2075786934782314,0.05715524600604344,7.263679468942627,17324.477622041646,1.419460646588918,0.7972580428105557,male
496,3V,dark,0.04602772395289909,0.014905351021016545,6.176,6262.280190200478,1.2398685823834024,0.6946322214928147,male
497,3V,dark,0.16128944836650902,0.045163213593680133,7.140576230492196,16319.975995537323,1.3795131079805534,0.7119525694643442,male
498,3V,dark,0.04382173200178864,0.011924280816813236,7.35,5076.421168510685,1.3773552990229987,0.7735798543143324,female
499,3V,dark,0.06480440114364694,0.018672339733600725,6.9412191582002905,7791.904606387909,1.4163962461742077,0.7199036479173605,female
500,3V,dark,0.02512635672570089,0.007398474234068212,6.792307692307693,4483.956239126178,1.328897412090468,0.728066670711945,female
501,3V,dark,0.18265423650726975,0.04588138050651093,7.962020082693444,15667.248857810451,1.4273830295481538,0.8189360256615243,male
502,3V,dark,0.1532446239108931,0.040881312754915376,7.497546419098143,12740.091083617697,1.3049276774393972,0.779947615109502,male
503,3V,dark,0.2123484058049567,0.06913372809929674,6.143120344962759,20445.822115110976,1.3297153718311547,0.7212174616386411,male
504,3V,dark,0.10184419843087304,0.025935310776568788,7.853709508881923,10541.167752601435,1.4608056305887274,0.8120435658591957,female
505,3V,dark,0.25346549411238634,0.05298174772015881,9.568030690537084,24339.649570633163,1.578635359998051,0.837236496551694,female
506,3V,dark,0.024050461388365696,0.008401197848209325,5.725483870967742,4189.072977523959,1.6246227586835216,0.6972195832212335,female
507,3V,dark,0.06572175774739496,0.015311860594316997,8.584424778761063,6847.369957795524,1.4806382507796263,0.8144500357370703,male
508,3V,dark,0.05196276372308568,0.01336061464247483,7.7784989858012175,5359.44937704465,1.5186149905167525,0.8143716368402654,male
509,3V,dark,0.12129026138565563,0.03229041043916584,7.514945424013433,11377.614188163463,1.2874779906547515,0.7395866910839177,male
510,3V,dark,0.04667813927017981,0.01292700443095435,7.221802935010483,5414.1917487994215,1.34642418716644,0.7480876638236648,female
511,3V,dark,0.17821379693491782,0.04108456754156561,8.675461741424803,16271.900140657604,1.5558962938571932,0.869853676664098,female
512,3V,dark,0.03042317646580577,0.008184392742449085,7.434437086092714,4430.471725228862,1.2314132042839734,0.711511244232357,female
513,3V,dark,0.0,0.0,,1215.1448112632208,,,male
514,3V,dark,0.16597108361901922,0.042331196899686986,7.841549295774648,14467.493547278791,1.594063628649813,0.8451223115221386,male
515,3V,dark,0.12681201642298676,0.03292727543733655,7.702551440329217,10803.643631162844,1.2539588317666812,0.7577964279620208,male
516,3V,dark,0.03167658098348216,0.007940486998468815,7.978498293515358,3611.249548065041,1.268466635288602,0.74866107444065,female
517,3V,dark,0.12340953129446199,0.030312063849103645,8.142039355992845,11417.065311957596,1.6434244170142898,0.8499321171883225,female
518,3V,dark,0.0,0.0,,788.902728676412,,,female
519,3V,dark,0.11708017723817396,0.03216845756717571,7.2791912384161765,12064.376885164413,1.4366446660928447,0.7514140291512749,male
520,3V,dark,0.25292077128416374,0.05833412376861475,8.66974907063197,20995.538223579475,1.3997017591037189,0.8182637098017196,male
521,3V,dark,0.0784671879022751,0.021002994620523314,7.472,7246.085116540984,1.203545887863984,0.721489578230158,male
522,3V,dark,0.07969349178173146,0.0230626431252456,6.911045828437133,8273.745847981148,1.234015432645283,0.7454003330768397,female
523,3V,dark,0.040636051979024104,0.011273865499532514,7.208894230769231,5468.072382895995,1.5203144638253376,0.7821088223518454,female
524,3V,dark,0.115317280721961,0.02661282673206954,8.666293279022403,11614.639092937949,1.692630977667979,0.855133944722161,female
525,3V,dark,0.0037453082020081573,0.0007046165937207821,10.63076923076923,1034.4407569241923,1.4135395967473028,0.8500202551050294,male
526,3V,dark,0.044805485169175735,0.01308960826027453,6.845962732919254,5094.563557620025,1.2997493662542232,0.7389732465396872,male
527,3V,dark,0.10851366549682245,0.03005460778601336,7.221100090171325,10285.068117486198,1.2533849678450713,0.713571804833481,male
528,3V,dark,0.07019607311752192,0.020596485047222862,6.816315789473684,8963.969352099917,1.1665255029792438,0.7065327872664579,female
529,3V,dark,0.04330004471605306,0.014553042724156154,5.950651769087523,7319.899111426809,1.2620980318739052,0.6922371735044494,female
530,3V,dark,0.020849876014580142,0.0052846244529058655,7.890769230769232,2809.0851721941413,1.4349920629272086,0.7986285791205452,female
531,3V,dark,0.0,0.0,,333.1242166917257,,,male
532,3V,dark,0.13238119757720293,0.034553313730538354,7.662431372549018,11183.572863220095,1.22602213688939,0.754955049881906,male
533,3V,dark,0.15160097020284827,0.04047480318161493,7.490154052243804,14294.364768796704,1.1571751735814506,0.7111405340645373,male
534,3V,dark,0.06396834645455901,0.018970446754021056,6.743999999999999,6475.350015696244,1.2135772202640298,0.7073278453799059,female
535,3V,dark,0.1222496239786447,0.033943549370587675,7.203194888178913,11924.216079538051,1.5631746629637857,0.8082609420608221,female
536,3V,dark,0.0,0.0,,159.32009874916648,,,female
537,3V,dark,0.0,0.0,,819.3020510404581,,,male
538,3V,dark,0.11242428759197279,0.02636892098808927,8.527029804727647,9446.248164093191,1.4883182470572103,0.8459171292376501,male
539,3V,dark,0.10052575238146859,0.024498976950907195,8.206526548672565,8792.16029091936,1.2554977313304883,0.7459753678748869,male
540,3V,dark,0.0,0.0,,25.11543507933953,,,female
541,3V,dark,0.07549813348148048,0.01533864946714453,9.844169611307422,7444.219770344796,1.3651389019852989,0.8095203684774671,female
542,3V,dark,0.0,0.0,,250.82410262333943,,,female
543,3V,dark,0.0,0.0,,182.45378834676197,,,male
544,3V,dark,0.0800280215283386,0.019701790234199275,8.123933975240716,6978.5697476846935,1.4084583717850052,0.8132512309576816,male
545,3V,dark,0.019723470333494128,0.007398333884369191,5.331868131868132,4140.058999388486,0.9188794482138962,0.5911089667023853,male
546,3V,dark,0.01793486214166861,0.0042411694245559645,8.442307692307692,2860.472422983907,1.1906058259463168,0.7134491492881314,female
547,3V,dark,0.010077181153489684,0.002032509308892635,9.916,3386.3355665817517,1.3725528823319355,0.7445459608501791,female
548,3V,dark,0.03923826971127528,0.007859035994384854,9.985517241379311,5663.0031003970935,1.631031753338529,0.8168235509914595,female
549,3V,dark,0.08172177928574913,0.019281738310361462,8.474683544303797,7234.231961336516,1.492820892667193,0.8843057833686532,male
550,3V,dark,0.2014501276415846,0.04157159039788402,9.691720990873533,17518.136307437224,1.5871302588865461,0.9139505274786484,male
551,3V,dark,0.04215424306643324,0.011192351260968776,7.532687651331719,7690.099340713753,1.2034907983284018,0.6692690996609506,male
552,3V,dark,0.030999831979230466,0.007140882705242791,8.690874524714829,4513.533736257047,1.3153399679740563,0.7538342625298112,female
553,3V,dark,0.010447097847708142,0.002168009929485477,9.6375,2799.252455252267,1.4461669621458781,0.7568757311271487,female
554,3V,dark,0.12357927599308405,0.034444257754700516,7.175609756097561,11504.09521412126,1.6662652369527104,0.8605853333836078,female
555,3V,dark,0.103134942358036,0.024444311954948755,8.438359201773835,10267.483742279777,1.626980455298326,0.8107447761813305,male
556,3V,dark,0.050211109966883646,0.009905095365336774,10.12931506849315,5525.188945400601,1.7404079322073978,0.8750360863395422,male
557,3V,dark,0.10468235944520626,0.022140801404870437,9.456058751529989,10457.75835152902,1.3425216122620243,0.7701953370849449,male
558,3V,dark,0.03690223901225467,0.010216746792700312,7.223872679045093,5303.528242203782,1.2429514933963566,0.7063622228455835,female
559,3V,dark,0.023642148281039128,0.006747930905523548,7.00722891566265,5699.964608301779,1.342991062588042,0.7410467443523163,female
560,3V,dark,0.015852217603156624,0.0046341212242752075,6.841520467836258,4699.781639753114,1.5442724978793099,0.755304145758501,female
561,3V,dark,0.09663768760060922,0.020243792716570643,9.547389558232931,9711.617909070223,1.6972705650303554,0.8418125708122133,male
562,3V,dark,0.16837442615487178,0.035717963588273234,9.427996965098636,15260.999741842397,1.714758902108383,0.8778404439585895,male
563,3V,dark,0.1444152064216454,0.03834667562777438,7.53208480565371,14241.287315915812,1.3391381738867367,0.7398037826692576,male
564,3V,dark,0.014792602750120596,0.004986422837816597,5.933152173913044,4291.364349918864,1.0712803727881077,0.6376522289898872,female
565,3V,dark,0.07007279093338248,0.01994569135126639,7.026358695652173,8781.62628002289,1.823348809821106,0.7276463713819862,female
566,3V,dark,0.03927214486642349,0.012574457591015768,6.246336206896551,6603.558383238809,1.4272307280513172,0.6795202006404643,female
567,3V,dark,0.017174703660142763,0.0059484772440257785,5.772602739726029,4739.527626186284,1.3382771141110563,0.6467440529963243,male
568,3V,dark,0.05610403195646636,0.01602972341613325,7.002368866328257,7715.171704245798,1.4462082184371725,0.7685269192228467,male
569,3V,dark,0.04601059072850554,0.01466116714814554,6.27652495378928,8756.864693050808,1.3600971258259178,0.6564142815979225,male
570,3V,dark,0.010334632332616084,0.003143614397753942,6.574999999999999,3607.4949668238282,1.2360161137423082,0.663329052400318,female
571,3V,dark,0.037021479558376376,0.010894249895664523,6.796517412935323,6142.1343423523085,1.5641567713557976,0.7156114128471898,female
572,3V,dark,0.03578435889236373,0.011192351260968776,6.394430992736076,6648.2346875986605,1.3155970927447767,0.6855487063215854,female
573,3V,dark,0.07906461211592349,0.025433466485276505,6.220255863539446,9621.781511058702,1.5738015025658743,0.6996709314704299,male
574,3V,dark,0.0759088026623162,0.021300697557194815,7.12735368956743,8569.554180825158,1.8287905283514019,0.7357979463057817,male
575,3V,dark,0.05642652343347732,0.02016249234421494,5.597177419354839,9737.791131965287,1.1985985375005794,0.637256606388436,male
576,3V,dark,0.034651573704207565,0.00918694207619471,7.5436578171091435,4472.301383281886,1.1850930855100659,0.7154356904559466,female
577,3V,dark,0.05182085733952661,0.01219505585335581,8.498666666666665,6451.507080685897,1.3489089910350338,0.7517552155020876,female
578,3V,dark,0.00975333467027279,0.0033604153907024897,5.804838709677419,2835.20706009448,1.0435961546775778,0.6305010321094994,female
579,3V,dark,0.04301873702581558,0.015257369878754047,5.639076376554175,6852.116667230927,1.2845246598907323,0.6885396630916232,male
580,3V,dark,0.07012834618782554,0.018644885393575103,7.522529069767442,7981.050280203245,1.606214254195077,0.7420373178779941,male
581,3V,dark,0.03229521791209804,0.012899659080438589,5.007142857142856,6984.346626759869,1.1801909925448375,0.621190396805198,male
582,3V,dark,0.0,0.0,,378.8137855768355,,,female
583,3V,dark,0.049536316876331296,0.010352247413293153,9.570157068062828,5768.2890342572355,1.2762798709952519,0.7688601837139851,female
584,3V,dark,0.0,0.0,,162.63732644245775,,,female
585,3V,dark,0.0,0.0,,779.3054772373807,,,male
586,3V,dark,0.07995891621183625,0.01840098427650799,8.690721649484535,8793.453678098038,1.3432190000871727,0.7449589672634401,male
587,3V,dark,0.022092021181457012,0.006504029788456432,6.793333333333334,4298.658107212197,1.058962520788306,0.6559488158417508,male
588,3V,dark,0.0,0.0,,813.2264003963016,,,female
589,3V,dark,0.0,0.0,,1028.5566742770732,,,female
590,3V,dark,0.0,0.0,,179.26832715798741,,,female
591,3V,dark,0.0,0.0,,644.3461475903592,,,male
592,3V,dark,0.029593335537476763,0.010216746792700312,5.793103448275862,5359.1409718015475,1.2894642022345784,0.6583544350125664,male
593,3V,dark,0.0003197814645991079,0.00013550062059284232,4.720000000000001,1203.789114733112,0.706443735531336,0.5909466133271308,male
594,3V,dark,0.01021097749511669,0.004073282047009377,577.7227272727273,374.81307529242184,0.900046921644157,0.619826064047833,female
595,3V,dark,0.0,0.0,,247.018494692426,,,female
596,3V,dark,0.0,0.0,,178.1842115085235,,,female
597,3V,dark,0.0,0.0,,191.9423009400582,,,male
598,3V,dark,0.07686481110356817,0.022032609888658086,6.977367773677736,7615.83023541853,1.281221570088075,0.7275141215358061,male
599,3V,dark,0.02968982258735469,0.011111156278413057,5.344146341463415,5784.572180084346,0.8953646359617713,0.6078132450044702,male
600,3V,dark,0.032489291961891445,0.008170764921808625,7.949169435215946,6314.404055202034,1.370994856471003,0.7542299301966897,female
601,3V,dark,0.14300329134129272,0.03500014227700113,8.170487993803253,12691.397504634228,1.3619474387407764,0.800013063724228,female
602,3V,dark,0.08642582557923677,0.02214101141332553,7.80685434516524,8285.923626641108,1.387415719001178,0.8015202617383957,female
603,3V,dark,0.13443821587350627,0.03546084875683777,7.584480122324159,13832.361378153244,1.2392506146451436,0.6956466534244709,male
604,3V,dark,0.20835450550611995,0.05138232269236867,8.10996835443038,19975.651316385924,1.4304571671364346,0.7572611672196371,male
605,3V,dark,0.04714653311598828,0.015664020314445724,6.019723183391004,8600.716662126242,1.4124371126361737,0.6618618920227125,male
606,3V,dark,0.016711450046544906,0.005040670897036167,6.630645161290324,2994.575738543488,1.3133196921909416,0.7240460185309406,female
607,3V,dark,0.05503274403554486,0.015040711547607917,7.317837837837838,8628.785603793087,1.349922098536972,0.6935690115759465,female
608,3V,dark,0.057894544286765395,0.01436320201843639,8.061509433962264,8263.435333583466,1.4581288939930546,0.8269498104970192,female
609,3V,dark,0.03290257277468608,0.0077100584419719865,8.546830985915493,5874.922409106633,1.4139179652410205,0.7910083090251094,male
610,3V,dark,0.03219660784528934,0.006829296054049001,9.428968253968256,6034.794852107783,1.5101825274679124,0.8481351145626981,male
611,3V,dark,0.05122378546254253,0.013970246491516904,7.332038834951456,6215.448965172833,1.2418785669399162,0.7257158481225918,male
612,3V,dark,0.05966148913884474,0.015013611166441057,7.947653429602888,5885.221153124666,1.3757393513944027,0.7597603253752403,female
613,3V,dark,0.060769894728569356,0.014281900874935806,8.510056925996203,7253.450357637637,1.4211642305482646,0.7549413162721639,female
614,3V,dark,0.0,0.0,,863.7624475106102,,,female
615,3V,dark,0.10767523445217257,0.02649062259060674,8.127942681678608,11049.751227604405,1.4932095632173357,0.7876424163119657,male
616,3V,dark,0.003163969501231035,0.0007046099103383889,8.98076923076923,1169.0237345822825,1.5470949067193547,0.9248296230941123,male
617,3V,dark,0.04264651482323099,0.01314368486592764,6.489278350515463,4812.458059529566,1.342359668243678,0.7077487119009253,male
618,3V,dark,0.02987004012211432,0.008943125785064168,6.6800000000000015,3941.0916969237232,1.2263891356631282,0.7116231113774784,female
619,3V,dark,0.019573250297765438,0.0055013773768728055,7.115763546798029,2873.5417393441276,1.4369565312855037,0.7356272621884274,female
620,3V,dark,0.0113171191752812,0.0027371384978529725,8.26930693069307,3332.4049513698046,1.2704027807855254,0.7090938052581955,female
621,3V,dark,0.18168908545698695,0.04445817530423565,8.169817073170732,17298.94154050333,1.4784140195058408,0.7670332106000443,male
622,3V,dark,0.12116038412080266,0.025420157534515726,9.532622601279318,13688.524935509375,1.594884561931937,0.7930505235920302,male
623,3V,dark,0.035246755745619564,0.01097565437257875,6.422716049382716,4364.275734073984,1.2620809325975548,0.7157811947234395,male
624,3V,dark,0.01718299667884829,0.005176172802870473,6.639267015706806,3417.8912564027987,1.2115775867784886,0.6969836479557534,female
625,3V,dark,0.06814526346313061,0.02197840912632436,6.20110974106042,8523.83854649737,1.5145792753225544,0.728943713651978,female
626,3V,dark,0.15793424634517483,0.041951390046301,7.529392764857882,14592.082147363493,1.6818171722407274,0.8284481541086253,female
627,3V,dark,0.20396830881426348,0.04894328838735117,8.334883720930232,17244.68276811903,1.6883892896961572,0.8726223674688711,male
628,3V,dark,0.0,0.0,,336.3893345053583,,,male
629,3V,dark,0.050047628919900757,0.014281900874935806,7.00853889943074,5047.229903638465,1.2886088053564766,0.728687777912703,male
630,3V,dark,0.0326830596872345,0.010189743318739779,6.414893617021277,4734.592993538012,1.1740065859246094,0.7061058168682134,female
631,3V,dark,0.04118444925927883,0.008360467589976652,9.852597402597402,4943.9303521355605,1.476297453069202,0.8416913697616449,female
632,3V,dark,0.036752181919438694,0.010514947892742111,6.990463917525774,5493.062746267136,1.326482352940253,0.745609718784333,female
633,3V,dark,0.0007601656917304542,0.0001897026681680278,8.014285714285714,1402.0397685365074,1.3665088987680214,0.8307796521053284,male
634,3V,dark,0.047619434767350005,0.011178907231330209,8.52257281553398,4671.067930870315,1.4631076944344776,0.8492514751152789,male
635,3V,dark,0.0,0.0,,465.36295702334144,,,male
636,3V,dark,0.02589305918587745,0.009173479024982487,5.64112426035503,5308.441040910023,1.0551409150167714,0.641050893876211,female
637,3V,dark,0.07753012546121461,0.021382200740653418,7.251837769328263,8716.257763413267,1.3724802042034363,0.7248903893061315,female
638,3V,dark,0.1314368486592764,0.030609880527969625,8.587776793622675,12727.41779005407,1.4860732943496255,0.8324864323173761,female
639,3V,dark,0.21219056446028914,0.03972915879061839,10.681855388813096,18324.339654175157,1.4390418756684973,0.8414812420537178,male
640,3V,dark,0.06799214630953784,0.02027108511281211,6.708288770053477,7249.857162932734,1.175321830763611,0.7156266604550245,male
641,3V,dark,0.05077256411611429,0.01216807114392064,8.345211581291759,5357.255138299085,1.238304272004187,0.7568875299794486,male
642,3V,dark,0.010936358819886801,0.003929555269194861,5.566206896551724,2468.104798853673,0.9638673483944922,0.6284669015769634,female
643,3V,dark,0.028875456133290515,0.00850951968639439,6.786624203821656,3624.943181231131,1.459589959299883,0.7624008299247581,female
644,3V,dark,0.0,0.0,,179.81218400775876,,,female
645,3V,dark,0.0,0.0,,283.8434491385141,,,male
646,3V,dark,0.14171737825492517,0.03037952728805131,9.329794826048172,12786.053061535551,1.5896953829482672,0.9196107595507199,male
647,3V,dark,0.0,0.0,,392.5771788343638,,,male
648,3V,dark,0.009619301559086028,0.0038884568381290967,4.947619047619049,414.539786115058,0.8350781924381749,0.5928955352191064,female
649,3V,dark,0.06968405990341306,0.020135828766863418,6.921399730820997,8049.199064343534,1.2607032764427217,0.6969479240253715,female
650,3V,dark,0.0,0.0,,272.6550475282797,,,female
651,3V,dark,0.00045800264774311744,0.0002845578580652505,3.2399999999999998,269.3846717325972,0.5527462713057273,0.5227636366250199,male
652,3V,dark,0.09993129960283853,0.0205965687742467,9.703684210526315,10214.168285151578,1.408534565306325,0.7661390890604256,male
653,3V,dark,0.03675945511235293,0.011775275174223937,6.241244239631336,5254.7599317898885,1.098248695697136,0.6618652869375845,male
654,3V,dark,0.014727901711005749,0.004471623483882508,6.587272727272728,4017.620084321838,1.3804941355678015,0.684189462508141,female
655,3V,dark,0.0952686158428265,0.022710427148445705,8.389856801909307,12062.367666352575,1.5185215742684564,0.8168041670025922,female
656,3V,dark,0.009860607300670609,0.002439067354845004,8.085555555555555,1303.7564757808452,1.413321695108263,0.7930040742529572,female
657,3V,dark,0.23606377890125435,0.06160000108402994,7.6644082710074795,19743.54419724339,1.3849500462902806,0.8077326302403784,male
658,3V,dark,0.0,0.0,,2754.135712994118,,,male
659,3V,dark,0.048270497989801986,0.012899956232291355,7.483823529411765,6606.727831751553,1.3330028146859694,0.7426337882742806,male
660,3V,dark,0.0073402377006641034,0.002168059870973337,6.77125,2721.6993663961293,1.1651774362671203,0.6743686702194284,female
661,3V,dark,0.04697508221689542,0.01223598789680577,7.671840354767184,6844.483235672281,1.76666686425891,0.8686968915480763,female
662,3V,dark,0.006761636722598095,0.001869951638714503,7.231884057971015,1779.0226249801117,1.3661316832077033,0.7973519898087698,female
663,3V,dark,0.001611139491617061,0.00037941047742033395,8.492857142857144,2673.309215649581,1.2384990281601047,0.7255315779455738,male
664,3V,dark,0.0,0.0,,612.5724157867323,,,male
665,3V,dark,0.06028832486209107,0.01521707021939411,7.922459893048129,6606.345725966872,1.4014998409493136,0.750960483966,male
666,3V,dark,0.023435372167802414,0.0062060713806611776,7.5524017467248905,3215.176601626195,1.2269828511195913,0.7433449088634693,female
667,3V,dark,0.07256360884405823,0.015081566477458275,9.628057553956836,7570.06078654612,1.6109619482375024,0.9223469043925134,female
668,3V,dark,0.04301972798978844,0.00956656418066985,8.993767705382437,5123.864443502607,1.4609704046134289,0.783262119519267,female
669,3V,dark,0.0,0.0,,793.5635638430774,,,male
670,3V,dark,0.0563031598117582,0.009458161187121183,11.905730659025789,5628.094290303743,1.6894123040287896,0.8854516263646169,male
