,genotype,activity_ratio,speed_ratio
0,15V,0.884525479195886,0.4788996938841533
1,15V,1.0,0.525605538595566
2,15V,0.9492600422832981,0.7316864989925891
3,15V,,0.6962389061168706
4,15V,0.8846336844744503,0.5616472552506714
5,15V,1.0,0.6118309614911656
6,15V,0.8918358889349358,0.3720657034768681
7,15V,0.932780847145488,0.5275945645515772
8,15V,1.0,0.5069948652183404
9,15V,1.0,0.4671702587559961
10,15V,0.8790523690773068,0.5919471672780185
11,15V,1.0,0.38900784622592943
12,15V,0.9492889221556886,0.5632849775774276
13,15V,0.8816358631537554,0.5306490857672496
14,15V,0.7226027397260274,0.48791114965728116
15,15V,0.8917163453949459,0.545629166886829
16,15V,0.8842853237171058,0.5653263135829942
17,15V,0.9367431109144727,0.6104239266513773
18,15V,0.9419866444073456,0.6983823861112566
19,15V,0.8841729472431574,0.530641960982058
20,15V,1.0,0.6051627334317429
21,15V,0.8826392473110594,0.5142995661225738
22,15V,0.867922654413906,0.44406851210163095
23,15V,0.9309633027522936,0.5929011030428674
24,15V,0.9939959973315544,0.8754551865463879
25,15V,1.0,0.8661905438732456
26,15V,1.0,0.6866206195154878
27,15V,1.0,0.5898226354551488
28,15V,0.941908713692946,0.6042458853154133
29,15V,0.9244372990353698,0.47700919049362245
30,15V,0.9041621927940826,0.5172705649372005
31,15V,1.0,0.8556082833425618
32,15V,0.8921719109746739,0.49298357141567123
33,15V,0.9157542579075426,0.43710187810967593
34,15V,0.9286681715575621,0.5675678227803143
35,15V,0.9116915422885572,0.5707615601137666
36,15V,0.8788871835930909,0.4588302078087342
37,15V,1.0,0.6465992994824412
38,15V,1.0,0.7016005010666162
39,15V,0.9240697948532395,0.6334253696530129
40,15V,0.86941431670282,0.40490095287288574
41,15V,0.9400173235166739,0.5765766821714534
42,15V,1.0,0.8479284070340197
43,15V,0.0,0.5691639139589967
44,15V,0.9599919581825492,0.6697942688880913
45,15V,0.9523606975754998,0.5973791531847172
46,15V,0.8963928492484527,0.6275403040387824
47,15V,0.994920993227991,0.4589781541746134
48,15V,0.9363319607222047,0.5482384678546333
49,15V,1.0,0.9299255691931998
50,15V,1.0,0.5066711859012869
51,15V,1.0,0.5866833089297704
52,15V,1.0,0.5668524318447865
53,15V,0.9405639913232104,0.3425359811774282
54,3V,0.8722382324687801,0.38825504441945247
55,3V,0.8720554272517321,0.4478831934951021
56,3V,,0.4993515091726938
57,3V,1.0,0.3896054616699246
58,3V,0.772169167803547,0.4741492241307873
59,3V,0.8692927484333035,0.5165366483238404
60,3V,0.8697422104041385,0.5010882190239104
61,3V,0.9090606262491672,0.4475346449182662
62,3V,0.9714498510427011,0.8277458473132664
63,3V,1.0,0.7001843488466336
64,3V,1.0,0.45783842151765086
65,3V,0.8563251287922152,0.4019838089986323
66,3V,0.9226471852170176,0.6238970448832779
67,3V,0.8658042302490241,0.528670981476357
68,3V,,0.5554232627460647
69,3V,0.8936351986330628,0.524161478668846
70,3V,1.0,0.7297913154893896
71,3V,0.9229166666666666,0.4389928100476407
72,3V,1.0,0.562741723930257
73,3V,0.9157620495006513,0.41901081044726507
74,3V,0.8698146513680495,0.5865827691631924
75,3V,0.8989570860624851,0.536464610065094
76,3V,0.8578149503397805,0.5632313841139895
77,3V,1.0,0.5620182369647551
78,3V,0.8818527551103648,0.2664118973274228
79,3V,0.810523938572719,0.5514307578950999
80,3V,0.8733785408057313,0.47299367557931693
81,3V,1.0,0.6148202608899758
82,3V,1.0,0.547624414702871
83,3V,0.9239656098871574,0.48740440730689316
84,3V,0.0,0.6551793474896865
85,3V,0.8663793103448276,0.3878366524612659
86,3V,0.4237907761529809,0.40550729315085293
87,3V,0.9630588235294117,0.6456219006039725
88,3V,0.2603092783505155,0.5265593955108331
89,3V,0.9130655880857277,0.565820340816459
90,3V,1.0,0.7637602965424607
91,3V,0.9450354609929078,0.5718236803971172
92,3V,,0.5943960263514161
93,3V,0.8036322360953462,0.47119089379905127
94,3V,0.8172346849505361,0.49152820461999763
95,3V,0.8918706837512039,0.4919461774883091
96,3V,0.8710550382637952,0.6946120315989475
97,3V,0.9142728904847397,0.5893692893777119
98,3V,0.6047700170357752,0.344555856419629
99,3V,0.9164765716093066,0.6662191335039023
100,3V,0.8230207456542843,0.27821609079057674
101,3V,0.8725734196117472,0.5103551400815802
102,3V,0.5523892155917607,0.45521475299782455
103,3V,0.8635505193578848,0.426014269640093
104,3V,1.0,0.5005729309385343
105,3V,,0.596213143190603
106,3V,0.9609868043602984,0.6414309541440868
107,3V,0.9543189368770764,0.5578800411044267
