,genotype,activity_ratio,speed_ratio
0,3V,1.0,0.5297212736302334
1,3V,0.8767130159355199,0.49200712403572977
2,3V,,0.5237267024934599
3,3V,,0.12655221908336342
4,3V,0.729802513464991,0.09383102962453709
5,3V,,0.5130734877326814
6,3V,0.9570717544587308,0.5674292259042584
7,3V,0.9878758486905916,0.7502315902743295
8,3V,,0.36692968899571415
9,3V,0.7914494264859229,0.4273183795104584
10,3V,0.8826013513513513,0.4278737093273627
11,3V,0.9373611728120835,0.6300282843466919
12,3V,0.9281466798810704,0.7129107428717484
13,3V,0.9392399469730446,0.6148014298995287
14,3V,0.8901830282861897,0.4867005498660663
15,3V,0.8684411014557246,0.6938974726835504
16,3V,0.9299347061778,0.6820745547259037
17,3V,0.74,0.47891866011331613
18,3V,1.0,0.5106452990434561
19,3V,0.9317970204841713,0.5281191901111573
20,3V,0.9443585780525503,0.44275420164146523
21,3V,1.0,0.9371895863579263
22,3V,0.9704003407155026,0.7739484332840535
23,3V,0.7680325807972344,0.3654648123809392
24,3V,0.9608050847457628,0.5118520730330773
25,3V,,0.5659544504244932
26,3V,0.9375,0.5237375255304191
27,3V,1.0,0.9081092537854584
28,3V,0.9384003974167909,0.5596484075225492
29,3V,0.885551330798479,0.6627645149159018
30,3V,0.9062107626594454,0.5045175623854052
31,3V,0.8804131903059197,0.39881404961521383
32,3V,0.9369565217391305,0.48728412981847474
33,3V,0.8775427176566314,0.46525021138616607
34,3V,0.8940520446096655,0.5862920383706315
35,3V,0.9431455897980872,0.8888602069287027
36,3V,0.8883318140382862,0.4795731631676191
37,3V,0.9126173948550429,0.659175699491172
38,3V,0.8586956521739131,0.11332970030015788
39,3V,0.9044995408631772,0.4984616584287663
40,3V,0.8902980342422321,0.49867570670382505
41,3V,0.8771498771498771,0.41223055877823706
42,3V,1.0,0.41622782226921445
43,3V,0.9184510250569476,0.6475577205089136
44,3V,,0.4270531160127636
45,3V,0.8782854832187627,0.40875688969801977
46,3V,,0.5529057391359445
47,3V,1.0,0.7976040904836891
48,3V,0.8746341463414634,0.5563795375394442
49,3V,0.948377581120944,0.5714691197357911
50,3V,0.5687022900763359,0.538397187824807
51,3V,0.8382749326145552,0.46603103312710625
52,3V,,0.6422771167997806
53,3V,1.0,0.9459033332819224
54,15V,1.0,0.5132381756150548
55,15V,0.930583911800735,0.7313093137123877
56,15V,,0.5738809863442876
57,15V,0.9492119089316988,0.41279509667880676
58,15V,0.8783954592327339,0.4086248040725602
59,15V,0.8757225433526011,0.5673176579218767
60,15V,1.0,0.9191126015700622
61,15V,0.9060402684563759,0.6594761208924054
62,15V,1.0,0.9843114584092496
63,15V,0.9490521327014219,0.8407692513993692
64,15V,0.9765970904490828,0.8419072917019244
65,15V,0.8882042253521126,0.4922369476874477
66,15V,0.8781848070793303,0.549034157785359
67,15V,0.9391181229773462,0.6904378867232341
68,15V,1.0,0.6266695638926258
69,15V,1.0,0.7403221713252227
70,15V,0.8694841516469857,0.6252176697467514
71,15V,1.0,0.862663725898758
72,15V,1.0,0.9200234988410935
73,15V,1.0,0.793577556766966
74,15V,0.9431137724550898,0.5167664843794357
75,15V,0.8729208250166334,0.39447424063036074
76,15V,0.8824341722772531,0.45799159296509095
77,15V,0.9220266990291262,0.6694790047135212
78,15V,0.8936267767079321,0.4707775094372145
79,15V,1.0,0.8659737316063162
80,15V,1.0,0.9672889123205043
81,15V,0.9443254817987152,0.5321348519419715
82,15V,0.94224620303757,0.7521653226410617
83,15V,1.0,0.9156681546563921
84,15V,1.0,0.8542557502358156
85,15V,1.0,0.66694065302209
86,15V,0.7864493996569468,0.29007952188866826
87,15V,0.7542955326460481,0.2822414603344357
88,15V,0.9354354354354355,0.5360709757001001
89,15V,1.0,0.9580400036726319
90,15V,1.0,0.9246311800760619
91,15V,0.8973737373737374,0.5455406269679626
92,15V,0.8793991416309013,0.34306371207470476
93,15V,0.6012461059190031,0.5423328380704872
94,15V,,0.5182984857566627
95,15V,0.9438225538971807,0.4601453762922004
