,genotype,activity_ratio,speed_ratio
0,3V,,0.5290129257374924
1,3V,0.8915796920274055,0.5173331014958878
2,3V,,0.4381169578049555
3,3V,1.0,0.6942550126795457
4,3V,1.0,0.2903320039161561
5,3V,,0.4424580896924214
6,3V,0.9180154820548909,0.620269953234678
7,3V,0.9775166196615632,0.6854838164591381
8,3V,,0.6009237592721867
9,3V,1.0,0.7059371639231962
10,3V,0.8910399855032791,0.5161573982758441
11,3V,1.0,0.4102748175591998
12,3V,0.8847389558232932,0.6454465393468419
13,3V,0.7845188284518828,0.5216791858384885
14,3V,0.9347404172731684,0.8133175283476908
15,3V,0.5241216553940766,0.5440923905063826
16,3V,1.0,0.9299534828748499
17,3V,,0.5272560781884842
18,3V,0.8350253807106599,0.2894932724535645
19,3V,0.891944146658534,0.4344406919749164
20,3V,0.9127105666156202,0.38924924517905213
21,3V,0.8973037272006343,0.7799028071678488
22,3V,1.0,0.9342077627522751
23,3V,1.0,0.98845394851879
24,3V,0.8544819557625145,0.24572981496715926
25,3V,,0.5423320457898414
26,3V,0.795123260995445,0.5025132246816533
27,3V,0.9592274678111588,0.5435353165412062
28,3V,1.0,0.6740343565032645
29,3V,0.8155637254901961,0.3093631632002624
30,3V,0.833976833976834,0.31710893178485045
31,3V,0.9681233933161953,0.5956128440267183
32,3V,0.7914023960535589,0.560490587192985
33,3V,1.0,0.5057030527153574
34,3V,0.8420877051246198,0.43292744646217063
35,3V,0.7853061224489796,0.644823835392009
36,3V,0.8477109966788092,0.4026568326088184
37,3V,,0.49174872054019253
38,3V,0.9278741865509761,0.2869042154099308
39,3V,0.9304902619207522,0.5270771857632613
40,3V,1.0,0.7173582361040034
41,3V,0.9423150632426217,0.6195333361346641
42,3V,,0.5064026093464448
43,3V,0.9993769470404984,0.8940627332909405
44,3V,,0.38002987629546087
45,3V,1.0,0.6093330142072041
46,3V,,0.4228503790513422
47,3V,,0.6249631243644173
48,3V,0.7921197632462985,0.2936899235538686
49,3V,,0.6471115361521103
50,3V,,0.5912398886935232
51,3V,,0.47694315739495186
52,3V,0.8494623655913979,0.4598435309318766
53,3V,0.8855421686746988,0.3097088888678463
54,15V,0.8880397727272726,0.4398529954922093
55,15V,0.8666340044364238,0.48084022571532026
56,15V,,0.6731392768153518
57,15V,0.5,0.4690765079391493
58,15V,0.8884585592563904,0.4857189742083555
59,15V,1.0,0.9816044855630978
60,15V,0.8824476650563607,0.4166640687914568
61,15V,0.9253604749787956,0.7894616187325142
62,15V,0.9214964415170289,0.6486333083138773
63,15V,0.9284863288825334,0.6775872331252788
64,15V,0.9512953367875647,0.865244594687346
65,15V,0.8222498446239901,0.3430107812158652
66,15V,0.8838490885968631,0.4055923028321471
67,15V,0.9015500628403854,0.5530338638369517
68,15V,0.8762844225236334,0.39860026010039323
69,15V,0.9577893820713663,0.6392569116079905
70,15V,0.8724121328839672,0.3524014084767125
71,15V,0.7077669902912621,0.14592043194376708
72,15V,0.8867505551443375,0.4976650597136892
73,15V,0.8444444444444444,0.22925705770913682
74,15V,0.8499833512164573,0.38523535627310607
75,15V,0.9117783740158116,0.4747125363376627
76,15V,0.8331422018348624,0.29911713347512064
77,15V,0.8502961766289715,0.2627427113064552
78,15V,0.8955479452054794,0.4991442558644993
79,15V,0.9197247706422018,0.6696835683847745
80,15V,0.9609592861126603,0.8247019765106532
81,15V,0.8826510721247564,0.5384677627588023
82,15V,0.8891500195848022,0.4999339890865628
83,15V,0.9304556354916067,0.5405821254880914
84,15V,0.9007142857142857,0.5336849620647562
