mechanic,final_infected_count
MK+ER+IE,15455
MK+ER+IE,14382
MK+ER+IE,9504
MK+ER+IE,14166
MK+ER+IE,13113
MK+ER+IE,9245
MK+ER+IE,12928
MK+ER+IE,12926
MK+ER+IE,7786
MK+ER+IE,12179
MK+ER+IE,13689
MK+ER+IE,9926
MK+ER+IE,10272
MK+ER+IE,7802
MK+ER+IE,4054
MK+ER+IE,7875
MK+ER+IE,13786
MK+ER+IE,12745
MK+ER+IE,11882
MK+ER+IE,12003
MK+ER+IE,10475
MK+ER+IE,9251
MK+ER+IE,13526
MK+ER+IE,8008
MK+ER+IE,12498
MK+ER+IE,14665
MK+ER+IE,13149
MK+ER+IE,10223
MK+ER+IE,13256
MK+ER+IE,10860
MK+ER+IE,14648
MK+ER+IE,9103
MK+ER+IE,11617
MK+ER+IE,5447
MK+ER+IE,10338
MK+ER+IE,9864
MK+ER+IE,14031
MK+ER+IE,11931
MK+ER+IE,13831
MK+ER+IE,12813
MK+ER+IE,12071
MK+ER+IE,9926
MK+ER+IE,13068
MK+ER+IE,13000
MK+ER+IE,9903
MK+ER+IE,11219
MK+ER+IE,13618
MK+ER+IE,12193
MK+ER+IE,11357
MK+ER+IE,13579
MK+ER+IE,9846
MK+ER+IE,7550
MK+ER+IE,9927
MK+ER+IE,10475
MK+ER+IE,9922
MK+ER+IE,12499
MK+ER+IE,14372
MK+ER+IE,8466
MK+ER+IE,12434
MK+ER+IE,13930
MK+ER+IE,11257
MK+ER+IE,10443
MK+ER+IE,11729
MK+ER+IE,12144
MK+ER+IE,9904
MK+ER+IE,12857
MK+ER+IE,10551
MK+ER+IE,12036
MK+ER+IE,9302
MK+ER+IE,13601
MK+ER+IE,11056
MK+ER+IE,15394
MK+ER+IE,10415
MK+ER+IE,12589
MK+ER+IE,10609
MK+ER+IE,11871
MK+ER+IE,13004
MK+ER+IE,13883
MK+ER+IE,6256
MK+ER+IE,13893
MK+ER+IE,11181
MK+ER+IE,12258
MK+ER+IE,13490
MK+ER+IE,12469
MK+ER+IE,11586
MK+ER+IE,12511
MK+ER+IE,7119
MK+ER+IE,11822
MK+ER+IE,13857
MK+ER+IE,10808
MK+ER+IE,15059
MK+ER+IE,12020
MK+ER+IE,10964
MK+ER+IE,12902
MK+ER+IE,9811
MK+ER+IE,9780
MK+ER+IE,15222
MK+ER+IE,10266
MK+ER+IE,9652
MK+ER+IE,11232
MK+ER+IE,14556
MK+ER+IE,13389
MK+ER+IE,9931
MK+ER+IE,12437
MK+ER+IE,14585
MK+ER+IE,14646
MK+ER+IE,2559
MK+ER+IE,10506
MK+ER+IE,10870
MK+ER+IE,9803
MK+ER+IE,12394
MK+ER+IE,13277
MK+ER+IE,11734
MK+ER+IE,8764
MK+ER+IE,12976
MK+ER+IE,10207
MK+ER+IE,13865
MK+ER+IE,9518
MK+ER+IE,11170
MK+ER+IE,10789
MK+ER+IE,7864
MK+ER+IE,11490
MK+ER+IE,14052
MK+ER+IE,7423
MK+ER+IE,14675
MK+ER+IE,13125
MK+ER+IE,8880
MK+ER+IE,13446
MK+ER+IE,7670
MK+ER+IE,14486
MK+ER+IE,9879
MK+ER+IE,563
MK+ER+IE,11923
MK+ER+IE,7829
MK+ER+IE,11128
MK+ER+IE,11817
MK+ER+IE,12447
MK+ER+IE,743
MK+ER+IE,13563
MK+ER+IE,7421
MK+ER+IE,12084
MK+ER+IE,14216
MK+ER+IE,11124
MK+ER+IE,14706
MK+ER+IE,12693
MK+ER+IE,7013
MK+ER+IE,11509
MK+ER+IE,14580
MK+ER+IE,9304
MK+ER+IE,14622
MK+ER+IE,13253
MK+ER+IE,13369
MK+ER+IE,12949
MK+ER+IE,11719
MK+ER+IE,13269
MK+ER+IE,12862
CI+ER+IE,9345
CI+ER+IE,8822
CI+ER+IE,9049
CI+ER+IE,2639
CI+ER+IE,4569
CI+ER+IE,3899
CI+ER+IE,8333
CI+ER+IE,11209
CI+ER+IE,7191
CI+ER+IE,6435
CI+ER+IE,5990
CI+ER+IE,6397
CI+ER+IE,6569
CI+ER+IE,4867
CI+ER+IE,7003
CI+ER+IE,3497
CI+ER+IE,7483
CI+ER+IE,9160
CI+ER+IE,6549
CI+ER+IE,8362
CI+ER+IE,6433
CI+ER+IE,6219
CI+ER+IE,8268
CI+ER+IE,12129
CI+ER+IE,7686
CI+ER+IE,4715
CI+ER+IE,4934
CI+ER+IE,9976
CI+ER+IE,7873
CI+ER+IE,4963
CI+ER+IE,7672
CI+ER+IE,8549
CI+ER+IE,8389
CI+ER+IE,6821
CI+ER+IE,3460
CI+ER+IE,6676
CI+ER+IE,4216
CI+ER+IE,4148
CI+ER+IE,7063
CI+ER+IE,7152
CI+ER+IE,5786
CI+ER+IE,6809
CI+ER+IE,2498
CI+ER+IE,1444
CI+ER+IE,6930
CI+ER+IE,5947
CI+ER+IE,8168
CI+ER+IE,5884
CI+ER+IE,3548
CI+ER+IE,7701
CI+ER+IE,9875
CI+ER+IE,6997
CI+ER+IE,7745
CI+ER+IE,3458
CI+ER+IE,11582
CI+ER+IE,1402
CI+ER+IE,10193
CI+ER+IE,3139
CI+ER+IE,5399
CI+ER+IE,4204
CI+ER+IE,9083
CI+ER+IE,8327
CI+ER+IE,4763
CI+ER+IE,7348
