mechanic,replicate,final_infection_rate
MK,83,0.056901
MK,84,0.32643
MK,85,0.262963
MK,86,0.623062
MK,87,0.276685
MK,88,0.182878
MK,89,0.505501
MK,90,0.4933
MK,91,0.515656
MK,92,0.24856
MK,93,0.227805
MK,94,0.039633
MK,95,0.100499
MK,96,0.191522
MK,97,0.194289
MK,98,0.179649
MK,99,0.295299
MK,100,0.4967
MK,101,0.179762
MK,102,0.493075
MK,103,0.370189
MK,104,0.186017
MK,105,0.302024
MK,106,0.31664
MK,107,0.282273
MK,108,0.517826
MK,109,0.264476
MK,110,0.397619
MK,111,0.308423
MK,112,0.242495
MK,113,0.25985
MK,114,0.309994
MK,115,0.31675
MK,116,0.368345
MK,117,0.239027
MK,118,0.494025
MK,119,0.4601
MK,120,0.386839
MK,121,0.56345
MK,122,0.086943
MK,123,0.227473
MK,124,0.26119
MK,125,0.402401
MK,126,0.274528
MK,127,0.193203
MK,128,0.194625
MK,129,0.361794
MK,130,0.405664
MK,131,0.046196
MK,132,0.232226
MK,133,0.338935
MK,134,0.083682
MK,135,0.165965
MK,136,0.265714
MK,137,0.322264
MK,138,0.5668
MK,139,0.163938
MK,140,0.322413
MK,141,0.330066
MK,142,0.39762
MK,143,0.296092
MK,144,0.227067
MK,145,0.411844
MK,146,0.46585
MK,147,0.456173
MK,148,0.268888
MK,149,0.256134
MK,150,0.48945
MK,151,0.261389
MK,152,0.124924
MK,153,0.240449
MK,154,0.390048
MK,155,0.295699
MK,156,0.387705
MK,157,0.349152
MK,158,0.185326
MK,159,0.431043
MK,160,0.366608
MK,161,0.393838
MK,162,0.485274
MK,163,0.362449
MK,164,0.234159
MK,165,0.4152
MK,166,0.453359
MK,167,0.5125
MK,168,0.26758
MK,169,0.268811
MK,170,0.293417
MK,171,0.148116
MK,172,0.330067
MK,173,0.463746
MK,174,0.313804
MK,175,0.377382
MK,176,0.299794
MK,177,0.200482
MK,178,0.266613
MK,179,0.537581
MK,180,0.206418
MK,181,0.342673
MK,182,0.356982
MK,183,0.369672
MK,184,0.111234
MK,185,0.5538
MK,186,0.496775
MK,187,0.328982
MK,188,0.14377
MK,189,0.424876
MK,190,0.131697
MK,191,0.369646
MK,192,0.24066
MK,193,0.420734
MK,194,0.236668
MK,195,0.453618
MK,196,0.180485
MK,197,0.38975
MK,198,0.31205
MK,199,0.4146
MK+IE,0,0.64035
MK+IE,1,0.286629
MK+IE,2,0.6636
MK+IE,3,0.56235
MK+IE,4,0.29575
MK+IE,5,0.477098
MK+IE,6,0.47475
MK+IE,7,0.4329
MK+IE,8,0.67645
MK+IE,9,0.4272
MK+IE,10,0.571
MK+IE,11,0.457806
MK+IE,12,0.4152
MK+IE,13,0.447339
MK+IE,14,0.472294
MK+IE,15,0.481993
MK+IE,16,0.586029
MK+IE,17,0.370806
MK+IE,18,0.71135
MK+IE,19,0.6473
MK+IE,20,0.5402
MK+IE,21,0.6956
MK+IE,22,0.151031
MK+IE,23,0.352368
MK+IE,24,0.324146
MK+IE,25,0.568228
MK+IE,26,0.442172
MK+IE,27,0.342951
MK+IE,28,0.324132
MK+IE,29,0.555406
MK+IE,30,0.626425
MK+IE,31,0.089771
MK+IE,32,0.369255
MK+IE,33,0.502501
MK+IE,34,0.126885
MK+IE,35,0.343467
MK+IE,36,0.45295
MK+IE,37,0.5143
MK+IE,38,0.744212
MK+IE,39,0.309727
MK+IE,40,0.5261
MK+IE,41,0.519952
MK+IE,42,0.573429
MK+IE,43,0.454323
MK+IE,44,0.3198
MK+IE,45,0.587
MK+IE,46,0.6766
MK+IE,47,0.633632
MK+IE,48,0.4187
MK+IE,49,0.40335
MK+IE,50,0.67675
MK+IE,51,0.395179
MK+IE,52,0.21337
MK+IE,53,0.393895
MK+IE,54,0.516
MK+IE,55,0.4676
MK+IE,56,0.51995
MK+IE,57,0.509303
MK+IE,58,0.329283
MK+IE,59,0.6293
MK+IE,60,0.52605
MK+IE,61,0.60355
MK+IE,62,0.645326
MK+IE,63,0.58215
MK+IE,64,0.348307
MK+IE,65,0.54585
MK+IE,66,0.621512
MK+IE,67,0.67005
MK+IE,68,0.46665
MK+IE,69,0.41865
MK+IE,70,0.48295
MK+IE,71,0.284164
MK+IE,72,0.49345
MK+IE,73,0.642014
MK+IE,74,0.47215
MK+IE,75,0.53795
MK+IE,76,0.4718
MK+IE,77,0.28385
MK+IE,78,0.437794
MK+IE,79,0.6922
MK+IE,80,0.324565
MK+IE,81,0.50355
MK+IE,82,0.524907
MK+IE,83,0.55715
MK+IE,84,0.192539
MK+IE,85,0.72905
MK+IE,86,0.64815
MK+IE,87,0.483774
MK+IE,88,0.254164
MK+IE,89,0.611881
MK+IE,90,0.223622
MK+IE,91,0.543904
MK+IE,92,0.404011
MK+IE,93,0.605
MK+IE,94,0.3221
MK+IE,95,0.63275
MK+IE,96,0.30155
MK+IE,97,0.58765
MK+IE,98,0.46055
MK+IE,99,0.59505
MK+IE,100,0.202212
MK+IE,101,0.4573
MK+IE,102,0.252563
MK+IE,103,0.3161
MK+IE,104,0.7383
MK+IE,105,0.60095
MK+IE,106,0.4542
MK+IE,107,0.52695
MK+IE,108,0.57035
MK+IE,109,0.549705
MK+IE,110,0.3825
MK+IE,111,0.7205
MK+IE,112,0.425
MK+IE,113,0.133236
MK+IE,114,0.61575
MK+IE,115,0.2339
MK+IE,116,0.4259
MK+IE,117,0.5438
MK+IE,118,0.53435
MK+IE,119,0.42255
MK+IE,120,0.267247
MK+IE,121,0.191685
MK+IE,122,0.380919
MK+IE,123,0.58365
MK+IE,124,0.55845
MK+IE,125,0.3466
MK+IE,126,0.449817
MK+IE,127,0.570486
MK+IE,128,0.341185
MK+IE,129,0.4627
MK+IE,130,0.496825
MK+IE,131,0.348867
MK+IE,132,0.41325
MK+IE,133,0.44995
MK+IE,134,0.64285
MK+IE,135,0.73755
MK+IE,136,0.5282
MK+IE,137,0.420542
MK+IE,138,0.441122
MK+IE,139,0.349402
MK+IE,140,0.56695
MK+IE,141,0.6809
MK+IE,142,0.3024
MK+IE,143,0.45115
MK+IE,144,0.5012
MK+IE,145,0.530656
MK+IE,146,0.6139
MK+IE,147,0.6663
MK+IE,148,0.59
MK+IE,149,0.58445
MK+IE,150,0.343867
MK+IE,151,0.46055
MK+IE,152,0.68215
MK+IE,153,0.48345
MK+IE,154,0.535854
MK+IE,155,0.7223
MK+IE,156,0.509026
MK+IE,157,0.5141
MK+IE,158,0.35025
MK+IE,159,0.5185
MK+IE,160,0.5012
MK+IE,161,0.70795
MK+IE,162,0.459496
MK+IE,163,0.5445
MK+IE,164,0.599
MK+IE,165,0.63465
MK+IE,166,0.53275
MK+IE,167,0.5446
MK+IE,168,0.4989
MK+IE,169,0.289808
MK+IE,170,0.260626
MK+IE,171,0.42885
MK+IE,172,0.47575
MK+IE,173,0.5409
MK+IE,174,0.500125
MK+IE,175,0.363705
MK+IE,176,0.236597
MK+IE,177,0.51555
MK+IE,178,0.56655
MK+IE,179,0.50205
MK+IE,180,0.423641
MK+IE,181,0.457287
MK+IE,182,0.33945
MK+IE,183,0.65405
MK+IE,184,0.4651
MK+IE,185,0.61055
MK+IE,186,0.59563
MK+IE,187,0.51685
MK+IE,188,0.199699
MK+IE,189,0.51135
MK+IE,190,0.6055
