mechanic,replicate,final_infected_count
MK+ER+IE,84,12071
MK+ER+IE,85,9926
MK+ER+IE,86,13068
MK+ER+IE,87,13000
MK+ER+IE,88,9903
MK+ER+IE,89,11219
MK+ER+IE,90,13618
MK+ER+IE,91,12193
MK+ER+IE,92,11357
MK+ER+IE,93,13579
MK+ER+IE,94,9846
MK+ER+IE,95,7550
MK+ER+IE,96,9927
MK+ER+IE,97,10475
MK+ER+IE,98,9922
MK+ER+IE,99,12499
MK+ER+IE,100,14372
MK+ER+IE,101,8466
MK+ER+IE,102,12434
MK+ER+IE,103,13930
MK+ER+IE,104,11257
MK+ER+IE,105,10443
MK+ER+IE,106,11729
MK+ER+IE,107,12144
MK+ER+IE,108,9904
MK+ER+IE,109,12857
MK+ER+IE,110,10551
MK+ER+IE,111,12036
MK+ER+IE,112,9302
MK+ER+IE,113,13601
MK+ER+IE,114,11056
MK+ER+IE,115,15394
MK+ER+IE,116,10415
MK+ER+IE,117,12589
MK+ER+IE,118,10609
MK+ER+IE,119,11871
MK+ER+IE,120,13004
MK+ER+IE,121,13883
MK+ER+IE,122,6256
MK+ER+IE,123,13893
MK+ER+IE,124,11181
MK+ER+IE,125,12258
MK+ER+IE,126,13490
MK+ER+IE,127,12469
MK+ER+IE,128,11586
MK+ER+IE,129,12511
MK+ER+IE,130,7119
MK+ER+IE,131,11822
MK+ER+IE,132,13857
MK+ER+IE,133,10808
MK+ER+IE,134,15059
MK+ER+IE,135,12020
MK+ER+IE,136,10964
MK+ER+IE,137,12902
MK+ER+IE,138,9811
MK+ER+IE,139,9780
MK+ER+IE,140,15222
MK+ER+IE,141,10266
MK+ER+IE,142,9652
MK+ER+IE,143,11232
MK+ER+IE,144,14556
MK+ER+IE,145,13389
MK+ER+IE,146,9931
MK+ER+IE,147,12437
MK+ER+IE,148,14585
MK+ER+IE,149,14646
MK+ER+IE,150,2559
MK+ER+IE,151,10506
MK+ER+IE,152,10870
MK+ER+IE,153,9803
MK+ER+IE,154,12394
MK+ER+IE,155,13277
MK+ER+IE,156,11734
MK+ER+IE,157,8764
MK+ER+IE,158,12976
MK+ER+IE,159,10207
MK+ER+IE,160,13865
MK+ER+IE,161,9518
MK+ER+IE,162,11170
MK+ER+IE,163,10789
MK+ER+IE,164,7864
MK+ER+IE,165,11490
MK+ER+IE,166,14052
MK+ER+IE,167,7423
MK+ER+IE,168,14675
MK+ER+IE,169,13125
MK+ER+IE,170,8880
MK+ER+IE,171,13446
MK+ER+IE,172,7670
MK+ER+IE,173,14486
MK+ER+IE,174,9879
MK+ER+IE,175,563
MK+ER+IE,176,11923
MK+ER+IE,177,7829
MK+ER+IE,178,11128
MK+ER+IE,179,11817
MK+ER+IE,180,12447
MK+ER+IE,181,743
MK+ER+IE,182,13563
MK+ER+IE,183,7421
MK+ER+IE,184,12084
MK+ER+IE,185,14216
MK+ER+IE,186,11124
MK+ER+IE,187,14706
MK+ER+IE,188,12693
MK+ER+IE,189,7013
MK+ER+IE,190,11509
MK+ER+IE,191,14580
MK+ER+IE,192,9304
MK+ER+IE,193,14622
MK+ER+IE,194,13253
MK+ER+IE,195,13369
MK+ER+IE,196,12949
MK+ER+IE,197,11719
MK+ER+IE,198,13269
MK+ER+IE,199,12862
CI,0,2919
CI,1,2022
CI,2,3349
CI,3,4364
CI,4,2190
CI,5,717
CI,6,2914
CI,7,2379
CI,8,1499
CI,9,3472
CI,10,1602
CI,11,4896
CI,12,1846
CI,13,3804
CI,14,3856
CI,15,3805
CI,16,1547
CI,17,4358
CI,18,3665
CI,19,8843
CI,20,2509
CI,21,4470
CI,22,2942
CI,23,1787
CI,24,1777
CI,25,2882
CI,26,1487
CI,27,2813
CI,28,3373
CI,29,3307
CI,30,1756
CI,31,2323
CI,32,4885
CI,33,442
CI,34,3294
CI,35,1751
CI,36,3096
CI,37,1518
CI,38,1746
CI,39,1242
CI,40,1847
CI,41,1642
CI,42,3721
CI,43,2102
CI,44,2685
CI,45,2108
CI,46,1560
CI,47,3476
CI,48,8062
CI,49,4000
CI,50,1402
CI,51,1930
CI,52,2626
CI,53,2517
CI,54,1825
CI,55,2257
CI,56,5215
CI,57,3259
CI,58,3750
CI,59,4817
CI,60,2494
CI,61,1081
CI,62,1898
CI,63,2066
CI,64,1874
CI,65,2695
CI,66,4111
CI,67,2429
CI,68,2619
CI,69,2606
CI,70,1368
CI,71,3860
CI,72,3511
CI,73,5271
CI,74,3253
CI,75,2228
CI,76,2860
CI,77,1329
CI,78,3260
CI,79,2166
CI,80,5331
CI,81,3780
CI,82,2988
CI,83,1879
CI,84,1108
CI,85,3245
CI,86,2849
CI,87,3875
CI,88,2086
CI,89,6716
CI,90,3633
CI,91,333
CI,92,2295
CI,93,3622
CI,94,3108
CI,95,1398
CI,96,1402
CI,97,2999
CI,98,4726
CI,99,1886
CI,100,2569
CI,101,2023
CI,102,1248
CI,103,2506
CI,104,2681
CI,105,4248
CI,106,1915
CI,107,2390
CI,108,3254
CI,109,2094
CI,110,2375
CI,111,1838
CI,112,692
CI,113,6117
CI,114,3239
CI,115,1083
CI,116,3636
CI,117,1496
CI,118,3434
CI,119,1604
CI,120,1291
CI,121,2073
CI,122,1955
CI,123,3457
CI,124,3437
CI,125,2705
CI,126,1461
CI,127,1129
CI,128,3136
CI,129,3656
CI,130,2708
CI,131,2593
CI,132,5145
CI,133,2891
CI,134,2545
CI,135,2261
CI,136,1133
CI,137,4220
CI,138,1648
CI,139,340
CI,140,844
CI,141,1152
CI,142,2384
CI,143,1690
CI,144,358
CI,145,1543
CI,146,1427
CI,147,2641
CI,148,5028
CI,149,2779
CI,150,2880
CI,151,454
CI,152,2121
CI,153,3655
CI,154,3358
CI,155,4736
CI,156,3171
CI,157,1303
CI,158,2357
CI,159,6922
CI,160,1690
CI,161,735
CI,162,595
CI,163,1518
CI,164,3054
CI,165,2136
CI,166,1792
CI,167,4369
CI,168,2697
CI,169,5086
CI,170,2628
CI,171,3771
CI,172,2802
CI,173,1270
CI,174,2758
CI,175,1378
CI,176,4394
CI,177,4729
CI,178,412
CI,179,4983
CI,180,2265
CI,181,5318
CI,182,3698
CI,183,2751
CI,184,55
CI,185,2337
CI,186,4806
CI,187,3284
CI,188,4131
CI,189,3569
CI,190,3573
CI,191,1202
CI,192,4521
CI,193,3355
CI,194,1963
CI,195,1368
CI,196,3403
CI,197,285
CI,198,2301
CI,199,3340
CI+IE,0,4395
CI+IE,1,3817
CI+IE,2,2663
CI+IE,3,4956
CI+IE,4,5536
CI+IE,5,6458
CI+IE,6,3550
CI+IE,7,4040
CI+IE,8,5430
CI+IE,9,4491
CI+IE,10,4275
CI+IE,11,4099
CI+IE,12,1309
CI+IE,13,8798
CI+IE,14,6054
CI+IE,15,1805
CI+IE,16,5831
CI+IE,17,3511
CI+IE,18,5948
CI+IE,19,2793
CI+IE,20,2109
CI+IE,21,3561
CI+IE,22,3516
CI+IE,23,4896
CI+IE,24,5185
CI+IE,25,4543
CI+IE,26,2342
CI+IE,27,2245
CI+IE,28,6105
CI+IE,29,5658
CI+IE,30,4921
CI+IE,31,4217
CI+IE,32,7021
CI+IE,33,4554
CI+IE,34,4761
CI+IE,35,4199
CI+IE,36,1939
CI+IE,37,6071
CI+IE,38,3627
CI+IE,39,355
CI+IE,40,1787
CI+IE,41,1462
CI+IE,42,4542
CI+IE,43,3825
CI+IE,44,998
CI+IE,45,2369
CI+IE,46,2450
CI+IE,47,4121
CI+IE,48,7564
CI+IE,49,5394
CI+IE,50,5117
CI+IE,51,635
CI+IE,52,2833
CI+IE,53,6613
CI+IE,54,6272
CI+IE,55,8537
CI+IE,56,6878
CI+IE,57,2388
CI+IE,58,3955
CI+IE,59,11398
CI+IE,60,3238
CI+IE,61,2765
CI+IE,62,1191
CI+IE,63,1860
CI+IE,64,5179
CI+IE,65,4216
CI+IE,66,3682
CI+IE,67,7979
CI+IE,68,4929
CI+IE,69,9093
CI+IE,70,5035
CI+IE,71,6400
CI+IE,72,4806
CI+IE,73,2997
CI+IE,74,4349
CI+IE,75,2537
CI+IE,76,7579
CI+IE,77,8488
CI+IE,78,999
CI+IE,79,7894
CI+IE,80,3160
CI+IE,81,8511
CI+IE,82,6132
CI+IE,83,5270
CI+IE,84,113
CI+IE,85,5353
CI+IE,86,7124
CI+IE,87,6027
CI+IE,88,6159
CI+IE,89,5887
CI+IE,90,5133
CI+IE,91,2143
CI+IE,92,7961
CI+IE,93,4210
CI+IE,94,3837
CI+IE,95,2919
CI+IE,96,5156
CI+IE,97,495
CI+IE,98,3662
CI+IE,99,5588
CI+IE,100,3398
CI+IE,101,3396
CI+IE,102,6156
CI+IE,103,3608
CI+IE,104,6424
CI+IE,105,4807
CI+IE,106,11276
CI+IE,107,7034
CI+IE,108,5027
CI+IE,109,3129
CI+IE,110,2817
CI+IE,111,4852
CI+IE,112,4577
CI+IE,113,6330
CI+IE,114,5034
CI+IE,115,3760
CI+IE,116,5880
CI+IE,117,6075
CI+IE,118,2531
CI+IE,119,3972
CI+IE,120,9855
CI+IE,121,10042
CI+IE,122,795
CI+IE,123,7820
CI+IE,124,5893
CI+IE,125,5351
CI+IE,126,6556
CI+IE,127,5641
CI+IE,128,8646
CI+IE,129,4754
CI+IE,130,7086
CI+IE,131,6996
CI+IE,132,2829
CI+IE,133,4780
CI+IE,134,7752
CI+IE,135,6834
CI+IE,136,7398
CI+IE,137,7487
CI+IE,138,4730
CI+IE,139,3951
CI+IE,140,6451
CI+IE,141,4789
CI+IE,142,2141
CI+IE,143,8673
CI+IE,144,9755
CI+IE,145,4329
CI+IE,146,2818
CI+IE,147,3079
CI+IE,148,7018
CI+IE,149,5682
CI+IE,150,3591
CI+IE,151,1633
CI+IE,152,2513
CI+IE,153,5989
CI+IE,154,2540
CI+IE,155,6881
CI+IE,156,4699
CI+IE,157,5482
CI+IE,158,4290
CI+IE,159,938
CI+IE,160,1089
CI+IE,161,3177
CI+IE,162,11230
CI+IE,163,2604
CI+IE,164,9206
CI+IE,165,7525
CI+IE,166,5971
CI+IE,167,9683
CI+IE,168,3657
CI+IE,169,7833
CI+IE,170,3491
CI+IE,171,3312
CI+IE,172,3837
CI+IE,173,6139
CI+IE,174,9501
CI+IE,175,5326
CI+IE,176,8635
CI+IE,177,5386
CI+IE,178,6073
CI+IE,179,9253
CI+IE,180,4163
CI+IE,181,6094
CI+IE,182,8333
CI+IE,183,2835
CI+IE,184,3503
CI+IE,185,3426
CI+IE,186,398
CI+IE,187,3638
CI+IE,188,6951
CI+IE,189,4778
CI+IE,190,5924
CI+IE,191,10464
CI+IE,192,5558
CI+IE,193,6464
CI+IE,194,6925
CI+IE,195,9281
CI+IE,196,3927
CI+IE,197,3441
CI+IE,198,8864
CI+IE,199,3421
CI+ER,0,3839
CI+ER,1,5667
CI+ER,2,6313
CI+ER,3,1703
CI+ER,4,11683
CI+ER,5,4798
CI+ER,6,4584
CI+ER,7,3995
CI+ER,8,4283
CI+ER,9,4998
CI+ER,10,3277
CI+ER,11,5317
CI+ER,12,6278
CI+ER,13,4592
CI+ER,14,2799
CI+ER,15,2892
CI+ER,16,2256
CI+ER,17,4937
CI+ER,18,3095
CI+ER,19,2190
CI+ER,20,4379
CI+ER,21,4675
CI+ER,22,2497
CI+ER,23,2363
CI+ER,24,5450
CI+ER,25,6462
CI+ER,26,4781
CI+ER,27,4906
CI+ER,28,5214
CI+ER,29,4637
CI+ER,30,4012
CI+ER,31,3674
CI+ER,32,5411
CI+ER,33,5863
CI+ER,34,5025
CI+ER,35,3164
CI+ER,36,5667
CI+ER,37,7924
CI+ER,38,1619
CI+ER,39,6927
CI+ER,40,4319
CI+ER,41,2791
CI+ER,42,1675
CI+ER,43,2792
CI+ER,44,1656
CI+ER,45,2523
CI+ER,46,3876
CI+ER,47,3391
CI+ER,48,4348
CI+ER,49,3225
CI+ER,50,5621
CI+ER,51,4355
CI+ER,52,1312
CI+ER,53,5138
CI+ER,54,685
CI+ER,55,3012
CI+ER,56,6227
CI+ER,57,4444
CI+ER,58,3083
CI+ER,59,3947
CI+ER,60,3330
CI+ER,61,8270
CI+ER,62,8138
CI+ER,63,2480
CI+ER,64,4332
CI+ER,65,5392
CI+ER,66,2500
CI+ER,67,5764
CI+ER,68,3038
CI+ER,69,5497
CI+ER,70,3191
CI+ER,71,3734
CI+ER,72,2044
CI+ER,73,3530
CI+ER,74,6898
CI+ER,75,4578
CI+ER,76,6548
CI+ER,77,1779
CI+ER,78,5093
CI+ER,79,5360
CI+ER,80,3638
CI+ER,81,3072
CI+ER,82,4871
CI+ER,83,5290
CI+ER,84,2323
CI+ER,85,4591
CI+ER,86,1115
CI+ER,87,5565
CI+ER,88,6769
CI+ER,89,4951
CI+ER,90,5743
CI+ER,91,4895
CI+ER,92,5709
CI+ER,93,6088
CI+ER,94,8673
CI+ER,95,1997
CI+ER,96,3560
CI+ER,97,3056
CI+ER,98,2604
CI+ER,99,5481
CI+ER,100,5706
CI+ER,101,5063
CI+ER,102,5674
CI+ER,103,2020
CI+ER,104,1588
CI+ER,105,2072
CI+ER,106,5097
CI+ER,107,7689
CI+ER,108,3806
CI+ER,109,4127
CI+ER,110,3200
CI+ER,111,4127
CI+ER,112,4194
CI+ER,113,2083
CI+ER,114,3642
CI+ER,115,1885
CI+ER,116,4870
CI+ER,117,5696
CI+ER,118,4654
CI+ER,119,4773
CI+ER,120,4076
CI+ER,121,4231
CI+ER,122,5796
CI+ER,123,9645
CI+ER,124,4269
CI+ER,125,2100
CI+ER,126,2346
CI+ER,127,6824
CI+ER,128,5020
CI+ER,129,3446
CI+ER,130,4363
CI+ER,131,5146
CI+ER,132,4665
CI+ER,133,3070
CI+ER,134,1812
CI+ER,135,4395
CI+ER,136,1849
CI+ER,137,1876
CI+ER,138,3657
CI+ER,139,3999
CI+ER,140,3438
CI+ER,141,3762
CI+ER,142,1283
CI+ER,143,940
CI+ER,144,4287
CI+ER,145,3907
CI+ER,146,4649
CI+ER,147,3235
CI+ER,148,1764
CI+ER,149,4588
CI+ER,150,6413
CI+ER,151,3963
CI+ER,152,4308
CI+ER,153,2110
CI+ER,154,7131
CI+ER,155,828
CI+ER,156,6711
CI+ER,157,1802
CI+ER,158,3255
CI+ER,159,1632
CI+ER,160,6350
CI+ER,161,5601
CI+ER,162,2756
CI+ER,163,4502
CI+ER,164,3588
CI+ER,165,3403
CI+ER,166,2716
CI+ER,167,4454
CI+ER,168,4359
CI+ER,169,3029
CI+ER,170,3221
CI+ER,171,5371
CI+ER,172,10346
CI+ER,173,5361
CI+ER,174,3230
CI+ER,175,9572
CI+ER,176,2450
CI+ER,177,1599
CI+ER,178,3425
CI+ER,179,4766
CI+ER,180,2404
CI+ER,181,2666
CI+ER,182,2687
CI+ER,183,3214
CI+ER,184,3959
CI+ER,185,5088
CI+ER,186,9064
CI+ER,187,4176
CI+ER,188,2143
CI+ER,189,1748
CI+ER,190,4397
CI+ER,191,2171
CI+ER,192,4514
CI+ER,193,4352
CI+ER,194,6915
CI+ER,195,6676
CI+ER,196,2556
CI+ER,197,4070
CI+ER,198,7548
CI+ER,199,3776
CI+ER+IE,0,9345
CI+ER+IE,1,8822
CI+ER+IE,2,9049
CI+ER+IE,3,2639
CI+ER+IE,4,4569
CI+ER+IE,5,3899
CI+ER+IE,6,8333
CI+ER+IE,7,11209
CI+ER+IE,8,7191
CI+ER+IE,9,6435
CI+ER+IE,10,5990
CI+ER+IE,11,6397
CI+ER+IE,12,6569
CI+ER+IE,13,4867
CI+ER+IE,14,7003
CI+ER+IE,15,3497
CI+ER+IE,16,7483
CI+ER+IE,17,9160
CI+ER+IE,18,6549
CI+ER+IE,19,8362
CI+ER+IE,20,6433
CI+ER+IE,21,6219
CI+ER+IE,22,8268
CI+ER+IE,23,12129
CI+ER+IE,24,7686
CI+ER+IE,25,4715
CI+ER+IE,26,4934
CI+ER+IE,27,9976
CI+ER+IE,28,7873
CI+ER+IE,29,4963
CI+ER+IE,30,7672
CI+ER+IE,31,8549
CI+ER+IE,32,8389
CI+ER+IE,33,6821
CI+ER+IE,34,3460
CI+ER+IE,35,6676
CI+ER+IE,36,4216
CI+ER+IE,37,4148
CI+ER+IE,38,7063
CI+ER+IE,39,7152
CI+ER+IE,40,5786
CI+ER+IE,41,6809
CI+ER+IE,42,2498
CI+ER+IE,43,1444
CI+ER+IE,44,6930
CI+ER+IE,45,5947
CI+ER+IE,46,8168
CI+ER+IE,47,5884
CI+ER+IE,48,3548
CI+ER+IE,49,7701
CI+ER+IE,50,9875
CI+ER+IE,51,6997
CI+ER+IE,52,7745
CI+ER+IE,53,3458
CI+ER+IE,54,11582
CI+ER+IE,55,1402
CI+ER+IE,56,10193
CI+ER+IE,57,3139
CI+ER+IE,58,5399
CI+ER+IE,59,4204
CI+ER+IE,60,9083
CI+ER+IE,61,8327
CI+ER+IE,62,4763
CI+ER+IE,63,7348
CI+ER+IE,64,5384
CI+ER+IE,65,5510
CI+ER+IE,66,4501
CI+ER+IE,67,6483
CI+ER+IE,68,7526
CI+ER+IE,69,5038
CI+ER+IE,70,5340
CI+ER+IE,71,9285
CI+ER+IE,72,15145
CI+ER+IE,73,9162
CI+ER+IE,74,5195
CI+ER+IE,75,13320
CI+ER+IE,76,4346
CI+ER+IE,77,2463
CI+ER+IE,78,6599
CI+ER+IE,79,8802
CI+ER+IE,80,3694
CI+ER+IE,81,5576
CI+ER+IE,82,3924
CI+ER+IE,83,5977
CI+ER+IE,84,5908
CI+ER+IE,85,9422
CI+ER+IE,86,13666
CI+ER+IE,87,7382
CI+ER+IE,88,3757
CI+ER+IE,89,3214
CI+ER+IE,90,6967
CI+ER+IE,91,3724
CI+ER+IE,92,7694
CI+ER+IE,93,7156
CI+ER+IE,94,10273
CI+ER+IE,95,11367
CI+ER+IE,96,4680
CI+ER+IE,97,6178
CI+ER+IE,98,11470
CI+ER+IE,99,7229
CI+ER+IE,100,12328
CI+ER+IE,101,112
CI+ER+IE,102,7747
CI+ER+IE,103,504
CI+ER+IE,104,5376
CI+ER+IE,105,9619
CI+ER+IE,106,9134
CI+ER+IE,107,7951
CI+ER+IE,108,7583
CI+ER+IE,109,14228
CI+ER+IE,110,7598
CI+ER+IE,111,4834
CI+ER+IE,112,6686
CI+ER+IE,113,9468
CI+ER+IE,114,8017
CI+ER+IE,115,10128
CI+ER+IE,116,6102
CI+ER+IE,117,5842
CI+ER+IE,118,3389
CI+ER+IE,119,6638
CI+ER+IE,120,7928
CI+ER+IE,121,4465
CI+ER+IE,122,10583
CI+ER+IE,123,4313
CI+ER+IE,124,1871
CI+ER+IE,125,5838
CI+ER+IE,126,9188
CI+ER+IE,127,6861
CI+ER+IE,128,6862
CI+ER+IE,129,4586
CI+ER+IE,130,8099
CI+ER+IE,131,7180
CI+ER+IE,132,5537
CI+ER+IE,133,6026
CI+ER+IE,134,7332
CI+ER+IE,135,6385
CI+ER+IE,136,4694
CI+ER+IE,137,6094
CI+ER+IE,138,7590
CI+ER+IE,139,4976
CI+ER+IE,140,7956
CI+ER+IE,141,10892
CI+ER+IE,142,4743
CI+ER+IE,143,9734
CI+ER+IE,144,5197
CI+ER+IE,145,3826
CI+ER+IE,146,4569
CI+ER+IE,147,5885
CI+ER+IE,148,5314
CI+ER+IE,149,7190
CI+ER+IE,150,7556
CI+ER+IE,151,2728
CI+ER+IE,152,5291
CI+ER+IE,153,5980
CI+ER+IE,154,6778
CI+ER+IE,155,3066
CI+ER+IE,156,4730
CI+ER+IE,157,6184
CI+ER+IE,158,5876
CI+ER+IE,159,7927
CI+ER+IE,160,7024
CI+ER+IE,161,8974
CI+ER+IE,162,8114
CI+ER+IE,163,7797
CI+ER+IE,164,2160
CI+ER+IE,165,7492
CI+ER+IE,166,5656
CI+ER+IE,167,4436
CI+ER+IE,168,9548
CI+ER+IE,169,10664
CI+ER+IE,170,4836
CI+ER+IE,171,13684
CI+ER+IE,172,10375
CI+ER+IE,173,7898
CI+ER+IE,174,5959
CI+ER+IE,175,3394
CI+ER+IE,176,5168
CI+ER+IE,177,9510
CI+ER+IE,178,2439
CI+ER+IE,179,10453
CI+ER+IE,180,7329
CI+ER+IE,181,4628
CI+ER+IE,182,2892
CI+ER+IE,183,3116
CI+ER+IE,184,6803
CI+ER+IE,185,4395
CI+ER+IE,186,11366
CI+ER+IE,187,4641
CI+ER+IE,188,10863
CI+ER+IE,189,5522
CI+ER+IE,190,6517
CI+ER+IE,191,8651
CI+ER+IE,192,3967
CI+ER+IE,193,9412
CI+ER+IE,194,9111
CI+ER+IE,195,11653
CI+ER+IE,196,11983
CI+ER+IE,197,590
CI+ER+IE,198,12094
CI+ER+IE,199,5769
CI+MK,0,7775
CI+MK,1,173
CI+MK,2,6130
CI+MK,3,2170
CI+MK,4,10162
CI+MK,5,5614
CI+MK,6,9137
CI+MK,7,8684
CI+MK,8,7794
CI+MK,9,3662
CI+MK,10,6868
CI+MK,11,8539
CI+MK,12,4781
CI+MK,13,9701
CI+MK,14,5984
CI+MK,15,10764
CI+MK,16,4727
CI+MK,17,6690
CI+MK,18,4992
CI+MK,19,3230
CI+MK,20,11895
CI+MK,21,11863
CI+MK,22,6896
CI+MK,23,5461
CI+MK,24,6389
CI+MK,25,7547
CI+MK,26,300
CI+MK,27,1620
CI+MK,28,5504
CI+MK,29,5536
CI+MK,30,10149
CI+MK,31,8418
CI+MK,32,7806
CI+MK,33,5034
CI+MK,34,10216
CI+MK,35,7890
CI+MK,36,7370
CI+MK,37,7403
CI+MK,38,4326
CI+MK,39,4928
CI+MK,40,7734
CI+MK,41,9588
CI+MK,42,8214
CI+MK,43,5929
CI+MK,44,4947
CI+MK,45,7488
CI+MK,46,6080
CI+MK,47,7735
CI+MK,48,8056
CI+MK,49,6571
CI+MK,50,10324
CI+MK,51,4375
CI+MK,52,1897
CI+MK,53,2869
CI+MK,54,6760
CI+MK,55,4271
CI+MK,56,6025
CI+MK,57,8937
CI+MK,58,6329
CI+MK,59,7348
CI+MK,60,7830
CI+MK,61,4794
CI+MK,62,8517
CI+MK,63,6190
CI+MK,64,6105
CI+MK,65,5370
CI+MK,66,8067
CI+MK,67,9672
CI+MK,68,9397
CI+MK,69,2031
CI+MK,70,4253
CI+MK,71,5678
CI+MK,72,5231
CI+MK,73,9951
CI+MK,74,9622
CI+MK,75,2809
CI+MK,76,8210
CI+MK,77,3984
CI+MK,78,398
CI+MK,79,10926
CI+MK,80,5171
CI+MK,81,5797
CI+MK,82,8188
CI+MK,83,2805
CI+MK,84,6590
CI+MK,85,13044
CI+MK,86,10254
CI+MK,87,7556
CI+MK,88,12701
CI+MK,89,7018
CI+MK,90,5684
CI+MK,91,10135
CI+MK,92,8237
CI+MK,93,9268
CI+MK,94,7266
CI+MK,95,11829
CI+MK,96,9529
CI+MK,97,6527
CI+MK,98,11719
CI+MK,99,1314
CI+MK,100,9090
CI+MK,101,8267
CI+MK,102,8773
CI+MK,103,3959
CI+MK,104,10132
CI+MK,105,595
CI+MK,106,6042
CI+MK,107,9514
CI+MK,108,8943
CI+MK,109,6388
CI+MK,110,3120
CI+MK,111,10719
CI+MK,112,5045
CI+MK,113,6145
CI+MK,114,8166
CI+MK,115,5992
CI+MK,116,3932
CI+MK,117,4372
CI+MK,118,6571
CI+MK,119,6779
CI+MK,120,8575
CI+MK,121,9837
CI+MK,122,4304
CI+MK,123,12782
CI+MK,124,7373
CI+MK,125,7784
CI+MK,126,8525
CI+MK,127,9525
CI+MK,128,7871
CI+MK,129,9216
CI+MK,130,11673
CI+MK,131,10067
CI+MK,132,6259
CI+MK,133,10458
CI+MK,134,6646
CI+MK,135,7681
CI+MK,136,9580
CI+MK,137,6236
CI+MK,138,11936
CI+MK,139,5367
CI+MK,140,7276
CI+MK,141,9285
CI+MK,142,8210
CI+MK,143,5018
CI+MK,144,6956
CI+MK,145,6747
CI+MK,146,7000
CI+MK,147,5571
CI+MK,148,8957
CI+MK,149,8367
CI+MK,150,5008
CI+MK,151,8372
CI+MK,152,1652
CI+MK,153,6951
CI+MK,154,7694
CI+MK,155,1780
CI+MK,156,10685
CI+MK,157,6551
CI+MK,158,5346
CI+MK,159,8126
CI+MK,160,1684
CI+MK,161,11104
CI+MK,162,7829
CI+MK,163,12062
CI+MK,164,3974
CI+MK,165,9081
CI+MK,166,5041
CI+MK,167,6894
CI+MK,168,4517
CI+MK,169,8287
CI+MK,170,6833
CI+MK,171,5526
CI+MK,172,5375
CI+MK,173,2904
CI+MK,174,7513
CI+MK,175,5185
CI+MK,176,10526
CI+MK,177,3675
CI+MK,178,4054
CI+MK,179,8552
CI+MK,180,6214
CI+MK,181,5241
CI+MK,182,8181
CI+MK,183,9402
CI+MK,184,4308
CI+MK,185,9027
CI+MK,186,9959
CI+MK,187,8334
CI+MK,188,3119
CI+MK,189,3457
CI+MK,190,8099
CI+MK,191,7452
CI+MK,192,9364
CI+MK,193,8129
CI+MK,194,6953
CI+MK,195,10707
CI+MK,196,6987
CI+MK,197,6183
CI+MK,198,4950
CI+MK,199,5006
CI+MK+IE,0,12173
CI+MK+IE,1,12081
CI+MK+IE,2,12089
CI+MK+IE,3,6672
CI+MK+IE,4,14613
CI+MK+IE,5,1456
CI+MK+IE,6,8371
CI+MK+IE,7,13064
CI+MK+IE,8,13589
CI+MK+IE,9,9598
CI+MK+IE,10,5218
CI+MK+IE,11,14640
CI+MK+IE,12,8053
CI+MK+IE,13,10679
CI+MK+IE,14,12551
CI+MK+IE,15,8952
CI+MK+IE,16,6400
CI+MK+IE,17,8597
CI+MK+IE,18,9510
CI+MK+IE,19,10349
CI+MK+IE,20,11046
CI+MK+IE,21,12919
CI+MK+IE,22,7100
CI+MK+IE,23,15583
CI+MK+IE,24,11749
CI+MK+IE,25,10566
CI+MK+IE,26,12876
CI+MK+IE,27,12634
CI+MK+IE,28,11591
CI+MK+IE,29,13031
CI+MK+IE,30,14483
CI+MK+IE,31,13377
CI+MK+IE,32,10994
CI+MK+IE,33,14429
CI+MK+IE,34,9852
CI+MK+IE,35,11555
CI+MK+IE,36,13202
CI+MK+IE,37,9185
CI+MK+IE,38,14996
CI+MK+IE,39,10139
CI+MK+IE,40,10864
CI+MK+IE,41,13963
CI+MK+IE,42,11187
CI+MK+IE,43,8475
CI+MK+IE,44,10705
CI+MK+IE,45,10206
CI+MK+IE,46,11329
CI+MK+IE,47,8857
CI+MK+IE,48,12956
CI+MK+IE,49,12749
CI+MK+IE,50,9386
CI+MK+IE,51,12353
CI+MK+IE,52,2735
CI+MK+IE,53,10636
CI+MK+IE,54,11052
CI+MK+IE,55,3869
CI+MK+IE,56,14846
CI+MK+IE,57,10274
CI+MK+IE,58,8352
CI+MK+IE,59,13011
CI+MK+IE,60,3247
CI+MK+IE,61,15002
CI+MK+IE,62,11150
CI+MK+IE,63,15535
CI+MK+IE,64,6499
CI+MK+IE,65,12548
CI+MK+IE,66,8777
CI+MK+IE,67,11180
CI+MK+IE,68,7471
CI+MK+IE,69,11649
CI+MK+IE,70,9848
CI+MK+IE,71,8839
CI+MK+IE,72,9689
CI+MK+IE,73,4760
CI+MK+IE,74,11339
CI+MK+IE,75,7711
CI+MK+IE,76,15286
CI+MK+IE,77,6625
CI+MK+IE,78,5403
CI+MK+IE,79,12377
CI+MK+IE,80,7678
CI+MK+IE,81,8595
CI+MK+IE,82,12714
CI+MK+IE,83,13327
CI+MK+IE,84,7522
CI+MK+IE,85,13018
CI+MK+IE,86,13850
CI+MK+IE,87,12466
CI+MK+IE,88,5913
CI+MK+IE,89,7083
CI+MK+IE,90,11307
CI+MK+IE,91,12662
CI+MK+IE,92,14341
CI+MK+IE,93,11940
CI+MK+IE,94,10809
CI+MK+IE,95,14262
CI+MK+IE,96,10873
CI+MK+IE,97,11210
CI+MK+IE,98,8843
