mechanic,replicate,final_population_size
MK+ER+IE,82,20000
MK+ER+IE,83,20000
MK+ER+IE,84,20000
MK+ER+IE,85,20000
MK+ER+IE,86,20000
MK+ER+IE,87,19999
MK+ER+IE,88,20000
MK+ER+IE,89,20000
MK+ER+IE,90,20000
MK+ER+IE,91,20000
MK+ER+IE,92,20000
MK+ER+IE,93,20000
MK+ER+IE,94,20000
MK+ER+IE,95,19998
MK+ER+IE,96,20000
MK+ER+IE,97,19995
MK+ER+IE,98,20000
MK+ER+IE,99,20000
MK+ER+IE,100,20000
MK+ER+IE,101,19997
MK+ER+IE,102,19995
MK+ER+IE,103,20000
MK+ER+IE,104,20000
MK+ER+IE,105,20000
MK+ER+IE,106,20000
MK+ER+IE,107,20000
MK+ER+IE,108,19994
MK+ER+IE,109,20000
MK+ER+IE,110,19998
MK+ER+IE,111,19999
MK+ER+IE,112,20000
MK+ER+IE,113,20000
MK+ER+IE,114,20000
MK+ER+IE,115,20000
MK+ER+IE,116,20000
MK+ER+IE,117,20000
MK+ER+IE,118,19999
MK+ER+IE,119,20000
MK+ER+IE,120,20000
MK+ER+IE,121,20000
MK+ER+IE,122,19988
MK+ER+IE,123,20000
MK+ER+IE,124,20000
MK+ER+IE,125,20000
MK+ER+IE,126,20000
MK+ER+IE,127,20000
MK+ER+IE,128,20000
MK+ER+IE,129,20000
MK+ER+IE,130,20000
MK+ER+IE,131,20000
MK+ER+IE,132,19999
MK+ER+IE,133,20000
MK+ER+IE,134,20000
MK+ER+IE,135,20000
MK+ER+IE,136,19999
MK+ER+IE,137,19998
MK+ER+IE,138,20000
MK+ER+IE,139,19999
MK+ER+IE,140,19999
MK+ER+IE,141,20000
MK+ER+IE,142,19999
MK+ER+IE,143,19999
MK+ER+IE,144,20000
MK+ER+IE,145,20000
MK+ER+IE,146,19999
MK+ER+IE,147,20000
MK+ER+IE,148,19998
MK+ER+IE,149,20000
MK+ER+IE,150,19959
MK+ER+IE,151,19994
MK+ER+IE,152,20000
MK+ER+IE,153,20000
MK+ER+IE,154,20000
MK+ER+IE,155,19996
MK+ER+IE,156,20000
MK+ER+IE,157,20000
MK+ER+IE,158,20000
MK+ER+IE,159,19999
MK+ER+IE,160,20000
MK+ER+IE,161,20000
MK+ER+IE,162,20000
MK+ER+IE,163,20000
MK+ER+IE,164,19994
MK+ER+IE,165,19997
MK+ER+IE,166,19999
MK+ER+IE,167,19997
MK+ER+IE,168,20000
MK+ER+IE,169,20000
MK+ER+IE,170,20000
MK+ER+IE,171,20000
MK+ER+IE,172,19997
MK+ER+IE,173,20000
MK+ER+IE,174,20000
MK+ER+IE,175,19732
MK+ER+IE,176,20000
MK+ER+IE,177,19991
MK+ER+IE,178,19997
MK+ER+IE,179,19998
MK+ER+IE,180,19999
MK+ER+IE,181,19793
MK+ER+IE,182,20000
MK+ER+IE,183,20000
MK+ER+IE,184,20000
MK+ER+IE,185,20000
MK+ER+IE,186,20000
MK+ER+IE,187,20000
MK+ER+IE,188,20000
MK+ER+IE,189,20000
MK+ER+IE,190,20000
MK+ER+IE,191,20000
MK+ER+IE,192,19996
MK+ER+IE,193,20000
MK+ER+IE,194,20000
MK+ER+IE,195,19998
MK+ER+IE,196,20000
MK+ER+IE,197,20000
MK+ER+IE,198,20000
MK+ER+IE,199,19999
CI,0,19443
CI,1,19536
CI,2,19423
CI,3,19342
CI,4,19557
CI,5,19571
CI,6,19426
CI,7,19514
CI,8,19568
CI,9,19380
CI,10,19562
CI,11,19272
CI,12,19606
CI,13,19475
CI,14,19421
CI,15,19409
CI,16,19609
CI,17,19387
CI,18,19328
CI,19,19186
CI,20,19480
CI,21,19361
CI,22,19499
CI,23,19507
CI,24,19533
CI,25,19458
CI,26,19620
CI,27,19483
CI,28,19378
CI,29,19415
CI,30,19483
CI,31,19462
CI,32,19412
CI,33,19628
CI,34,19386
CI,35,19586
CI,36,19376
CI,37,19604
CI,38,19561
CI,39,19645
CI,40,19611
CI,41,19613
CI,42,19476
CI,43,19530
CI,44,19562
CI,45,19504
CI,46,19710
CI,47,19450
CI,48,19197
CI,49,19414
CI,50,19663
CI,51,19617
CI,52,19465
CI,53,19497
CI,54,19612
CI,55,19517
CI,56,19298
CI,57,19390
CI,58,19344
CI,59,19387
CI,60,19548
CI,61,19671
CI,62,19475
CI,63,19536
CI,64,19619
CI,65,19492
CI,66,19407
CI,67,19514
CI,68,19474
CI,69,19469
CI,70,19646
CI,71,19353
CI,72,19458
CI,73,19252
CI,74,19444
CI,75,19473
CI,76,19424
CI,77,19553
CI,78,19453
CI,79,19509
CI,80,19427
CI,81,19465
CI,82,19446
CI,83,19543
CI,84,19620
CI,85,19475
CI,86,19446
CI,87,19419
CI,88,19525
CI,89,19236
CI,90,19447
CI,91,19743
CI,92,19497
CI,93,19423
CI,94,19463
CI,95,19523
CI,96,19519
CI,97,19452
CI,98,19348
CI,99,19497
CI,100,19503
CI,101,19494
CI,102,19586
CI,103,19429
CI,104,19511
CI,105,19385
CI,106,19563
CI,107,19455
CI,108,19437
CI,109,19454
CI,110,19486
CI,111,19440
CI,112,19565
CI,113,19343
CI,114,19536
CI,115,19646
CI,116,19478
CI,117,19579
CI,118,19403
CI,119,19539
CI,120,19637
CI,121,19500
CI,122,19522
CI,123,19374
CI,124,19334
CI,125,19539
CI,126,19570
CI,127,19630
CI,128,19477
CI,129,19400
CI,130,19421
CI,131,19407
CI,132,19320
CI,133,19468
CI,134,19417
CI,135,19558
CI,136,19658
CI,137,19318
CI,138,19625
CI,139,19693
CI,140,19636
CI,141,19573
CI,142,19550
CI,143,19554
CI,144,19720
CI,145,19568
CI,146,19642
CI,147,19483
CI,148,19344
CI,149,19480
CI,150,19452
CI,151,19646
CI,152,19532
CI,153,19425
CI,154,19439
CI,155,19377
CI,156,19525
CI,157,19540
CI,158,19578
CI,159,19210
CI,160,19575
CI,161,19639
CI,162,19692
CI,163,19621
CI,164,19362
CI,165,19547
CI,166,19548
CI,167,19368
CI,168,19512
CI,169,19267
CI,170,19471
CI,171,19367
CI,172,19433
CI,173,19616
CI,174,19470
CI,175,19631
CI,176,19286
CI,177,19450
CI,178,19703
CI,179,19299
CI,180,19387
CI,181,19390
CI,182,19320
CI,183,19446
CI,184,19709
CI,185,19530
CI,186,19383
CI,187,19499
CI,188,19359
CI,189,19476
CI,190,19365
CI,191,19642
CI,192,19225
CI,193,19467
CI,194,19638
CI,195,19564
CI,196,19473
CI,197,19618
CI,198,19481
CI,199,19466
CI+IE,0,19440
CI+IE,1,19519
CI+IE,2,19544
CI+IE,3,19473
CI+IE,4,19490
CI+IE,5,19362
CI+IE,6,19583
CI+IE,7,19498
CI+IE,8,19452
CI+IE,9,19466
CI+IE,10,19520
CI+IE,11,19442
CI+IE,12,19537
CI+IE,13,19315
CI+IE,14,19435
CI+IE,15,19648
CI+IE,16,19491
CI+IE,17,19448
CI+IE,18,19476
CI+IE,19,19503
CI+IE,20,19634
CI+IE,21,19440
CI+IE,22,19476
CI+IE,23,19523
CI+IE,24,19438
CI+IE,25,19496
CI+IE,26,19600
CI+IE,27,19621
CI+IE,28,19472
CI+IE,29,19379
CI+IE,30,19477
CI+IE,31,19494
CI+IE,32,19437
CI+IE,33,19402
CI+IE,34,19313
CI+IE,35,19396
CI+IE,36,19636
CI+IE,37,19415
CI+IE,38,19423
CI+IE,39,19684
CI+IE,40,19695
CI+IE,41,19593
CI+IE,42,19519
CI+IE,43,19505
CI+IE,44,19681
CI+IE,45,19537
CI+IE,46,19571
CI+IE,47,19427
CI+IE,48,19417
CI+IE,49,19361
CI+IE,50,19431
CI+IE,51,19642
CI+IE,52,19632
CI+IE,53,19433
CI+IE,54,19394
CI+IE,55,19430
CI+IE,56,19408
CI+IE,57,19509
CI+IE,58,19509
CI+IE,59,19398
CI+IE,60,19468
CI+IE,61,19539
CI+IE,62,19593
CI+IE,63,19630
CI+IE,64,19419
CI+IE,65,19485
CI+IE,66,19561
CI+IE,67,19402
CI+IE,68,19387
CI+IE,69,19324
CI+IE,70,19503
CI+IE,71,19324
CI+IE,72,19477
CI+IE,73,19539
CI+IE,74,19478
CI+IE,75,19551
CI+IE,76,19335
CI+IE,77,19421
CI+IE,78,19657
CI+IE,79,19449
CI+IE,80,19514
CI+IE,81,19366
CI+IE,82,19479
CI+IE,83,19406
CI+IE,84,19741
CI+IE,85,19415
CI+IE,86,19379
CI+IE,87,19450
CI+IE,88,19404
CI+IE,89,19356
CI+IE,90,19418
CI+IE,91,19570
CI+IE,92,19374
CI+IE,93,19531
CI+IE,94,19521
CI+IE,95,19521
CI+IE,96,19339
CI+IE,97,19711
CI+IE,98,19528
CI+IE,99,19430
CI+IE,100,19491
CI+IE,101,19485
CI+IE,102,19450
CI+IE,103,19441
CI+IE,104,19388
CI+IE,105,19371
CI+IE,106,19375
CI+IE,107,19392
CI+IE,108,19503
CI+IE,109,19520
CI+IE,110,19526
CI+IE,111,19402
CI+IE,112,19444
CI+IE,113,19346
CI+IE,114,19427
CI+IE,115,19451
CI+IE,116,19404
CI+IE,117,19374
CI+IE,118,19540
CI+IE,119,19519
CI+IE,120,19437
CI+IE,121,19517
CI+IE,122,19641
CI+IE,123,19383
CI+IE,124,19403
CI+IE,125,19487
CI+IE,126,19459
CI+IE,127,19415
CI+IE,128,19385
CI+IE,129,19430
CI+IE,130,19337
CI+IE,131,19336
CI+IE,132,19520
CI+IE,133,19494
CI+IE,134,19421
CI+IE,135,19421
CI+IE,136,19438
CI+IE,137,19459
CI+IE,138,19457
CI+IE,139,19476
CI+IE,140,19412
CI+IE,141,19400
CI+IE,142,19542
CI+IE,143,19390
CI+IE,144,19365
CI+IE,145,19406
CI+IE,146,19524
CI+IE,147,19512
CI+IE,148,19370
CI+IE,149,19431
CI+IE,150,19480
CI+IE,151,19601
CI+IE,152,19619
CI+IE,153,19345
CI+IE,154,19580
CI+IE,155,19378
CI+IE,156,19420
CI+IE,157,19393
CI+IE,158,19512
CI+IE,159,19681
CI+IE,160,19649
CI+IE,161,19466
CI+IE,162,19442
CI+IE,163,19520
CI+IE,164,19427
CI+IE,165,19411
CI+IE,166,19463
CI+IE,167,19404
CI+IE,168,19455
CI+IE,169,19388
CI+IE,170,19534
CI+IE,171,19536
CI+IE,172,19572
CI+IE,173,19472
CI+IE,174,19385
CI+IE,175,19445
CI+IE,176,19368
CI+IE,177,19434
CI+IE,178,19426
CI+IE,179,19348
CI+IE,180,19452
CI+IE,181,19403
CI+IE,182,19421
CI+IE,183,19565
CI+IE,184,19527
CI+IE,185,19413
CI+IE,186,19787
CI+IE,187,19459
CI+IE,188,19347
CI+IE,189,19482
CI+IE,190,19451
CI+IE,191,19433
CI+IE,192,19438
CI+IE,193,19430
CI+IE,194,19414
CI+IE,195,19485
CI+IE,196,19486
CI+IE,197,19437
CI+IE,198,19471
CI+IE,199,19515
CI+ER,0,19368
CI+ER,1,19226
CI+ER,2,19235
CI+ER,3,19549
CI+ER,4,19140
CI+ER,5,19258
CI+ER,6,19317
CI+ER,7,19353
CI+ER,8,19370
CI+ER,9,19403
CI+ER,10,19528
CI+ER,11,19287
CI+ER,12,19255
CI+ER,13,19370
CI+ER,14,19502
CI+ER,15,19459
CI+ER,16,19526
CI+ER,17,19389
CI+ER,18,19496
CI+ER,19,19563
CI+ER,20,19375
CI+ER,21,19331
CI+ER,22,19522
CI+ER,23,19494
CI+ER,24,19381
CI+ER,25,19262
CI+ER,26,19318
CI+ER,27,19342
CI+ER,28,19329
CI+ER,29,19394
CI+ER,30,19373
CI+ER,31,19419
CI+ER,32,19289
CI+ER,33,19251
CI+ER,34,19335
CI+ER,35,19401
CI+ER,36,19322
CI+ER,37,19132
CI+ER,38,19569
CI+ER,39,19266
CI+ER,40,19336
CI+ER,41,19566
CI+ER,42,19570
CI+ER,43,19487
CI+ER,44,19600
CI+ER,45,19430
CI+ER,46,19405
CI+ER,47,19432
CI+ER,48,19429
CI+ER,49,19447
CI+ER,50,19351
CI+ER,51,19388
CI+ER,52,19713
CI+ER,53,19337
CI+ER,54,19548
CI+ER,55,19426
CI+ER,56,19265
CI+ER,57,19382
CI+ER,58,19433
CI+ER,59,19339
CI+ER,60,19466
CI+ER,61,19151
CI+ER,62,19155
CI+ER,63,19539
CI+ER,64,19261
CI+ER,65,19242
CI+ER,66,19506
CI+ER,67,19272
CI+ER,68,19408
CI+ER,69,19312
CI+ER,70,19473
CI+ER,71,19418
CI+ER,72,19490
CI+ER,73,19381
CI+ER,74,19262
CI+ER,75,19329
CI+ER,76,19275
CI+ER,77,19449
CI+ER,78,19240
CI+ER,79,19355
CI+ER,80,19378
CI+ER,81,19428
CI+ER,82,19299
CI+ER,83,19406
CI+ER,84,19519
CI+ER,85,19381
CI+ER,86,19660
CI+ER,87,19325
CI+ER,88,19268
CI+ER,89,19414
CI+ER,90,19308
CI+ER,91,19350
CI+ER,92,19258
CI+ER,93,19172
CI+ER,94,19157
CI+ER,95,19564
CI+ER,96,19500
CI+ER,97,19471
CI+ER,98,19582
CI+ER,99,19392
CI+ER,100,19328
CI+ER,101,19276
CI+ER,102,19227
CI+ER,103,19618
CI+ER,104,19535
CI+ER,105,19476
CI+ER,106,19310
CI+ER,107,19275
CI+ER,108,19383
CI+ER,109,19462
CI+ER,110,19364
CI+ER,111,19351
CI+ER,112,19353
CI+ER,113,19611
CI+ER,114,19429
CI+ER,115,19512
CI+ER,116,19350
CI+ER,117,19286
CI+ER,118,19366
CI+ER,119,19292
CI+ER,120,19316
CI+ER,121,19400
CI+ER,122,19284
CI+ER,123,19196
CI+ER,124,19325
CI+ER,125,19522
CI+ER,126,19524
CI+ER,127,19223
CI+ER,128,19259
CI+ER,129,19458
CI+ER,130,19366
CI+ER,131,19341
CI+ER,132,19310
CI+ER,133,19333
CI+ER,134,19501
CI+ER,135,19290
CI+ER,136,19447
CI+ER,137,19497
CI+ER,138,19350
CI+ER,139,19332
CI+ER,140,19524
CI+ER,141,19371
CI+ER,142,19595
CI+ER,143,19619
CI+ER,144,19375
CI+ER,145,19407
CI+ER,146,19333
CI+ER,147,19438
CI+ER,148,19507
CI+ER,149,19410
CI+ER,150,19257
CI+ER,151,19399
CI+ER,152,19427
CI+ER,153,19467
CI+ER,154,19280
CI+ER,155,19643
CI+ER,156,19259
CI+ER,157,19559
CI+ER,158,19333
CI+ER,159,19521
CI+ER,160,19196
CI+ER,161,19318
CI+ER,162,19438
CI+ER,163,19392
CI+ER,164,19422
CI+ER,165,19464
CI+ER,166,19545
CI+ER,167,19360
CI+ER,168,19342
CI+ER,169,19437
CI+ER,170,19392
CI+ER,171,19236
CI+ER,172,19191
CI+ER,173,19372
CI+ER,174,19444
CI+ER,175,19212
CI+ER,176,19472
CI+ER,177,19608
CI+ER,178,19450
CI+ER,179,19330
CI+ER,180,19535
CI+ER,181,19447
CI+ER,182,19457
CI+ER,183,19433
CI+ER,184,19327
CI+ER,185,19272
CI+ER,186,19132
CI+ER,187,19405
CI+ER,188,19615
CI+ER,189,19630
CI+ER,190,19351
CI+ER,191,19551
CI+ER,192,19408
CI+ER,193,19422
CI+ER,194,19253
CI+ER,195,19282
CI+ER,196,19514
CI+ER,197,19384
CI+ER,198,19186
CI+ER,199,19407
CI+ER+IE,0,19319
CI+ER+IE,1,19263
CI+ER+IE,2,19402
CI+ER+IE,3,19556
CI+ER+IE,4,19433
CI+ER+IE,5,19504
CI+ER+IE,6,19377
CI+ER+IE,7,19399
CI+ER+IE,8,19370
CI+ER+IE,9,19351
CI+ER+IE,10,19416
CI+ER+IE,11,19393
CI+ER+IE,12,19383
CI+ER+IE,13,19468
CI+ER+IE,14,19436
CI+ER+IE,15,19430
CI+ER+IE,16,19381
CI+ER+IE,17,19371
CI+ER+IE,18,19427
CI+ER+IE,19,19307
CI+ER+IE,20,19366
CI+ER+IE,21,19414
CI+ER+IE,22,19334
CI+ER+IE,23,19418
CI+ER+IE,24,19354
CI+ER+IE,25,19483
CI+ER+IE,26,19489
CI+ER+IE,27,19487
CI+ER+IE,28,19397
CI+ER+IE,29,19329
CI+ER+IE,30,19396
CI+ER+IE,31,19363
CI+ER+IE,32,19441
CI+ER+IE,33,19432
CI+ER+IE,34,19449
CI+ER+IE,35,19393
CI+ER+IE,36,19428
CI+ER+IE,37,19553
CI+ER+IE,38,19462
CI+ER+IE,39,19323
CI+ER+IE,40,19414
CI+ER+IE,41,19412
CI+ER+IE,42,19540
CI+ER+IE,43,19570
CI+ER+IE,44,19369
CI+ER+IE,45,19372
CI+ER+IE,46,19372
CI+ER+IE,47,19402
CI+ER+IE,48,19520
CI+ER+IE,49,19355
CI+ER+IE,50,19406
CI+ER+IE,51,19438
CI+ER+IE,52,19357
CI+ER+IE,53,19501
CI+ER+IE,54,19440
CI+ER+IE,55,19646
CI+ER+IE,56,19399
CI+ER+IE,57,19552
CI+ER+IE,58,19406
CI+ER+IE,59,19499
CI+ER+IE,60,19298
CI+ER+IE,61,19410
CI+ER+IE,62,19439
CI+ER+IE,63,19389
CI+ER+IE,64,19465
CI+ER+IE,65,19465
CI+ER+IE,66,19487
CI+ER+IE,67,19448
CI+ER+IE,68,19404
CI+ER+IE,69,19370
CI+ER+IE,70,19399
CI+ER+IE,71,19382
CI+ER+IE,72,19641
CI+ER+IE,73,19420
CI+ER+IE,74,19493
CI+ER+IE,75,19543
CI+ER+IE,76,19491
CI+ER+IE,77,19549
CI+ER+IE,78,19399
CI+ER+IE,79,19295
CI+ER+IE,80,19494
CI+ER+IE,81,19468
CI+ER+IE,82,19450
CI+ER+IE,83,19365
CI+ER+IE,84,19421
CI+ER+IE,85,19338
CI+ER+IE,86,19484
CI+ER+IE,87,19410
CI+ER+IE,88,19488
CI+ER+IE,89,19510
CI+ER+IE,90,19387
CI+ER+IE,91,19513
CI+ER+IE,92,19465
CI+ER+IE,93,19345
CI+ER+IE,94,19364
CI+ER+IE,95,19466
CI+ER+IE,96,19421
CI+ER+IE,97,19446
CI+ER+IE,98,19402
CI+ER+IE,99,19304
CI+ER+IE,100,19444
CI+ER+IE,101,19741
CI+ER+IE,102,19357
CI+ER+IE,103,19646
CI+ER+IE,104,19405
CI+ER+IE,105,19354
CI+ER+IE,106,19350
CI+ER+IE,107,19293
CI+ER+IE,108,19321
CI+ER+IE,109,19579
CI+ER+IE,110,19376
CI+ER+IE,111,19526
CI+ER+IE,112,19418
CI+ER+IE,113,19374
CI+ER+IE,114,19390
CI+ER+IE,115,19368
CI+ER+IE,116,19446
CI+ER+IE,117,19554
CI+ER+IE,118,19544
CI+ER+IE,119,19398
CI+ER+IE,120,19359
CI+ER+IE,121,19423
CI+ER+IE,122,19444
CI+ER+IE,123,19438
CI+ER+IE,124,19636
CI+ER+IE,125,19413
CI+ER+IE,126,19416
CI+ER+IE,127,19434
CI+ER+IE,128,19426
CI+ER+IE,129,19521
CI+ER+IE,130,19397
CI+ER+IE,131,19474
CI+ER+IE,132,19412
CI+ER+IE,133,19362
CI+ER+IE,134,19409
CI+ER+IE,135,19363
CI+ER+IE,136,19422
CI+ER+IE,137,19437
CI+ER+IE,138,19354
CI+ER+IE,139,19375
CI+ER+IE,140,19349
CI+ER+IE,141,19389
CI+ER+IE,142,19489
CI+ER+IE,143,19463
CI+ER+IE,144,19471
CI+ER+IE,145,19551
CI+ER+IE,146,19473
CI+ER+IE,147,19408
CI+ER+IE,148,19430
CI+ER+IE,149,19347
CI+ER+IE,150,19325
CI+ER+IE,151,19571
CI+ER+IE,152,19412
CI+ER+IE,153,19392
CI+ER+IE,154,19367
CI+ER+IE,155,19495
CI+ER+IE,156,19413
CI+ER+IE,157,19414
CI+ER+IE,158,19442
CI+ER+IE,159,19435
CI+ER+IE,160,19405
CI+ER+IE,161,19362
CI+ER+IE,162,19384
CI+ER+IE,163,19405
CI+ER+IE,164,19556
CI+ER+IE,165,19330
CI+ER+IE,166,19511
CI+ER+IE,167,19573
CI+ER+IE,168,19321
CI+ER+IE,169,19327
CI+ER+IE,170,19424
CI+ER+IE,171,19544
CI+ER+IE,172,19414
CI+ER+IE,173,19314
CI+ER+IE,174,19419
CI+ER+IE,175,19520
CI+ER+IE,176,19417
CI+ER+IE,177,19414
CI+ER+IE,178,19561
CI+ER+IE,179,19373
CI+ER+IE,180,19352
CI+ER+IE,181,19441
CI+ER+IE,182,19444
CI+ER+IE,183,19543
CI+ER+IE,184,19342
CI+ER+IE,185,19495
CI+ER+IE,186,19410
CI+ER+IE,187,19471
CI+ER+IE,188,19436
CI+ER+IE,189,19398
CI+ER+IE,190,19446
CI+ER+IE,191,19366
CI+ER+IE,192,19495
CI+ER+IE,193,19361
CI+ER+IE,194,19466
CI+ER+IE,195,19378
CI+ER+IE,196,19413
CI+ER+IE,197,19671
CI+ER+IE,198,19426
CI+ER+IE,199,19509
CI+MK,0,19971
CI+MK,1,19677
CI+MK,2,19937
CI+MK,3,19846
CI+MK,4,19977
CI+MK,5,20000
CI+MK,6,19992
CI+MK,7,20000
CI+MK,8,19993
CI+MK,9,19911
CI+MK,10,19906
CI+MK,11,20000
CI+MK,12,19953
CI+MK,13,19991
CI+MK,14,19903
CI+MK,15,19993
CI+MK,16,19909
CI+MK,17,19993
CI+MK,18,19958
CI+MK,19,19837
CI+MK,20,20000
CI+MK,21,19996
CI+MK,22,19985
CI+MK,23,19923
CI+MK,24,19993
CI+MK,25,19994
CI+MK,26,19754
CI+MK,27,19779
CI+MK,28,19963
CI+MK,29,19963
CI+MK,30,19980
CI+MK,31,19984
CI+MK,32,19995
CI+MK,33,19855
CI+MK,34,19997
CI+MK,35,19938
CI+MK,36,19972
CI+MK,37,19988
CI+MK,38,19864
CI+MK,39,19860
CI+MK,40,19978
CI+MK,41,19997
CI+MK,42,19984
CI+MK,43,19970
CI+MK,44,19911
CI+MK,45,19984
CI+MK,46,19987
CI+MK,47,19954
CI+MK,48,19986
CI+MK,49,20000
CI+MK,50,19995
CI+MK,51,19883
CI+MK,52,19748
CI+MK,53,19831
CI+MK,54,19983
CI+MK,55,19874
CI+MK,56,19991
CI+MK,57,19982
CI+MK,58,19879
CI+MK,59,19955
CI+MK,60,19979
CI+MK,61,19953
CI+MK,62,19996
CI+MK,63,19960
CI+MK,64,19995
CI+MK,65,19935
CI+MK,66,19974
CI+MK,67,19995
CI+MK,68,19975
CI+MK,69,19782
CI+MK,70,19900
CI+MK,71,19918
CI+MK,72,19913
CI+MK,73,19990
CI+MK,74,19992
CI+MK,75,19739
CI+MK,76,19990
CI+MK,77,19862
CI+MK,78,19734
CI+MK,79,19999
CI+MK,80,19962
CI+MK,81,19945
CI+MK,82,19973
CI+MK,83,19810
CI+MK,84,19992
CI+MK,85,20000
CI+MK,86,19988
CI+MK,87,20000
CI+MK,88,19999
CI+MK,89,19994
CI+MK,90,19958
CI+MK,91,20000
CI+MK,92,19997
CI+MK,93,19996
CI+MK,94,19982
CI+MK,95,19994
CI+MK,96,20000
CI+MK,97,19995
CI+MK,98,19996
CI+MK,99,19870
CI+MK,100,19996
CI+MK,101,19998
CI+MK,102,19988
CI+MK,103,19889
CI+MK,104,19996
CI+MK,105,19756
CI+MK,106,19962
CI+MK,107,19994
CI+MK,108,19994
CI+MK,109,19973
CI+MK,110,19894
CI+MK,111,20000
CI+MK,112,19987
CI+MK,113,19992
CI+MK,114,19942
CI+MK,115,19991
CI+MK,116,19879
CI+MK,117,19880
CI+MK,118,19985
CI+MK,119,19926
CI+MK,120,19991
CI+MK,121,20000
CI+MK,122,19911
CI+MK,123,19999
CI+MK,124,19990
CI+MK,125,20000
CI+MK,126,19997
CI+MK,127,20000
CI+MK,128,19991
CI+MK,129,19980
CI+MK,130,19990
CI+MK,131,20000
CI+MK,132,19954
CI+MK,133,19997
CI+MK,134,19986
CI+MK,135,19979
CI+MK,136,19999
CI+MK,137,19970
CI+MK,138,19997
CI+MK,139,19902
CI+MK,140,20000
CI+MK,141,19997
CI+MK,142,19960
CI+MK,143,19893
CI+MK,144,19992
CI+MK,145,19986
CI+MK,146,20000
CI+MK,147,19935
CI+MK,148,20000
CI+MK,149,19996
CI+MK,150,19900
CI+MK,151,19990
CI+MK,152,19754
CI+MK,153,19981
CI+MK,154,20000
CI+MK,155,19755
CI+MK,156,19999
CI+MK,157,19988
CI+MK,158,19951
CI+MK,159,19986
CI+MK,160,19777
CI+MK,161,20000
CI+MK,162,19986
CI+MK,163,19998
CI+MK,164,19840
CI+MK,165,19984
CI+MK,166,19912
CI+MK,167,20000
CI+MK,168,19931
CI+MK,169,19993
CI+MK,170,19972
CI+MK,171,19905
CI+MK,172,19934
CI+MK,173,19875
CI+MK,174,19961
CI+MK,175,19889
CI+MK,176,19999
CI+MK,177,19896
CI+MK,178,19854
CI+MK,179,20000
CI+MK,180,19939
CI+MK,181,19975
CI+MK,182,19976
CI+MK,183,19990
CI+MK,184,19957
CI+MK,185,19985
CI+MK,186,20000
CI+MK,187,19997
CI+MK,188,19851
CI+MK,189,19871
CI+MK,190,19994
CI+MK,191,19976
CI+MK,192,19982
CI+MK,193,19960
CI+MK,194,19969
CI+MK,195,20000
CI+MK,196,19995
CI+MK,197,19945
CI+MK,198,19914
CI+MK,199,19937
CI+MK+IE,0,20000
CI+MK+IE,1,19998
CI+MK+IE,2,20000
CI+MK+IE,3,19984
CI+MK+IE,4,19999
CI+MK+IE,5,19790
CI+MK+IE,6,19996
CI+MK+IE,7,20000
CI+MK+IE,8,19999
CI+MK+IE,9,19992
CI+MK+IE,10,19990
CI+MK+IE,11,20000
CI+MK+IE,12,19999
CI+MK+IE,13,19986
CI+MK+IE,14,19999
CI+MK+IE,15,19992
CI+MK+IE,16,19991
CI+MK+IE,17,20000
CI+MK+IE,18,19994
CI+MK+IE,19,20000
CI+MK+IE,20,20000
CI+MK+IE,21,20000
CI+MK+IE,22,19995
CI+MK+IE,23,20000
CI+MK+IE,24,19998
CI+MK+IE,25,20000
CI+MK+IE,26,20000
CI+MK+IE,27,20000
CI+MK+IE,28,19998
CI+MK+IE,29,19998
CI+MK+IE,30,20000
CI+MK+IE,31,20000
CI+MK+IE,32,19997
CI+MK+IE,33,20000
CI+MK+IE,34,19999
CI+MK+IE,35,19993
CI+MK+IE,36,20000
CI+MK+IE,37,20000
CI+MK+IE,38,20000
CI+MK+IE,39,20000
CI+MK+IE,40,20000
CI+MK+IE,41,19998
CI+MK+IE,42,19995
CI+MK+IE,43,20000
CI+MK+IE,44,20000
CI+MK+IE,45,20000
CI+MK+IE,46,20000
CI+MK+IE,47,19996
CI+MK+IE,48,20000
CI+MK+IE,49,20000
CI+MK+IE,50,20000
CI+MK+IE,51,19995
CI+MK+IE,52,19882
CI+MK+IE,53,19989
CI+MK+IE,54,20000
CI+MK+IE,55,19979
CI+MK+IE,56,19999
CI+MK+IE,57,20000
CI+MK+IE,58,19998
CI+MK+IE,59,20000
CI+MK+IE,60,19858
CI+MK+IE,61,20000
CI+MK+IE,62,19998
CI+MK+IE,63,20000
CI+MK+IE,64,19991
CI+MK+IE,65,19999
CI+MK+IE,66,19996
CI+MK+IE,67,20000
CI+MK+IE,68,19993
CI+MK+IE,69,20000
CI+MK+IE,70,20000
CI+MK+IE,71,19991
CI+MK+IE,72,20000
CI+MK+IE,73,19996
CI+MK+IE,74,20000
CI+MK+IE,75,20000
CI+MK+IE,76,20000
CI+MK+IE,77,20000
CI+MK+IE,78,19997
CI+MK+IE,79,20000
CI+MK+IE,80,20000
CI+MK+IE,81,20000
CI+MK+IE,82,20000
CI+MK+IE,83,20000
CI+MK+IE,84,19986
CI+MK+IE,85,19997
CI+MK+IE,86,19994
CI+MK+IE,87,20000
CI+MK+IE,88,19994
CI+MK+IE,89,19995
CI+MK+IE,90,19997
CI+MK+IE,91,20000
CI+MK+IE,92,20000
CI+MK+IE,93,19999
CI+MK+IE,94,20000
