mechanic,final_infection_rate
ER,0.108137
ER,0.088775
ER,0.169976
ER,0.144349
ER,0.181127
ER,0.219868
ER,0.076294
ER,0.059581
ER,0.298904
ER,0.204874
ER,0.126017
ER,0.212004
ER,0.164051
ER,0.130656
ER,0.154475
ER,0.035785
ER,0.188432
ER,0.177405
ER,0.192768
ER,0.228468
ER,0.14763
ER,0.11989
ER,0.033047
ER,0.19543
ER,0.113852
ER,0.046315
ER,0.160233
ER,0.259057
ER,0.152676
ER,0.157985
ER,0.185033
ER,0.154201
ER,0.205516
ER,0.191104
ER,0.126488
ER,0.196106
ER,0.040638
ER,0.073922
ER,0.169519
ER,0.178088
ER,0.202698
ER,0.150466
ER,0.150129
ER,0.134752
ER,0.084657
ER,0.150831
ER,0.212149
ER,0.14677
ER,0.133567
ER,0.16102
ER,0.13485
ER,0.046365
ER,0.12054
ER,0.107533
ER,0.134299
ER,0.104182
ER,0.142234
ER,0.211698
ER,0.10427
ER,0.135352
ER,0.231219
ER,0.137547
ER,0.147301
ER,0.162739
ER,0.121089
ER,0.163501
ER,0.271136
ER,0.1831
ER,0.177563
ER,0.325439
ER,0.15279
ER,0.052366
ER,0.226653
ER,0.175347
ER,0.103232
ER,0.252787
ER,0.21827
ER,0.115377
ER,0.131001
ER,0.238912
ER,0.126834
ER,0.170012
ER,0.178859
ER,0.106577
ER,0.126177
ER,0.195428
ER,0.161404
ER,0.260784
ER,0.194032
ER,0.186
ER,0.201658
ER,0.095517
ER,0.190073
ER,0.259169
ER,0.167658
ER,0.154728
ER,0.183797
ER,0.055207
ER,0.138556
ER,0.018722
ER,0.086433
ER,0.134908
ER,0.108428
ER,0.208891
ER,0.105726
ER,0.162019
ER,0.240439
ER,0.171793
ER,0.153749
ER,0.150397
ER,0.327535
ER,0.183546
ER,0.065831
ER,0.058357
ER,0.16742
ER,0.114083
ER,0.23344
ER,0.158095
ER,0.185818
ER,0.283432
ER,0.076657
ER,0.096784
ER,0.251084
ER,0.163919
ER,0.140184
ER,0.133675
ER,0.098167
ER,0.171111
ER,0.106274
ER,0.168521
ER,0.18937
ER,0.148586
ER,0.188361
ER,0.167334
ER,0.324016
ER,0.21132
ER,0.094914
ER,0.129502
ER,0.196953
ER,0.100981
ER,0.236089
ER,0.242955
ER,0.263662
ER,0.149299
ER,0.088289
ER,0.187399
ER,0.387251
ER,0.253918
ER,0.151621
ER,0.161087
ER,0.250051
ER,0.124072
ER,0.135726
ER,0.170031
ER,0.162383
ER,0.208684
ER,0.119186
ER,0.201947
ER,0.088486
ER,0.18764
ER,0.156036
ER+IE,0.211524
ER+IE,0.233034
ER+IE,0.230874
ER+IE,0.212989
ER+IE,0.24156
ER+IE,0.397503
ER+IE,0.281637
ER+IE,0.272049
ER+IE,0.481726
ER+IE,0.252167
ER+IE,0.101815
ER+IE,0.354266
ER+IE,0.31203
ER+IE,0.182398
ER+IE,0.339905
ER+IE,0.377358
ER+IE,0.176869
ER+IE,0.241595
ER+IE,0.355565
ER+IE,0.225868
ER+IE,0.223947
ER+IE,0.274202
ER+IE,0.178752
ER+IE,0.194554
ER+IE,0.335732
ER+IE,0.262737
ER+IE,0.386356
ER+IE,0.308824
ER+IE,0.284923
ER+IE,0.315444
ER+IE,0.149491
ER+IE,0.283769
ER+IE,0.421529
ER+IE,0.239094
ER+IE,0.245189
ER+IE,0.318102
ER+IE,0.088959
ER+IE,0.214455
ER+IE,0.028185
ER+IE,0.153862
ER+IE,0.239535
ER+IE,0.174314
ER+IE,0.303266
ER+IE,0.182972
ER+IE,0.288049
ER+IE,0.36001
ER+IE,0.259043
ER+IE,0.242917
ER+IE,0.267264
ER+IE,0.452731
ER+IE,0.303721
ER+IE,0.085463
ER+IE,0.099418
ER+IE,0.288662
ER+IE,0.189653
ER+IE,0.361059
ER+IE,0.281345
ER+IE,0.304484
ER+IE,0.420446
ER+IE,0.131461
ER+IE,0.17602
ER+IE,0.343072
ER+IE,0.301321
ER+IE,0.234241
ER+IE,0.199716
ER+IE,0.158847
ER+IE,0.273533
ER+IE,0.221638
ER+IE,0.23872
ER+IE,0.298823
ER+IE,0.254347
ER+IE,0.323952
ER+IE,0.315967
ER+IE,0.430009
ER+IE,0.305017
ER+IE,0.167983
ER+IE,0.216923
ER+IE,0.296422
ER+IE,0.152441
ER+IE,0.363288
ER+IE,0.363228
ER+IE,0.373704
ER+IE,0.252588
ER+IE,0.173473
ER+IE,0.293702
ER+IE,0.535988
ER+IE,0.363029
ER+IE,0.25713
ER+IE,0.266232
ER+IE,0.361455
ER+IE,0.196715
ER+IE,0.198359
ER+IE,0.257833
ER+IE,0.25094
ER+IE,0.334019
ER+IE,0.223775
ER+IE,0.302518
ER+IE,0.173966
ER+IE,0.314094
ER+IE,0.176444
ER+IE,0.28557
ER+IE,0.166768
ER+IE,0.20479
ER+IE,0.308255
ER+IE,0.350958
ER+IE,0.340047
ER+IE,0.312535
ER+IE,0.182049
ER+IE,0.120825
ER+IE,0.123176
ER+IE,0.216718
ER+IE,0.302425
ER+IE,0.233905
ER+IE,0.33002
ER+IE,0.223238
ER+IE,0.224168
ER+IE,0.123867
ER+IE,0.281458
ER+IE,0.312721
ER+IE,0.352214
ER+IE,0.386553
ER+IE,0.232284
ER+IE,0.393869
ER+IE,0.276153
ER+IE,0.249204
ER+IE,0.251757
ER+IE,0.080529
ER+IE,0.214603
ER+IE,0.346605
ER+IE,0.232622
ER+IE,0.259226
ER+IE,0.412621
ER+IE,0.13495
ER+IE,0.174212
ER+IE,0.191636
ER+IE,0.304909
ER+IE,0.191709
ER+IE,0.229294
ER+IE,0.370329
ER+IE,0.361507
ER+IE,0.162102
ER+IE,0.182836
ER+IE,0.376299
ER+IE,0.227452
ER+IE,0.306177
ER+IE,0.309849
ER+IE,0.182985
ER+IE,0.20679
ER+IE,0.254131
ER+IE,0.294914
ER+IE,0.178401
ER+IE,0.258631
ER+IE,0.433573
ER+IE,0.30183
ER+IE,0.294846
ER+IE,0.3138
ER+IE,0.161325
ER+IE,0.362891
ER+IE,0.34547
ER+IE,0.393504
ER+IE,0.246176
ER+IE,0.069355
ER+IE,0.228898
ER+IE,0.11356
ER+IE,0.384
ER+IE,0.33251
ER+IE,0.307522
ER+IE,0.247056
ER+IE,0.343421
ER+IE,0.1333
ER+IE,0.317522
ER+IE,0.235051
ER+IE,0.124709
ER+IE,0.348478
ER+IE,0.23525
ER+IE,0.206197
ER+IE,0.227394
ER+IE,0.214571
ER+IE,0.101518
ER+IE,0.347406
ER+IE,0.204033
ER+IE,0.198341
ER+IE,0.087106
ER+IE,0.105428
ER+IE,0.18028
ER+IE,0.199343
ER+IE,0.388979
ER+IE,0.113821
ER+IE,0.258467
ER+IE,0.276949
ER+IE,0.374128
ER+IE,0.286472
ER+IE,0.230533
ER+IE,0.13658
ER+IE,0.128051
ER+IE,0.123123
ER+IE,0.115118
ER+IE,0.199504
ER+IE,0.345139
ER+IE,0.183622
MK+ER,0.13121
MK+ER,0.498225
MK+ER,0.12134
MK+ER,0.286265
MK+ER,0.656033
MK+ER,0.35
MK+ER,0.286315
MK+ER,0.4314
MK+ER,0.443405
MK+ER,0.397589
MK+ER,0.381745
MK+ER,0.623475
MK+ER,0.345644
MK+ER,0.107782
MK+ER,0.444917
MK+ER,0.43725
MK+ER,0.6342
MK+ER,0.463246
MK+ER,0.425055
MK+ER,0.448722
MK+ER,0.42235
MK+ER,0.48385
MK+ER,0.237955
MK+ER,0.4299
MK+ER,0.490847
MK+ER,0.378769
MK+ER,0.64065
MK+ER,0.363363
MK+ER,0.471771
MK+ER,0.472183
MK+ER,0.431722
MK+ER,0.328943
MK+ER,0.183654
MK+ER,0.465747
MK+ER,0.57595
MK+ER,0.40715
MK+ER,0.443867
MK+ER,0.34465
MK+ER,0.407494
MK+ER,0.211616
MK+ER,0.257648
MK+ER,0.523128
MK+ER,0.40996
MK+ER,0.518433
MK+ER,0.446495
MK+ER,0.53234
MK+ER,0.585
MK+ER,0.593439
MK+ER,0.3985
MK+ER,0.50175
MK+ER,0.49665
MK+ER,0.460392
MK+ER,0.41725
MK+ER,0.320816
MK+ER,0.3459
MK+ER,0.684018
MK+ER,0.316113
MK+ER,0.61855
MK+ER,0.181096
MK+ER,0.4437
MK+ER,0.25473
MK+ER,0.540089
MK+ER,0.48525
MK+ER,0.332449
MK+ER,0.466973
MK+ER,0.267187
MK+ER,0.5449
MK+ER,0.586079
MK+ER,0.561306
MK+ER,0.20773
MK+ER,0.253927
MK+ER,0.319442
MK+ER,0.472823
MK+ER,0.40196
MK+ER,0.50375
MK+ER,0.29365
MK+ER,0.216565
MK+ER,0.522
MK+ER,0.471374
MK+ER,0.440372
MK+ER,0.3541
MK+ER,0.318719
MK+ER,0.260015
MK+ER,0.516602
MK+ER,0.430879
MK+ER,0.564128
MK+ER,0.699905
MK+ER,0.456087
MK+ER,0.4556
MK+ER,0.444222
MK+ER,0.38505
MK+ER,0.428286
MK+ER,0.334917
MK+ER,0.48255
MK+ER,0.360848
MK+ER,0.138526
MK+ER,0.410982
MK+ER,0.385189
MK+ER,0.453418
MK+ER,0.50955
MK+ER,0.43325
MK+ER,0.498074
MK+ER,0.176997
MK+ER,0.463143
MK+ER,0.245669
MK+ER,0.387578
MK+ER,0.40645
MK+ER,0.432051
MK+ER,0.323135
MK+ER,0.21761
MK+ER,0.295663
MK+ER,0.342773
MK+ER,0.40722
MK+ER,0.563935
MK+ER,0.605121
MK+ER,0.59915
MK+ER,0.47464
MK+ER,0.458869
MK+ER,0.52975
MK+ER,0.5432
MK+ER,0.460611
MK+ER,0.314713
MK+ER,0.498624
MK+ER,0.308562
MK+ER,0.5118
MK+ER,0.267919
MK+ER,0.122742
MK+ER,0.384496
MK+ER,0.347556
MK+ER,0.39983
MK+ER,0.4954
MK+ER,0.066075
MK+ER,0.35075
MK+ER,0.60565
MK+ER,0.277087
MK+ER,0.3803
MK+ER,0.334334
MK+ER,0.447667
MK+ER,0.500875
MK+ER,0.413519
MK+ER,0.530477
MK+ER,0.23522
MK+ER,0.4471
MK+ER,0.475663
MK+ER,0.6484
MK+ER,0.550715
MK+ER,0.357918
MK+ER,0.54995
MK+ER,0.48815
MK+ER,0.32795
MK+ER,0.469217
MK+ER,0.4678
MK+ER,0.267424
MK+ER,0.4401
MK+ER,0.53075
MK+ER,0.34395
MK+ER,0.310471
MK+ER,0.22488
MK+ER,0.103875
MK+ER,0.194153
MK+ER,0.547077
MK+ER,0.49865
MK+ER,0.437581
MK+ER,0.410482
MK+ER,0.3776
MK+ER,0.311662
MK+ER,0.475919
MK+ER,0.28525
MK+ER,0.452181
MK+ER,0.55855
MK+ER,0.4653
MK+ER,0.341567
MK+ER,0.5005
MK+ER,0.364928
MK+ER,0.567
MK+ER,0.258994
MK+ER,0.440744
MK+ER,0.179653
MK+ER,0.381751
MK+ER,0.356064
MK+ER,0.5227
MK+ER,0.418788
MK+ER,0.487699
MK+ER,0.493899
MK+ER,0.4206
MK+ER,0.31685
MK+ER,0.5039
MK+ER,0.491349
MK+ER,0.341123
MK+ER,0.36585
MK+ER,0.51135
MK+ER,0.445217
MK+ER,0.3975
MK+ER,0.4717
MK+ER,0.351251
MK+ER,0.195203
MK+ER,0.283013
MK+ER,0.357175
MK+ER,0.377176
MK+ER,0.470821
CI+ER,0.198214
CI+ER,0.294757
CI+ER,0.328204
CI+ER,0.087114
CI+ER,0.610397
CI+ER,0.249143
CI+ER,0.237304
CI+ER,0.206428
CI+ER,0.221115
CI+ER,0.257589
CI+ER,0.16781
CI+ER,0.275678
CI+ER,0.326045
CI+ER,0.237068
CI+ER,0.143524
CI+ER,0.14862
CI+ER,0.115538
CI+ER,0.254629
CI+ER,0.158751
CI+ER,0.111946
CI+ER,0.226013
CI+ER,0.24184
CI+ER,0.127907
CI+ER,0.121217
CI+ER,0.281203
CI+ER,0.335479
CI+ER,0.247489
CI+ER,0.253645
CI+ER,0.26975
CI+ER,0.239095
CI+ER,0.207092
CI+ER,0.189196
CI+ER,0.280523
CI+ER,0.304556
CI+ER,0.259891
CI+ER,0.163084
CI+ER,0.293293
CI+ER,0.414175
CI+ER,0.082733
CI+ER,0.359545
CI+ER,0.223366
CI+ER,0.142645
CI+ER,0.08559
CI+ER,0.143275
CI+ER,0.08449
CI+ER,0.129851
CI+ER,0.199742
CI+ER,0.174506
CI+ER,0.223789
CI+ER,0.165835
CI+ER,0.290476
CI+ER,0.224623
CI+ER,0.066555
CI+ER,0.265708
CI+ER,0.035042
CI+ER,0.15505
CI+ER,0.323229
CI+ER,0.229285
CI+ER,0.158648
CI+ER,0.204095
CI+ER,0.171068
CI+ER,0.431831
CI+ER,0.42485
CI+ER,0.126926
CI+ER,0.22491
CI+ER,0.28022
CI+ER,0.128166
CI+ER,0.299087
CI+ER,0.156533
CI+ER,0.284642
CI+ER,0.163868
CI+ER,0.192296
CI+ER,0.104874
CI+ER,0.182137
CI+ER,0.358114
CI+ER,0.236846
CI+ER,0.339715
CI+ER,0.09147
CI+ER,0.264709
CI+ER,0.276931
CI+ER,0.187739
CI+ER,0.158122
CI+ER,0.252396
CI+ER,0.272596
CI+ER,0.119012
CI+ER,0.236881
CI+ER,0.056714
CI+ER,0.287969
CI+ER,0.351308
CI+ER,0.255022
CI+ER,0.297441
CI+ER,0.252972
CI+ER,0.296448
CI+ER,0.317546
CI+ER,0.452733
CI+ER,0.102075
CI+ER,0.182564
CI+ER,0.156951
CI+ER,0.132979
CI+ER,0.282642
CI+ER,0.295219
CI+ER,0.262658
CI+ER,0.295106
CI+ER,0.102967
CI+ER,0.08129
CI+ER,0.106387
CI+ER,0.263956
CI+ER,0.398911
CI+ER,0.196358
CI+ER,0.212054
CI+ER,0.165255
CI+ER,0.213271
CI+ER,0.216711
CI+ER,0.106216
CI+ER,0.187452
CI+ER,0.096607
CI+ER,0.25168
CI+ER,0.295344
CI+ER,0.240318
CI+ER,0.247408
CI+ER,0.211017
CI+ER,0.218093
CI+ER,0.30056
CI+ER,0.502448
CI+ER,0.220906
CI+ER,0.107571
CI+ER,0.12016
CI+ER,0.354991
CI+ER,0.260657
CI+ER,0.177099
CI+ER,0.225292
CI+ER,0.266067
CI+ER,0.241585
CI+ER,0.158796
CI+ER,0.092918
CI+ER,0.227838
CI+ER,0.095079
CI+ER,0.09622
CI+ER,0.188992
CI+ER,0.206859
CI+ER,0.176091
CI+ER,0.194208
CI+ER,0.065476
CI+ER,0.047913
CI+ER,0.221265
CI+ER,0.201319
CI+ER,0.24047
CI+ER,0.166427
CI+ER,0.090429
CI+ER,0.236373
CI+ER,0.333022
CI+ER,0.204289
CI+ER,0.221753
CI+ER,0.108389
CI+ER,0.369865
CI+ER,0.042152
CI+ER,0.34846
CI+ER,0.092131
CI+ER,0.168365
CI+ER,0.083602
CI+ER,0.330798
CI+ER,0.289937
CI+ER,0.141784
CI+ER,0.232158
CI+ER,0.184739
CI+ER,0.174836
CI+ER,0.138961
CI+ER,0.230062
CI+ER,0.225364
CI+ER,0.155837
CI+ER,0.166099
CI+ER,0.279216
CI+ER,0.539107
CI+ER,0.27674
CI+ER,0.166118
CI+ER,0.49823
CI+ER,0.125822
CI+ER,0.081548
CI+ER,0.176093
CI+ER,0.24656
CI+ER,0.123061
CI+ER,0.137091
CI+ER,0.138099
CI+ER,0.165389
CI+ER,0.204843
CI+ER,0.26401
CI+ER,0.473761
CI+ER,0.215202
CI+ER,0.109253
CI+ER,0.089047
CI+ER,0.227223
CI+ER,0.111043
CI+ER,0.232585
CI+ER,0.224076
CI+ER,0.359165
CI+ER,0.34623
CI+ER,0.130983
CI+ER,0.209967
CI+ER,0.393412
CI+ER,0.194569
MK+ER+IE,0.5865
MK+ER+IE,0.65675
MK+ER+IE,0.286372
MK+ER+IE,0.6277
MK+ER+IE,0.40389
MK+ER+IE,0.591259
MK+ER+IE,0.59865
MK+ER+IE,0.5812
MK+ER+IE,0.480222
MK+ER+IE,0.348189
MK+ER+IE,0.4706
MK+ER+IE,0.478124
MK+ER+IE,0.58905
MK+ER+IE,0.73335
MK+ER+IE,0.742
MK+ER+IE,0.7518
MK+ER+IE,0.62965
MK+ER+IE,0.547477
MK+ER+IE,0.71165
MK+ER+IE,0.67975
MK+ER+IE,0.659349
MK+ER+IE,0.489699
MK+ER+IE,0.68855
MK+ER+IE,0.4429
MK+ER+IE,0.66815
MK+ER+IE,0.485223
MK+ER+IE,0.244872
MK+ER+IE,0.551388
MK+ER+IE,0.559378
MK+ER+IE,0.585579
MK+ER+IE,0.65635
MK+ER+IE,0.119026
MK+ER+IE,0.52545
MK+ER+IE,0.77515
MK+ER+IE,0.412906
MK+ER+IE,0.60045
MK+ER+IE,0.5094
MK+ER+IE,0.6371
MK+ER+IE,0.6434
MK+ER+IE,0.59965
MK+ER+IE,0.696035
MK+ER+IE,0.373619
MK+ER+IE,0.5862
MK+ER+IE,0.63465
MK+ER+IE,0.77275
MK+ER+IE,0.7191
MK+ER+IE,0.475271
MK+ER+IE,0.708335
MK+ER+IE,0.65565
MK+ER+IE,0.46225
MK+ER+IE,0.6464
MK+ER+IE,0.6463
MK+ER+IE,0.389397
MK+ER+IE,0.60898
MK+ER+IE,0.68445
MK+ER+IE,0.4963
MK+ER+IE,0.5136
MK+ER+IE,0.3901
MK+ER+IE,0.202954
MK+ER+IE,0.393809
MK+ER+IE,0.6893
MK+ER+IE,0.63725
MK+ER+IE,0.5941
MK+ER+IE,0.60021
MK+ER+IE,0.523829
MK+ER+IE,0.462643
MK+ER+IE,0.6763
MK+ER+IE,0.40046
MK+ER+IE,0.624962
MK+ER+IE,0.73325
MK+ER+IE,0.657516
MK+ER+IE,0.51115
MK+ER+IE,0.662966
MK+ER+IE,0.543
MK+ER+IE,0.7324
MK+ER+IE,0.455332
MK+ER+IE,0.581112
MK+ER+IE,0.272377
MK+ER+IE,0.5169
MK+ER+IE,0.4932
MK+ER+IE,0.70155
MK+ER+IE,0.59661
MK+ER+IE,0.69155
MK+ER+IE,0.64065
MK+ER+IE,0.60355
MK+ER+IE,0.4963
MK+ER+IE,0.6534
MK+ER+IE,0.650033
MK+ER+IE,0.49515
MK+ER+IE,0.56095
MK+ER+IE,0.6809
MK+ER+IE,0.60965
MK+ER+IE,0.56785
MK+ER+IE,0.67895
MK+ER+IE,0.4923
MK+ER+IE,0.377538
MK+ER+IE,0.49635
MK+ER+IE,0.523881
MK+ER+IE,0.4961
MK+ER+IE,0.62495
MK+ER+IE,0.7186
MK+ER+IE,0.423364
MK+ER+IE,0.621855
MK+ER+IE,0.6965
MK+ER+IE,0.56285
MK+ER+IE,0.52215
MK+ER+IE,0.58645
MK+ER+IE,0.6072
MK+ER+IE,0.495349
MK+ER+IE,0.64285
MK+ER+IE,0.527603
MK+ER+IE,0.60183
MK+ER+IE,0.4651
MK+ER+IE,0.68005
MK+ER+IE,0.5528
MK+ER+IE,0.7697
MK+ER+IE,0.52075
MK+ER+IE,0.62945
MK+ER+IE,0.530477
MK+ER+IE,0.59355
MK+ER+IE,0.6502
MK+ER+IE,0.69415
MK+ER+IE,0.312988
MK+ER+IE,0.69465
MK+ER+IE,0.55905
MK+ER+IE,0.6129
MK+ER+IE,0.6745
MK+ER+IE,0.62345
MK+ER+IE,0.5793
MK+ER+IE,0.62555
MK+ER+IE,0.35595
MK+ER+IE,0.5911
MK+ER+IE,0.692885
MK+ER+IE,0.5404
MK+ER+IE,0.75295
MK+ER+IE,0.601
MK+ER+IE,0.548227
MK+ER+IE,0.645165
MK+ER+IE,0.49055
MK+ER+IE,0.489024
MK+ER+IE,0.761138
MK+ER+IE,0.5133
MK+ER+IE,0.482624
MK+ER+IE,0.561628
MK+ER+IE,0.7278
MK+ER+IE,0.66945
MK+ER+IE,0.496575
MK+ER+IE,0.62185
MK+ER+IE,0.729323
MK+ER+IE,0.7323
MK+ER+IE,0.128213
MK+ER+IE,0.525458
MK+ER+IE,0.5435
MK+ER+IE,0.49015
MK+ER+IE,0.6197
MK+ER+IE,0.663983
MK+ER+IE,0.5867
MK+ER+IE,0.4382
MK+ER+IE,0.6488
MK+ER+IE,0.510376
MK+ER+IE,0.69325
MK+ER+IE,0.4759
MK+ER+IE,0.5585
MK+ER+IE,0.53945
MK+ER+IE,0.393318
MK+ER+IE,0.574586
MK+ER+IE,0.702635
MK+ER+IE,0.371206
MK+ER+IE,0.73375
MK+ER+IE,0.65625
MK+ER+IE,0.444
MK+ER+IE,0.6723
MK+ER+IE,0.383558
MK+ER+IE,0.7243
MK+ER+IE,0.49395
MK+ER+IE,0.028532
MK+ER+IE,0.59615
MK+ER+IE,0.391626
MK+ER+IE,0.556483
MK+ER+IE,0.590909
MK+ER+IE,0.622381
MK+ER+IE,0.037539
MK+ER+IE,0.67815
MK+ER+IE,0.37105
MK+ER+IE,0.6042
MK+ER+IE,0.7108
MK+ER+IE,0.5562
MK+ER+IE,0.7353
MK+ER+IE,0.63465
MK+ER+IE,0.35065
MK+ER+IE,0.57545
MK+ER+IE,0.729
MK+ER+IE,0.465293
MK+ER+IE,0.7311
MK+ER+IE,0.66265
MK+ER+IE,0.668517
MK+ER+IE,0.64745
MK+ER+IE,0.58595
MK+ER+IE,0.66345
MK+ER+IE,0.643132
CI+ER+IE,0.483721
CI+ER+IE,0.457976
CI+ER+IE,0.466395
CI+ER+IE,0.134946
CI+ER+IE,0.235116
CI+ER+IE,0.199908
CI+ER+IE,0.430046
CI+ER+IE,0.577813
CI+ER+IE,0.371244
CI+ER+IE,0.332541
CI+ER+IE,0.308508
CI+ER+IE,0.329861
CI+ER+IE,0.338905
CI+ER+IE,0.25
CI+ER+IE,0.360311
CI+ER+IE,0.179979
CI+ER+IE,0.3861
CI+ER+IE,0.472872
CI+ER+IE,0.337108
CI+ER+IE,0.433107
CI+ER+IE,0.33218
CI+ER+IE,0.320336
CI+ER+IE,0.42764
CI+ER+IE,0.624627
CI+ER+IE,0.397127
CI+ER+IE,0.242006
CI+ER+IE,0.253168
CI+ER+IE,0.511931
CI+ER+IE,0.405888
CI+ER+IE,0.256764
CI+ER+IE,0.395545
CI+ER+IE,0.441512
CI+ER+IE,0.431511
CI+ER+IE,0.351019
CI+ER+IE,0.177901
CI+ER+IE,0.344248
CI+ER+IE,0.217006
CI+ER+IE,0.212141
CI+ER+IE,0.362912
CI+ER+IE,0.370129
CI+ER+IE,0.298032
CI+ER+IE,0.350762
CI+ER+IE,0.12784
CI+ER+IE,0.073786
CI+ER+IE,0.357788
CI+ER+IE,0.306989
CI+ER+IE,0.421639
CI+ER+IE,0.303268
CI+ER+IE,0.181762
CI+ER+IE,0.397882
CI+ER+IE,0.508863
CI+ER+IE,0.359965
CI+ER+IE,0.400114
CI+ER+IE,0.177324
CI+ER+IE,0.595782
CI+ER+IE,0.071363
CI+ER+IE,0.525439
CI+ER+IE,0.160546
CI+ER+IE,0.278213
CI+ER+IE,0.215601
CI+ER+IE,0.470671
CI+ER+IE,0.429006
CI+ER+IE,0.245023
CI+ER+IE,0.378978
CI+ER+IE,0.276599
CI+ER+IE,0.283072
CI+ER+IE,0.230974
CI+ER+IE,0.33335
CI+ER+IE,0.387858
CI+ER+IE,0.260093
CI+ER+IE,0.275272
CI+ER+IE,0.479053
CI+ER+IE,0.771091
CI+ER+IE,0.471782
CI+ER+IE,0.266506
CI+ER+IE,0.681574
CI+ER+IE,0.222975
CI+ER+IE,0.125991
CI+ER+IE,0.340172
CI+ER+IE,0.45618
CI+ER+IE,0.189494
CI+ER+IE,0.286419
CI+ER+IE,0.201748
CI+ER+IE,0.30865
CI+ER+IE,0.304207
CI+ER+IE,0.487227
CI+ER+IE,0.701396
CI+ER+IE,0.380319
CI+ER+IE,0.192785
CI+ER+IE,0.164736
CI+ER+IE,0.359365
CI+ER+IE,0.190847
CI+ER+IE,0.395274
CI+ER+IE,0.369915
CI+ER+IE,0.530521
CI+ER+IE,0.583941
CI+ER+IE,0.240976
CI+ER+IE,0.3177
CI+ER+IE,0.591176
CI+ER+IE,0.374482
CI+ER+IE,0.634026
CI+ER+IE,0.005673
CI+ER+IE,0.400217
CI+ER+IE,0.025654
CI+ER+IE,0.277042
CI+ER+IE,0.497003
CI+ER+IE,0.472041
CI+ER+IE,0.412118
CI+ER+IE,0.392475
CI+ER+IE,0.726697
CI+ER+IE,0.392135
CI+ER+IE,0.247567
CI+ER+IE,0.34432
