mechanic,final_infection_rate
CI+MK+ER+IE,0.8722
CI+MK+ER+IE,0.76385
CI+MK+ER+IE,0.6604
CI+MK+ER+IE,0.63195
CI+MK+ER+IE,0.81195
CI+MK+ER+IE,0.7528
CI+MK+ER+IE,0.7498
CI+MK+ER+IE,0.39085
CI+MK+ER+IE,0.5691
CI+MK+ER+IE,0.772939
CI+MK+ER+IE,0.74945
CI+MK+ER+IE,0.83
CI+MK+ER+IE,0.6142
CI+MK+ER+IE,0.7632
CI+MK+ER+IE,0.8244
CI+MK+ER+IE,0.87765
CI+MK+ER+IE,0.7651
CI+MK+ER+IE,0.6198
CI+MK+ER+IE,0.72235
CI+MK+ER+IE,0.6236
CI+MK+ER+IE,0.58605
CI+MK+ER+IE,0.745925
CI+MK+ER+IE,0.494498
CI+MK+ER+IE,0.304639
CI+MK+ER+IE,0.178704
CI+MK+ER+IE,0.7851
CI+MK+ER+IE,0.70545
CI+MK+ER+IE,0.6015
CI+MK+ER+IE,0.44615
CI+MK+ER+IE,0.405173
CI+MK+ER+IE,0.63395
CI+MK+ER+IE,0.551388
CI+MK+ER+IE,0.631882
CI+MK+ER+IE,0.513203
CI+MK+ER+IE,0.459896
CI+MK+ER+IE,0.74195
CI+MK+ER+IE,0.7316
CI+MK+ER+IE,0.70985
CI+MK+ER+IE,0.74895
CI+MK+ER+IE,0.543477
CI+MK+ER+IE,0.57455
CI+MK+ER+IE,0.719186
CI+MK+ER+IE,0.84055
CI+MK+ER+IE,0.090561
CI+MK+ER+IE,0.69965
CI+MK+ER+IE,0.636864
CI+MK+ER+IE,0.645365
CI+MK+ER+IE,0.492674
CI+MK+ER+IE,0.4943
CI+MK+ER+IE,0.60435
CI+MK+ER+IE,0.7533
CI+MK+ER+IE,0.271654
CI+MK+ER+IE,0.5602
CI+MK+ER+IE,0.289732
CI+MK+ER+IE,0.4279
CI+MK+ER+IE,0.71875
CI+MK+ER+IE,0.436687
CI+MK+ER+IE,0.615531
CI+MK+ER+IE,0.7241
CI+MK+ER+IE,0.68825
CI+MK+ER+IE,0.633432
CI+MK+ER+IE,0.827883
CI+MK+ER+IE,0.7086
CI+MK+ER+IE,0.838042
CI+MK+ER+IE,0.56615
CI+MK+ER+IE,0.360022
CI+MK+ER+IE,0.8921
CI+MK+ER+IE,0.56165
CI+MK+ER+IE,0.42198
CI+MK+ER+IE,0.70365
CI+MK+ER+IE,0.6017
CI+MK+ER+IE,0.7477
CI+MK+ER+IE,0.294044
CI+MK+ER+IE,0.68885
CI+MK+ER+IE,0.773
CI+MK+ER+IE,0.52645
CI+MK+ER+IE,0.653183
CI+MK+ER+IE,0.61685
CI+MK+ER+IE,0.5479
CI+MK+ER+IE,0.5108
CI+MK+ER+IE,0.39752
CI+MK+ER+IE,0.60245
CI+MK+ER+IE,0.62985
CI+MK+ER+IE,0.736787
CI+MK+ER+IE,0.6395
CI+MK+ER+IE,0.75625
CI+MK+ER+IE,0.7434
CI+MK+ER+IE,0.55865
CI+MK+ER+IE,0.749387
CI+MK+ER+IE,0.8217
CI+MK+ER+IE,0.655516
CI+MK+ER+IE,0.285907
CI+MK+ER+IE,0.47
CI+MK+ER+IE,0.68295
CI+MK+ER+IE,0.669
CI+MK+ER+IE,0.588488
CI+MK+ER+IE,0.76585
CI+MK+ER+IE,0.7638
CI+MK+ER+IE,0.6874
CI+MK+ER+IE,0.319676
CI+MK+ER+IE,0.5529
CI+MK+ER+IE,0.5863
CI+MK+ER+IE,0.25645
CI+MK+ER+IE,0.6378
CI+MK+ER+IE,0.56105
CI+MK+ER+IE,0.458137
CI+MK+ER+IE,0.8169
CI+MK+ER+IE,0.786939
CI+MK+ER+IE,0.6306
CI+MK+ER+IE,0.6271
CI+MK+ER+IE,0.139367
CI+MK+ER+IE,0.442349
CI+MK+ER+IE,0.76885
CI+MK+ER+IE,0.6031
CI+MK+ER+IE,0.651848
CI+MK+ER+IE,0.70267
CI+MK+ER+IE,0.744637
CI+MK+ER+IE,0.59955
CI+MK+ER+IE,0.7625
CI+MK+ER+IE,0.8655
CI+MK+ER+IE,0.68585
CI+MK+ER+IE,0.5099
CI+MK+ER+IE,0.75195
CI+MK+ER+IE,0.7766
CI+MK+ER+IE,0.66845
CI+MK+ER+IE,0.6977
CI+MK+ER+IE,0.8155
CI+MK+ER+IE,0.70945
CI+MK+ER+IE,0.701
CI+MK+ER+IE,0.76935
CI+MK+ER+IE,0.79385
CI+MK+ER+IE,0.73275
CI+MK+ER+IE,0.63605
CI+MK+ER+IE,0.7584
CI+MK+ER+IE,0.8724
CI+MK+ER+IE,0.69635
CI+MK+ER+IE,0.72655
CI+MK+ER+IE,0.4269
CI+MK+ER+IE,0.822
CI+MK+ER+IE,0.85295
CI+MK+ER+IE,0.874144
CI+MK+ER+IE,0.440108
CI+MK+ER+IE,0.662299
CI+MK+ER+IE,0.6289
CI+MK+ER+IE,0.5841
CI+MK+ER+IE,0.319444
CI+MK+ER+IE,0.593159
CI+MK+ER+IE,0.6123
CI+MK+ER+IE,0.356332
CI+MK+ER+IE,0.619374
CI+MK+ER+IE,0.70795
CI+MK+ER+IE,0.682734
CI+MK+ER+IE,0.692735
CI+MK+ER+IE,0.6835
CI+MK+ER+IE,0.713707
CI+MK+ER+IE,0.747762
CI+MK+ER+IE,0.7459
CI+MK+ER+IE,0.4814
CI+MK+ER+IE,0.6133
CI+MK+ER+IE,0.72995
CI+MK+ER+IE,0.8416
CI+MK+ER+IE,0.7271
CI+MK+ER+IE,0.86755
CI+MK+ER+IE,0.67545
CI+MK+ER+IE,0.57995
CI+MK+ER+IE,0.76
CI+MK+ER+IE,0.3913
CI+MK+ER+IE,0.6805
CI+MK+ER+IE,0.395997
CI+MK+ER+IE,0.78635
CI+MK+ER+IE,0.671784
CI+MK+ER+IE,0.7757
CI+MK+ER+IE,0.618
CI+MK+ER+IE,0.8162
CI+MK+ER+IE,0.735887
CI+MK+ER+IE,0.60091
CI+MK+ER+IE,0.784339
CI+MK+ER+IE,0.6355
CI+MK+ER+IE,0.553711
CI+MK+ER+IE,0.72275
CI+MK+ER+IE,0.75185
CI+MK+ER+IE,0.8014
CI+MK+ER+IE,0.45985
CI+MK+ER+IE,0.729736
CI+MK+ER+IE,0.077647
