structure,compartment,time_s,p_fwer
Bouton,g5,12.25,0.013053613053613054
Bouton,g5,12.5,0.013053613053613054
Bouton,g5,12.75,0.013053613053613054
Bouton,g5,13.0,0.013053613053613054
Bouton,g5,13.25,1.0
Bouton,g5,13.5,0.014607614607614608
Bouton,g5,13.75,0.014607614607614608
Bouton,g5,14.0,0.014607614607614608
Bouton,g5,14.25,0.014607614607614608
Bouton,g5,14.5,0.014607614607614608
Bouton,g5,14.75,0.014607614607614608
Bouton,g5,15.0,1.0
Bouton,g5,15.25,0.351981351981352
Bouton,g5,15.5,0.351981351981352
Bouton,g5,15.75,1.0
Bouton,g5,16.0,1.0
Bouton,g5,16.25,1.0
Bouton,g5,16.5,0.8755244755244755
Bouton,g5,16.75,1.0
Bouton,g5,17.0,0.9833721833721834
Bouton,g5,17.25,1.0
Bouton,g5,17.5,0.6985236985236986
Bouton,g5,17.75,1.0
Bouton,g5,18.0,0.055322455322455326
Bouton,g5,18.25,0.055322455322455326
Bouton,g5,18.5,0.055322455322455326
Bouton,g5,18.75,0.055322455322455326
Bouton,g5,19.0,1.0
Bouton,g5,19.25,1.0
Bouton,g5,19.5,0.9782439782439782
Bouton,g5,19.75,1.0
Bouton,g5,20.0,1.0
Bouton,g5,20.25,1.0
Bouton,g5,20.5,0.5622377622377622
Bouton,g5,20.75,1.0
Bouton,g5,21.0,1.0
Bouton,g5,21.25,1.0
Bouton,g5,21.5,1.0
Bouton,g5,21.75,0.9386169386169386
Bouton,g5,22.0,1.0
Bouton,g5,22.25,0.7961149961149961
Bouton,g5,22.5,1.0
Bouton,g5,22.75,1.0
Bouton,g5,23.0,1.0
Bouton,g5,23.25,0.17404817404817405
Bouton,g5,23.5,0.17404817404817405
Bouton,g5,23.75,1.0
Bouton,g5,24.0,0.9880341880341881
Bouton,g5,24.25,1.0
Bouton,g5,24.5,0.08951048951048951
Bouton,g5,24.75,0.08951048951048951
Bouton,g5,25.0,0.08951048951048951
Bouton,g5,25.25,0.08951048951048951
Bouton,g5,25.5,1.0
Bouton,g5,25.75,1.0
Bouton,g5,26.0,1.0
Bouton,g5,26.25,1.0
Bouton,g5,26.5,0.9914529914529915
Bouton,g5,26.75,1.0
Bouton,g5,27.0,1.0
Bouton,g5,27.25,0.9961149961149961
Bouton,g5,27.5,1.0
Bouton,g5,27.75,1.0
Bouton,g5,28.0,0.6961926961926962
Bouton,g5,28.25,1.0
Bouton,g5,28.5,0.44693084693084695
Bouton,g5,28.75,0.44693084693084695
Bouton,g5,29.0,1.0
Bouton,g5,29.25,1.0
Bouton,g5,29.5,1.0
Bouton,g5,29.75,1.0
Bouton,g5,30.0,1.0
Bouton,g5,30.25,0.0331002331002331
Bouton,g5,30.5,0.0331002331002331
Bouton,g5,30.75,0.0331002331002331
Bouton,g5,31.0,0.0331002331002331
Bouton,g5,31.25,0.0331002331002331
Bouton,g5,31.5,1.0
Bouton,g5,31.75,1.0
Bouton,g5,32.0,0.9637917637917638
Bouton,g5,32.25,1.0
Bouton,g5,32.5,1.0
Bouton,g5,32.75,0.8377622377622378
Bouton,g5,33.0,1.0
Bouton,g5,33.25,1.0
Bouton,g5,33.5,0.6191142191142192
Bouton,g5,33.75,1.0
Bouton,g5,34.0,0.07940947940947941
Bouton,g5,34.25,0.07940947940947941
Bouton,g5,34.5,0.07940947940947941
Bouton,g5,34.75,0.07940947940947941
Bouton,g5,35.0,1.0
Bouton,g5,35.25,0.9418803418803419
Bouton,g5,35.5,1.0
Bouton,g5,35.75,0.9995337995337995
Bouton,g5,36.0,1.0
Bouton,g5,36.25,1.0
Bouton,g5,36.5,0.9923853923853924
Bouton,g5,36.75,1.0
Bouton,g5,37.0,0.06169386169386169
Bouton,g5,37.25,0.06169386169386169
Bouton,g5,37.5,0.06169386169386169
Bouton,g5,37.75,0.06169386169386169
Bouton,g5,38.0,0.06169386169386169
Bouton,g5,38.25,1.0
Bouton,g5,38.5,0.8438228438228438
Bouton,g5,38.75,1.0
Bouton,g5,39.0,1.0
Bouton,g5,39.25,0.8226884226884227
Bouton,g5,39.5,1.0
Bouton,g5,39.75,0.17560217560217561
Bouton,g5,40.0,0.17560217560217561
Bouton,g5,40.25,0.17560217560217561
Bouton,g5,40.5,1.0
Bouton,g5,40.75,1.0
Bouton,g5,41.0,1.0
Bouton,g5,41.25,0.44864024864024865
Bouton,g5,41.5,0.44864024864024865
Bouton,g5,41.75,1.0
Bouton,g5,42.0,1.0
Bouton,g5,42.25,1.0
Bouton,g5,42.5,0.47257187257187255
Bouton,g5,42.75,0.47257187257187255
Bouton,g5,43.0,1.0
Bouton,g5,43.25,0.9184149184149184
Bouton,g5,43.5,1.0
Bouton,g5,43.75,0.13675213675213677
Bouton,g5,44.0,0.13675213675213677
Bouton,g5,44.25,0.13675213675213677
Bouton,g5,44.5,1.0
Bouton,g5,44.75,1.0
Bouton,g5,45.0,1.0
Bouton,g5,45.25,0.9940947940947941
Bouton,g5,45.5,1.0
Bouton,g5,45.75,0.33535353535353535
Bouton,g5,46.0,0.33535353535353535
Bouton,g5,46.25,1.0
Bouton,g5,46.5,1.0
Bouton,g5,46.75,1.0
Bouton,g5,47.0,0.9285159285159286
Bouton,g5,47.25,1.0
Bouton,g5,47.5,1.0
Bouton,g5,47.75,1.0
Bouton,g5,48.0,1.0
Bouton,g5,48.25,1.0
Bouton,g5,48.5,1.0
Bouton,g5,48.75,1.0
Bouton,g5,49.0,1.0
Bouton,g5,49.25,1.0
Bouton,g5,49.5,1.0
Bouton,g5,49.75,0.44584304584304585
Bouton,g5,50.0,0.44584304584304585
Bouton,g5,50.25,1.0
Bouton,g5,50.5,0.7479409479409479
Bouton,g5,50.75,1.0
Bouton,g5,51.0,1.0
Bouton,g5,51.25,1.0
Bouton,g5,51.5,1.0
Bouton,g5,51.75,1.0
Bouton,g5,52.0,1.0
Bouton,g5,52.25,1.0
Bouton,g5,52.5,1.0
Bouton,g5,52.75,0.7895881895881895
Bouton,g5,53.0,1.0
Bouton,g5,53.25,1.0
Bouton,g5,53.5,0.2233100233100233
Bouton,g5,53.75,0.2233100233100233
Bouton,g5,54.0,1.0
Bouton,g5,54.25,1.0
Bouton,g5,54.5,1.0
Bouton,g5,54.75,1.0
Bouton,g5,55.0,1.0
Bouton,g5,55.25,1.0
Bouton,g5,55.5,1.0
Bouton,g5,55.75,0.9668997668997669
Bouton,g5,56.0,1.0
Bouton,g5,56.25,1.0
Bouton,g5,56.5,1.0
Bouton,g5,56.75,0.43356643356643354
Bouton,g5,57.0,0.43356643356643354
Bouton,g5,57.25,1.0
Bouton,g5,57.5,1.0
Bouton,g5,57.75,0.9934731934731935
Bouton,g5,58.0,1.0
Bouton,g5,58.25,1.0
Bouton,g5,58.5,0.9827505827505828
Bouton,g5,58.75,1.0
Bouton,g5,59.0,0.8772338772338772
Bouton,g5,59.25,1.0
Bouton,g5,59.5,0.8023310023310023
Bouton,g5,59.75,1.0
Bouton,g5,60.0,1.0
Bouton,g5,60.25,0.8854700854700854
Bouton,g5,60.5,1.0
Bouton,g5,60.75,1.0
Bouton,g5,61.0,1.0
Bouton,g5,61.25,1.0
Bouton,g5,61.5,1.0
Bouton,g5,61.75,0.9987567987567988
Bouton,g5,62.0,1.0
Bouton,g5,62.25,0.041025641025641026
Bouton,g5,62.5,0.041025641025641026
Bouton,g5,62.75,0.041025641025641026
Bouton,g5,63.0,0.041025641025641026
Bouton,g5,63.25,0.041025641025641026
Bouton,g5,63.5,1.0
Bouton,g5,63.75,1.0
Bouton,g5,64.0,0.9906759906759907
Bouton,g5,64.25,1.0
Bouton,g5,64.5,1.0
Bouton,g5,64.75,1.0
Bouton,g5,65.0,1.0
Bouton,g5,65.25,0.8248640248640249
Bouton,g5,65.5,1.0
Bouton,g5,65.75,1.0
Bouton,g5,66.0,0.9793317793317793
Bouton,g5,66.25,1.0
Bouton,g5,66.5,1.0
Bouton,g5,66.75,0.07940947940947941
Bouton,g5,67.0,0.07940947940947941
Bouton,g5,67.25,0.07940947940947941
Bouton,g5,67.5,0.07940947940947941
Bouton,g5,67.75,1.0
Bouton,g5,68.0,1.0
Bouton,g5,68.25,1.0
Bouton,g5,68.5,0.9411033411033412
Bouton,g5,68.75,1.0
Bouton,g5,69.0,1.0
Bouton,g5,69.25,1.0
Bouton,g5,69.5,0.21693861693861693
Bouton,g5,69.75,0.21693861693861693
Bouton,g5,70.0,1.0
Bouton,g5,70.25,0.9853923853923854
Bouton,g5,70.5,1.0
Bouton,g5,70.75,1.0
Bouton,g5,71.0,1.0
Bouton,g5,71.25,1.0
Bouton,g5,71.5,0.0013986013986013986
Bouton,g5,71.75,0.0013986013986013986
Bouton,g5,72.0,0.0013986013986013986
Bouton,g5,72.25,0.0013986013986013986
Bouton,g5,72.5,0.0013986013986013986
Bouton,g5,72.75,0.0013986013986013986
Bouton,g5,73.0,0.0013986013986013986
Bouton,g5,73.25,0.0013986013986013986
Bouton,g5,73.5,0.0013986013986013986
Bouton,g5,73.75,0.0013986013986013986
Bouton,g5,74.0,0.0013986013986013986
Bouton,g5,74.25,0.0013986013986013986
Bouton,g5,74.5,0.0013986013986013986
Bouton,g5,74.75,0.0013986013986013986
Bouton,g5,75.0,0.0013986013986013986
Bouton,g5,75.25,0.0013986013986013986
Bouton,g5,75.5,0.0013986013986013986
Bouton,g5,75.75,0.0013986013986013986
Bouton,g5,76.0,1.0
Bouton,g5,76.25,0.20357420357420358
Bouton,g5,76.5,0.20357420357420358
Bouton,g5,76.75,0.20357420357420358
Bouton,g5,77.0,1.0
Bouton,g5,77.25,1.0
Bouton,g5,77.5,0.9407925407925408
Bouton,g5,77.75,1.0
Bouton,g5,78.0,0.11048951048951049
Bouton,g5,78.25,0.11048951048951049
Bouton,g5,78.5,0.11048951048951049
Bouton,g5,78.75,1.0
Bouton,g5,79.0,0.0891996891996892
Bouton,g5,79.25,0.0891996891996892
Bouton,g5,79.5,0.0891996891996892
Bouton,g5,79.75,0.0891996891996892
Bouton,g5,80.0,1.0
Bouton,g5,80.25,1.0
Bouton,g5,80.5,1.0
Bouton,g5,80.75,0.9341103341103341
Bouton,g5,81.0,1.0
Bouton,g5,81.25,0.9597513597513597
Bouton,g5,81.5,1.0
Bouton,g5,81.75,0.9995337995337995
Bouton,g5,82.0,1.0
Bouton,g5,82.25,1.0
Bouton,g5,82.5,1.0
Bouton,g5,82.75,0.6128982128982129
Bouton,g5,83.0,1.0
Bouton,g5,83.25,0.6638694638694639
Bouton,g5,83.5,1.0
Bouton,g5,83.75,1.0
Bouton,g5,84.0,1.0
Bouton,g5,84.25,1.0
Bouton,g5,84.5,1.0
Bouton,g5,84.75,1.0
Bouton,g5,85.0,0.3975135975135975
Bouton,g5,85.25,0.3975135975135975
Bouton,g5,85.5,1.0
Bouton,g5,85.75,0.10567210567210568
Bouton,g5,86.0,0.10567210567210568
Bouton,g5,86.25,0.10567210567210568
Bouton,g5,86.5,1.0
Bouton,g5,86.75,0.29386169386169386
Bouton,g5,87.0,0.29386169386169386
Bouton,g5,87.25,1.0
Bouton,g5,87.5,0.06868686868686869
Bouton,g5,87.75,0.06868686868686869
Bouton,g5,88.0,0.06868686868686869
Bouton,g5,88.25,0.06868686868686869
Bouton,g5,88.5,1.0
Bouton,g5,88.75,1.0
Bouton,g5,89.0,1.0
Bouton,g5,89.25,1.0
Bouton,g5,89.5,0.42828282828282827
Bouton,g5,89.75,0.42828282828282827
Bouton,g5,90.0,1.0
