structure,compartment,time_s,p_fwer
Bouton,g3,9.75,1.0
Bouton,g3,10.0,1.0
Bouton,g3,10.25,1.0
Bouton,g3,10.5,1.0
Bouton,g3,10.75,0.967987567987568
Bouton,g3,11.0,1.0
Bouton,g3,11.25,1.0
Bouton,g3,11.5,1.0
Bouton,g3,11.75,0.9443667443667444
Bouton,g3,12.0,1.0
Bouton,g3,12.25,1.0
Bouton,g3,12.5,1.0
Bouton,g3,12.75,1.0
Bouton,g3,13.0,1.0
Bouton,g3,13.25,1.0
Bouton,g3,13.5,1.0
Bouton,g3,13.75,1.0
Bouton,g3,14.0,1.0
Bouton,g3,14.25,1.0
Bouton,g3,14.5,1.0
Bouton,g3,14.75,1.0
Bouton,g3,15.0,1.0
Bouton,g3,15.25,1.0
Bouton,g3,15.5,0.12167832167832168
Bouton,g3,15.75,0.12167832167832168
Bouton,g3,16.0,0.12167832167832168
Bouton,g3,16.25,0.12167832167832168
Bouton,g3,16.5,1.0
Bouton,g3,16.75,1.0
Bouton,g3,17.0,1.0
Bouton,g3,17.25,1.0
Bouton,g3,17.5,0.9030303030303031
Bouton,g3,17.75,1.0
Bouton,g3,18.0,0.8456876456876457
Bouton,g3,18.25,1.0
Bouton,g3,18.5,1.0
Bouton,g3,18.75,0.4943278943278943
Bouton,g3,19.0,0.4943278943278943
Bouton,g3,19.25,1.0
Bouton,g3,19.5,0.7912975912975913
Bouton,g3,19.75,1.0
Bouton,g3,20.0,1.0
Bouton,g3,20.25,1.0
Bouton,g3,20.5,0.21227661227661226
Bouton,g3,20.75,0.21227661227661226
Bouton,g3,21.0,0.21227661227661226
Bouton,g3,21.25,1.0
Bouton,g3,21.5,1.0
Bouton,g3,21.75,1.0
Bouton,g3,22.0,1.0
Bouton,g3,22.25,1.0
Bouton,g3,22.5,1.0
Bouton,g3,22.75,1.0
Bouton,g3,23.0,1.0
Bouton,g3,23.25,1.0
Bouton,g3,23.5,1.0
Bouton,g3,23.75,1.0
Bouton,g3,24.0,1.0
Bouton,g3,24.25,1.0
Bouton,g3,24.5,1.0
Bouton,g3,24.75,1.0
Bouton,g3,25.0,1.0
Bouton,g3,25.25,1.0
Bouton,g3,25.5,1.0
Bouton,g3,25.75,0.18492618492618493
Bouton,g3,26.0,0.18492618492618493
Bouton,g3,26.25,0.18492618492618493
Bouton,g3,26.5,1.0
Bouton,g3,26.75,1.0
Bouton,g3,27.0,1.0
Bouton,g3,27.25,1.0
Bouton,g3,27.5,1.0
Bouton,g3,27.75,1.0
Bouton,g3,28.0,1.0
Bouton,g3,28.25,1.0
Bouton,g3,28.5,1.0
Bouton,g3,28.75,1.0
Bouton,g3,29.0,1.0
Bouton,g3,29.25,1.0
Bouton,g3,29.5,1.0
Bouton,g3,29.75,1.0
Bouton,g3,30.0,1.0
Bouton,g3,30.25,1.0
Bouton,g3,30.5,1.0
Bouton,g3,30.75,1.0
Bouton,g3,31.0,0.43885003885003887
Bouton,g3,31.25,0.43885003885003887
Bouton,g3,31.5,1.0
Bouton,g3,31.75,1.0
Bouton,g3,32.0,1.0
Bouton,g3,32.25,1.0
Bouton,g3,32.5,1.0
Bouton,g3,32.75,1.0
Bouton,g3,33.0,1.0
Bouton,g3,33.25,1.0
Bouton,g3,33.5,1.0
Bouton,g3,33.75,1.0
Bouton,g3,34.0,1.0
Bouton,g3,34.25,1.0
Bouton,g3,34.5,1.0
Bouton,g3,34.75,1.0
Bouton,g3,35.0,1.0
Bouton,g3,35.25,1.0
Bouton,g3,35.5,1.0
Bouton,g3,35.75,1.0
Bouton,g3,36.0,1.0
Bouton,g3,36.25,0.29557109557109557
Bouton,g3,36.5,0.29557109557109557
Bouton,g3,36.75,1.0
Bouton,g3,37.0,1.0
Bouton,g3,37.25,1.0
Bouton,g3,37.5,1.0
Bouton,g3,37.75,1.0
Bouton,g3,38.0,1.0
Bouton,g3,38.25,1.0
Bouton,g3,38.5,1.0
Bouton,g3,38.75,1.0
Bouton,g3,39.0,1.0
Bouton,g3,39.25,1.0
Bouton,g3,39.5,1.0
Bouton,g3,39.75,1.0
Bouton,g3,40.0,1.0
Bouton,g3,40.25,1.0
Bouton,g3,40.5,1.0
Bouton,g3,40.75,1.0
Bouton,g3,41.0,1.0
Bouton,g3,41.25,1.0
Bouton,g3,41.5,1.0
Bouton,g3,41.75,0.9717171717171718
Bouton,g3,42.0,1.0
Bouton,g3,42.25,1.0
Bouton,g3,42.5,1.0
Bouton,g3,42.75,1.0
Bouton,g3,43.0,1.0
Bouton,g3,43.25,1.0
Bouton,g3,43.5,1.0
Bouton,g3,43.75,1.0
Bouton,g3,44.0,1.0
Bouton,g3,44.25,1.0
Bouton,g3,44.5,1.0
Bouton,g3,44.75,1.0
Bouton,g3,45.0,1.0
Bouton,g3,45.25,1.0
Bouton,g3,45.5,1.0
Bouton,g3,45.75,1.0
Bouton,g3,46.0,1.0
Bouton,g3,46.25,1.0
Bouton,g3,46.5,1.0
Bouton,g3,46.75,1.0
Bouton,g3,47.0,1.0
Bouton,g3,47.25,1.0
Bouton,g3,47.5,1.0
Bouton,g3,47.75,1.0
Bouton,g3,48.0,1.0
Bouton,g3,48.25,1.0
Bouton,g3,48.5,0.9704739704739704
Bouton,g3,48.75,1.0
Bouton,g3,49.0,1.0
Bouton,g3,49.25,1.0
Bouton,g3,49.5,1.0
Bouton,g3,49.75,1.0
Bouton,g3,50.0,1.0
Bouton,g3,50.25,1.0
Bouton,g3,50.5,1.0
Bouton,g3,50.75,1.0
Bouton,g3,51.0,1.0
Bouton,g3,51.25,1.0
Bouton,g3,51.5,1.0
Bouton,g3,51.75,1.0
Bouton,g3,52.0,1.0
Bouton,g3,52.25,1.0
Bouton,g3,52.5,1.0
Bouton,g3,52.75,1.0
Bouton,g3,53.0,1.0
Bouton,g3,53.25,1.0
Bouton,g3,53.5,1.0
Bouton,g3,53.75,1.0
Bouton,g3,54.0,1.0
Bouton,g3,54.25,1.0
Bouton,g3,54.5,1.0
Bouton,g3,54.75,1.0
Bouton,g3,55.0,1.0
Bouton,g3,55.25,1.0
Bouton,g3,55.5,1.0
Bouton,g3,55.75,1.0
Bouton,g3,56.0,1.0
Bouton,g3,56.25,1.0
Bouton,g3,56.5,1.0
Bouton,g3,56.75,1.0
Bouton,g3,57.0,0.9075369075369075
Bouton,g3,57.25,1.0
Bouton,g3,57.5,1.0
Bouton,g3,57.75,1.0
Bouton,g3,58.0,1.0
Bouton,g3,58.25,0.8163170163170164
Bouton,g3,58.5,1.0
Bouton,g3,58.75,1.0
Bouton,g3,59.0,1.0
Bouton,g3,59.25,1.0
Bouton,g3,59.5,1.0
Bouton,g3,59.75,0.8657342657342657
Bouton,g3,60.0,1.0
Bouton,g3,60.25,1.0
Bouton,g3,60.5,1.0
Bouton,g3,60.75,1.0
Bouton,g3,61.0,1.0
Bouton,g3,61.25,1.0
Bouton,g3,61.5,1.0
Bouton,g3,61.75,1.0
Bouton,g3,62.0,1.0
Bouton,g3,62.25,1.0
Bouton,g3,62.5,1.0
Bouton,g3,62.75,1.0
Bouton,g3,63.0,1.0
Bouton,g3,63.25,1.0
Bouton,g3,63.5,1.0
Bouton,g3,63.75,1.0
Bouton,g3,64.0,1.0
Bouton,g3,64.25,1.0
Bouton,g3,64.5,1.0
Bouton,g3,64.75,1.0
Bouton,g3,65.0,1.0
Bouton,g3,65.25,0.9507381507381507
Bouton,g3,65.5,1.0
Bouton,g3,65.75,1.0
Bouton,g3,66.0,1.0
Bouton,g3,66.25,1.0
Bouton,g3,66.5,1.0
Bouton,g3,66.75,1.0
Bouton,g3,67.0,1.0
Bouton,g3,67.25,1.0
Bouton,g3,67.5,1.0
Bouton,g3,67.75,1.0
Bouton,g3,68.0,1.0
Bouton,g3,68.25,1.0
Bouton,g3,68.5,1.0
Bouton,g3,68.75,1.0
Bouton,g3,69.0,1.0
Bouton,g3,69.25,0.2745920745920746
Bouton,g3,69.5,0.2745920745920746
Bouton,g3,69.75,0.2745920745920746
Bouton,g3,70.0,1.0
Bouton,g3,70.25,1.0
Bouton,g3,70.5,1.0
Bouton,g3,70.75,0.9748251748251748
Bouton,g3,71.0,1.0
Bouton,g3,71.25,1.0
Bouton,g3,71.5,1.0
Bouton,g3,71.75,1.0
Bouton,g3,72.0,1.0
Bouton,g3,72.25,1.0
Bouton,g3,72.5,1.0
Bouton,g3,72.75,0.9157731157731158
Bouton,g3,73.0,1.0
Bouton,g3,73.25,1.0
Bouton,g3,73.5,1.0
Bouton,g3,73.75,1.0
Bouton,g3,74.0,1.0
Bouton,g3,74.25,1.0
Bouton,g3,74.5,1.0
Bouton,g3,74.75,1.0
Bouton,g3,75.0,1.0
Bouton,g3,75.25,1.0
Bouton,g3,75.5,1.0
Bouton,g3,75.75,1.0
Bouton,g3,76.0,1.0
Bouton,g3,76.25,1.0
Bouton,g3,76.5,1.0
Bouton,g3,76.75,0.45594405594405596
Bouton,g3,77.0,0.45594405594405596
Bouton,g3,77.25,1.0
Bouton,g3,77.5,1.0
Bouton,g3,77.75,1.0
Bouton,g3,78.0,1.0
Bouton,g3,78.25,1.0
Bouton,g3,78.5,1.0
Bouton,g3,78.75,1.0
Bouton,g3,79.0,1.0
Bouton,g3,79.25,1.0
Bouton,g3,79.5,1.0
Bouton,g3,79.75,0.8693084693084693
Bouton,g3,80.0,1.0
Bouton,g3,80.25,1.0
Bouton,g3,80.5,1.0
Bouton,g3,80.75,1.0
Bouton,g3,81.0,1.0
Bouton,g3,81.25,0.13317793317793317
Bouton,g3,81.5,0.13317793317793317
Bouton,g3,81.75,0.13317793317793317
Bouton,g3,82.0,0.13317793317793317
Bouton,g3,82.25,1.0
Bouton,g3,82.5,1.0
Bouton,g3,82.75,1.0
Bouton,g3,83.0,1.0
Bouton,g3,83.25,1.0
Bouton,g3,83.5,0.9627039627039627
Bouton,g3,83.75,1.0
Bouton,g3,84.0,1.0
Bouton,g3,84.25,1.0
Bouton,g3,84.5,1.0
Bouton,g3,84.75,1.0
Bouton,g3,85.0,1.0
Bouton,g3,85.25,1.0
Bouton,g3,85.5,0.8773892773892774
Bouton,g3,85.75,1.0
Bouton,g3,86.0,1.0
Bouton,g3,86.25,1.0
Bouton,g3,86.5,0.08515928515928516
Bouton,g3,86.75,0.08515928515928516
Bouton,g3,87.0,0.08515928515928516
Bouton,g3,87.25,0.08515928515928516
Bouton,g3,87.5,0.08515928515928516
Bouton,g3,87.75,1.0
Bouton,g3,88.0,1.0
Bouton,g3,88.25,0.9230769230769231
Bouton,g3,88.5,1.0
Bouton,g3,88.75,1.0
Bouton,g3,89.0,1.0
Bouton,g3,89.25,1.0
Bouton,g3,89.5,1.0
Bouton,g3,89.75,1.0
Bouton,g3,90.0,1.0
Bouton,g4,-10.0,1.0
Bouton,g4,-9.75,1.0
Bouton,g4,-9.5,1.0
Bouton,g4,-9.25,1.0
Bouton,g4,-9.0,1.0
Bouton,g4,-8.75,1.0
Bouton,g4,-8.5,1.0
Bouton,g4,-8.25,0.8191142191142191
Bouton,g4,-8.0,1.0
Bouton,g4,-7.75,1.0
Bouton,g4,-7.5,1.0
Bouton,g4,-7.25,1.0
Bouton,g4,-7.0,1.0
Bouton,g4,-6.75,1.0
Bouton,g4,-6.5,1.0
Bouton,g4,-6.25,1.0
Bouton,g4,-6.0,1.0
Bouton,g4,-5.75,1.0
Bouton,g4,-5.5,1.0
Bouton,g4,-5.25,1.0
Bouton,g4,-5.0,1.0
Bouton,g4,-4.75,1.0
Bouton,g4,-4.5,1.0
Bouton,g4,-4.25,1.0
Bouton,g4,-4.0,1.0
Bouton,g4,-3.75,1.0
Bouton,g4,-3.5,1.0
Bouton,g4,-3.25,1.0
Bouton,g4,-3.0,1.0
Bouton,g4,-2.75,1.0
Bouton,g4,-2.5,1.0
Bouton,g4,-2.25,1.0
Bouton,g4,-2.0,1.0
Bouton,g4,-1.75,1.0
Bouton,g4,-1.5,1.0
Bouton,g4,-1.25,1.0
Bouton,g4,-1.0,1.0
Bouton,g4,-0.75,1.0
Bouton,g4,-0.5,1.0
Bouton,g4,-0.25,1.0
Bouton,g4,0.0,1.0
Bouton,g4,0.25,1.0
Bouton,g4,0.5,1.0
Bouton,g4,0.75,1.0
Bouton,g4,1.0,1.0
Bouton,g4,1.25,1.0
Bouton,g4,1.5,1.0
Bouton,g4,1.75,1.0
Bouton,g4,2.0,1.0
Bouton,g4,2.25,1.0
Bouton,g4,2.5,1.0
Bouton,g4,2.75,1.0
Bouton,g4,3.0,0.9633255633255633
Bouton,g4,3.25,1.0
Bouton,g4,3.5,1.0
Bouton,g4,3.75,1.0
Bouton,g4,4.0,1.0
Bouton,g4,4.25,1.0
Bouton,g4,4.5,1.0
Bouton,g4,4.75,1.0
Bouton,g4,5.0,1.0
Bouton,g4,5.25,1.0
Bouton,g4,5.5,1.0
Bouton,g4,5.75,1.0
Bouton,g4,6.0,1.0
Bouton,g4,6.25,0.3637917637917638
Bouton,g4,6.5,0.3637917637917638
Bouton,g4,6.75,1.0
Bouton,g4,7.0,1.0
Bouton,g4,7.25,0.2909090909090909
Bouton,g4,7.5,0.2909090909090909
Bouton,g4,7.75,1.0
Bouton,g4,8.0,1.0
Bouton,g4,8.25,0.5067599067599068
Bouton,g4,8.5,1.0
Bouton,g4,8.75,1.0
Bouton,g4,9.0,1.0
Bouton,g4,9.25,1.0
Bouton,g4,9.5,1.0
Bouton,g4,9.75,1.0
Bouton,g4,10.0,1.0
Bouton,g4,10.25,1.0
Bouton,g4,10.5,1.0
Bouton,g4,10.75,1.0
Bouton,g4,11.0,1.0
Bouton,g4,11.25,0.11235431235431236
Bouton,g4,11.5,0.11235431235431236
Bouton,g4,11.75,0.11235431235431236
Bouton,g4,12.0,0.11235431235431236
Bouton,g4,12.25,0.11235431235431236
Bouton,g4,12.5,1.0
Bouton,g4,12.75,0.9642579642579643
Bouton,g4,13.0,1.0
Bouton,g4,13.25,1.0
Bouton,g4,13.5,1.0
Bouton,g4,13.75,1.0
Bouton,g4,14.0,1.0
Bouton,g4,14.25,1.0
Bouton,g4,14.5,1.0
Bouton,g4,14.75,0.5734265734265734
Bouton,g4,15.0,1.0
Bouton,g4,15.25,1.0
Bouton,g4,15.5,1.0
Bouton,g4,15.75,1.0
Bouton,g4,16.0,1.0
Bouton,g4,16.25,0.15912975912975913
Bouton,g4,16.5,0.15912975912975913
Bouton,g4,16.75,0.15912975912975913
Bouton,g4,17.0,1.0
Bouton,g4,17.25,0.728049728049728
Bouton,g4,17.5,1.0
Bouton,g4,17.75,0.4495726495726496
Bouton,g4,18.0,1.0
Bouton,g4,18.25,1.0
Bouton,g4,18.5,1.0
Bouton,g4,18.75,1.0
Bouton,g4,19.0,0.8769230769230769
Bouton,g4,19.25,1.0
Bouton,g4,19.5,1.0
Bouton,g4,19.75,1.0
Bouton,g4,20.0,1.0
Bouton,g4,20.25,1.0
Bouton,g4,20.5,1.0
Bouton,g4,20.75,0.9390831390831391
Bouton,g4,21.0,1.0
Bouton,g4,21.25,1.0
Bouton,g4,21.5,1.0
Bouton,g4,21.75,1.0
Bouton,g4,22.0,1.0
Bouton,g4,22.25,1.0
Bouton,g4,22.5,1.0
Bouton,g4,22.75,1.0
Bouton,g4,23.0,1.0
Bouton,g4,23.25,1.0
Bouton,g4,23.5,1.0
Bouton,g4,23.75,1.0
Bouton,g4,24.0,1.0
Bouton,g4,24.25,1.0
Bouton,g4,24.5,1.0
Bouton,g4,24.75,0.9316239316239316
Bouton,g4,25.0,1.0
Bouton,g4,25.25,1.0
Bouton,g4,25.5,1.0
Bouton,g4,25.75,1.0
Bouton,g4,26.0,0.25998445998445996
Bouton,g4,26.25,0.25998445998445996
Bouton,g4,26.5,1.0
Bouton,g4,26.75,0.4735042735042735
Bouton,g4,27.0,1.0
Bouton,g4,27.25,1.0
Bouton,g4,27.5,1.0
Bouton,g4,27.75,1.0
Bouton,g4,28.0,1.0
Bouton,g4,28.25,1.0
Bouton,g4,28.5,1.0
Bouton,g4,28.75,0.13162393162393163
Bouton,g4,29.0,0.13162393162393163
Bouton,g4,29.25,0.13162393162393163
Bouton,g4,29.5,0.13162393162393163
Bouton,g4,29.75,1.0
Bouton,g4,30.0,1.0
Bouton,g4,30.25,1.0
Bouton,g4,30.5,1.0
Bouton,g4,30.75,1.0
Bouton,g4,31.0,1.0
Bouton,g4,31.25,1.0
Bouton,g4,31.5,1.0
Bouton,g4,31.75,1.0
Bouton,g4,32.0,1.0
Bouton,g4,32.25,0.8867132867132868
Bouton,g4,32.5,1.0
Bouton,g4,32.75,1.0
Bouton,g4,33.0,1.0
Bouton,g4,33.25,1.0
Bouton,g4,33.5,1.0
Bouton,g4,33.75,1.0
Bouton,g4,34.0,1.0
Bouton,g4,34.25,1.0
Bouton,g4,34.5,1.0
Bouton,g4,34.75,1.0
Bouton,g4,35.0,1.0
Bouton,g4,35.25,0.24677544677544677
Bouton,g4,35.5,0.24677544677544677
Bouton,g4,35.75,1.0
Bouton,g4,36.0,1.0
Bouton,g4,36.25,0.12540792540792542
Bouton,g4,36.5,0.12540792540792542
Bouton,g4,36.75,0.12540792540792542
Bouton,g4,37.0,0.12540792540792542
Bouton,g4,37.25,1.0
Bouton,g4,37.5,1.0
Bouton,g4,37.75,1.0
Bouton,g4,38.0,1.0
Bouton,g4,38.25,1.0
Bouton,g4,38.5,1.0
Bouton,g4,38.75,1.0
Bouton,g4,39.0,1.0
Bouton,g4,39.25,1.0
Bouton,g4,39.5,1.0
Bouton,g4,39.75,1.0
Bouton,g4,40.0,1.0
Bouton,g4,40.25,1.0
Bouton,g4,40.5,1.0
Bouton,g4,40.75,1.0
Bouton,g4,41.0,1.0
Bouton,g4,41.25,1.0
Bouton,g4,41.5,1.0
Bouton,g4,41.75,1.0
Bouton,g4,42.0,1.0
Bouton,g4,42.25,1.0
Bouton,g4,42.5,1.0
Bouton,g4,42.75,1.0
Bouton,g4,43.0,1.0
Bouton,g4,43.25,1.0
Bouton,g4,43.5,1.0
Bouton,g4,43.75,0.9636363636363636
Bouton,g4,44.0,1.0
Bouton,g4,44.25,1.0
Bouton,g4,44.5,1.0
Bouton,g4,44.75,0.383993783993784
Bouton,g4,45.0,0.383993783993784
Bouton,g4,45.25,1.0
Bouton,g4,45.5,1.0
Bouton,g4,45.75,1.0
Bouton,g4,46.0,1.0
Bouton,g4,46.25,1.0
Bouton,g4,46.5,0.9668997668997669
Bouton,g4,46.75,1.0
Bouton,g4,47.0,1.0
Bouton,g4,47.25,0.6834498834498834
Bouton,g4,47.5,1.0
Bouton,g4,47.75,1.0
Bouton,g4,48.0,0.15462315462315462
Bouton,g4,48.25,0.15462315462315462
Bouton,g4,48.5,0.15462315462315462
Bouton,g4,48.75,1.0
Bouton,g4,49.0,1.0
Bouton,g4,49.25,0.5797979797979798
Bouton,g4,49.5,1.0
Bouton,g4,49.75,1.0
Bouton,g4,50.0,1.0
Bouton,g4,50.25,1.0
Bouton,g4,50.5,0.5140637140637141
Bouton,g4,50.75,1.0
Bouton,g4,51.0,1.0
Bouton,g4,51.25,1.0
Bouton,g4,51.5,1.0
Bouton,g4,51.75,1.0
Bouton,g4,52.0,1.0
Bouton,g4,52.25,0.4506604506604507
Bouton,g4,52.5,1.0
Bouton,g4,52.75,1.0
Bouton,g4,53.0,1.0
Bouton,g4,53.25,1.0
Bouton,g4,53.5,1.0
Bouton,g4,53.75,1.0
Bouton,g4,54.0,0.7407925407925408
Bouton,g4,54.25,1.0
Bouton,g4,54.5,1.0
Bouton,g4,54.75,0.685936285936286
Bouton,g4,55.0,1.0
Bouton,g4,55.25,1.0
Bouton,g4,55.5,1.0
Bouton,g4,55.75,1.0
Bouton,g4,56.0,1.0
Bouton,g4,56.25,1.0
Bouton,g4,56.5,1.0
Bouton,g4,56.75,1.0
Bouton,g4,57.0,0.6593628593628593
Bouton,g4,57.25,1.0
Bouton,g4,57.5,0.9042735042735043
Bouton,g4,57.75,1.0
Bouton,g4,58.0,1.0
Bouton,g4,58.25,0.16285936285936287
Bouton,g4,58.5,0.16285936285936287
Bouton,g4,58.75,0.16285936285936287
Bouton,g4,59.0,1.0
Bouton,g4,59.25,0.8867132867132868
Bouton,g4,59.5,1.0
Bouton,g4,59.75,0.331002331002331
Bouton,g4,60.0,0.331002331002331
Bouton,g4,60.25,1.0
Bouton,g4,60.5,0.6466200466200466
Bouton,g4,60.75,1.0
Bouton,g4,61.0,0.33255633255633255
Bouton,g4,61.25,0.33255633255633255
Bouton,g4,61.5,1.0
Bouton,g4,61.75,0.8391608391608392
Bouton,g4,62.0,1.0
Bouton,g4,62.25,1.0
Bouton,g4,62.5,1.0
Bouton,g4,62.75,1.0
Bouton,g4,63.0,1.0
Bouton,g4,63.25,1.0
Bouton,g4,63.5,0.8536130536130536
Bouton,g4,63.75,1.0
Bouton,g4,64.0,0.6585858585858586
Bouton,g4,64.25,1.0
Bouton,g4,64.5,1.0
Bouton,g4,64.75,1.0
Bouton,g4,65.0,1.0
Bouton,g4,65.25,0.7510489510489511
Bouton,g4,65.5,1.0
Bouton,g4,65.75,0.8711732711732711
Bouton,g4,66.0,1.0
Bouton,g4,66.25,1.0
Bouton,g4,66.5,1.0
Bouton,g4,66.75,1.0
Bouton,g4,67.0,0.14436674436674438
Bouton,g4,67.25,0.14436674436674438
Bouton,g4,67.5,0.14436674436674438
Bouton,g4,67.75,0.14436674436674438
Bouton,g4,68.0,1.0
Bouton,g4,68.25,0.1006993006993007
Bouton,g4,68.5,0.1006993006993007
Bouton,g4,68.75,0.1006993006993007
Bouton,g4,69.0,0.1006993006993007
Bouton,g4,69.25,0.1006993006993007
Bouton,g4,69.5,1.0
Bouton,g4,69.75,1.0
Bouton,g4,70.0,1.0
Bouton,g4,70.25,1.0
Bouton,g4,70.5,1.0
Bouton,g4,70.75,1.0
Bouton,g4,71.0,1.0
Bouton,g4,71.25,1.0
Bouton,g4,71.5,0.5516705516705517
Bouton,g4,71.75,1.0
Bouton,g4,72.0,0.06542346542346543
Bouton,g4,72.25,0.06542346542346543
Bouton,g4,72.5,0.06542346542346543
Bouton,g4,72.75,0.06542346542346543
Bouton,g4,73.0,0.06542346542346543
Bouton,g4,73.25,0.06542346542346543
Bouton,g4,73.5,0.06542346542346543
Bouton,g4,73.75,0.06542346542346543
Bouton,g4,74.0,1.0
Bouton,g4,74.25,1.0
Bouton,g4,74.5,0.5526029526029526
Bouton,g4,74.75,1.0
Bouton,g4,75.0,0.764102564102564
Bouton,g4,75.25,1.0
Bouton,g4,75.5,0.29634809634809633
Bouton,g4,75.75,0.29634809634809633
Bouton,g4,76.0,1.0
Bouton,g4,76.25,1.0
Bouton,g4,76.5,0.7853923853923854
Bouton,g4,76.75,1.0
Bouton,g4,77.0,0.20233100233100232
Bouton,g4,77.25,0.20233100233100232
Bouton,g4,77.5,0.20233100233100232
Bouton,g4,77.75,1.0
Bouton,g4,78.0,1.0
Bouton,g4,78.25,0.942968142968143
Bouton,g4,78.5,1.0
Bouton,g4,78.75,0.9073815073815074
Bouton,g4,79.0,1.0
Bouton,g4,79.25,1.0
Bouton,g4,79.5,1.0
Bouton,g4,79.75,1.0
Bouton,g4,80.0,1.0
Bouton,g4,80.25,1.0
Bouton,g4,80.5,0.8568764568764569
Bouton,g4,80.75,1.0
Bouton,g4,81.0,0.7871017871017871
Bouton,g4,81.25,1.0
Bouton,g4,81.5,1.0
Bouton,g4,81.75,0.6814296814296814
Bouton,g4,82.0,1.0
Bouton,g4,82.25,1.0
Bouton,g4,82.5,1.0
Bouton,g4,82.75,1.0
Bouton,g4,83.0,0.956021756021756
Bouton,g4,83.25,1.0
Bouton,g4,83.5,1.0
Bouton,g4,83.75,1.0
Bouton,g4,84.0,0.12105672105672105
Bouton,g4,84.25,0.12105672105672105
Bouton,g4,84.5,0.12105672105672105
Bouton,g4,84.75,0.12105672105672105
Bouton,g4,85.0,1.0
Bouton,g4,85.25,0.1348873348873349
Bouton,g4,85.5,0.1348873348873349
Bouton,g4,85.75,0.1348873348873349
Bouton,g4,86.0,0.1348873348873349
Bouton,g4,86.25,1.0
Bouton,g4,86.5,0.023465423465423466
Bouton,g4,86.75,0.023465423465423466
Bouton,g4,87.0,0.023465423465423466
Bouton,g4,87.25,0.023465423465423466
Bouton,g4,87.5,0.023465423465423466
Bouton,g4,87.75,0.023465423465423466
Bouton,g4,88.0,0.023465423465423466
Bouton,g4,88.25,0.023465423465423466
Bouton,g4,88.5,0.023465423465423466
Bouton,g4,88.75,0.023465423465423466
Bouton,g4,89.0,0.023465423465423466
Bouton,g4,89.25,0.023465423465423466
Bouton,g4,89.5,0.023465423465423466
Bouton,g4,89.75,0.023465423465423466
Bouton,g4,90.0,0.023465423465423466
Bouton,g5,-10.0,1.0
Bouton,g5,-9.75,1.0
Bouton,g5,-9.5,1.0
Bouton,g5,-9.25,1.0
Bouton,g5,-9.0,1.0
Bouton,g5,-8.75,1.0
Bouton,g5,-8.5,1.0
Bouton,g5,-8.25,1.0
Bouton,g5,-8.0,1.0
Bouton,g5,-7.75,1.0
Bouton,g5,-7.5,1.0
Bouton,g5,-7.25,0.8857808857808858
Bouton,g5,-7.0,1.0
Bouton,g5,-6.75,1.0
Bouton,g5,-6.5,1.0
Bouton,g5,-6.25,1.0
Bouton,g5,-6.0,1.0
Bouton,g5,-5.75,1.0
Bouton,g5,-5.5,1.0
Bouton,g5,-5.25,1.0
Bouton,g5,-5.0,1.0
Bouton,g5,-4.75,1.0
Bouton,g5,-4.5,1.0
Bouton,g5,-4.25,1.0
Bouton,g5,-4.0,1.0
Bouton,g5,-3.75,1.0
Bouton,g5,-3.5,1.0
Bouton,g5,-3.25,1.0
Bouton,g5,-3.0,1.0
Bouton,g5,-2.75,1.0
Bouton,g5,-2.5,1.0
Bouton,g5,-2.25,1.0
Bouton,g5,-2.0,1.0
Bouton,g5,-1.75,1.0
Bouton,g5,-1.5,0.7317793317793317
Bouton,g5,-1.25,1.0
Bouton,g5,-1.0,1.0
Bouton,g5,-0.75,1.0
Bouton,g5,-0.5,1.0
Bouton,g5,-0.25,1.0
Bouton,g5,0.0,1.0
Bouton,g5,0.25,1.0
Bouton,g5,0.5,1.0
Bouton,g5,0.75,1.0
Bouton,g5,1.0,1.0
Bouton,g5,1.25,1.0
Bouton,g5,1.5,1.0
Bouton,g5,1.75,1.0
Bouton,g5,2.0,1.0
Bouton,g5,2.25,1.0
Bouton,g5,2.5,1.0
Bouton,g5,2.75,1.0
Bouton,g5,3.0,1.0
Bouton,g5,3.25,1.0
Bouton,g5,3.5,1.0
Bouton,g5,3.75,1.0
Bouton,g5,4.0,0.9992229992229992
Bouton,g5,4.25,1.0
Bouton,g5,4.5,1.0
Bouton,g5,4.75,1.0
Bouton,g5,5.0,1.0
Bouton,g5,5.25,1.0
Bouton,g5,5.5,1.0
Bouton,g5,5.75,1.0
Bouton,g5,6.0,1.0
Bouton,g5,6.25,1.0
Bouton,g5,6.5,0.947940947940948
Bouton,g5,6.75,1.0
Bouton,g5,7.0,0.37902097902097903
Bouton,g5,7.25,0.37902097902097903
Bouton,g5,7.5,1.0
Bouton,g5,7.75,1.0
Bouton,g5,8.0,1.0
Bouton,g5,8.25,0.12836052836052836
Bouton,g5,8.5,0.12836052836052836
Bouton,g5,8.75,0.12836052836052836
Bouton,g5,9.0,1.0
Bouton,g5,9.25,0.2564102564102564
Bouton,g5,9.5,0.2564102564102564
Bouton,g5,9.75,1.0
Bouton,g5,10.0,1.0
Bouton,g5,10.25,1.0
Bouton,g5,10.5,1.0
Bouton,g5,10.75,1.0
Bouton,g5,11.0,0.9415695415695415
Bouton,g5,11.25,1.0
Bouton,g5,11.5,0.013053613053613054
Bouton,g5,11.75,0.013053613053613054
Bouton,g5,12.0,0.013053613053613054
